year,réactions_NOUN égales_ADJ,réactions_NOUN légales_ADJ
1800,3.144164484325529e-09,0.0
1801,0.0,0.0
1802,6.713520406265161e-09,0.0
1803,2.145373123596528e-08,0.0
1804,4.943701892301533e-09,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,2.0239355080775567e-08,0.0
1818,1.5497530370112145e-08,1.1921177378582115e-09
1819,0.0,4.140420006848444e-09
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,5.929612356680991e-09,0.0
1824,8.421112696055388e-09,0.0
1825,8.805443041381977e-10,0.0
1826,6.1655889282974385e-09,0.0
1827,7.373818444733615e-09,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,9.354723218280014e-09,0.0
1832,6.764984572527055e-09,0.0
1833,0.0,0.0
1834,1.8669061851994684e-09,0.0
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,0.0
1838,0.0,0.0
1839,3.4957374772659477e-09,0.0
1840,0.0,0.0
1841,0.0,0.0
1842,3.3541325272778977e-09,2.683306021822318e-09
1843,1.063243981747064e-08,1.7720733769266417e-09
1844,6.586273748609983e-09,5.488561272137815e-10
1845,2.17628883802945e-08,0.0
1846,0.0,0.0
1847,7.011190739092399e-09,0.0
1848,8.045221711050488e-10,0.0
1849,4.1897072478036534e-09,0.0
1850,0.0,0.0
1851,6.449438760824933e-09,0.0
1852,0.0,6.510545436100301e-10
1853,8.957897534855874e-09,0.0
1854,5.7152309551611324e-09,0.0
1855,5.306937111981824e-10,0.0
1856,1.0872097000458325e-08,0.0
1857,9.274867096564776e-09,0.0
1858,0.0,0.0
1859,1.018434669930457e-08,0.0
1860,0.0,0.0
1861,9.431927461278633e-10,0.0
1862,1.8071945051545413e-09,0.0
1863,9.989241656072068e-10,0.0
1864,1.4384183844029508e-09,0.0
1865,4.706844358715045e-10,0.0
1866,9.731225603104576e-09,0.0
1867,0.0,0.0
1868,7.903798504571569e-09,0.0
1869,1.4650557433881772e-09,0.0
1870,1.7202147262196377e-08,0.0
1871,1.0621177271019633e-09,0.0
1872,6.047339295989218e-10,0.0
1873,7.183205141814142e-09,0.0
1874,2.9873046258899194e-09,0.0
1875,2.2886108563824337e-09,0.0
1876,6.04601479992084e-10,0.0
1877,1.1132669008873108e-08,0.0
1878,0.0,5.435179861734696e-09
1879,0.0,0.0
1880,3.8507077526617195e-09,0.0
1881,1.673401861523871e-08,0.0
1882,3.3276925659464496e-09,0.0
1883,7.58320695126713e-09,0.0
1884,6.601696966868076e-10,0.0
1885,4.511945039809007e-09,0.0
1886,1.097088819790315e-08,0.0
1887,7.834709769838355e-09,0.0
1888,4.4384300679212174e-09,0.0
1889,6.891650361495749e-09,0.0
1890,6.554386366985909e-09,0.0
1891,7.649063604731055e-09,0.0
1892,6.268512375839919e-10,0.0
1893,6.774258043407144e-09,0.0
1894,1.8904617871129403e-09,0.0
1895,3.0093072478365457e-09,0.0
1896,7.076434549446731e-09,0.0
1897,9.322741689743452e-09,0.0
1898,2.8291773368493978e-09,0.0
1899,1.1607914629507832e-08,0.0
1900,3.633737311048435e-09,0.0
1901,1.117747761014698e-08,0.0
1902,1.0311596021495006e-08,0.0
1903,6.480264325148255e-09,0.0
1904,1.0749250378694342e-09,0.0
1905,8.257214467732865e-09,0.0
1906,1.0288369267641428e-08,2.0576738091193647e-09
1907,4.6285588695127444e-09,0.0
1908,8.840499887696751e-09,0.0
1909,5.5009836685826485e-09,0.0
1910,9.085056262847502e-09,0.0
1911,1.0108711201439746e-08,0.0
1912,7.814131564032323e-09,0.0
1913,1.0075680734189518e-08,0.0
1914,4.68772043404897e-09,0.0
1915,4.712304768617059e-09,0.0
1916,0.0,0.0
1917,6.57985488317081e-09,0.0
