year,ses_DET eaux_NOUN,ses_DET lots_NOUN
1909,2.320314870019047e-06,3.8506885458033935e-08
1910,2.7249824228192665e-06,2.778958385629693e-08
1911,2.569208696456826e-06,2.1813533868098034e-08
1912,2.618776001384049e-06,2.448427954826471e-08
1913,2.3577093415383388e-06,2.969674245401066e-08
1914,2.5983365787851653e-06,1.6741860009439335e-08
1915,2.2100709529127016e-06,2.1205371458776767e-08
1916,2.2831945756252026e-06,1.3184954461564757e-08
1917,2.443319353062634e-06,4.4962339296183984e-08
1918,2.103155537724888e-06,1.9526839700745313e-08
1919,2.2982788436820556e-06,1.6574126959767455e-08
1920,2.448859746095877e-06,1.665890891899835e-08
1921,2.3513379758810515e-06,2.0446417892117097e-08
1922,2.1145162705238363e-06,3.7627472693202435e-08
1923,2.1221280803729314e-06,1.5923922180860473e-08
1924,2.1902869633549926e-06,2.3204924204378585e-08
1925,2.725348473120448e-06,2.5295809891190402e-08
1926,1.9550327365891462e-06,1.8948435376309192e-08
1927,2.1863631118890225e-06,4.348197735204451e-08
1928,2.4554561974809985e-06,2.0566874425753667e-08
1929,2.4709420358703937e-06,2.4508894691521732e-08
1930,2.214159593449949e-06,2.2057568216382606e-08
1931,2.197812243309727e-06,2.623232031595535e-08
1932,2.552476132677839e-06,6.575722188983946e-09
1933,1.956894983834445e-06,2.064719240024715e-08
1934,2.2213849817376286e-06,1.4377896206951846e-08
1935,2.008278102039185e-06,3.231436807027421e-08
1936,2.0769636392969915e-06,1.8187071404440758e-08
1937,1.9440685932181623e-06,1.888667711114067e-08
1938,2.1094404232258057e-06,9.075649898271365e-09
1939,1.858227179241112e-06,1.6823456405745674e-08
1940,2.0260905699842624e-06,3.296517903095264e-08
1941,1.7000654892740386e-06,2.066051862925633e-08
1942,1.8387323379442932e-06,1.8205270180260413e-08
1943,1.6577472834455875e-06,2.322588166236983e-08
1944,1.783318339221296e-06,1.2852744646352221e-08
1945,1.8735134901248784e-06,4.357008087652048e-09
1946,1.7234327032156216e-06,6.960552134671616e-09
1947,1.5330240614730428e-06,9.536696765621855e-09
1948,1.5677261941959841e-06,9.784699273041042e-09
1949,1.8554145384541698e-06,1.079870937115146e-08
1950,1.976050256757844e-06,2.1270722072586068e-08
1951,1.6365252193395463e-06,1.0661401539380222e-08
1952,1.5732847913341175e-06,8.435843135146115e-09
1953,1.616074058574668e-06,7.54167928107563e-09
1954,1.5655602823017034e-06,1.07497895029951e-08
1955,1.4294280532567427e-06,2.815682265122632e-08
1956,1.5654448972668433e-06,1.657016923672927e-08
1957,1.4162565378228464e-06,1.4136060155767183e-08
1958,1.6072968875846527e-06,2.1507833736222892e-08
1959,1.2881742819104147e-06,1.240119618106661e-08
1960,1.353022931027681e-06,4.152500121534786e-09
1961,1.3423843441273675e-06,4.86371165564492e-09
1962,1.3108823324614605e-06,1.2049716779927166e-08
1963,1.252474504553902e-06,1.8104948207309235e-08
1964,1.482663080309976e-06,1.2776333768727e-08
1965,1.319309681946379e-06,7.660860390501512e-09
1966,1.3615045659776115e-06,8.308612464702492e-09
1967,1.3188647791650965e-06,8.381570104631919e-09
1968,1.6663153132867592e-06,1.5719955531734442e-08
1969,1.4615376286997162e-06,1.4533625386503601e-08
1970,1.5516098272883028e-06,1.0577067582895339e-08
1971,1.2311600414705026e-06,6.679916619845017e-09
1972,1.3800095075566787e-06,1.179933784012377e-08
1973,1.226687846411778e-06,1.1577728109557484e-08
1974,1.2229992556456182e-06,1.800182936051442e-08
1975,1.2930791015719478e-06,9.138367840222372e-09
1976,1.1124236749537886e-06,1.1427053969725876e-08
1977,1.1160008810406907e-06,1.763034590540613e-08
1978,1.3057420282791554e-06,1.7227714366185864e-08
1979,1.1212380819358714e-06,2.048190705927766e-08
1980,1.391156338570454e-06,1.3644362084619388e-08
1981,1.22019844894794e-06,2.4669642328944974e-08
1982,1.0589999241972237e-06,9.932003885992913e-09
1983,1.0496054976272262e-06,2.1472073896688926e-08
1984,1.101811591297519e-06,1.1018116197192285e-08
1985,1.1940882806982245e-06,2.105445384703586e-08
1986,9.878912443639365e-07,2.6975183919919488e-08
1987,1.0467829305582654e-06,1.6499205224285163e-08
1988,9.50453763692849e-07,2.2187249149041577e-08
1989,1.2298881983952015e-06,2.2501301488730974e-08
1990,1.0777432066788606e-06,1.8525413703063265e-08
1991,1.041582315508549e-06,1.52398094144246e-08
1992,1.056807288790651e-06,2.4243753671271406e-08
1993,1.1050718882188448e-06,1.550978012687665e-08
1994,1.2522676300363855e-06,2.37371702294098e-08
1995,1.0329769111194764e-06,1.9520822291951845e-08
1996,1.050002737201794e-06,2.2953796419145078e-08
1997,1.0798102181297509e-06,1.2466725540782875e-08
1998,9.397982623227108e-07,1.5258013519314773e-08
1999,1.1420932963801533e-06,2.1936965688418297e-08
2000,9.98033311105928e-07,1.678851901942835e-08
2001,1.0506145642352749e-06,1.533424159871899e-08
2002,1.0339682354754132e-06,1.1391176002462089e-08
2003,1.0467310360695592e-06,1.7917768602160322e-08
2004,9.373395570833054e-07,1.8500124099318782e-08
2005,9.782144125836112e-07,1.5763124139311913e-08
2006,1.122124949404224e-06,1.729513776638214e-08
2007,1.0421596847720593e-06,2.5564669048350197e-08
2008,1.1908058326071114e-06,1.830699147831183e-08
2009,1.2955178974038972e-06,1.2874120214334539e-08
2010,1.2584184929664843e-06,1.9367551118421034e-08
2011,1.4829362982027305e-06,1.7590270517953144e-08
2012,1.6663816495565698e-06,1.5319137958158535e-08
2013,1.2525960357834265e-06,1.5619100512953565e-08
2014,1.4077558816438795e-06,1.5158116054014847e-08
2015,1.7109745584775737e-06,1.640265719082823e-08
2016,2.066575945036675e-06,1.7399257146166747e-08
2017,1.3310100044350293e-06,1.861552334503358e-08
2018,1.5052531807668856e-06,1.6779534206534663e-08
2019,1.4831442882723422e-06,2.2703790569789106e-08
