year,relations_NOUN égales_ADJ,relations_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,5.818384352096473e-08
1803,0.0,0.0
1804,0.0,9.887403784603066e-09
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,6.210630232317271e-09
1820,1.1866481131050932e-09,1.1866481131050932e-09
1821,0.0,1.1833785507064931e-08
1822,0.0,0.0
1823,7.906149512848515e-09,2.4706716672540097e-08
1824,8.421112696055388e-10,7.57900142644985e-09
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,7.715858174606183e-09
1830,0.0,2.0873671680021744e-09
1831,0.0,1.870944643656003e-08
1832,0.0,0.0
1833,5.791814139399776e-09,8.108539617524002e-09
1834,0.0,9.334530925997342e-10
1835,3.025235173481633e-09,0.0
1836,2.016224964762614e-09,1.747394939854985e-08
1837,1.3915781860163179e-09,1.3219993100221927e-08
1838,0.0,8.2058102535143e-09
1839,0.0,0.0
1840,0.0,1.9746034141121527e-08
1841,1.2841097074556274e-09,6.420548537278137e-09
1842,0.0,6.708265054555795e-10
1843,2.3627644285539873e-09,3.5441467538532834e-09
1844,4.9397050894128824e-09,2.8540519281250454e-08
1845,1.1160455892778032e-09,1.7298706467272496e-08
1846,0.0,4.6836010625384006e-09
1847,4.853901280910122e-09,3.235934187273415e-09
1848,0.0,8.84974404868899e-09
1849,0.0,3.3517659758786067e-09
1850,0.0,1.9009188889640427e-08
1851,0.0,9.674158363282004e-09
1852,0.0,1.9531636752390114e-08
1853,0.0,1.1346670270029335e-08
1854,5.195664454227256e-10,7.27393034694046e-09
1855,1.0613874223963649e-09,2.653468555990912e-09
1856,0.0,1.65670055451983e-08
1857,3.905207268672939e-09,1.4644527812635033e-09
1858,4.893676019968041e-10,1.663849857891364e-08
1859,0.0,1.1202780925145817e-08
1860,1.373155145145688e-09,1.4189270203246451e-08
1861,0.0,1.9807048445841247e-08
1862,0.0,1.671654992208005e-08
1863,0.0,1.2986014041871385e-08
1864,0.0,6.233146443435089e-09
1865,4.706844358715045e-10,1.0355057256106193e-08
1866,9.731225825149181e-10,1.216403244796993e-08
1867,0.0,8.249779526181555e-09
1868,1.4819622196071691e-09,1.4819621974027086e-08
1869,3.4184632902167778e-09,1.4650557211837167e-08
1870,5.734048791339319e-10,1.1468097582678638e-08
1871,0.0,2.7615060460561835e-08
1872,5.442605477412599e-09,3.0236697590169115e-09
1873,0.0,1.1972009161809183e-08
1874,0.0,1.2546679251101978e-08
1875,0.0,2.0025344937835143e-08
1876,6.04601479992084e-10,3.3253080289341597e-08
1877,0.0,1.2369632429454214e-08
1878,6.039088673581716e-10,6.039088784604019e-09
1879,0.0,1.3440515367335593e-08
1880,0.0,2.888030792291829e-08
1881,0.0,1.1853263259808955e-08
1882,0.0,1.9300616216355593e-08
1883,6.319338941018771e-10,8.847074184359371e-09
1884,0.0,1.3203393933736152e-08
1885,0.0,6.445635580831777e-09
1886,0.0,9.034849313138693e-09
1887,0.0,7.1818169189441505e-09
1888,0.0,1.268122939990235e-08
1889,0.0,2.5060546970934183e-09
1890,0.0,1.5075089621063853e-08
1891,0.0,6.3742202627281586e-09
1892,6.268512375839919e-10,1.002961980134387e-08
1893,0.0,7.390100087434348e-09
1894,0.0,1.2603078580752936e-09
1895,0.0,7.824199066419624e-09
1896,0.0,2.4177818858106548e-08
1897,0.0,8.740070001067579e-09
1898,0.0,1.4711722506888236e-08
1899,5.527578395003729e-10,6.633094074004475e-09
1900,0.0,6.748368974740515e-09
1901,1.1177477832191585e-09,8.941982265753268e-09
1902,2.9461704187383475e-09,2.9461704187383475e-09
1903,1.6200660812870638e-09,1.1340462791054051e-08
1904,0.0,1.0211787859759625e-08
1905,0.0,6.192911072844254e-09
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,0.0,4.114274698707732e-09
1908,4.911389073214423e-10,4.911389073214423e-10
1909,0.0,6.0510818578052294e-09
1910,1.8170112525695004e-08,4.809735720812114e-09
1911,0.0,1.0108711201439746e-08
1912,0.0,3.125652625612929e-09
1913,0.0,2.121195885607108e-09
1914,0.0,5.357394972094198e-09
1915,0.0,5.890381071793627e-09
1916,0.0,8.789969641043172e-09
1917,0.0,8.773139548168274e-09
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,0.0,3.591060959706738e-08
1920,0.0,1.817335615328375e-08
1921,0.0,1.2873671018098776e-08
1922,7.377935484775833e-10,8.115729421831475e-09
1923,1.0615948120573648e-09,7.431163684401554e-09
1924,0.0,2.3204924204378585e-08
1925,0.0,2.639562701745035e-08
1926,3.343841648018042e-09,1.0031524944054127e-08
1927,1.1149224876660924e-09,1.2264147031260109e-08
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,0.0,1.0026365515614089e-08
1930,1.0503603542488804e-09,6.302162347537887e-09
1931,1.1405356659111021e-09,2.3951248095954725e-08
1932,2.1919073223131136e-09,5.4797681947604815e-09
1933,3.4411986593596566e-09,6.882397318719313e-09
1934,1.1981580172459871e-09,1.4377896206951846e-08
1935,0.0,7.180970484910176e-09
1936,4.849885826274658e-09,1.9399543305098632e-08
1937,2.5182236296217297e-09,6.295559185076627e-09
1938,0.0,1.1668692678767911e-08
1939,1.5294050470515685e-09,6.117620188206274e-09
1940,0.0,2.028626333583361e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,9.102635090130207e-09
1943,8.709705845433291e-09,1.4516175816936538e-08
1944,0.0,0.0
1945,2.178504043826024e-09,4.357008087652048e-09
1946,0.0,4.1763312808029696e-09
1947,0.0,8.344609447874518e-09
1948,2.174377566888097e-09,8.697510267552389e-09
1949,2.945102384188658e-09,1.47255123650325e-08
1950,0.0,1.595304155443955e-08
1951,2.1322803522849654e-09,1.7058242818279723e-08
1952,1.0544803918932644e-09,6.326882129314981e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,6.840775057526116e-09
1955,1.8771215692936494e-09,1.0324168187025862e-08
1956,1.744228317335228e-09,8.72114158667614e-10
1957,5.301022731885041e-09,9.718541527092839e-09
1958,5.790570245522986e-09,7.445019267748876e-09
1959,2.325224457422337e-09,1.8601795659378695e-08
1960,3.460416619915918e-09,1.5225833038812198e-08
1961,4.16889545107324e-09,5.55852741612739e-09
1962,6.341956404476434e-10,1.0781326054143392e-08
1963,0.0,7.759263453976928e-09
1964,1.8251904432275978e-09,2.4335873316516654e-09
1965,2.188817349590977e-09,8.20806533852192e-09
1966,2.215629901769489e-09,8.308612464702492e-09
1967,9.860671168482327e-10,1.035370456037299e-08
1968,3.5931326802796093e-09,1.3474247495537384e-08
1969,1.3625273131978588e-09,1.090021850558287e-08
1970,8.277704743875347e-09,2.2993624781975086e-09
1971,3.5968783507200897e-09,8.735275613958038e-09
1972,1.5390440033513642e-09,1.128632298730281e-08
1973,7.1671650836435674e-09,7.1671650836435674e-09
1974,1.1251143350321513e-09,6.1881286761433785e-09
1975,3.998036124386317e-09,6.8537762132336866e-09
1976,1.142705374768127e-09,2.285410749536254e-09
1977,4.11374712072643e-09,5.876781727920388e-09
1978,4.158414057542359e-09,1.128712323605896e-08
1979,1.7555920051037788e-09,5.851973128301324e-09
1980,9.096241093686785e-09,7.390696055153967e-09
1981,3.795329828193417e-09,1.0120879245789638e-08
1982,0.0,1.3035754697909852e-08
1983,1.2630632095778083e-09,3.157658134966823e-09
1984,2.8995041922996734e-09,1.739702604197646e-09
1985,3.0077789148208467e-09,4.210890747202711e-09
1986,2.997242676272549e-09,6.593933843390687e-09
1987,3.0554083707556856e-09,4.277571630240118e-09
1988,1.1993107618124554e-09,5.99655392008458e-09
1989,4.390497743145261e-09,1.6464366536794728e-09
1990,7.083246433836621e-09,5.993515905799995e-09
1991,2.9307325455363298e-09,2.9307325455363298e-09
1992,2.2039776670368383e-09,4.958949695321735e-09
1993,2.7696036575264316e-09,4.4313659408601325e-09
1994,2.1099706426497278e-09,6.857404422078162e-09
1995,3.795715741716776e-09,5.4224509327127635e-09
1996,6.939520069693117e-09,8.540947504798169e-09
1997,1.438468344439059e-09,8.630809844589749e-09
1998,3.337690568372409e-09,4.291316191284977e-09
1999,1.8280804647829996e-09,1.0054442611817649e-08
2000,4.859834756842929e-09,1.2370488633450805e-08
2001,0.0,1.0076787404500465e-08
2002,6.571832411594869e-09,2.6287327870022636e-09
2003,2.9168460979889232e-09,9.58392298855415e-09
2004,4.404791198453495e-09,9.250062049659391e-09
2005,2.251874686720612e-09,5.854874363109275e-09
2006,3.706100981659688e-09,7.000412693969338e-09
2007,4.393927444112933e-09,3.994479413904628e-09
2008,1.2772318758180745e-09,5.108927503272298e-09
2009,1.907277002999308e-09,5.721831008997924e-09
2010,2.8342759250676863e-09,2.3618964561933353e-09
2011,2.6767803529281764e-09,8.030340836739924e-09
2012,3.063827413996023e-09,6.127654827992046e-09
2013,2.7891249310130206e-09,1.9523875849358774e-09
2014,3.2481677347817595e-09,3.681256854903836e-09
2015,1.994917786518613e-09,1.329945265027277e-09
2016,1.0356699942093428e-09,2.0713399884186856e-09
2017,1.2578056374223934e-09,4.528100561174142e-09
2018,5.937373259712331e-09,4.64663996169179e-09
2019,1.7856913725466939e-09,4.3366790158927415e-09
