year,rares_ADJ eaux_NOUN,rares_ADJ lots_NOUN
1981,3.1627747087981106e-09,1.2651099057237047e-09
1982,5.586751949948621e-09,0.0
1983,1.89459470334441e-09,0.0
1984,1.1598016991243298e-09,5.799008495621649e-10
1985,3.609334831011779e-09,6.015558051686298e-10
1986,2.997242676272549e-09,1.7983456945813714e-09
1987,3.0554083707556856e-09,2.4443267410134695e-09
1988,2.99827696004229e-09,1.1993107618124554e-09
1989,2.1952488715726304e-09,3.2928733073589456e-09
1990,1.6345953479657283e-09,5.44865097484859e-10
1991,4.10302547493302e-09,1.1722930404189924e-09
1992,5.509944167592096e-10,5.509944167592096e-10
1993,5.539207426075166e-10,0.0
1994,7.384897138251745e-09,0.0
1995,3.253470381991974e-09,5.422450821690461e-10
1996,4.804283193493575e-09,0.0
1997,2.876936688878118e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,3.1991407301035224e-09,9.140402323914998e-10
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,4.3812117822561447e-10,2.6287270138425356e-09
2002,2.1906108038649563e-09,3.066854992184176e-09
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,2.642874807889939e-09,1.3214374039449694e-09
2005,1.8014998381943315e-09,9.007499190971657e-10
2006,5.353256948836815e-09,4.1178899179428186e-10
2007,1.997239706952314e-09,1.1983438685803094e-09
2008,4.257439734089985e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,0.0
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,1.529588788962144e-09,0.0
2012,2.0425516833455504e-09,3.404252713057332e-10
2013,5.578250084070646e-10,5.578250084070646e-10
2014,2.5985342766432495e-09,0.0
2015,1.5516027351836215e-09,2.2165753954528356e-10
2016,2.899876117012923e-09,0.0
2017,1.0062445321423752e-09,5.031222660711876e-10
2018,2.0651733656507076e-09,2.5814667070633845e-10
2019,2.04079020349468e-09,0.0
