year,notes_NOUN égales_ADJ,notes_NOUN légales_ADJ
1800,0.0,0.0
1801,4.524246932646747e-08,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,1.421438877713399e-08,0.0
1806,2.4494187300660997e-07,0.0
1807,5.693910232196231e-09,0.0
1808,3.852325747288887e-08,0.0
1809,4.518061036407062e-09,0.0
1810,7.956430891908894e-08,0.0
1811,2.0056614147279106e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,5.664018942752591e-08,0.0
1815,8.091670444798638e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,1.5101672090622742e-07,0.0
1818,2.98029441125891e-08,0.0
1819,8.073818946741085e-08,0.0
1820,2.610625848831205e-08,0.0
1821,5.818278125957477e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,2.3718449426723964e-08,0.0
1824,5.894779064874456e-08,0.0
1825,9.421824387345623e-08,0.0
1826,7.04638769555288e-08,0.0
1827,1.1982455028203276e-08,0.0
1828,4.035812395386529e-08,0.0
1829,0.0,0.0
1830,7.618890407457002e-08,0.0
1831,3.274153215215847e-08,0.0
1832,4.329590197471589e-08,6.764984572527055e-09
1833,2.4325620628928846e-08,0.0
1834,1.5868701908061666e-08,0.0
1835,5.899208588289184e-08,0.0
1836,1.2097349788575684e-08,0.0
1837,2.0873672568200163e-08,0.0
1838,3.28232410140572e-08,0.0
1839,5.872839281551023e-08,0.0
1840,2.0383003729307347e-08,0.0
1841,1.0272877659645019e-08,0.0
1842,1.408735705865638e-08,0.0
1843,1.5357969118667825e-08,0.0
1844,2.5247381074677833e-08,0.0
1845,5.022205318283568e-09,0.0
1846,2.86870562860031e-08,0.0
1847,1.5640349459999925e-08,0.0
1848,2.413566457803995e-09,0.0
1849,5.865590679832167e-09,0.0
1850,4.955967014552698e-08,0.0
1851,2.192809134271556e-08,0.0
1852,3.2552726736412296e-08,0.0
1853,5.792773905000104e-08,0.0
1854,4.676098086520142e-08,0.0
1855,5.413075854221461e-08,0.0
1856,3.209857268871019e-08,0.0
1857,6.053071027745105e-08,0.0
1858,4.893676130990343e-09,0.0
1859,2.2914779407301467e-08,0.0
1860,3.7990627532735743e-08,0.0
1861,1.744906619194353e-08,0.0
1862,2.6204320491274302e-08,0.0
1863,1.4484400345793347e-08,0.0
1864,2.685047562067666e-08,0.0
1865,1.9298061815220535e-08,0.0
1866,3.7465220259491616e-08,0.0
1867,2.6690463172940326e-08,0.0
1868,3.6061081232219294e-08,0.0
1869,9.278686263769487e-09,0.0
1870,5.734048791339319e-09,0.0
1871,4.142259157902117e-08,0.0
1872,1.5118347462816928e-08,0.0
1873,5.387403856360606e-09,0.0
1874,3.1067965977626955e-08,0.0
1875,3.661777370211894e-08,0.0
1876,1.269663130187837e-08,0.0
1877,2.4739263970730008e-09,0.0
1878,1.6305540029293297e-08,0.0
1879,3.5434087664043545e-08,0.0
1880,4.492492600149944e-09,0.0
1881,1.4642266066289267e-08,0.0
1882,1.1314154946262533e-08,0.0
1883,1.4534479397809719e-08,0.0
1884,9.242375753615306e-09,0.0
1885,2.5782542323327107e-08,0.0
1886,3.743009102663564e-08,6.453463874400711e-10
1887,2.546280519766242e-08,0.0
1888,1.9021843655764314e-08,0.0
1889,4.38559585869136e-08,0.0
1890,1.1797895993481688e-08,0.0
1891,1.784781566982474e-08,0.0
1892,1.5044429702015805e-08,0.0
1893,6.15841644346915e-09,0.0
1894,1.0082462864602348e-08,0.0
1895,5.416753268150387e-09,0.0
1896,2.948514543632541e-09,0.0
1897,7.574727511894253e-09,0.0
1898,6.280773590106037e-08,0.0
1899,2.819064981451902e-08,0.0
1900,2.180242297811219e-08,0.0
1901,3.7444550571308355e-08,0.0
1902,1.5221880644844532e-08,0.0
1903,4.320176216765503e-09,0.0
1904,1.827372564378038e-08,0.0
1905,1.857873321853276e-08,0.0
1906,1.6975809202790515e-08,0.0
1907,1.131425531042396e-08,0.0
1908,7.367083831866239e-09,2.4556945366072114e-09
1909,1.4852655993990993e-08,0.0
1910,3.313373397872965e-08,0.0
1911,3.139020576803375e-08,0.0
1912,1.7712032729377825e-08,0.0
1913,2.3333155463323152e-08,5.30298971401777e-10
1914,1.4732836284281348e-08,2.678697486047099e-09
1915,8.246533234057551e-09,0.0
1916,1.3184954683609362e-08,0.0
1917,1.6449636319748606e-08,0.0
1918,2.1824115847834946e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,7.572231730534895e-09,0.0
1921,1.5145495524393482e-08,1.5145494858259667e-09
1922,2.656056830030451e-08,0.0
1923,3.078624954966358e-08,0.0
1924,4.769901051915326e-08,0.0
1925,2.74954441437103e-08,0.0
1926,4.346993875969929e-08,0.0
1927,1.2264147031260109e-08,0.0
1928,2.399468712610542e-08,0.0
1929,3.342121956961819e-08,0.0
1930,4.936693653867508e-08,0.0
1931,4.448089008235456e-08,0.0
1932,2.1919072779041926e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,4.672816444895034e-08,0.0
1935,2.752705441366743e-08,1.196828414151696e-09
1936,1.33371855781661e-08,0.0
1937,8.813782592653752e-09,0.0
1938,2.5930429359277696e-08,0.0
1939,1.988226561167039e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,1.3921104269343232e-08,0.0
1947,2.3841741914054637e-09,0.0
1948,1.6307831529616124e-08,0.0
1949,2.846932467548413e-08,0.0
1950,6.381216888229346e-09,0.0
1951,2.0256663901818683e-08,0.0
1952,1.370824520563474e-08,0.0
1953,1.4005975934594517e-08,0.0
1954,2.052232517257835e-08,0.0
1955,2.2525458831523792e-08,0.0
1956,1.2209597999301991e-08,6.976913269340912e-09
1957,2.1204090927540165e-08,0.0
1958,1.5717262158432277e-08,0.0
1959,3.2553140627555877e-08,0.0
1960,2.145458388724819e-08,4.152500121534786e-09
1961,3.543561133412254e-08,2.779263708063695e-09
1962,3.9320131151043825e-08,0.0
1963,3.685650185047962e-08,0.0
1964,2.9203047091641565e-08,6.083968329129164e-10
1965,2.188817305182056e-08,0.0
1966,2.658755882123387e-08,0.0
1967,1.9721343169631922e-08,0.0
1968,6.332896204663818e-08,0.0
1969,1.6804504232581507e-08,0.0
1970,2.345349692234322e-08,9.197450023812337e-10
1971,2.980270608077262e-08,0.0
1972,2.7702793281569882e-08,1.5390440033513642e-09
1973,3.08739407373082e-08,0.0
1974,3.431598827319249e-08,0.0
1975,6.8537762132336866e-09,0.0
1976,9.712995630017929e-09,0.0
1977,7.639816612670103e-09,0.0
1978,1.0693064211864112e-08,0.0
1979,9.948355028654987e-09,0.0
1980,1.6486936260662333e-08,0.0
1981,1.707898356073656e-08,0.0
1982,1.2415004135846175e-08,0.0
1983,2.715585867285597e-08,0.0
1984,1.3917620833581168e-08,0.0
1985,9.02333674446254e-09,0.0
1986,1.1988970705090196e-08,0.0
1987,2.872083976201978e-08,2.4443267410134695e-09
1988,2.0388283006322894e-08,5.996553809062277e-10
1989,3.896566624916886e-08,1.0976244357863152e-09
1990,1.471135746555774e-08,1.089730194969718e-09
1991,1.875668920181539e-08,5.861465202094962e-10
1992,1.322386644631024e-08,0.0
1993,2.5480353826878854e-08,0.0
1994,8.439882570598911e-09,0.0
1995,2.3858783393393423e-08,0.0
1996,9.60856638698715e-09,0.0
1997,1.1507746533467866e-08,0.0
1998,1.382757464085671e-08,0.0
1999,1.0511462728013399e-08,0.0
2000,1.192868470667463e-08,4.4180314962005696e-10
2001,1.8839211080035057e-08,0.0
2002,1.5334276071143904e-08,8.76244299341522e-10
2003,1.2084076850271686e-08,0.0
2004,1.2773894830786503e-08,8.809582507929292e-10
2005,1.170974872621855e-08,0.0
2006,8.235779613841032e-09,0.0
2007,7.190063211481856e-09,0.0
2008,1.7455502820951097e-08,0.0
2009,1.192048149079028e-08,9.53638501499654e-10
2010,1.322662068758973e-08,1.4171379625338432e-09
2011,4.971163480860241e-09,2.2943831279320648e-09
2012,6.808505426114664e-09,0.0
2013,2.7891249310130206e-09,5.578250084070646e-10
2014,1.3858849179371191e-08,8.661780737106994e-10
2015,3.989835573037226e-09,0.0
2016,5.59261792432153e-09,6.214020409345267e-10
2017,8.804639684001359e-09,0.0
2018,5.421080029321956e-09,0.0
2019,1.0969247732361964e-08,2.55098775436835e-10
