year,bonnes_ADJ oies_NOUN,bonnes_ADJ lois_NOUN
1910,2.67207544979442e-09,2.6346663162257755e-07
1911,1.0640748282497725e-09,2.1281496742631134e-07
1912,1.5628263128064646e-09,1.8962293779622996e-07
1913,5.30298971401777e-10,1.8401374290988315e-07
1914,0.0,1.727759837422127e-07
1915,0.0,1.649306682338647e-07
1916,0.0,2.120580120390514e-07
1917,0.0,2.0397548894379725e-07
1918,4.594550517822427e-09,1.7689019671252026e-07
1919,0.0,1.7863226275949273e-07
1920,0.0,1.4690130001326906e-07
1921,0.0,1.8628958287081332e-07
1922,0.0,1.2321152098593302e-07
1923,0.0,1.6667038948980917e-07
1924,0.0,1.2118127301619097e-07
1925,0.0,1.4737558728938893e-07
1926,0.0,1.3152443045783002e-07
1927,0.0,1.9734127931769763e-07
1928,0.0,1.1540301869672476e-07
1929,1.1140406375176326e-09,1.4705337036957644e-07
1930,2.100720708497761e-09,1.5020152943634457e-07
1931,0.0,1.368642870147596e-07
1932,0.0,1.1397918342481717e-07
1933,0.0,1.3650088703798247e-07
1934,0.0,1.6294949034545425e-07
1935,0.0,1.4002893067299738e-07
1936,0.0,1.1882220007919386e-07
1937,0.0,9.94698368117497e-08
1938,0.0,1.685477855062345e-07
1939,0.0,1.1317597170545923e-07
1940,0.0,1.4961119632062037e-07
1941,0.0,1.8594465700516594e-07
1942,0.0,1.061974117533282e-07
1943,0.0,2.438717672248458e-07
1944,0.0,1.1888788975511488e-07
1945,0.0,1.1763921747842687e-07
1946,0.0,1.58700586894156e-07
1947,0.0,1.2040079866437736e-07
1948,0.0,1.3589860259344277e-07
1949,0.0,2.326630976767774e-07
1950,0.0,1.659116435348551e-07
1951,0.0,2.1855873910681112e-07
1952,0.0,1.0966596164507791e-07
1953,1.0773827385790469e-09,9.050015137290757e-08
1954,0.0,1.2997473675113724e-07
1955,0.0,7.883910768669011e-08
1956,0.0,1.7355071690872137e-07
1957,0.0,1.263410354113148e-07
1958,0.0,1.373192475284668e-07
1959,0.0,1.0618524726169198e-07
1960,0.0,1.0381250348245885e-07
1961,6.948159270159238e-10,1.7648324046604102e-07
1962,0.0,1.7820897824094573e-07
1963,1.2932106496776896e-09,1.2026859508296184e-07
1964,0.0,1.7278469499615312e-07
1965,0.0,1.296874216905053e-07
1966,0.0,1.567558172155259e-07
1967,0.0,1.4889613453306083e-07
1968,0.0,2.200793716156113e-07
1969,9.083515606356229e-10,3.5834469258588797e-07
1970,4.5987250119061684e-10,1.7567128907103324e-07
1971,0.0,1.8549614821949945e-07
1972,0.0,1.559564708486505e-07
1973,1.102640756478479e-09,1.576776327283369e-07
1974,0.0,1.743927242614518e-07
1975,0.0,1.3250634367523162e-07
1976,0.0,1.176986543782732e-07
1977,0.0,1.2106170288461726e-07
1978,0.0,1.0871281830304724e-07
1979,5.851973350345929e-10,1.264026252556505e-07
1980,0.0,1.500879847071701e-07
1981,6.325549528618524e-10,1.0057623711645647e-07
1982,0.0,1.365650490470216e-07
1983,0.0,1.2693784867678914e-07
1984,0.0,1.2177918051747838e-07
1985,0.0,1.2031115659283387e-07
1986,5.994485463567401e-10,1.216880605170445e-07
1987,0.0,1.2771607771355775e-07
1988,0.0,2.0868007766239316e-07
1989,0.0,2.2556181988875323e-07
1990,0.0,1.9833089481835486e-07
1991,5.861465202094962e-10,1.2953837824625225e-07
1992,0.0,1.5648241458166012e-07
1993,0.0,1.800242444005562e-07
1994,0.0,1.53500366195658e-07
1995,0.0,1.5508209116887883e-07
1996,0.0,1.3718896241243783e-07
1997,0.0,1.5727253810382535e-07
1998,4.768129224785866e-10,1.249249805823638e-07
1999,4.570201161957499e-10,1.4121921765308798e-07
2000,0.0,1.6346716336101963e-07
2001,0.0,1.498374473385411e-07
2002,4.38122149670761e-10,1.9452623689630855e-07
2003,4.1669229178253886e-10,1.3250814845378045e-07
2004,4.404791253964646e-10,1.5857249024975317e-07
2005,0.0,1.7159285903289856e-07
2006,0.0,1.4453793539814797e-07
2007,0.0,1.6617035214494535e-07
2008,0.0,1.3453509950522857e-07
2009,0.0,1.358934866857453e-07
2010,0.0,1.2140148442085774e-07
2011,7.64794394481072e-10,8.1450600930566e-08
2012,0.0,8.612759216930499e-08
2013,5.578250084070646e-10,1.0012958995275767e-07
2014,0.0,1.4032085005055706e-07
2015,4.433150790905671e-10,1.1171540137411284e-07
2016,2.0713400439298368e-10,1.3650131336362392e-07
2017,5.031222660711876e-10,8.427297615298812e-08
2018,0.0,1.1694044133037096e-07
2019,2.55098775436835e-10,1.1785563458488468e-07
