year,dix_DET yeux_NOUN,dix_DET lieux_NOUN
1845,1.4508592549589139e-08,6.138250796539069e-09
1846,1.5807152919933287e-08,1.3465353276842507e-08
1847,8.629157832729106e-09,4.853901280910122e-09
1848,5.63165514222419e-09,1.126331028444838e-08
1849,2.513824481908955e-09,1.5920887719289567e-08
1850,0.0,6.1100964288129944e-09
1851,8.384270167027807e-09,8.384270167027807e-09
1852,1.3021090872200602e-08,1.0416872697760482e-08
1853,2.9859659189668264e-09,3.0456853039595444e-08
1854,2.0782657816909023e-09,8.313063126763609e-09
1855,4.2455496895854594e-09,7.960405667972736e-09
1856,4.141751386299575e-09,1.3978411317339123e-08
1857,8.298565390418844e-09,1.2203773103180993e-08
1858,5.3830437884982985e-09,2.7893953813418193e-08
1859,1.2221216039165483e-08,1.018434669930457e-08
1860,1.5562426014525954e-08,2.746310290291376e-09
1861,6.13075279431996e-09,8.017138064531082e-09
1862,1.3102160245637151e-08,9.035972858839614e-09
1863,2.3474717281146695e-08,5.9935452156878455e-09
1864,1.8699438442126848e-08,7.1920918109924514e-09
1865,1.2237795665726026e-08,4.23615986733239e-09
1866,1.0704348518686402e-08,9.244664589402873e-09
1867,4.85281148598915e-10,2.426405742994575e-09
1868,2.9639244392143382e-09,4.44588676984381e-09
1869,4.883519366671862e-09,9.767038733343725e-09
1870,2.2936195165357276e-09,7.454262984651905e-09
1871,3.18635318130589e-09,6.37270636261178e-09
1872,1.2094678591978436e-09,1.69325495846806e-08
1873,7.781805422268917e-09,8.380406590902112e-09
1874,3.5847653734322193e-09,7.169530746864439e-09
1875,1.1443054281912168e-09,6.293679799540541e-09
1876,6.831997012568536e-08,1.5719638923883394e-08
1877,4.329371083855449e-09,1.8554447978047506e-09
1878,6.039088673581716e-10,1.2078177347163432e-09
1879,3.0546627449723474e-09,1.221865053580018e-09
1880,3.2089231272180996e-09,5.776061406947974e-09
1881,7.669758161910067e-09,5.5780060570498335e-09
1882,8.652000671460769e-09,1.4641846846075168e-08
1883,6.319338941018771e-10,8.21514056781325e-09
1884,8.582206056928499e-09,1.3203393933736152e-09
1885,1.4180398189012067e-08,1.4824961702686323e-08
1886,8.389503203254378e-09,1.936039106809062e-09
1887,4.570247291724172e-09,9.140494583448344e-09
1888,2.53624587998047e-09,3.804368819970705e-09
1889,5.012109394186837e-09,3.759081934617825e-09
1890,5.243509182406569e-09,1.9663159989136147e-09
1891,5.099376032546843e-09,3.824531802365527e-09
1892,3.1342561879199593e-09,3.1342561879199593e-09
1893,4.926733243593162e-09,3.695050043717174e-09
1894,5.041231654345779e-09,8.822155450616265e-09
1895,1.8055843487019274e-09,4.213029924926559e-09
1896,1.1794058174530164e-08,2.948514543632541e-09
1897,5.244042311502994e-09,5.2440420894583895e-09
1898,7.921697076085366e-09,1.7540900287826844e-08
1899,1.2713430308508578e-08,1.0502398950507086e-08
1900,1.6092265298084385e-08,2.07642125715779e-09
1901,5.029864968975062e-09,1.7325090695408107e-08
1902,3.437198747846537e-09,2.4060391012881155e-08
1903,6.480264325148255e-09,9.720396931811592e-09
1904,5.374625189347171e-10,2.6873125946735854e-09
1905,3.6125313851442797e-09,2.0643036169332163e-09
1906,8.230695236477459e-09,1.1317205839134203e-08
1907,5.142843484406967e-09,5.65712765521198e-09
1908,3.437972351250096e-09,1.4734167663732478e-08
1909,2.7504918342913243e-09,7.701377313651392e-09
1910,5.344150677544235e-09,9.619471330601925e-09
1911,6.384448969498635e-09,6.384448969498635e-09
1912,2.083768435579003e-09,3.646594803896619e-09
1913,3.71209285532359e-09,9.015082902408267e-09
1914,1.2723813114234872e-08,9.37544086809794e-09
1915,5.890381071793627e-09,0.0
1916,4.394984820521586e-09,6.592477230782379e-09
1917,2.1932848870420685e-09,4.386569774084137e-09
1918,5.743188147278033e-09,8.040463406189247e-09
1919,5.524709134618888e-09,1.8415696745321952e-09
1920,7.572231730534895e-10,3.786115865267448e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,7.377935484775833e-10,8.853522359686394e-09
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,3.867487219366694e-09,5.156649773851996e-09
1925,2.1996355847875293e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,2.2298449753321847e-09,6.689535148041159e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,3.342121912552898e-09,6.684243825105796e-09
1930,3.1510811737689437e-09,9.453243521306831e-09
1931,4.5621426636444085e-09,6.843213995466613e-09
1932,5.4797681947604815e-09,4.383814644626227e-09
1933,3.4411986593596566e-09,4.588264879146209e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,3.590485242455088e-09,9.574627313213568e-09
1936,2.424942913137329e-09,8.487299751891442e-09
1937,8.813782592653752e-09,8.813782592653752e-09
1938,3.8895642262559704e-09,6.482607339819424e-09
1939,3.058810094103137e-09,1.3764645423464117e-08
1940,0.0,3.0429394115571995e-08
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,0.0
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,8.714016175304096e-09,8.714016175304096e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,5.890204768377316e-09,7.853606653895895e-09
1950,9.571825110299415e-09,5.317680518146517e-09
1951,4.264560704569931e-09,4.264560704569931e-09
1952,8.435843135146115e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,1.9545072227344917e-09,9.772536113672459e-10
1955,0.0,8.447047505910632e-09
1956,2.616342476002842e-09,6.104799332717903e-09
1957,8.835037701437898e-10,2.6505113659425206e-09
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,1.007597205671118e-08,6.200598257066758e-09
1960,0.0,3.460416619915918e-09
1961,5.558527305105088e-09,6.25334317660986e-09
1962,1.2683912808952869e-09,4.4393695941558065e-09
1963,4.526237162849611e-09,7.1126584622049904e-09
1964,3.041984220075733e-09,4.258777719368112e-09
1965,4.924839203113152e-09,1.2585699593614663e-08
1966,1.1078149508847446e-09,4.431259803538978e-09
1967,4.437302025817047e-09,7.888536934785861e-09
1968,2.245707925174756e-09,8.084548558384697e-09
1969,4.995933444718048e-09,8.175163657142548e-09
1970,4.5987250119061684e-09,7.817832603507213e-09
1971,3.5968783507200897e-09,4.624557625731995e-09
1972,3.0780880067027283e-09,1.128632298730281e-08
1973,2.7566018356850464e-09,3.3079223804577396e-09
1974,2.812785782069227e-09,3.3753431161187564e-09
1975,2.8557400888473694e-09,7.996072248772634e-09
1976,3.4281160132820787e-09,1.5997875024709174e-08
1977,1.1753563677885381e-09,7.052138428775834e-09
1978,5.940591130126904e-09,2.970295565063452e-09
1979,2.3407893401383717e-09,1.1118749698724173e-08
1980,3.4110903546213933e-09,5.6851505725319385e-09
1981,5.0604397339171214e-09,6.958104314946922e-09
1982,6.828252407942159e-09,6.828252296919857e-09
1983,5.052252727288931e-09,1.1999100157922271e-08
1984,4.059306057957457e-09,6.378909400694965e-09
1985,5.414002135495366e-09,1.0226448909911312e-08
1986,2.3977941854269602e-09,7.1933827783254856e-09
1987,2.4443267965246207e-09,1.4054878871849752e-08
1988,3.5979322854373663e-09,9.594486094499644e-09
1989,2.1952488715726304e-09,1.0976243913773942e-08
1990,1.634595292454577e-09,1.4166492867673242e-08
1991,3.5168792322792797e-09,1.1722930459701075e-08
1992,2.2039776670368383e-09,1.7631821336294706e-08
1993,2.7696036575264316e-09,1.218625611532076e-08
1994,3.692448680148175e-09,1.1077345929422222e-08
1995,1.626735190995987e-09,3.524592884218691e-08
1996,2.135236876199542e-09,1.4412848692302305e-08
1997,9.58978896292706e-10,1.5823151788829648e-08
1998,2.3840645013706308e-09,1.716526520922912e-08
1999,9.140402323914998e-10,8.226361730701015e-09
2000,4.418031385178267e-09,1.1045078740501424e-08
2001,4.819333099259637e-09,1.445799924226776e-08
2002,2.190610748353805e-09,1.3143664268078226e-08
2003,2.083461403401543e-09,1.4584230545455767e-08
2004,1.3214374039449694e-09,1.2333415178034102e-08
2005,3.602999676388663e-09,1.4411999038621559e-08
2006,4.941467901531382e-09,1.3589036562677848e-08
2007,2.3966877371606188e-09,1.1184542181297275e-08
2008,5.960415494499216e-09,1.5326782676350348e-08
2009,8.105927262747059e-09,1.4781397217333847e-08
2010,2.3618964561933353e-09,1.4643758206034363e-08
2011,3.4415747474092484e-09,1.6443079564609775e-08
2012,8.510631643865452e-09,1.3617011074273933e-08
2013,5.857162532763027e-09,8.088462677413588e-09
2014,5.846702011425009e-09,8.878325297168033e-09
2015,4.654808316573167e-09,1.2634479906736829e-08
2016,7.042556315894899e-09,8.699628240016466e-09
2017,3.2702948127294462e-09,7.798395040836681e-09
2018,4.646640072714092e-09,1.0842159725577005e-08
2019,5.6121731151215215e-09,7.908062205075339e-09
