year,mais_CONJ à_ADP,mais_CONJ a_ADP,mais_CONJ la_PRON
1800,3.337530597491423e-05,4.7162466820793725e-08,6.476978740010964e-07
1801,3.344847118569305e-05,5.476719810992847e-08,7.548348861519116e-07
1802,3.522584120219108e-05,4.0281122437590966e-08,5.95265504443887e-07
1803,3.485256138446857e-05,5.0708819365752333e-08,7.196751710125682e-07
1804,3.74337114408263e-05,5.438072214758449e-08,8.65147853801318e-07
1805,3.582594490580959e-05,2.558589917711629e-08,6.339617328876557e-07
1806,3.0865558073855937e-05,7.492339726411501e-08,6.570205712819188e-07
1807,3.4556341233837884e-05,7.402083479490784e-08,4.583597750240642e-07
1808,3.2824082154547796e-05,5.89179238730253e-08,5.619863543415704e-07
1809,3.5197954275645316e-05,6.09938224371831e-08,5.918660050951985e-07
1810,3.5022337215195876e-05,6.786367778843783e-08,7.020380223821121e-07
1811,3.24315442412626e-05,5.515568934910675e-08,5.2397905392354e-07
1812,3.5868616123480024e-05,2.6672082320544632e-08,7.948280540404085e-07
1813,3.517032018862665e-05,5.1763349606659403e-08,6.901779840973177e-07
1814,3.438688872847706e-05,4.405347997504805e-08,6.670955627896547e-07
1815,3.427631781960372e-05,4.5852799779311226e-08,5.772058599973207e-07
1816,3.4787233289534925e-05,2.0858434979231788e-08,7.138219721980477e-07
1817,3.508258578222012e-05,5.7604316539006106e-08,6.087374941898815e-07
1818,3.8168033825058956e-05,5.126106206176928e-08,7.653395925899531e-07
1819,3.6426380574994255e-05,3.9333989843015615e-08,7.00766079830828e-07
1820,3.72168447029253e-05,3.5599443393152796e-08,6.716428231356986e-07
1821,3.790657410718268e-05,4.832129096854487e-08,8.835893794412186e-07
1822,3.574533184291795e-05,5.1130641054442094e-08,9.424078797337643e-07
1823,3.705217022798024e-05,3.2612867184589334e-08,7.234126968569399e-07
1824,3.522130327837658e-05,5.136878833411629e-08,7.233735885847636e-07
1825,3.735797236004146e-05,2.4655240515869536e-08,6.093366806680933e-07
1826,3.709482507474604e-05,3.082794541864331e-08,7.248971130024984e-07
1827,3.6332647141534835e-05,2.3043182972859455e-08,7.0051274292382e-07
1828,3.8187039990589255e-05,3.852366498025006e-08,6.117924868931368e-07
1829,3.892221911883098e-05,3.686465788188542e-08,7.081443342826788e-07
1830,3.9470027331844904e-05,5.114049494991946e-08,7.044864389627037e-07
1831,3.72754548152443e-05,2.0268568601267134e-08,6.376803511898288e-07
1832,3.8265459807007574e-05,4.7354892451778596e-08,7.874442360389367e-07
1833,4.132922913413495e-05,3.243415958031903e-08,7.42510607665281e-07
1834,3.9365583688777406e-05,4.4805748222742636e-08,7.981023912861929e-07
1835,3.982192811236018e-05,5.899208588289184e-08,7.457204915795046e-07
1836,4.226881264912663e-05,4.234072581432713e-08,8.696650439787845e-07
1837,4.1094000152952503e-05,4.244313567269842e-08,7.166627469246123e-07
1838,4.072480442118831e-05,4.292270050498814e-08,7.044372907216712e-07
1839,3.935012045985786e-05,7.201219343055953e-08,6.488089070444403e-07
1840,4.208262180327438e-05,5.350538501147639e-08,7.847456444665113e-07
1841,4.064335735165514e-05,4.687000476621961e-08,5.990372002884214e-07
1842,4.030057334603043e-05,6.842430222420148e-08,6.775347998200232e-07
1843,4.172700937488116e-05,4.1939068218255215e-08,6.881551399828822e-07
1844,4.3304748032824136e-05,3.841992907149816e-08,8.046230632885454e-07
1845,4.23929905082332e-05,3.738752696325065e-08,8.002047025001957e-07
1846,4.151075609115651e-05,3.805425929925832e-08,7.347399275658972e-07
1847,3.996324630861636e-05,4.422443300455825e-08,8.062869625291569e-07
1848,3.9953377381607424e-05,3.781254143131463e-08,7.819955740728801e-07
1849,4.020192045572912e-05,5.02764896381791e-08,7.625267599564722e-07
1850,3.964909501519287e-05,3.326608055687075e-08,7.026610902016728e-07
1851,3.9646634832024574e-05,4.1276408735413384e-08,6.862202610591339e-07
1852,3.8974730159679893e-05,5.078225528976077e-08,7.031389159806167e-07
1853,3.9191998439491726e-05,4.478948723019016e-08,7.214093713514558e-07
1854,4.0557875763624907e-05,5.039794603867165e-08,7.580474488122491e-07
1855,4.0406486732535996e-05,4.8823821430232783e-08,7.397870120939842e-07
1856,4.0840255678631365e-05,4.4523826736586614e-08,8.682146130922774e-07
1857,4.10881511925254e-05,5.027954458336481e-08,8.318091460068899e-07
1858,4.194859229755821e-05,2.9362056286341698e-08,7.795626117967913e-07
1859,4.1679440073494334e-05,4.888486304643891e-08,7.831762474097559e-07
1860,4.2295008825021796e-05,3.524431602119904e-08,8.907199742225202e-07
1861,4.22361717937747e-05,4.4330058568409214e-08,8.748112492185101e-07
1862,4.225582324579591e-05,3.6143890935758094e-08,7.563108965769061e-07
1863,4.1190638512489386e-05,4.045642942873684e-08,7.681726685859758e-07
1864,4.329687180870678e-05,4.507044371049318e-08,7.201681455626385e-07
1865,4.3235190787527245e-05,3.671338655308887e-08,7.069679952564911e-07
1866,4.234105108480435e-05,6.617233616612594e-08,8.378585647506043e-07
1867,4.1791441617533565e-05,4.221945992810561e-08,7.550974459036297e-07
1868,4.138626354688313e-05,5.3350638906657366e-08,7.004741391369862e-07
1869,4.223511496093124e-05,4.688178245615404e-08,7.730610747103128e-07
1870,4.225363318255404e-05,4.587238988662534e-08,8.222625709208842e-07
1871,4.1640324525360484e-05,6.797553275816881e-08,6.978113233913064e-07
1872,4.142850775679108e-05,6.83349354879681e-08,6.863729851147582e-07
1873,4.1387831515748985e-05,6.225444559859739e-08,7.566309392359472e-07
1874,3.958656634495128e-05,4.3614646783041167e-08,6.572069892740728e-07
1875,4.107141194253927e-05,5.950388287656594e-08,7.735504823358497e-07
1876,3.9096555155992974e-05,6.590156109709255e-08,7.545426470301209e-07
1877,3.827597083727596e-05,4.2675230460531566e-08,6.531165652745585e-07
1878,3.7814358165633166e-05,5.133225350339998e-08,6.932873972687048e-07
1879,3.7730581425421406e-05,5.620579168752471e-08,7.734405755854823e-07
1880,3.672933507914422e-05,5.390990787113026e-08,7.091720135576907e-07
1881,3.719344658748014e-05,6.48443198580928e-08,7.474527876638604e-07
1882,3.8054160540923476e-05,5.923292811793601e-08,7.833388480094072e-07
1883,3.704838854901027e-05,4.3603438637518366e-08,7.134533746011584e-07
1884,3.700845263665542e-05,4.2250859699777266e-08,6.449857892221189e-07
1885,3.70578936781385e-05,6.252266598893996e-08,6.671232668509219e-07
1886,3.690606899908744e-05,5.6145136095864245e-08,6.414743012328472e-07
1887,3.639875512817525e-05,3.590908537187687e-08,6.548511422010961e-07
1888,3.6323479434940964e-05,6.530833207563091e-08,6.90492925059516e-07
1889,3.7539446566370316e-05,5.13741202357032e-08,6.371644118985387e-07
1890,3.7156816688366234e-05,4.9157899306706554e-08,6.121797255786987e-07
1891,3.696601379488129e-05,5.609313580290376e-08,6.814041171310237e-07
1892,3.714908507390646e-05,5.8924015444716815e-08,6.337466231798317e-07
1893,3.736372946150368e-05,6.343169151046268e-08,7.199188942763612e-07
1894,3.6379415632836754e-05,5.797416191555271e-08,6.837170118956237e-07
1895,3.732804907485843e-05,4.213030146971164e-08,6.084819546003928e-07
1896,3.767906582652358e-05,4.5996825237537564e-08,6.315717868687898e-07
1897,3.653757266874891e-05,6.176316336148346e-08,7.190164552639544e-07
1898,3.743907109310385e-05,7.129527113125533e-08,6.558033476267155e-07
1899,3.566338227756205e-05,6.301439370304251e-08,6.81550403669462e-07
1900,3.642094725364586e-05,3.789468716597355e-08,6.405759549465984e-07
1901,3.651290899142623e-05,6.091725307522111e-08,7.12564236948765e-07
1902,3.428360241741757e-05,5.254003793142559e-08,6.530677509886118e-07
1903,3.620469624365796e-05,5.724233576032134e-08,6.766476161601531e-07
1904,3.6736637412104756e-05,6.28831147153619e-08,7.250369264966139e-07
1905,3.698561067722039e-05,6.915417294361959e-08,6.967024503978791e-07
1906,3.6413109228305984e-05,4.681208021217742e-08,6.245039756436199e-07
1907,3.5984475289296824e-05,5.5028423762149004e-08,6.937695502529095e-07
1908,3.675339758046903e-05,7.023286530127848e-08,6.276755044609672e-07
1909,3.7310970583348535e-05,5.721022799942688e-08,6.689196112574791e-07
1910,3.702748290379532e-05,5.183826112808987e-08,7.268044726060907e-07
1911,3.678879056678852e-05,7.182505068481504e-08,7.3633977137888e-07
1912,3.705200924741803e-05,5.990834422986424e-08,7.741199823385614e-07
1913,3.7240244637359865e-05,6.310557815192297e-08,6.718887846091093e-07
1914,3.640283011918655e-05,6.495841331499719e-08,7.466869007544119e-07
1915,3.523390296322759e-05,6.479419101257378e-08,5.631204160749803e-07
1916,3.7309026993170846e-05,7.031975690630077e-08,6.94407574997058e-07
1917,3.770695457205875e-05,1.0418103235654286e-07,7.270739601494824e-07
1918,3.620620645961026e-05,8.729645895044769e-08,7.201957998859143e-07
1919,3.768312035390409e-05,4.696002642301522e-08,7.835878932382911e-07
1920,3.767412454180885e-05,5.830618565738632e-08,8.132576851949125e-07
1921,3.788494086620631e-05,4.0135562207055386e-08,7.163818906974484e-07
1922,3.863824713334907e-05,5.976127770424e-08,7.805855943843198e-07
1923,3.903165634255856e-05,5.414133452674719e-08,6.964062038150587e-07
1924,3.8674873394484166e-05,5.285566095913907e-08,7.81232415647537e-07
1925,3.7744646760984324e-05,8.46859709024983e-08,7.643733681561571e-07
1926,3.802059291047044e-05,3.678225568570781e-08,7.334159164429366e-07
1927,3.924081102013588e-05,5.1286435653885576e-08,7.102055974428367e-07
1928,3.8369787944247946e-05,5.713020601039176e-08,7.392648626591836e-07
1929,3.8327454603859223e-05,5.124586888172189e-08,8.00995223926293e-07
1930,3.886438389599789e-05,4.726621605222192e-08,7.142450471064876e-07
1931,3.796158853219822e-05,4.676196230235519e-08,7.333644447271581e-07
1932,3.763395307032624e-05,5.479768394600626e-08,7.792230576342263e-07
1933,3.768915485125035e-05,6.538277474987808e-08,6.652983870480966e-07
1934,3.775395907723578e-05,4.313368862085554e-08,6.64977676478884e-07
1935,3.689582626975607e-05,4.0692165192979246e-08,6.953573290502391e-07
1936,3.8049778595450334e-05,6.426098719813922e-08,7.214205339778346e-07
1937,3.70984716937528e-05,6.169647848164317e-08,6.874750511087768e-07
1938,3.800623017014004e-05,5.963998694902273e-08,5.782485672511939e-07
1939,3.783900956477737e-05,4.7411556458598625e-08,7.539966659919628e-07
1940,3.616787216742523e-05,6.085879022954543e-08,6.922687560972918e-07
1941,3.75726276615751e-05,5.9030052401709554e-08,9.179172906215172e-07
1942,3.979368739237543e-05,5.765002297763999e-08,6.553897549110843e-07
1943,4.1211424104403704e-05,7.258088174921795e-08,7.635508652015233e-07
1944,4.1536859498592094e-05,6.105053707017305e-08,8.707734622248609e-07
1945,4.169221119809663e-05,7.624764331026768e-08,7.494054088397206e-07
1946,4.150438053329708e-05,5.8468638819419994e-08,7.767976200057092e-07
1947,4.1193762626789976e-05,5.364391952866754e-08,8.964495208374501e-07
1948,4.0490171159035526e-05,5.762100574457918e-08,8.186531488263427e-07
1949,3.846205709123751e-05,7.068246077324147e-08,7.186050225982399e-07
1950,3.965181895182468e-05,7.12569203642488e-08,8.040333483450013e-07
1951,4.0251055906992406e-05,8.635735149198354e-08,8.155972324175309e-07
1952,3.9331063817371614e-05,6.010538200484916e-08,7.297004245288008e-07
1953,3.95496426790487e-05,6.141081665411718e-08,6.335010667157803e-07
1954,4.045243622385897e-05,5.472620179247656e-08,8.081887301614188e-07
1955,3.880667281919159e-05,6.476069325245248e-08,8.437661449534062e-07
1956,3.91099592889077e-05,6.104799088468837e-08,7.630998695162816e-07
1957,3.762047435884597e-05,7.068030205559239e-08,6.900164564171973e-07
1958,3.86197962143342e-05,4.880623649672344e-08,7.246485012046833e-07
1959,3.893975735991262e-05,5.0379860949689714e-08,7.890261031207046e-07
1960,3.8884702007635497e-05,4.152500038268059e-08,7.426054366987955e-07
