year,mais_CONJ à_ADP,mais_CONJ a_ADP,mais_CONJ la_PRON
1961,3.990258392150281e-05,4.724748314810512e-08,7.983435210690004e-07
1962,4.0126193198375404e-05,5.83459992542501e-08,8.149413730507149e-07
1963,3.98464071622584e-05,6.013429465490105e-08,8.140761309505251e-07
1964,3.907793779944768e-05,5.232212768602196e-08,8.158601332297621e-07
1965,3.950705831812229e-05,5.800365987518319e-08,7.879742298655401e-07
1966,3.889150684699416e-05,6.923843576256417e-08,8.081509861312952e-07
1967,3.9824785744713154e-05,5.669885844161726e-08,8.011795173956671e-07
1968,4.013574198324932e-05,6.782037864638824e-08,8.044125650030765e-07
1969,3.739138355740579e-05,4.859680874380601e-08,7.384898097484438e-07
1970,3.769115028262604e-05,6.392227902551895e-08,7.541909070596375e-07
1971,3.781346731557278e-05,6.679916630947247e-08,7.517475353324699e-07
1972,3.731258402694948e-05,5.950970294321678e-08,6.941088770417991e-07
1973,3.685301089717541e-05,5.513203960028079e-08,6.373263659043005e-07
1974,3.588045819924446e-05,5.456804519354819e-08,6.925078466224477e-07
1975,3.506905886752065e-05,4.85475823985837e-08,7.053678245938499e-07
1976,3.571811339497799e-05,7.370449661703304e-08,7.364735878923057e-07
1977,3.630558330769418e-05,5.759246246572758e-08,6.916971955206463e-07
1978,3.6685528357338626e-05,8.910887006052803e-08,7.639600525521928e-07
1979,3.6903128602716606e-05,7.607565488676471e-08,7.17451925424939e-07
1980,3.653220937849255e-05,8.641428927980144e-08,7.259937646608705e-07
1981,3.738905706995865e-05,7.653914924077299e-08,7.249079558846461e-07
1982,3.7873212932026945e-05,5.462601970762648e-08,7.331060203341622e-07
1983,3.7190895454841666e-05,5.0522528161067726e-08,7.565748774140957e-07
1984,3.703768834384391e-05,5.7990084567638434e-08,7.393736041194643e-07
1985,3.636525070760399e-05,5.474157804830071e-08,6.935938685614929e-07
1986,3.7120251363376155e-05,6.474044172977145e-08,6.70183482043285e-07
1987,3.63459166692337e-05,5.988600593198612e-08,7.296315516214236e-07
1988,3.613463468354894e-05,6.536243679633458e-08,6.866054249599074e-07
1989,3.563821974239545e-05,5.4332410126534114e-08,6.975403081810327e-07
1990,3.5860296520695556e-05,4.5223802036531424e-08,7.306641194304575e-07
1991,3.631822528404882e-05,3.985796459549107e-08,7.356138667091727e-07
1992,3.63727949661552e-05,4.1875575951255684e-08,6.738661966210202e-07
1993,3.6746548175869975e-05,4.209797599408205e-08,6.857538750182357e-07
1994,3.641756575234467e-05,3.79794715676951e-08,7.79634156344855e-07
1995,3.613575518102152e-05,2.9281234992240002e-08,7.385377926993897e-07
1996,3.6341732084110845e-05,3.25623616959092e-08,7.211762493852802e-07
1997,3.587060564314015e-05,3.692068761829148e-08,7.719780086290484e-07
1998,3.662924609670881e-05,3.957547334287881e-08,8.034297493964004e-07
1999,3.613977969507687e-05,3.9303729271189525e-08,7.911018329309627e-07
2000,3.6728863051394e-05,2.6066385272471848e-08,7.647612463301812e-07
2001,3.639165879576467e-05,2.1906059299858782e-08,7.750363408831618e-07
2002,3.60535095751402e-05,3.0668549810819457e-08,8.37251420193752e-07
2003,3.597012982936576e-05,3.041853702256958e-08,8.208838124801332e-07
2004,3.626288344094064e-05,2.951210076318489e-08,7.404454152037943e-07
2005,3.5874167224392295e-05,3.602999687490893e-08,8.120260304167459e-07
2006,3.667475175461732e-05,2.923701836188286e-08,7.881641010953899e-07
2007,3.765196379390545e-05,2.716246064182748e-08,8.763887819895899e-07
2008,3.687581374833826e-05,2.4267406639744138e-08,8.910821165386551e-07
2009,3.740837837540312e-05,2.4317781788241177e-08,9.016652313675877e-07
2010,3.888673654728336e-05,2.2674206567874222e-08,1.0463201363108965e-06
2011,3.7828260246897116e-05,2.5238215017875376e-08,9.036045511834345e-07
2012,4.00275430365582e-05,1.531913698671339e-08,1.005616255156383e-06
2013,4.173144589003641e-05,1.5340187620171974e-08,1.0810648660708466e-06
2014,4.358867863629712e-05,1.1260315083139183e-08,1.202038646397341e-06
2015,4.254117993696127e-05,9.97458940443785e-09,1.1189272726142008e-06
2016,4.343558703112649e-05,1.3877978433107785e-08,1.1765211382908092e-06
2017,4.0983082726597786e-05,1.6603035085660522e-08,1.1378110542636932e-06
2018,4.2799426410056185e-05,1.4972507234034538e-08,1.2256803501031754e-06
2019,4.242955947120208e-05,9.693753688644335e-09,1.1280467617780232e-06
