year,autres_ADJ âmes_NOUN,autres_ADJ ames_NOUN,autres_ADJ lames_NOUN
1903,1.5714641676822794e-07,2.1600881083827517e-09,4.5361848943770156e-08
1904,1.8811188340350782e-07,5.374625189347171e-10,5.320879026271541e-08
1905,1.96624924342359e-07,4.6446830825885854e-09,2.5287718585786934e-08
1906,2.2017110268279794e-07,2.0576738091193647e-09,3.0865106026567446e-08
1907,2.2525654230776126e-07,7.199980611716228e-09,4.2685599055403145e-08
1908,1.9449100818746956e-07,7.858222517143076e-09,2.2101250607420297e-08
1909,2.7834977345264633e-07,7.151278569317299e-09,3.300589968002754e-08
1910,1.6620307974335446e-07,1.068830135508847e-09,5.1303846504424655e-08
1911,2.2930812804133893e-07,1.5961122423746588e-09,3.032613093978398e-08
1912,2.2140039845908177e-07,1.0418842455450772e-09,4.636384787204406e-08
1913,2.391648479260766e-07,3.7120927443012874e-09,4.7726906871048413e-08
1914,2.846116160526435e-07,6.696743715117748e-10,5.424362320427534e-08
1915,2.438617627831263e-07,1.1780761921542648e-09,3.416420923940677e-08
1916,2.8347650982141204e-07,0.0,3.955486249651585e-08
1917,3.015766765201988e-07,6.5798546611262054e-09,3.289927263949721e-08
1918,2.6763257210404845e-07,3.44591288836682e-09,3.790504266021344e-08
1919,2.568989714291092e-07,2.762354511798293e-09,1.4732557396257562e-08
1920,2.627564299473306e-07,3.028892692213958e-09,3.558949046578164e-08
1921,2.0825055457862618e-07,2.2718242842501013e-09,4.1650110915725236e-08
1922,2.1396013494268118e-07,4.4267612908655e-09,4.500540740082215e-08
1923,3.386487321677123e-07,4.246379248229459e-09,3.927900849021171e-08
1924,2.1786844683902018e-07,1.4180786767070686e-08,4.512068585427187e-08
1925,2.705551764847769e-07,5.499088961968823e-09,3.0794897520891595e-08
1926,2.2738122140708583e-07,4.458455382660986e-09,3.343841470382358e-08
1927,2.2521433606925712e-07,1.1149224876660924e-09,1.7838759802657478e-08
1928,2.0109833087644802e-07,0.0,5.598760188796348e-08
1929,1.9050095545480872e-07,0.0,3.8991423423340166e-08
1930,2.19525318811975e-07,4.201441528017824e-09,1.575540586884472e-08
1931,1.790641022125783e-07,0.0,2.6232321204133768e-08
1932,1.4028206862803927e-07,8.767629400274757e-09,1.8631212128639163e-08
1933,2.58089897897662e-07,9.176529758292418e-09,4.702971678760548e-08
1934,1.605531707582486e-07,1.1981580172459871e-09,4.553000465534751e-08
1935,2.154291109945916e-07,8.377798899061872e-09,5.2660449334496207e-08
1936,2.0733261862915242e-07,8.487300195980652e-09,5.456121598967911e-08
1937,1.309476260757947e-07,1.2591118148108649e-09,3.399602022113868e-08
1938,1.6984431283617596e-07,1.2965214457594243e-09,1.2965214679638848e-08
1939,1.5446991596945736e-07,4.588215141154706e-09,2.4470480752825097e-08
1940,1.6989746143281081e-07,0.0,1.2678914806940611e-08
1941,1.2986610897769424e-07,0.0,1.1806010391524069e-08
1942,2.3363431012057845e-07,6.068423541449874e-09,4.5513175450651033e-08
1943,2.1483940315647487e-07,0.0,3.774205836748479e-08
1944,2.4741532911320974e-07,3.2131861615880553e-09,3.855823393905666e-08
1945,2.374569447738395e-07,2.178504043826024e-09,5.446259976338297e-08
1946,2.3665877790790546e-07,1.3921104269343232e-09,3.897909195416105e-08
1947,1.8596558959416143e-07,3.5762612871081956e-09,3.2186353138285995e-08
1948,2.3591996978211682e-07,0.0,2.174377655705939e-08
1949,1.5412703646688897e-07,9.817008317369869e-10,4.123143515499805e-08
1950,1.669751696908861e-07,5.317680518146517e-09,3.722376540338246e-08
1951,2.484106573774625e-07,1.0661401761424827e-09,4.477788628776125e-08
1952,1.5606309489157866e-07,3.1634410646574906e-09,5.5887461769543734e-08
1953,1.8638721144270676e-07,4.3095309543161875e-09,2.693456924163229e-08
1954,1.485425542568919e-07,5.86352189024808e-09,4.495366479062568e-08
1955,1.6330957919308275e-07,2.815682353940474e-09,4.411235776657918e-08
1956,1.613411200196424e-07,8.721141364631535e-09,1.0465369904011368e-08
1957,1.4577811668914364e-07,8.835037701437898e-10,2.8272120644601273e-08
1958,1.0919361415062667e-07,5.790570245522986e-09,3.722509589465517e-08
1959,1.0773539571573565e-07,1.3176271629333769e-08,3.332821663093455e-08
1960,1.0865708333085422e-07,4.844583401109048e-09,4.0832915715327545e-08
1961,1.5216468796097615e-07,0.0,5.628008947766716e-08
1962,1.1732619498161512e-07,4.439369427622353e-09,2.980719671086263e-08
1963,1.3837353662893292e-07,2.5864212993553792e-09,4.008953169432061e-08
1964,1.6670072966462612e-07,3.6503808864551957e-09,2.251068309533366e-08
1965,1.7893582082706416e-07,6.5664522708175355e-09,2.4624196015565758e-08
1966,1.4623157085225102e-07,6.6468897053084675e-09,6.868452828712179e-08
1967,1.3213299610015383e-07,5.423369253687582e-09,2.3172577134911165e-08
1968,1.554029864792028e-07,8.98283158967672e-09,4.132102471299248e-08
1969,1.0400625427564592e-07,4.087581995104728e-09,2.3617140659792923e-08
1970,1.3244327590200555e-07,6.438215072179787e-09,1.977451802304131e-08
1971,9.968491099243693e-08,8.221435976452085e-09,2.4664308040378558e-08
1972,9.080360285906863e-08,9.234264020108185e-09,9.747279428040656e-09
1973,8.821125874192148e-08,1.1577728220579786e-08,1.268036875501366e-08
1974,7.313243344242437e-08,6.188128898187983e-09,1.7439271360331077e-08
1975,6.568202337575713e-08,2.8557400888473694e-09,3.084199207137317e-08
1976,7.084773301357927e-08,5.713526873840635e-10,1.3712464053128315e-08
1977,8.109959281910051e-08,2.3507127355770763e-09,1.704266772151186e-08
1978,1.0336628974982887e-07,5.346532216954358e-09,1.3069301196821925e-08
1979,1.0709111109008518e-07,3.511183899185255e-09,1.404473604083023e-08
1980,7.674953650393945e-08,1.2507331170752423e-08,8.527726080842513e-09
1981,9.235302655952182e-08,3.795329828193417e-09,1.8344094243616382e-08
1982,9.125028554990422e-08,3.7245013739806154e-09,1.4277255488970297e-08
1983,8.715136345927021e-08,5.052252838311233e-09,1.2630632539867293e-08
1984,1.1134096666864934e-07,3.479405208395292e-09,2.203623239438457e-08
1985,9.62489252742671e-08,4.812446441349039e-09,1.4437339324047116e-08
1986,8.632058978719215e-08,2.997242676272549e-09,1.7384007122700496e-08
1987,8.49403534175508e-08,4.888653482026939e-09,2.1387859705512824e-08
1988,7.79551996288319e-08,5.396898261622596e-09,1.4391729474816373e-08
1989,7.628489839817121e-08,2.1952488715726304e-09,7.683370939481904e-09
1990,8.663354833515768e-08,5.44865097484859e-10,6.538381391862913e-09
1991,9.319729343815197e-08,4.689172272698272e-09,8.206051227421796e-09
1992,1.019339705976563e-07,3.856960972825618e-09,1.2121877335236064e-08
1993,8.807339924032931e-08,9.41665256881663e-09,8.308810806045841e-09
1994,1.1499339791498642e-07,2.1099705871385765e-09,1.582477948680605e-08
1995,8.24212520456058e-08,5.422450821690461e-10,1.2471637056421514e-08
1996,8.594328448907618e-08,3.2028553142993132e-09,7.473329066698398e-09
1997,8.918503624499863e-08,2.3974471297094624e-09,9.589788851904757e-09
1998,9.250170762697962e-08,2.3840645013706308e-09,1.2873949017944142e-08
1999,1.0785674930957612e-07,4.113181045761749e-09,1.0511462367190916e-08
2000,1.0161472374647929e-07,2.2090156370779823e-09,9.719669513685858e-09
2001,1.0690156670989381e-07,3.066848275334877e-09,8.762423675534592e-09
2002,9.594874939011788e-08,6.571832189550264e-09,2.3658595749154188e-08
2003,1.1292360824199932e-07,1.2500768753476166e-09,4.5419459304696375e-08
2004,8.457199385247804e-08,4.404791253964646e-10,1.4976290096946343e-08
2005,1.0718923704189365e-07,3.6029997874109654e-09,1.170974917030776e-08
2006,9.924114863224531e-08,3.294311934354255e-09,1.4824403482549542e-08
2007,8.468296641694906e-08,4.793375391054511e-09,1.5578469902965963e-08
2008,9.110920728971905e-08,3.405951742863067e-09,1.7455502904217823e-08
2009,1.0442341391581067e-07,7.1522885392028e-09,4.291373478793048e-09
2010,8.313875810017635e-08,0.0,1.0392344762522043e-08
2011,1.105127864775568e-07,0.0,1.070712138395713e-08
2012,1.3344670435344597e-07,3.404252713057332e-10,1.2936160587173617e-08
2013,1.358303904908098e-07,5.578250084070646e-10,1.5061275393524198e-08
2014,1.8319666139632318e-07,4.330890368553497e-10,3.5080212512639264e-08
2015,1.835324496823887e-07,8.86630172058922e-10,1.573768493301486e-08
2016,2.002985866056406e-07,1.86420612280358e-09,1.8020658743012063e-08
2017,1.5948975828905532e-07,1.5093667704579872e-09,1.5596789637584152e-08
2018,1.8173525972997595e-07,2.5814667070633845e-10,1.3939920329164579e-08
2019,2.237216278899723e-07,0.0,1.3520234709574197e-08
