year,organes_NOUN égaux_ADJ,organes_NOUN légaux_ADJ
1800,0.0,3.144164484325529e-09
1801,0.0,0.0
1802,0.0,0.0
1803,5.851017448321727e-09,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,2.8469551160981155e-09
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.0788894222457657e-08
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,2.384235475716423e-09
1819,3.1053151161586356e-09,8.280840013696888e-09
1820,0.0,1.1866481131050932e-08
1821,9.86148829262845e-10,1.972297702934611e-08
1822,0.0,1.9048670196752937e-08
1823,9.882686891060644e-10,3.9530747564242574e-09
1824,0.0,7.57900142644985e-09
1825,0.0,3.522177216552791e-09
1826,0.0,4.403992281964975e-09
1827,8.295545583791863e-09,4.608636583469661e-09
1828,3.668920500743411e-09,9.172301251858528e-10
1829,0.0,1.1145129263923081e-08
1830,2.0873671680021744e-09,5.114049628218709e-08
1831,0.0,6.236482441579483e-09
1832,0.0,1.488296597074168e-08
1833,6.950177322551099e-09,1.2741991461950875e-08
1834,0.0,2.8937046536725575e-08
1835,1.285724948729694e-08,6.050470346963266e-09
1836,6.720750067579218e-10,2.2178475944656384e-08
1837,7.653680356156656e-09,2.0873672568200163e-08
1838,1.2624323808552163e-09,1.8936486156917454e-08
1839,0.0,3.775396706373613e-08
1840,0.0,2.6115722917552375e-08
1841,0.0,4.55858959469424e-08
1842,0.0,1.0733224087289273e-08
1843,0.0,2.4218335781256428e-08
1844,0.0,2.9638231424655714e-08
1845,1.1160455892778032e-09,1.9530798311961917e-08
1846,1.7563503984519002e-09,3.1614305839866574e-08
1847,0.0,1.1325769655456952e-08
1848,0.0,2.896279838182636e-08
1849,0.0,6.033178578945808e-08
1850,0.0,5.906426636670403e-08
1851,0.0,4.901573547044791e-08
1852,6.510545436100301e-10,3.841221740685796e-08
1853,0.0,2.6873692604567623e-08
1854,0.0,1.610655964157104e-08
1855,5.306937111981824e-10,1.8043586180738203e-08
1856,0.0,2.3815070804289462e-08
1857,0.0,3.417056504417815e-08
1858,0.0,1.8106600663259087e-08
1859,0.0,2.49516496353408e-08
1860,0.0,8.696649622663699e-09
1861,0.0,3.254015012998934e-08
1862,0.0,2.801151488540654e-08
1863,0.0,1.1987090431375691e-08
1864,0.0,2.3973639073915365e-08
1865,0.0,2.118079933666195e-08
1866,0.0,1.8489329178805747e-08
1867,4.85281148598915e-10,3.34843974769683e-08
1868,1.4819622196071691e-09,1.4819621974027086e-08
1869,0.0,7.813630631403612e-09
1870,5.734048791339319e-10,4.587239033071455e-09
1871,0.0,9.559059321873065e-09
1872,6.047339295989218e-10,2.3584624031514068e-08
1873,0.0,1.3169209722718733e-08
1874,5.974609140757536e-10,2.1508592240593316e-08
1875,0.0,2.345826111138649e-08
1876,0.0,6.650616057868319e-09
1877,0.0,2.6594708657512456e-08
1878,1.8117265465633636e-09,2.4760263173106978e-08
1879,6.10932526790009e-10,3.787781821529279e-08
1880,0.0,1.3477476912271413e-08
1881,0.0,1.045876096839038e-08
1882,0.0,2.2628309892525067e-08
1883,0.0,1.3902545781263598e-08
1884,0.0,1.9805090900604227e-08
1885,6.445635691854079e-10,1.8047780159236027e-08
1886,0.0,1.1616235084943582e-08
1887,0.0,1.1752064210668323e-08
1888,0.0,2.1558090423923204e-08
1889,6.265136742733546e-10,8.14467782106476e-09
1890,6.554386478008212e-10,1.9007721618891082e-08
1891,6.374220040683554e-10,1.6572972327821844e-08
1892,0.0,2.6954603882245465e-08
1893,0.0,2.155445777418663e-08
1894,0.0,5.041231432301174e-09
1895,0.0,2.7083764564395096e-08
1896,0.0,2.240870955461105e-08
1897,0.0,1.1070755867592652e-08
1898,5.6583548957434e-10,8.487532454637403e-09
1899,0.0,1.2713430308508578e-08
1900,0.0,1.9206897405865675e-08
1901,5.588738916095792e-10,2.179608138419553e-08
1902,0.0,1.9641134940684424e-08
1903,2.1600881083827517e-09,1.9440793863623185e-08
1904,0.0,3.493506284257819e-08
1905,0.0,5.005936287716395e-08
1906,2.0576738091193647e-09,2.5206503551089554e-08
1907,0.0,7.199980611716228e-09
1908,4.911389073214423e-10,3.634427869769752e-08
1909,0.0,1.5952851484257735e-08
1910,0.0,1.8170112525695004e-08
1911,5.320374141248863e-10,1.3300935464144459e-08
1912,0.0,2.4484279492753558e-08
1913,0.0,1.113627856597077e-08
1914,1.3393487430235496e-09,2.0090231700464756e-08
1915,0.0,8.246533234057551e-09
1916,0.0,1.2086208478478966e-08
1917,0.0,1.0966424213165737e-08
1918,0.0,1.1486376294556067e-08
1919,0.0,2.2098836538475553e-08
1920,0.0,1.4387239843927091e-08
1921,3.7863738810983705e-09,1.438822039290244e-08
1922,2.951174193910333e-09,2.1396012073182646e-08
1923,0.0,2.0170300985000722e-08
1924,0.0,1.0313299547703991e-08
1925,0.0,1.0998178368026856e-08
1926,2.229227691330493e-09,1.2260752413340015e-08
1927,0.0,2.0068604555945058e-08
1928,0.0,6.8556245125250825e-09
1929,0.0,8.912325100141061e-09
1930,0.0,1.1553964007759987e-08
1931,0.0,1.1405356659111021e-08
1932,0.0,3.287861005674131e-08
1933,0.0,1.261772819560747e-08
1934,0.0,1.0783422155213884e-08
1935,0.0,1.3165112555668657e-08
1936,0.0,1.091224355320719e-08
1937,0.0,6.295559185076627e-09
1938,0.0,2.2040865133021725e-08
1939,3.058810094103137e-09,1.6823456405745674e-08
1940,0.0,1.5214697057785997e-08
1941,0.0,4.132103725851266e-08
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,3.213186161588055e-08
1945,0.0,1.742803235060819e-08
1946,0.0,2.645009899993056e-08
1947,0.0,1.3112957830685446e-08
1948,5.435944139264848e-09,2.174377655705939e-08
1949,1.9634016634739737e-09,2.7487622844546422e-08
1950,0.0,1.914365022059883e-08
1951,0.0,1.7058242818279723e-08
1952,2.1089607837865287e-09,2.4253049346611988e-08
1953,0.0,2.0470272588113403e-08
1954,3.9090144454689835e-09,3.9090146231046674e-08
1955,0.0,2.2525458831523792e-08
1956,2.616342476002842e-09,1.831439710997529e-08
1957,1.7670075402875796e-09,1.236905244894615e-08
1958,0.0,1.8198935691771112e-08
1959,2.325224457422337e-09,6.975672928177801e-09
1960,1.3841666701708277e-09,1.591791587429725e-08
1961,0.0,2.640300600376122e-08
1962,1.9025869768540815e-09,1.9660065575521912e-08
1963,1.2932106496776896e-09,8.405868889838075e-09
1964,2.4335873316516654e-09,1.034274621503073e-08
1965,5.472043373977442e-10,9.302473458205895e-09
1966,1.1078149508847446e-09,1.5509408868297214e-08
1967,9.860671168482327e-10,1.824224149515885e-08
1968,1.7965663401398047e-09,1.3025106326836067e-08
1969,4.5417578031781147e-10,5.5409444144061126e-08
1970,0.0,3.081145649730388e-08
1971,0.0,2.003974941544584e-08
1972,0.0,9.747279428040656e-09
1973,1.6539611902288698e-09,1.2129047988196362e-08
1974,5.625571675160757e-10,1.7439271360331077e-08
1975,1.1422960355389478e-09,2.2845920710778955e-08
1976,0.0,7.998937512354587e-09
1977,5.876781838942691e-10,1.1753563455840776e-08
1978,0.0,1.0693064211864112e-08
1979,1.7555920051037788e-09,1.580032815695631e-08
1980,5.685150683554241e-10,1.0801786132219604e-08
1981,0.0,1.0753434587229549e-08
1982,0.0,9.932003663948308e-09
1983,0.0,8.841442245000053e-09
1984,0.0,6.378909400694965e-09
1985,1.8046674155058895e-09,1.8046674155058895e-09
1986,5.994485463567401e-10,1.2588419195935785e-08
1987,6.110816852533674e-10,7.944062296871834e-09
1988,5.996553809062277e-10,7.795519785247507e-09
1989,0.0,1.0976243913773942e-08
1990,0.0,8.172976073694826e-09
1991,5.861465202094962e-10,1.4067516929117119e-08
1992,0.0,9.366905473484621e-09
1993,0.0,8.308811416668505e-09
1994,5.274926606624319e-10,3.164955852952289e-09
1995,0.0,1.1929391696696712e-08
1996,0.0,9.60856638698715e-09
1997,0.0,7.192341833217597e-09
1998,0.0,9.536258005482523e-09
1999,0.0,1.6452723627935484e-08
2000,0.0,5.3016377954406835e-09
2001,4.3812117822561447e-10,1.1829271784336015e-08
2002,8.76244299341522e-10,1.2267419968736704e-08
2003,0.0,1.12506919336397e-08
2004,8.809582507929292e-10,8.369103632333008e-09
2005,0.0,7.656374201303606e-09
2006,0.0,7.412201963319376e-09
2007,0.0,7.589511241690161e-09
2008,2.1287198670449925e-09,3.8316958494988285e-09
2009,4.76819250749827e-10,7.629108011997232e-09
2010,0.0,1.6060896612657416e-08
2011,1.1471915639660324e-09,8.030340836739924e-09
2012,3.404252713057332e-10,3.744677901096338e-09
2013,8.367375126105969e-10,1.4503449996539075e-08
2014,0.0,1.6240838007774983e-08
2015,6.649726325136385e-10,1.2412821881468972e-08
2016,0.0,8.906762438698479e-09
2017,2.515611330355938e-10,1.33327402451755e-08
2018,0.0,6.195520096952123e-09
2019,2.55098775436835e-10,6.632568272380013e-09
