year,belles_ADJ armes_NOUN,belles_ADJ larmes_NOUN
1879,1.1790997689331562e-07,1.8327975581655664e-08
1880,1.3413298916020722e-07,3.7223507831640745e-08
1881,1.694319280431955e-07,2.022027167924989e-08
1882,1.7304000721196644e-07,2.3959387362992857e-08
1883,1.377615888031869e-07,6.129759100304e-08
1884,1.0100596625761682e-07,3.6969503014461225e-08
1885,9.281715307452032e-08,3.222817923642651e-08
1886,1.5294709498903103e-07,2.9040586824180536e-08
1887,1.1425618140492588e-07,2.0892558794116667e-08
1888,1.0715638865121946e-07,3.043495055976564e-08
1889,1.1903760110953954e-07,2.318100555953606e-08
1890,1.0683650231158026e-07,2.4251230357208442e-08
1891,1.000752547497541e-07,2.5496881050912634e-08
1892,8.086380631766588e-08,2.4447198043731078e-08
1893,1.4287526539646933e-07,2.771287377356657e-08
1894,1.1972925051395578e-07,2.457600345451283e-08
1895,1.2639090130051045e-07,2.467631965430428e-08
1896,1.3916988450546341e-07,2.7716035688740703e-08
1897,7.516460698298033e-08,2.5637540090883704e-08
1898,6.111023509447477e-08,2.2067583316243145e-08
1899,8.070264811976813e-08,2.5979618456517528e-08
1900,1.2095154033886502e-07,1.9206897405865675e-08
1901,8.550770758120052e-08,2.9620316865930363e-08
1902,7.316322836459221e-08,9.820567470342212e-09
1903,7.182293160212794e-08,2.430099144135056e-08
1904,7.470728746739042e-08,1.6123875568041512e-08
1905,5.883265430384199e-08,1.4450125540577119e-08
1906,9.053764671307363e-08,2.82930141537463e-08
1907,5.554270998686661e-08,2.262851062084792e-08
1908,5.35341406759926e-08,4.2237946473733246e-08
1909,5.941062397596397e-08,3.025541062129378e-08
1910,4.916618578931775e-08,2.0307773240801907e-08
1911,9.683081003686311e-08,2.0217422402879492e-08
1912,6.042928646365908e-08,2.135862686714063e-08
1913,5.939348568517744e-08,1.8030165804816534e-08
1914,7.969124737883249e-08,1.7411533548283842e-08
1915,5.0657277483878715e-08,2.8273827723523937e-08
1916,5.933229374477378e-08,4.394984820521586e-09
1917,7.128176093829097e-08,7.676496771580332e-09
1918,5.6283244731503146e-08,2.1824114071478107e-08
1919,5.893022958503025e-08,1.8415697411455767e-08
1920,5.83061847692079e-08,2.4231141537711665e-08
1921,6.361107551811074e-08,1.1359120755116692e-08
1922,6.861480272846165e-08,1.4018077365562931e-08
1923,7.961961046021315e-08,3.1847843473542525e-08
1924,8.250639638163193e-08,4.2542360745301266e-08
1925,7.478760721824074e-08,4.06932585406139e-08
1926,7.467912865877224e-08,3.343841470382358e-08
1927,8.58490309951776e-08,3.1217830098739796e-08
1928,5.0274582719112004e-08,2.170947865920425e-08
1929,5.3473950600846365e-08,8.912325100141061e-09
1930,5.146765857944047e-08,2.6259009189288918e-08
1931,6.272946251328904e-08,2.3951248095954725e-08
1932,8.219652158913959e-08,7.6716757391182e-09
1933,2.867665571670841e-08,5.735331320977366e-09
1934,6.350237669039416e-08,1.1981580172459871e-08
1935,4.188899538348778e-08,9.574627313213568e-09
1936,6.30485175179274e-08,8.487299751891442e-09
1937,8.310137644684801e-08,2.0145789036973838e-08
1938,9.205302120562919e-08,1.2965214679638848e-08
1939,5.352917753498332e-08,7.647025235257843e-09
1940,6.593035806190528e-08,7.607348528892999e-09
1941,5.312704587367989e-08,2.066051862925633e-08
1942,5.76500234217292e-08,1.2136847082899749e-08
1943,2.6129116648121453e-08,2.9032351633873077e-08
1944,4.177142187700156e-08,3.2131861615880553e-09
1945,6.099811145077183e-08,8.714016175304096e-09
1946,7.79581839083221e-08,2.7842208538686464e-08
1947,6.794896734163558e-08,1.907339353124371e-08
1948,4.67491183542279e-08,6.523132700664291e-09
1949,7.951776836989666e-08,7.853606653895895e-09
1950,4.785912821603233e-08,1.808011518278363e-08
1951,5.437314953837813e-08,1.0661401539380222e-08
1952,7.381363076319758e-08,2.6362009464264702e-08
1953,6.572035005092403e-08,6.464296653518886e-09
1954,3.224936762080688e-08,1.7590565448699635e-08
1955,3.848099083825218e-08,7.508486277174597e-09
1956,2.1802854632824165e-08,1.0465369904011368e-08
1957,3.8874166108371355e-08,2.6505113659425206e-09
1958,3.887954491688106e-08,9.926692356998501e-09
1959,2.9452841943111707e-08,1.3176271629333769e-08
1960,5.605874875413974e-08,1.4533750203327145e-08
1961,4.863711566827078e-08,9.72742331128984e-09
1962,7.864026230208765e-08,8.244543714397423e-09
1963,4.9142006020019835e-08,9.69907976156037e-09
1964,5.1713730186975226e-08,2.007709554163739e-08
1965,5.143720827049947e-08,1.2038495533772675e-08
1966,5.3729024784843205e-08,1.163205709531212e-08
1967,5.6205823995014725e-08,9.860671390526932e-09
1968,5.973583228069401e-08,2.110965446888713e-08
1969,5.268439196015606e-08,9.991866889436096e-09
1970,4.0008906410093914e-08,1.241655755990223e-08
1971,6.166077071156906e-08,2.5178147566862208e-08
1972,4.822338084409239e-08,6.669190977248718e-09
1973,3.748978727458052e-08,1.2129047988196362e-08
1974,2.3627400480563665e-08,3.3753431161187564e-09
1975,4.7976435268992645e-08,9.709516746170266e-09
1976,3.94233339306993e-08,4.570821499072508e-09
1977,2.7620874476497193e-08,9.990529292736028e-09
1978,6.475244873627162e-08,1.4257419245211622e-08
1979,6.495690740848659e-08,5.851973128301324e-09
1980,2.8425754194927322e-08,9.664756106531058e-09
1981,4.8074177527723805e-08,1.0753434587229549e-08
1982,2.669225906970496e-08,6.828252629986764e-09
1983,3.6628833299801045e-08,1.2630632539867293e-08
1984,3.2474446243213606e-08,6.958810416790584e-09
1985,4.090579608373446e-08,3.609334831011779e-09
1986,5.035367678374314e-08,7.792831269171074e-09
1987,3.483165755824302e-08,7.332980445085013e-09
1988,2.878345739532051e-08,1.199310784016916e-08
1989,3.677041959804228e-08,7.683371272548811e-09
1990,2.45189291092629e-08,1.3076762783725826e-08
1991,2.6962739596569918e-08,5.8614650910726596e-09
1992,3.4161654838271716e-08,7.162927584403178e-09
1993,2.7696037463442735e-08,1.0524494165053966e-08
1994,2.8484603120659813e-08,7.384897138251745e-09
1995,2.2232049090575856e-08,5.964695848348356e-09
1996,2.4555223632205525e-08,7.473328622609188e-09
1997,2.8289877107567918e-08,2.3974471297094624e-09
1998,3.766822231909828e-08,3.814503379828693e-09
1999,2.696418732739403e-08,8.683382013430219e-09
2000,3.048441854502926e-08,9.719669513685858e-09
2001,5.082205589701516e-08,7.448059946568719e-09
2002,4.030723843584383e-08,7.448076377869484e-09
2003,3.4168767371056674e-08,5.416999737661854e-09
2004,2.9071621554521698e-08,3.9643119897903034e-09
2005,2.38698731891418e-08,3.602999676388663e-09
2006,2.2236605445868918e-08,7.823991232669414e-09
2007,3.395307501818934e-08,1.1184542181297275e-08
2008,5.5346717431348225e-08,8.089135583588813e-09
2009,3.576144536054926e-08,7.629108011997232e-09
2010,3.212179322531483e-08,1.4643758206034363e-08
2011,2.5238215073386527e-08,1.0707121411712706e-08
2012,6.229782201216949e-08,1.2936160587173617e-08
2013,7.753767761187191e-08,1.7013663367038134e-08
2014,6.669571206430192e-08,1.277612682315521e-08
2015,7.270367063938465e-08,2.5933932334964993e-08
2016,6.897562343510799e-08,2.5891750965456595e-08
2017,4.1004465600735784e-08,7.798394818792076e-09
2018,7.925103062689232e-08,1.7295826992835828e-08
2019,9.872322692672242e-08,1.785691416955615e-08
