year,aux_ADP armes_NOUN,aux_ADP larmes_NOUN
1800,4.5055876682909e-06,1.141331722465111e-06
1801,5.326705633024176e-06,1.240596146034889e-06
1802,3.954263547711889e-06,1.1793417229455372e-06
1803,5.037726140244558e-06,1.0921899189497708e-06
1804,3.5841838155192818e-06,1.2828906363893111e-06
1805,4.460475167888944e-06,1.0802935603848596e-06
1806,4.890192485618172e-06,1.210301012299908e-06
1807,5.150141731746771e-06,1.0163629227122328e-06
1808,4.566138983363999e-06,1.470682033044568e-06
1809,6.795163983497332e-06,1.0978888145274368e-06
1810,5.557800932365353e-06,1.553844199975174e-06
1811,5.0091395564777486e-06,1.0504652117049318e-06
1812,4.7449634479335145e-06,7.414838627539666e-07
1813,5.236725741042392e-06,1.2078115432245795e-06
1814,8.848456332088972e-06,1.2303507048727624e-06
1815,8.293962480365735e-06,1.0330366100319566e-06
1816,4.646795702001327e-06,1.3604335293848635e-06
1817,6.127853822590623e-06,1.0399914032177549e-06
1818,6.849908658068671e-06,1.2123837915822833e-06
1819,7.469317466757275e-06,1.0413156665833867e-06
1820,8.154645911417902e-06,1.2044478658879143e-06
1821,6.809357842030295e-06,1.154780324696958e-06
1822,8.059592687459372e-06,1.3053352319047917e-06
1823,1.0460824171332206e-05,1.0880837866267257e-06
1824,8.868273653206415e-06,1.1747451740262704e-06
1825,9.385722108845584e-06,1.3921405326300373e-06
1826,8.024074162449324e-06,9.248383534554705e-07
1827,7.277037013864174e-06,1.0433952830624094e-06
1828,6.6490012500253215e-06,9.319058058565588e-07
1829,6.461602936269628e-06,1.161665409199486e-06
1830,7.32978986661692e-06,1.0050672951678052e-06
1831,6.63561718283745e-06,8.79344030479956e-07
1832,6.2251389181255945e-06,1.0823975582496814e-06
1833,6.381421059131753e-06,9.66074612307466e-07
1834,7.570304461523847e-06,1.1565484019371297e-06
1835,8.227127295867831e-06,9.688315429912109e-07
1836,1.0247127988805005e-05,8.837786236171041e-07
1837,8.554030841878557e-06,9.017426876312129e-07
1838,1.1914205344965012e-05,9.405120984240511e-07
1839,8.987541264104948e-06,7.494861584689261e-07
1840,9.536697916701087e-06,8.038546823740944e-07
1841,7.790693416609429e-06,8.057788392079601e-07
1842,8.840152133871015e-06,8.881742825650463e-07
1843,7.148543943458208e-06,8.724507889468214e-07
1844,8.927144847348245e-06,9.105523037788998e-07
1845,7.456858810428457e-06,7.951824594343293e-07
1846,7.1161462642521656e-06,7.669396584475408e-07
1847,8.612978149358241e-06,8.186913458274603e-07
1848,9.10397318421019e-06,6.436177653057484e-07
1849,1.0158364602830261e-05,6.703531756357961e-07
1850,9.279878554480092e-06,6.931564913159605e-07
1851,8.590652555540146e-06,7.191124495875556e-07
1852,8.763194273342378e-06,7.864739064444848e-07
1853,7.547924440132192e-06,8.98775734725632e-07
1854,7.4297999503869505e-06,1.0843351976319582e-06
1855,8.378592383451178e-06,9.854982394585932e-07
1856,6.599363075565634e-06,1.0214594219348783e-06
1857,7.310059800147428e-06,9.128422000515002e-07
1858,8.269822842521535e-06,9.895012489380406e-07
1859,8.29158562964949e-06,1.036257252451378e-06
1860,9.684863698566915e-06,1.000572389386889e-06
1861,8.507127006396331e-06,1.003557093426366e-06
1862,7.377871725111618e-06,1.0630822098178783e-06
1863,7.579337079732795e-06,9.499768722776025e-07
1864,6.820021042130975e-06,8.10788517213723e-07
1865,8.44596161186928e-06,8.651180074537024e-07
1866,8.036532676669594e-06,8.354257197140669e-07
1867,7.663074484298704e-06,7.851849090911855e-07
1868,7.912690364264563e-06,7.16281745916092e-07
1869,7.914231218819623e-06,9.600998893688484e-07
1870,7.82066905458123e-06,7.643486767960894e-07
1871,8.067846465564799e-06,7.073704040294615e-07
1872,1.1216000075364718e-05,7.450321994895148e-07
1873,7.960188554534398e-06,6.207486542564311e-07
1874,7.051831289572874e-06,5.92681216993185e-07
1875,7.236587634906755e-06,6.648414707655093e-07
1876,6.344083345766194e-06,6.644570138547579e-07
1877,6.839169600425521e-06,7.131093084922213e-07
1878,9.326164501999301e-06,6.950990965037818e-07
1879,8.528006844699121e-06,7.037942459930946e-07
1880,7.119958866041998e-06,6.764409850035236e-07
1881,7.44384925610575e-06,6.177641660443101e-07
1882,6.176862882512069e-06,6.236095586586998e-07
1883,6.77433115470194e-06,6.673221690789433e-07
1884,6.8842493874399224e-06,6.251807231905104e-07
1885,6.504291150122299e-06,5.665713933566963e-07
1886,7.653808381746785e-06,5.491897940856916e-07
1887,6.21945378043165e-06,5.810742811362957e-07
1888,7.112267638831327e-06,5.56705974652516e-07
1889,7.437343867877644e-06,5.406813237129882e-07
1890,6.103444803784441e-06,6.016927027729935e-07
1891,6.333424863669279e-06,4.825284447562694e-07
1892,5.627243751860078e-06,5.817179387079818e-07
1893,6.074662138644271e-06,5.622634380308966e-07
1894,6.702947416670213e-06,5.476037387985855e-07
1895,6.180515441656098e-06,6.000558752106144e-07
1896,5.385166645055506e-06,5.767294597447403e-07
1897,6.386078268860729e-06,4.6613707205267474e-07
1898,8.237433007707295e-06,5.567821128593664e-07
1899,5.895162388469544e-06,5.516523202686585e-07
1900,6.661159545728879e-06,5.393503981210301e-07
1901,5.08519354980308e-06,4.901323835682092e-07
1902,5.1867330341792695e-06,3.3537238630643174e-07
1903,4.2607737213984365e-06,5.670231084664579e-07
1904,5.2805692405399896e-06,3.821358625089033e-07
1905,4.246788677164659e-06,5.052382885395446e-07
1906,4.280990140159702e-06,5.612305180591193e-07
1907,5.337757045253966e-06,5.605699064936687e-07
1908,4.310726211542715e-06,5.186426994541193e-07
1909,4.910727824380956e-06,5.979569195346812e-07
1910,4.453280837424245e-06,5.520507717626799e-07
1911,4.313227151442334e-06,4.990510795721548e-07
1912,4.580644201723771e-06,5.897064836446475e-07
1913,4.1029232420441986e-06,5.218142060670061e-07
1914,4.452664796872341e-06,4.6006628506845004e-07
1915,5.547560931518092e-06,5.666546760707547e-07
1916,5.246513069323555e-06,5.394843691775009e-07
1917,4.427145739782645e-06,5.198085291091559e-07
1918,4.8483994419257215e-06,4.973600846724935e-07
1919,4.04316631374968e-06,5.543124750317929e-07
1920,3.73083867089008e-06,5.739751776090429e-07
1921,3.0048661159298717e-06,5.702278662589322e-07
1922,3.2758033086111027e-06,5.621987053672228e-07
1923,4.091386358595628e-06,6.571272130884154e-07
1924,3.8081857951510756e-06,5.71098936585912e-07
1925,3.940647161471134e-06,6.741883338268195e-07
1926,4.670232016223963e-06,6.944044343981659e-07
1927,4.636962813719947e-06,8.885932025748389e-07
1928,5.102869877759986e-06,6.204340311510848e-07
1929,3.840098031560046e-06,6.69538423814231e-07
1930,4.423067451853058e-06,5.913528835499449e-07
1931,3.5094282253567144e-06,5.976407146945917e-07
1932,4.0188620573644585e-06,4.811236662405349e-07
1933,3.6706119175278218e-06,5.471506150378502e-07
1934,4.1120781872905354e-06,4.876502917028347e-07
1935,3.225452559263431e-06,5.134393807892934e-07
1936,3.541629126857515e-06,5.007507324350513e-07
1937,3.422265891117604e-06,3.991384374124607e-07
1938,3.452636676115617e-06,4.511894644565473e-07
1939,5.057742697545109e-06,5.36821172403279e-07
1940,4.569480594796005e-06,4.0065369999453537e-07
1941,3.1551563637322033e-06,4.0730734873761776e-07
1942,3.768490955735615e-06,5.582949618165856e-07
1943,3.6377536503096053e-06,6.532279432924781e-07
1944,3.383484951768878e-06,5.976526118445236e-07
1945,3.1283318406849503e-06,5.881961016029891e-07
1946,3.3953573108647106e-06,5.596284147202368e-07
1947,3.0541271485162724e-06,5.745860063299801e-07
1948,3.2256891984161484e-06,5.599022281366217e-07
1949,2.5082457000280556e-06,5.163746430447702e-07
1950,2.32701712832295e-06,5.360222434802608e-07
1951,3.1770976107736715e-06,5.778479490459176e-07
1952,2.518099279313901e-06,5.567656558014278e-07
1953,2.403640834813814e-06,5.085246419511691e-07
1954,2.547700191257718e-06,5.580117852233002e-07
1955,3.0906806216535188e-06,4.702189455585426e-07
1956,2.299764943813898e-06,5.171637194045786e-07
1957,2.650511241597542e-06,4.779755506945094e-07
1958,2.7885731981314166e-06,4.897168062178991e-07
1959,2.559296930826349e-06,4.355920157905757e-07
1960,2.6956645058362483e-06,5.460537488843897e-07
1961,3.1989324753567416e-06,5.468201402791806e-07
1962,2.777776984430602e-06,5.517501957541526e-07
1963,2.7383735528019315e-06,5.192240681850535e-07
1964,2.944032189589052e-06,5.293052511845531e-07
1965,3.0293231816358457e-06,4.842758327683327e-07
1966,2.8985978701712156e-06,6.497334954502776e-07
1967,3.1736570349494286e-06,6.207292724269564e-07
1968,3.6313096529738687e-06,6.278999489239823e-07
1969,3.63340629405684e-06,5.118561214878525e-07
1970,3.4688182353193042e-06,5.095387103359883e-07
1971,2.97615987676636e-06,5.492947021679129e-07
1972,2.8862205851964973e-06,5.171187860142368e-07
1973,3.2682271609019153e-06,4.3388913839592647e-07
1974,3.067624291475113e-06,3.802886388015736e-07
1975,2.83175177173689e-06,4.140823151033146e-07
1976,3.410404232795372e-06,3.810922555302909e-07
1977,2.7321159876692036e-06,4.431093518775242e-07
1978,2.9697016401541987e-06,5.120789743351395e-07
1979,2.6310472662771645e-06,4.985881334462761e-07
1980,3.243378515094264e-06,4.690249220118403e-07
1981,2.4593736327460647e-06,5.313461510780826e-07
1982,3.569313790308115e-06,4.990831650175664e-07
1983,2.9473580696048884e-06,5.500640538613766e-07
1984,2.772505965253913e-06,4.894363208052255e-07
1985,2.9422093774655877e-06,4.6740886805451964e-07
1986,2.7736483190210492e-06,5.323102962861981e-07
1987,2.5469885684969995e-06,5.255302415463348e-07
1988,2.6912533996892307e-06,4.6113498708422185e-07
1989,3.1545727097181953e-06,5.296037981494806e-07
1990,2.442630233190357e-06,5.127180582320534e-07
1991,2.9952087743367883e-06,5.193258045821381e-07
1992,2.688301776743174e-06,5.77442158089525e-07
1993,2.6460794941840504e-06,5.949108654590418e-07
1994,2.4322686300592977e-06,4.800183139863634e-07
1995,3.037657037907593e-06,5.753220424509209e-07
1996,2.9103279644004942e-06,5.530263562647519e-07
1997,2.5902019018531064e-06,5.111357577192166e-07
1998,2.5662072289378557e-06,5.37368154418516e-07
1999,2.637463126120565e-06,5.767593904693058e-07
2000,2.394573002106881e-06,6.512178298834215e-07
2001,2.4390206334601316e-06,5.669287883591778e-07
2002,2.6033219171495148e-06,6.199428170816645e-07
2003,2.5864089394644907e-06,6.500399720721362e-07
2004,2.497076110330454e-06,6.395757070620789e-07
2005,2.6441514791031295e-06,6.359294664193271e-07
2006,2.6749812320758792e-06,7.206307603979667e-07
2007,2.4725827501015374e-06,7.75727918345126e-07
2008,2.266235057390986e-06,7.940125161809419e-07
2009,2.2081499650994374e-06,8.625660168348759e-07
2010,2.018949132320813e-06,9.655432791078056e-07
2011,1.840860079482809e-06,8.971038418792432e-07
2012,1.8961687260343751e-06,1.0920842932193864e-06
2013,2.0996533152128904e-06,1.1940243744845702e-06
2014,2.148338126062299e-06,1.333697740690809e-06
2015,2.1868733028895804e-06,1.2599014738157166e-06
2016,2.62376636328554e-06,1.3285575430899144e-06
2017,1.5873508090180621e-06,1.1883747514929155e-06
2018,1.8261295622323814e-06,1.3384905344082654e-06
2019,1.8994654880089001e-06,1.3308503099551672e-06
