year,résultats_NOUN égaux_ADJ,résultats_NOUN légaux_ADJ
1889,2.1301465480405568e-08,0.0
1890,1.5730527991308918e-08,1.3108772956016423e-09
1891,3.1871099537283953e-08,1.9122659011827636e-09
1892,2.1312942521944933e-08,3.761107425503951e-09
1893,2.5249507373814595e-08,4.310891643655168e-09
1894,1.764431090123253e-08,6.301539290376468e-10
1895,2.9491211250842753e-08,0.0
1896,2.1229304536518612e-08,1.7691086373616827e-09
1897,3.26295968022805e-08,1.7480140668268973e-09
1898,8.487532454637403e-09,1.6975064687230201e-09
1899,1.8241008703512307e-08,3.8693048765026106e-09
1900,3.0627212765921286e-08,0.0
1901,2.4031576728589243e-08,0.0
1902,1.5221880644844532e-08,0.0
1903,2.8621167658116065e-08,1.0800440541913758e-09
1904,1.9886112312406112e-08,4.837162670412454e-09
1905,1.7546581076999246e-08,1.0321518084666081e-09
1906,1.9547901075611662e-08,5.144184522798412e-10
1907,1.2342823652033985e-08,0.0
1908,2.357466755142923e-08,2.4556945366072114e-09
1909,3.080550925460557e-08,0.0
1910,1.5498036631811374e-08,1.068830135508847e-09
1911,1.9153347352585115e-08,0.0
1912,1.4586379215586476e-08,0.0
1913,3.8711824856818566e-08,0.0
1914,1.5402511266415786e-08,0.0
1915,2.3561524287174507e-08,1.1780761921542648e-09
1916,2.7468654906215306e-08,0.0
1917,2.7416060532914344e-08,0.0
1918,2.5270027848023346e-08,0.0
1919,2.301962176431971e-08,0.0
1920,1.9687803387569147e-08,7.572231730534895e-10
1921,1.5902768879527684e-08,0.0
1922,1.549366501762961e-08,7.377935484775833e-10
1923,2.0170300985000722e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.89484357093761e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,1.7139061725401916e-08,1.1426041224282812e-09
1929,2.5622934884950155e-08,0.0
1930,2.4158287814657342e-08,0.0
1931,2.0529641986399838e-08,1.1405356659111021e-09
1932,2.9590749406338546e-08,1.0959536389520963e-08
1933,1.261772819560747e-08,1.1470662197865522e-09
1934,1.7972370258689807e-08,1.1981580172459871e-09
1935,2.5133395809007197e-08,0.0
1936,2.182448710641438e-08,1.2124714565686645e-09
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,2.5930429359277696e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,2.028626333583361e-08,0.0
1941,1.4757512545315876e-08,0.0
1942,4.247896612241675e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,6.535512131478072e-09,0.0
1946,2.0881657292193267e-08,0.0
1947,1.3112957830685446e-08,0.0
1948,1.4133454406817236e-08,3.2615663503321457e-09
1949,1.1780409536754632e-08,0.0
1950,1.1698897850465073e-08,0.0
1951,2.0256663901818683e-08,0.0
1952,1.687168627029223e-08,0.0
1953,7.54167928107563e-09,0.0
1954,2.14995790059902e-08,0.0
1955,2.2525458831523792e-08,0.0
1956,1.5698054411927842e-08,0.0
1957,2.1204090927540165e-08,8.835037701437898e-10
1958,1.4890038535497752e-08,0.0
1959,1.9376869886400527e-08,0.0
1960,1.4533750203327145e-08,0.0
1961,1.459113452284555e-08,0.0
1962,9.512934440181198e-09,0.0
1963,1.2285501505004959e-08,0.0
1964,1.7035111099517053e-08,3.6503808864551957e-09
1965,7.660860390501512e-09,5.472043373977442e-10
1966,1.8278946356531378e-08,0.0
1967,9.367637332502454e-09,0.0
1968,7.186265360559219e-09,0.0
1969,8.175163657142548e-09,4.5417578031781147e-10
1970,9.657322941336588e-09,0.0
1971,1.798439086542203e-08,0.0
1972,1.3851396474251487e-08,0.0
1973,7.1671650836435674e-09,0.0
1974,5.06301445213353e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,8.570290255249802e-09,0.0
1977,7.052138428775834e-09,0.0
1978,1.6039596317796168e-08,1.1881182704343018e-09
1979,4.681578680276743e-09,0.0
1980,9.664756106531058e-09,0.0
1981,6.325549417596221e-09,6.325549528618524e-10
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,7.57837881337764e-09,0.0
1984,8.69851302098823e-09,0.0
1985,4.812446441349039e-09,3.609334831011779e-09
1986,7.1933827783254856e-09,0.0
1987,9.166225112267057e-09,6.110816852533674e-10
1988,7.195864348830128e-09,0.0
1989,6.036934507847036e-09,0.0
1990,1.4166492867673242e-08,5.44865097484859e-10
1991,1.4067516929117119e-08,0.0
1992,9.91789939064347e-09,0.0
1993,6.647049133334804e-09,0.0
1994,1.3714808844156323e-08,0.0
1995,6.506940763983948e-09,0.0
1996,8.007138063703678e-09,0.0
1997,5.274384040632185e-09,0.0
1998,4.291316191284977e-09,0.0
1999,6.8553016596695215e-09,4.570201161957499e-10
2000,3.97622823555821e-09,0.0
2001,6.571817756650944e-09,8.762423564512289e-10
2002,4.81934359086722e-09,0.0
2003,4.583615265119079e-09,0.0
2004,5.726228824443069e-09,0.0
2005,1.216012357474483e-08,0.0
2006,4.941467679486777e-09,1.2353669198716943e-09
2007,5.192823504529542e-09,3.994479469415779e-10
2008,5.960415716543821e-09,1.2772318758180745e-09
2009,6.198650481792356e-09,0.0
2010,6.140930874920514e-09,0.0
2011,8.030340836739924e-09,0.0
2012,4.765953853791416e-09,0.0
2013,6.414987652192394e-09,2.789125042035323e-10
2014,4.330890313042346e-09,2.1654451842767486e-10
2015,3.546520632724537e-09,0.0
2016,6.8354220061905835e-09,6.214020409345267e-10
2017,3.773417134311785e-09,0.0
2018,4.3884935685412074e-09,0.0
2019,1.7856913725466939e-09,0.0
