year,pensions_NOUN égales_ADJ,pensions_NOUN légales_ADJ
1887,4.570247291724172e-09,0.0
1888,0.0,0.0
1889,3.132568426877924e-09,0.0
1890,3.9326319978272295e-09,0.0
1891,7.0116419337296065e-09,4.461953917456185e-09
1892,1.2537024751679837e-09,1.2537024751679837e-09
1893,8.621783287310336e-09,2.463366621796581e-09
1894,0.0,0.0
1895,0.0,0.0
1896,1.3563166589847242e-08,1.179405795248556e-09
1897,4.078699600285063e-09,1.1653427112179315e-09
1898,1.6975064687230201e-09,0.0
1899,4.4220627160029835e-09,2.2110313580014918e-09
1900,6.748368974740515e-09,1.038210628578895e-09
1901,5.58873880507349e-09,3.912117352289357e-09
1902,1.9641135384773634e-09,5.892340504409788e-09
1903,6.480264325148255e-09,2.1600880639738307e-08
1904,2.1498500757388683e-09,5.912087708281888e-09
1905,1.2901897328276846e-08,4.1286072338664326e-09
1906,3.0865106026567446e-09,1.491813494958194e-08
1907,2.057137349353866e-09,4.114274698707732e-09
1908,1.4734167219643268e-09,1.4734167219643268e-09
1909,7.151278680339601e-09,3.850688656825696e-09
1910,6.947395991829808e-09,2.137660271017694e-09
1911,3.1922244847493175e-09,2.128149656499545e-09
1912,4.167537070998151e-08,3.646594803896619e-09
1913,1.1666577037772186e-08,4.242391771214216e-09
1914,3.9510787530616653e-08,1.3393487430235496e-09
1915,2.238344798399794e-08,0.0
1916,6.592477230782379e-09,0.0
1917,7.676496771580332e-09,1.0966424435210342e-09
1918,6.89182577673364e-09,2.2972752589112133e-09
1919,8.287063479883727e-09,0.0
1920,1.1358347151713133e-08,0.0
1921,2.0446417892117097e-08,7.572747429129834e-10
1922,1.1066902949607993e-08,1.4755870969551665e-09
1923,3.8217415010421973e-08,0.0
1924,1.4180787211159895e-08,1.289162443462999e-09
1925,6.598906754362588e-09,2.1996355847875293e-09
1926,6.687683296036084e-09,0.0
1927,0.0,4.4596899506643695e-09
1928,2.2852082448565625e-09,0.0
1929,1.1140406375176326e-09,0.0
1930,7.352522590764465e-09,1.0503603542488804e-09
1931,5.7026783295555106e-09,3.4216069977333063e-09
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,0.0
1934,9.585264137967897e-09,0.0
1935,2.393656828303392e-09,1.196828414151696e-09
1936,0.0,0.0
1937,2.5182236296217297e-09,7.554670666820584e-09
1938,1.2965214457594243e-09,0.0
1939,1.5294050470515685e-09,3.058810094103137e-09
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,1.161294105322952e-08
1944,0.0,3.2131861615880553e-09
1945,0.0,6.535512131478072e-09
1946,4.1763312808029696e-09,0.0
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,5.890204768377316e-09,0.0
1950,1.0635361036293034e-08,0.0
1951,4.264560704569931e-09,6.396840945832594e-09
1952,4.2179215675730575e-09,7.381362632230548e-09
1953,9.69644453618912e-09,4.3095309543161875e-09
1954,6.840775057526116e-09,0.0
1955,9.385607846468247e-10,1.8771215692936494e-09
1956,3.488456634670456e-09,7.849027205963921e-09
1957,1.7670075402875796e-09,3.534015080575159e-09
1958,0.0,3.3088973783179654e-09
1959,7.750747821333448e-10,5.425523585955716e-09
1960,1.3841666701708277e-09,1.1073333361366622e-08
1961,2.08444772553662e-09,1.528595028332802e-08
1962,1.9025869768540815e-09,1.2049716779927166e-08
1963,3.2330267352165265e-09,3.879631949033069e-09
1964,8.517555549758526e-09,1.2167936658258327e-09
1965,1.0944086747954884e-09,1.8057743078614408e-08
1966,2.215629901769489e-09,1.107814973089205e-08
1967,1.4791006197611978e-09,8.874604051634094e-09
1968,4.491415683816058e-09,1.7516522399230183e-08
1969,2.7250546263957176e-09,2.7250546263957176e-09
1970,2.7592350626548523e-09,6.438215210957665e-09
1971,1.0276794970565106e-09,5.652237344833111e-09
1972,1.0260293725750103e-09,4.104117490300041e-09
1973,0.0,9.923766697284009e-09
1974,5.625571675160757e-10,0.0
1975,1.7134440533084216e-09,2.2845920710778955e-09
1976,1.7140580066410394e-09,9.141642998145016e-09
1977,2.3507127355770763e-09,3.526069214387917e-09
1978,1.1881182704343018e-09,0.0
1979,2.925986564150662e-09,1.1703946811714161e-08
1980,1.7055452605774235e-09,9.664756106531058e-09
1981,0.0,5.060439622894819e-09
1982,1.2415004579935385e-09,6.828252629986764e-09
1983,1.2630632095778083e-09,1.2630632317822688e-08
1984,0.0,1.5657322549600394e-08
1985,1.2031116103372597e-09,2.5866899400206478e-08
1986,2.3977941854269602e-09,4.136195030923773e-08
1987,6.110816852533674e-10,1.1610551631235921e-08
1988,0.0,2.398621523624911e-09
1989,1.0976244357863152e-09,1.0976243913773942e-08
1990,1.6345953479657283e-09,2.669838927715773e-08
1991,5.861465202094962e-10,1.7584396161396398e-09
1992,2.2039776670368383e-09,1.0468894195980738e-08
1993,0.0,3.323524566667402e-09
1994,5.274926606624319e-10,3.6924485691258724e-09
1995,5.422450821690461e-10,1.5182862966867106e-08
1996,5.338092190498855e-10,1.0676184380997711e-08
1997,4.79489448146353e-10,6.7128524960935465e-09
1998,9.536258449571733e-10,4.7681290027412615e-09
1999,4.570201161957499e-10,9.597422329088445e-09
2000,4.4180314962005696e-10,3.97622823555821e-09
2001,4.3812117822561447e-10,9.638665865452367e-09
2002,2.6287327870022636e-09,3.504977197366088e-09
2003,0.0,3.041853657848037e-08
2004,1.3214374039449694e-09,1.4535810777260849e-08
2005,9.007499190971657e-10,5.854874363109275e-09
2006,0.0,5.353256948836815e-09
2007,7.988958938831558e-10,2.7961356841021967e-09
2008,4.257439678578834e-10,5.960415716543821e-09
2009,0.0,4.76819250749827e-09
2010,5.196172381261022e-09,0.0
2011,0.0,7.64794394481072e-10
2012,0.0,3.404252713057332e-10
2013,5.578250084070646e-10,6.693900100884775e-09
2014,2.1654451842767486e-10,3.6812568132704726e-09
2015,4.433150790905671e-10,6.871383906315032e-09
2016,8.285360175719347e-10,1.1806638333666797e-08
2017,1.7609279590047322e-09,4.528100561174142e-09
2018,1.0325866828253538e-09,2.5814667070633845e-10
2019,2.2958890344426663e-09,1.02039510174734e-09
