year,autres_ADJ armes_NOUN,autres_ADJ larmes_NOUN
1868,8.881893336365465e-07,2.321740844024589e-08
1869,8.761033427617804e-07,2.6371003158942585e-08
1870,7.660689220756467e-07,1.834895613228582e-08
1871,1.1130994153063511e-06,2.549082545044712e-08
1872,9.071009117178619e-07,1.814201766592305e-08
1873,1.045754970618873e-06,1.3767810003173508e-08
1874,1.0449591627548216e-06,1.9716210886144836e-08
1875,1.1345788379912847e-06,2.2886109007913547e-08
1876,8.996469773592253e-07,2.2974855795609983e-08
1877,9.679237109594396e-07,2.4120781816350245e-08
1878,7.911206125754688e-07,1.0266450800600069e-08
1879,8.479743200950907e-07,2.932476128592043e-08
1880,7.7270868814594e-07,2.888030792291829e-08
1881,8.269394129456487e-07,2.3009274485730202e-08
1882,6.588831524823036e-07,1.5307385581309063e-08
1883,8.480552651235485e-07,1.8958017378167824e-08
1884,8.60201112118375e-07,9.242375753615306e-09
1885,8.005479799066961e-07,2.2559724754955823e-08
1886,1.0119031230715336e-06,2.8395241713496944e-08
1887,7.958759056236886e-07,2.3504128421336645e-08
1888,8.407654945585818e-07,7.60873763994141e-09
1889,7.449247618751542e-07,1.1903759755682586e-08
1890,7.413011076096154e-07,5.898947996740844e-09
1891,7.489708764296665e-07,8.286486163910922e-09
1892,8.355926865988295e-07,6.8953633913793055e-09
1893,7.199188871709339e-07,9.853466487186324e-09
1894,7.234166901071148e-07,1.9534772022211655e-08
1895,7.384840046142926e-07,2.888934957923084e-08
1896,7.141301807678246e-07,2.240870955461105e-08
1897,6.566706360899843e-07,1.0488084178916779e-08
1898,6.96543509093317e-07,1.4145887128336199e-08
1899,6.754700621058873e-07,9.949641111006713e-09
1900,6.083914172450022e-07,2.595526638060619e-08
1901,5.549617867472989e-07,1.7883964531506535e-08
1902,7.458721142938884e-07,1.9641134940684424e-08
1903,7.311898002626549e-07,1.5120615870500842e-08
1904,5.99270720158529e-07,9.13686282189019e-09
1905,5.965837317489786e-07,1.0321517862621477e-08
1906,5.015579631617584e-07,2.1605574218597212e-08
1907,5.549127877202409e-07,1.542852956504248e-08
1908,6.036096920070122e-07,2.4065807124884486e-08
1909,7.31630791506177e-07,2.3104130164597336e-08
1910,5.338806658983231e-07,1.5498036631811374e-08
1911,6.629186373174889e-07,1.2236860413850081e-08
1912,6.532613952003885e-07,1.614920641657136e-08
1913,6.729493975399237e-07,1.2196876397752021e-08
1914,6.42217742097273e-07,2.0090231700464756e-08
1915,6.691472549391619e-07,7.068456930880984e-09
1916,6.25186601155292e-07,2.0876177231343718e-08
1917,5.998634264869906e-07,1.864292187292449e-08
1918,8.373568221031746e-07,1.1486376294556067e-08
1919,6.758560857633711e-07,1.9336480860943084e-08
1920,5.0052449296345e-07,8.329454459499175e-09
1921,5.308496042744082e-07,1.2873671018098776e-08
1922,5.62198692932725e-07,1.3280283539529592e-08
1923,6.114786401667516e-07,3.715581797791856e-08
1924,5.195324774831533e-07,2.5783249313349188e-08
1925,5.807037837257667e-07,2.859526304632709e-08
1926,4.491893719205109e-07,1.2260752413340015e-08
1927,5.530015414478839e-07,2.1183527820767267e-08
1928,5.838707011207589e-07,1.9424270192303084e-08
1929,4.935200195177458e-07,2.0052731031228177e-08
1930,5.251801553640689e-07,1.05036033204442e-08
1931,4.5507371737585345e-07,1.3686427990933225e-08
1932,5.556485120905563e-07,6.575722188983946e-09
1933,4.4735583060173667e-07,1.1470662641954732e-08
1934,5.128116526975646e-07,7.188948103475923e-09
1935,4.5240113877298427e-07,7.180970484910176e-09
1936,3.758661648589623e-07,9.699771652549316e-09
1937,4.885353632744227e-07,5.0364472592434595e-09
1938,3.500607874684647e-07,1.0372171566075394e-08
1939,4.3588045173237333e-07,2.5999884911698246e-08
1940,4.031894889067189e-07,5.0715658339584024e-09
1941,4.545314027382119e-07,1.1806010391524069e-08
1942,3.489343498586095e-07,2.1239483061208375e-08
1943,4.325820555095561e-07,1.4516175816936538e-08
1944,4.948306582264195e-07,1.927911696952833e-08
1945,5.119484285387443e-07,2.178504132643866e-08
1946,5.693731850442418e-07,3.3410650246423756e-08
1947,4.494168308610824e-07,1.549713246618012e-08
1948,5.142402983437933e-07,4.348755133776194e-09
1949,4.91832111038093e-07,9.817008539414473e-09
1950,4.5625699840456946e-07,1.808011518278363e-08
1951,4.627048326710792e-07,2.3455083209000804e-08
1952,6.801398626521404e-07,1.370824520563474e-08
1953,4.298757119158836e-07,8.619061908632375e-09
1954,4.974220928488648e-07,1.7590565448699635e-08
1955,4.96498671509471e-07,1.0324168187025862e-08
1956,4.6483685878229153e-07,6.976913269340912e-09
1957,3.887416539782862e-07,1.5903067307476704e-08
1958,3.209630392575491e-07,1.0753916868111446e-08
1959,3.1778066045262676e-07,1.2401196514133517e-08
1960,4.429333273492375e-07,1.038124963770315e-08
1961,3.2169978680940403e-07,1.528595028332802e-08
1962,3.779805979320372e-07,1.6489087428794846e-08
1963,3.737378904133948e-07,1.5518526907953856e-08
1964,4.33178541925372e-07,2.6161064425878067e-08
1965,3.710045461957634e-07,9.849678406226303e-09
1966,3.628094020768913e-07,1.495550172592175e-08
1967,4.5704211970587494e-07,8.381570104631919e-09
1968,4.087188472112757e-07,1.0779397818794223e-08
1969,5.209396363170526e-07,1.544197658631674e-08
1970,4.6493110517076275e-07,1.7015283404475667e-08
1971,4.454990687463578e-07,1.3359833239690033e-08
1972,3.996384521087748e-07,1.3338381954497436e-08
1973,4.0522047584090615e-07,9.37244681864513e-09
1974,4.47795514446625e-07,6.750686232237513e-09
1975,3.55254059059007e-07,7.996072248772634e-09
1976,4.5479674781745416e-07,1.085570122683066e-08
1977,4.0197187445301097e-07,4.7014254711541525e-09
1978,4.271285263257596e-07,1.0099005187669263e-08
1979,4.190012816707167e-07,1.580032815695631e-08
1980,4.178585868430673e-07,1.3075846183596695e-08
1981,3.8649108091703965e-07,2.213942273954217e-08
1982,4.3514592107385397e-07,1.4277254933858785e-08
1983,3.820766210083093e-07,1.6419821946556112e-08
1984,3.7055664847684966e-07,9.858314165001048e-09
1985,3.9822992903282284e-07,9.02333674446254e-09
1986,3.962354924169631e-07,1.3787316177626963e-08
1987,4.1309121456833964e-07,1.4665960890170027e-08
1988,3.4300288120903133e-07,4.797243047249822e-09
1989,3.655089244603005e-07,1.0427432250992297e-08
1990,3.3672662880235293e-07,1.4166492867673242e-08
1991,4.16750168596991e-07,1.875668864670388e-08
1992,4.088378489086608e-07,9.91789939064347e-09
1993,3.4952398664245266e-07,1.4955860550003308e-08
1994,3.8243217659328366e-07,1.5297286992677073e-08
1995,4.2837362457248673e-07,8.675921314704738e-09
1996,4.644140290110954e-07,1.1743802375008272e-08
1997,4.483226234697213e-07,1.5343662340683295e-08
1998,4.787201532963081e-07,1.144351013948608e-08
1999,3.4322209785386804e-07,7.312321859131998e-09
2000,3.507917085698864e-07,1.4579503826439577e-08
2001,3.575068774352985e-07,1.270551397425379e-08
2002,3.956243119773717e-07,1.3143664823189738e-08
2003,3.7877327940805117e-07,1.2917460878725251e-08
2004,3.603119296258228e-07,1.6738207264666016e-08
2005,3.715593379638449e-07,8.557123898356167e-09
2006,3.5413853538557305e-07,1.2765458912156191e-08
2007,3.5590812785812886e-07,2.1969636776475454e-08
2008,3.8061511986597907e-07,1.830699147831183e-08
2009,3.0611795409640763e-07,2.574823909640145e-08
2010,3.5381208363105543e-07,3.259417269418918e-08
2011,3.0247619520196167e-07,4.435807454683527e-08
2012,3.322550696793769e-07,4.1872308287338456e-08
2013,3.6900124200656137e-07,5.829271287893789e-08
2014,3.828507146863558e-07,6.626262205600142e-08
2015,3.814726312612038e-07,5.474941389138621e-08
2016,4.4492384176919586e-07,6.214020231709583e-08
2017,3.184763954777736e-07,6.792150486489845e-08
2018,3.4307691976209753e-07,8.62209859064933e-08
2019,3.4463843689991336e-07,7.80602249506046e-08
