year,fus_VERB également_ADV,fus_VERB légalement_ADV
1800,5.0306631749208464e-08,0.0
1801,1.4287095950749062e-08,0.0
1802,2.6854081625060644e-08,0.0
1803,0.0,0.0
1804,1.4831105232815389e-08,0.0
1805,2.842877711017877e-09,0.0
1806,3.1698359492793315e-08,0.0
1807,5.693910232196231e-09,0.0
1808,1.1330369531492579e-08,0.0
1809,4.51806094758922e-08,0.0
1810,4.680253518074551e-09,0.0
1811,1.0028307073639553e-08,0.0
1812,1.8670457180292033e-08,0.0
1813,3.163315653864629e-08,0.0
1814,4.090680150170556e-08,0.0
1815,1.3486118000116676e-08,0.0
1816,2.7811246638975717e-08,0.0
1817,2.1796227045456362e-08,0.0
1818,2.5034472272977837e-08,0.0
1819,1.0351049795076506e-08,0.0
1820,2.8479554714522237e-08,0.0
1821,4.2404398215012407e-08,0.0
1822,1.9048670196752937e-08,0.0
1823,3.5577674140085946e-08,0.0
1824,1.3473780313688621e-08,0.0
1825,2.1133063299316746e-08,0.0
1826,2.554315514657901e-08,0.0
1827,4.3321183085254233e-08,0.0
1828,2.7516904310687096e-09,1.1923991571904935e-08
1829,4.9724420136953995e-08,0.0
1830,3.444155893816969e-08,0.0
1831,0.0,0.0
1832,2.0294953273491956e-08,0.0
1833,4.2859426230279496e-08,0.0
1834,2.42697808516823e-08,0.0
1835,3.100866052818674e-08,0.0
1836,2.016225053580456e-08,1.3441500135158435e-09
1837,3.826840000442644e-08,4.87052354003481e-09
1838,1.199310784016916e-08,0.0
1839,6.9914749545318955e-09,0.0
1840,9.554533164646273e-09,0.0
1841,1.926164472365599e-08,0.0
1842,3.3541325272778977e-09,1.341653010911159e-09
1843,5.31621990873532e-09,5.906911071384968e-10
1844,7.683985892015244e-09,0.0
1845,1.8414752389617206e-08,2.7901139176833567e-09
1846,7.025401593807601e-09,0.0
1847,1.4022381478184798e-08,0.0
1848,2.413566591030758e-08,0.0
1849,7.54147322368226e-09,0.0
1850,8.82569484161877e-09,0.0
1851,1.096404567135778e-08,0.0
1852,6.510545436100301e-09,6.510545436100301e-10
1853,1.7318601663873778e-08,0.0
1854,4.1565315633818045e-09,0.0
1855,2.653468555990912e-08,0.0
1856,1.863788057221427e-08,0.0
1857,6.8341128311999455e-09,0.0
1858,2.1532175153993194e-08,4.893676019968041e-10
1859,2.2405561850291633e-08,0.0
1860,1.327383358784573e-08,0.0
1861,1.0846716413936974e-08,0.0
1862,9.939570055905733e-09,0.0
1863,5.494082966350788e-09,0.0
1864,7.1920918109924514e-09,0.0
1865,1.4120533187167439e-08,0.0
1866,3.8924903300596725e-09,0.0
1867,5.82337378318698e-09,0.0
1868,1.1361710683388537e-08,0.0
1869,1.7580669364747337e-08,0.0
1870,1.1468097582678638e-08,0.0
1871,8.496941816815706e-09,0.0
1872,8.4662747923403e-09,0.0
1873,1.616221290134945e-08,0.0
1874,4.839433387360259e-08,0.0
1875,1.0298748520654044e-08,0.0
1876,9.673623679873344e-09,0.0
1877,1.5462040536817767e-08,0.0
1878,9.058632954861423e-09,0.0
1879,1.3440515367335593e-08,0.0
1880,8.984985200299889e-09,0.0
1881,6.9725074602899895e-09,0.0
1882,1.0648616211028639e-08,6.655385131892899e-10
1883,1.0110942305630033e-08,0.0
1884,3.9610181801208455e-09,0.0
1885,5.80107206715752e-09,0.0
1886,3.872078213618124e-09,0.0
1887,1.2404957061562527e-08,0.0
1888,9.510921827882157e-09,0.0
1889,8.14467782106476e-09,0.0
1890,7.209825181320184e-09,0.0
1891,1.5935549768641977e-08,1.2748440081367107e-09
1892,7.522214851007902e-09,0.0
1893,5.542574843531156e-09,0.0
1894,2.2685540557176864e-08,0.0
1895,1.9861428057765806e-08,0.0
1896,1.0614652268259306e-08,0.0
1897,1.1070755867592652e-08,0.0
1898,1.9238406423482957e-08,0.0
1899,1.492446166651007e-08,0.0
1900,8.824790675987515e-09,0.0
1901,7.265360757457984e-09,0.0
1902,8.838511256215043e-09,0.0
1903,1.3500550899436803e-08,0.0
1904,1.0749250378694342e-08,0.0
1905,1.7030505006232488e-08,0.0
1906,6.6874399351490865e-09,0.0
1907,2.3142794347563722e-08,0.0
1908,9.331639461152008e-09,0.0
1909,8.251475058784763e-09,0.0
1910,5.34415089958884e-09,0.0
1911,1.649316061502759e-08,0.0
1912,8.335073964360618e-09,0.0
1913,7.954484182448596e-09,0.0
1914,1.7411533548283842e-08,0.0
1915,8.246533234057551e-09,0.0
1916,7.69122365795738e-09,0.0
1917,0.0,0.0
1918,9.189101035644853e-09,0.0
1919,1.6574126959767455e-08,0.0
1920,6.057785384427916e-09,0.0
1921,1.3630945261411398e-08,0.0
1922,8.115729421831475e-09,0.0
1923,1.5923921736771263e-08,0.0
1924,1.2891624656674594e-08,0.0
1925,8.798542339150117e-09,0.0
1926,1.4489979882625903e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,6.684243825105796e-09,0.0
1930,1.05036033204442e-08,0.0
1931,7.983749661377715e-09,0.0
