year,gros_ADJ yeux_NOUN,gros_ADJ lieux_NOUN
1909,4.367780945813138e-07,1.1001967115120692e-09
1910,5.835812544319197e-07,2.67207544979442e-09
1911,4.719171897704655e-07,5.852411444351446e-09
1912,4.3863326482096454e-07,5.730363294986773e-09
1913,3.828758678992017e-07,4.242391771214216e-09
1914,4.687720718266064e-07,1.3393487430235496e-09
1915,3.9818974073568825e-07,5.890381071793627e-09
1916,4.889420779363718e-07,1.3184954461564757e-08
1917,3.662785843516758e-07,4.386569774084137e-09
1918,6.271561687754001e-07,2.2972752589112133e-09
1919,4.410559313328122e-07,2.762354567309444e-09
1920,5.300562406773679e-07,7.572231730534895e-10
1921,4.672385216508701e-07,3.0290989716519334e-09
1922,5.289979867484362e-07,2.2133805899215986e-09
1923,9.501273439127544e-07,1.0615948120573648e-09
1924,5.6594228681206e-07,1.289162443462999e-09
1925,5.180141897653812e-07,7.698724324711748e-09
1926,4.346993875969929e-07,1.1146138456652466e-09
1927,8.239277349275653e-07,5.574612327308159e-09
1928,5.8501331068328e-07,1.1426041224282812e-09
1929,5.291693128128827e-07,3.342121912552898e-09
1930,5.03122635109321e-07,0.0
1931,4.45949439153992e-07,0.0
1932,4.208462200949725e-07,1.0959536611565568e-09
1933,4.932384740641282e-07,1.0323596200123575e-08
1934,4.4930925469088834e-07,0.0
1935,4.2966141222677834e-07,2.393656828303392e-09
1936,6.207853857631562e-07,6.0623572828433225e-09
1937,6.799203902119189e-07,2.5182236296217297e-09
1938,5.186086013964086e-07,5.186085783037697e-09
1939,5.215271130509791e-07,6.117620188206274e-09
1940,4.20939954892674e-07,0.0
1941,5.873490067642706e-07,0.0
1942,6.675265922240214e-07,0.0
1943,5.864534955435374e-07,0.0
1944,6.522768103423005e-07,0.0
1945,7.276203746187093e-07,0.0
1946,6.26449718765798e-07,0.0
1947,6.115406563367287e-07,1.1920870957027319e-09
1948,7.012367859715596e-07,0.0
1949,6.361421469591733e-07,0.0
1950,5.370857820707897e-07,0.0
1951,7.825468628652743e-07,3.1984206394497505e-09
1952,5.124774702380819e-07,4.2179215675730575e-09
1953,4.4064952930966683e-07,8.619061908632375e-09
1954,5.609435902442783e-07,0.0
1955,4.232909134316287e-07,1.8771215692936494e-09
1956,6.069914775252983e-07,0.0
1957,4.6914050244595273e-07,0.0
1958,5.153607389729586e-07,6.617794756635931e-09
1959,4.2474098904676794e-07,0.0
1960,4.7200083486131916e-07,0.0
1961,4.981829988537356e-07,0.0
1962,4.788176966030733e-07,0.0
1963,4.177070422883844e-07,3.2330267352165265e-09
1964,5.019273885409348e-07,2.4335873316516654e-09
1965,4.6731250336051744e-07,4.924839203113152e-09
1966,5.832645797454461e-07,5.539074976468328e-09
1967,5.290249873723951e-07,2.465167847631733e-09
1968,4.635141124254005e-07,4.4914158503495116e-10
1969,4.251085385931219e-07,3.6334062425424918e-09
1970,3.651387601166789e-07,2.7592350626548523e-09
1971,3.6996462426941434e-07,2.569198631618974e-09
1972,3.4782397051458247e-07,8.208234980600082e-09
1973,3.7930843177491624e-07,2.7566018356850464e-09
1974,3.639744932115718e-07,2.2502286700643026e-09
1975,2.7757792508964485e-07,6.282628195464213e-09
1976,3.176720895226026e-07,0.0
1977,3.0794336680628476e-07,1.1753563677885381e-09
1978,3.2792064530440257e-07,3.5643548113029055e-09
1979,3.481924011339288e-07,1.1703946700691858e-09
1980,3.6953480275769834e-07,3.97960553399912e-09
1981,3.314588070679747e-07,3.1627747087981106e-09
1982,3.532068717504444e-07,1.8622506869903077e-09
1983,3.4923698422062444e-07,3.157658134966823e-09
1984,3.201052720669395e-07,1.739702604197646e-09
1985,3.4769925605360186e-07,1.0828004270990732e-08
1986,3.806498227731936e-07,5.395036861699509e-09
1987,2.9820785130141303e-07,3.0554083707556856e-09
1988,3.837794508854131e-07,2.398621523624911e-09
1989,3.4575168683659285e-07,8.780995486290522e-09
1990,3.650596056559152e-07,2.179460389939436e-09
1991,3.0421003316405404e-07,7.033758464558559e-09
1992,4.0938886058938806e-07,1.65298330578878e-09
1993,3.62818099119977e-07,2.7696036575264316e-09
1994,3.1069316719367635e-07,1.5824779264761446e-09
1995,3.188401080933545e-07,0.0
1996,2.8825698450418713e-07,2.6690460952494277e-09
1997,3.322861914512032e-07,4.79489448146353e-10
1998,3.108820294528414e-07,1.9072516899143466e-09
1999,2.6095847260876326e-07,9.140402323914998e-10
2000,2.8540483754113666e-07,8.836062992401139e-10
2001,2.9441741844493663e-07,3.5049694258049158e-09
2002,3.3691594580886886e-07,8.76244299341522e-10
2003,4.1502551084704464e-07,1.6667691671301554e-09
2004,3.422522922846838e-07,2.642874807889939e-09
2005,3.774142101065081e-07,1.8014997493764895e-08
2006,4.204365495752427e-07,5.353256948836815e-09
2007,4.3220268253207905e-07,1.997239706952314e-09
2008,4.542688145647844e-07,2.1287198670449925e-09
2009,4.7681925252618385e-07,4.76819250749827e-10
2010,6.887290169288462e-07,2.3618964561933353e-09
2011,7.502633252443047e-07,7.64794394481072e-10
2012,1.0692757541619358e-06,6.808505426114664e-10
2013,1.2344667084107641e-06,1.1156500168141292e-09
2014,1.3616319165521418e-06,8.661780737106994e-10
2015,1.3004647598791053e-06,2.881548111233201e-09
2016,1.2583391253429e-06,1.6570720351438695e-09
2017,1.2882445616924088e-06,2.515611330355938e-10
2018,1.5999930838006549e-06,2.5814667070633845e-10
2019,1.4657975953014102e-06,1.2754939326953263e-09
