year,étions_VERB également_ADV,étions_VERB légalement_ADV
1947,1.549713246618012e-08,0.0
1948,9.784699273041042e-09,0.0
1949,1.3743811422273211e-08,0.0
1950,1.3825969702452312e-08,0.0
1951,1.2793682557799002e-08,0.0
1952,1.370824520563474e-08,0.0
1953,2.0470272588113403e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,1.1262729415761896e-08,9.385607846468247e-10
1956,2.0930739808022736e-08,8.72114158667614e-10
1957,1.4136060322300636e-08,0.0
1958,1.4890038535497752e-08,0.0
1959,1.0851047171911432e-08,0.0
1960,1.591791587429725e-08,0.0
1961,1.737039845295385e-08,0.0
1962,1.8391673961559718e-08,0.0
1963,1.0992290633282664e-08,0.0
1964,1.4601523545820783e-08,0.0
1965,1.586892572902343e-08,0.0
1966,1.0524241922382771e-08,0.0
1967,1.429797347185513e-08,1.4791006197611978e-09
1968,1.392338955241712e-08,8.982831700699023e-10
1969,1.3625273354023193e-08,0.0
1970,1.74751555448438e-08,9.197450023812337e-10
1971,2.1581270104320538e-08,0.0
1972,2.257264597460562e-08,5.130146862875051e-10
1973,2.205281468548037e-08,0.0
1974,7.875800456247362e-09,0.0
1975,1.313640396460869e-08,0.0
1976,2.628222439682304e-08,5.713526873840635e-10
1977,1.469195431980097e-08,0.0
1978,1.6633656230169436e-08,0.0
1979,1.580032815695631e-08,0.0
1980,1.819248218737357e-08,5.685150683554241e-10
1981,8.855769451088236e-09,0.0
1982,2.296775925003658e-08,6.207502289967692e-10
1983,2.5892795463278162e-08,0.0
1984,2.9574943383181562e-08,0.0
1985,1.142956040922627e-08,0.0
1986,2.1580147446798037e-08,0.0
1987,2.0776777631681398e-08,0.0
1988,2.0987938498251424e-08,0.0
1989,2.030605195102453e-08,0.0
1990,2.1249737969242233e-08,0.0
1991,1.52398094144246e-08,0.0
1992,1.8182815253453555e-08,0.0
1993,1.4401939196773128e-08,0.0
1994,1.635227242502424e-08,1.0549853213248639e-09
1995,2.2232049090575856e-08,5.422450821690461e-10
1996,2.6690461396583487e-08,0.0
1997,2.2536003285722472e-08,4.79489448146353e-10
1998,1.5734826774860267e-08,0.0
1999,2.696418732739403e-08,0.0
2000,2.6949992459890382e-08,0.0
2001,2.365854356867203e-08,8.762423564512289e-10
2002,2.4534839937473407e-08,0.0
2003,2.4584844382502524e-08,2.083461403401543e-09
2004,2.7750184372621334e-08,8.809582507929292e-10
2005,2.7472871977352042e-08,4.5037495954858286e-10
2006,2.2236605445868918e-08,0.0
2007,2.157018919035636e-08,0.0
2008,2.2564430324223395e-08,0.0
2009,2.4317781566196572e-08,0.0
2010,3.070465481869178e-08,9.447586046817946e-10
2011,3.097417433650662e-08,3.059177577924288e-09
2012,2.8936147700164838e-08,1.0212758416727752e-09
2013,4.1279051288256596e-08,5.578250084070646e-10
2014,3.18320445558129e-08,4.330890368553497e-10
2015,3.812509774547834e-08,2.659890530054554e-09
2016,3.2934305949083864e-08,4.1426800878596737e-10
2017,2.968421419780043e-08,7.54683426862357e-10
2018,3.278462656908232e-08,2.5814667070633845e-10
2019,3.061185438468783e-08,1.53059265262101e-09
