year,étions_VERB également_ADV,étions_VERB légalement_ADV
1800,6.917161954334006e-08,0.0
1801,2.6193008650921e-08,0.0
1802,2.9091921760482364e-08,0.0
1803,2.5354410126965377e-08,0.0
1804,4.943701892301533e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,2.881669125542885e-09,0.0
1807,1.4234775136401367e-08,0.0
1808,6.798221985349073e-09,0.0
1809,4.743964154840796e-08,0.0
1810,3.510190182964834e-08,0.0
1811,7.521229861140455e-09,0.0
1812,1.3336041604361526e-08,0.0
1813,1.4378708002027452e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,2.1577788444915313e-08,0.0
1816,6.952811659743929e-09,2.3176038865813098e-09
1817,6.227493631882908e-09,0.0
1818,2.6226590676969863e-08,0.0
1819,8.280840013696888e-09,0.0
1820,1.4239777357261119e-08,0.0
1821,2.9584464655840748e-08,0.0
1822,4.010246357211145e-09,0.0
1823,5.929612356680991e-09,0.0
1824,8.421112696055388e-09,0.0
1825,2.993850500843109e-08,0.0
1826,1.76159691278599e-08,0.0
1827,2.7651818612639545e-08,0.0
1828,2.0179061976932644e-08,0.0
1829,1.5431716349212365e-08,0.0
1830,1.1480519646056564e-08,0.0
1831,2.3386808933878456e-08,0.0
1832,5.547287429408243e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,1.8669062740173104e-08,0.0
1835,3.327758690829796e-08,0.0
1836,3.8980349614803345e-08,0.0
1837,8.349468672008697e-09,0.0
1838,1.0730675015224733e-08,0.0
1839,8.38977065598101e-09,0.0
1840,1.46502836528839e-08,0.0
1841,1.4125206782011901e-08,0.0
1842,1.542900918138912e-08,0.0
1843,1.063243981747064e-08,0.0
1844,3.841992946007622e-09,0.0
1845,1.0602432709561072e-08,1.1160455892778032e-09
1846,1.5807152919933287e-08,0.0
1847,1.0786447290911383e-08,0.0
1848,1.287235473768078e-08,3.218088684420195e-09
1849,5.027649052635752e-08,0.0
1850,2.0366988096043315e-08,0.0
1851,3.353708066811123e-08,0.0
1852,1.1067927019325907e-08,0.0
1853,1.0152284346531815e-08,0.0
1854,1.0391328686409906e-08,0.0
1855,1.1675261646360013e-08,0.0
1856,8.801221973442352e-09,0.0
1857,1.122747050885664e-08,0.0
1858,1.6149130033227266e-08,0.0
1859,4.582956236731661e-09,0.0
1860,8.238931314963338e-09,4.577183909670879e-10
1861,9.431927239234028e-09,9.431927461278633e-10
1862,2.3493528900075944e-08,0.0
1863,9.989241434027463e-09,0.0
1864,1.3904711160250827e-08,0.0
1865,1.6473954644879996e-08,9.41368871743009e-10
1866,1.1677471434268227e-08,0.0
1867,9.220341823379385e-09,0.0
1868,2.5687345583946808e-08,0.0
1869,2.9301114867763545e-09,9.767038289254515e-10
1870,1.3188312664169644e-08,1.1468097582678638e-09
1871,2.8677177965619194e-08,0.0
1872,2.6003558417642125e-08,0.0
1873,1.9155214303623325e-08,0.0
1874,2.2106053876314036e-08,0.0
1875,5.721527251978387e-09,0.0
1876,4.836811839936672e-09,0.0
1877,3.0924081073635534e-09,0.0
1878,4.22736201599605e-09,0.0
1879,1.0996785704264767e-08,0.0
1880,1.3477476912271413e-08,0.0
1881,1.3945014920579979e-08,0.0
1882,1.2645231528551903e-08,0.0
1883,1.1374810426900694e-08,0.0
1884,5.281357573494461e-09,1.3203393933736152e-09
1885,1.2246707647989297e-08,2.5782542767416317e-09
1886,7.744156427236248e-09,6.453463874400711e-10
1887,9.793386546164129e-09,0.0
1888,1.4583413587843097e-08,0.0
1889,1.50363277384713e-08,0.0
1890,2.818386235503567e-08,0.0
1891,1.2748440525456317e-08,0.0
1892,1.002961980134387e-08,0.0
1893,5.542574843531156e-09,6.158416554491453e-10
1894,1.071261657159539e-08,0.0
1895,1.1435367319734269e-08,1.2037228991346183e-09
1896,1.2383760683576384e-08,0.0
1897,3.4960281336537946e-09,0.0
1898,9.619203211741478e-09,5.6583548957434e-10
1899,1.2713430308508578e-08,0.0
1900,2.0245106924221545e-08,2.07642125715779e-09
1901,2.235495566438317e-09,5.588738916095792e-10
1902,1.276673788908056e-08,0.0
1903,1.0260418292773466e-08,0.0
1904,1.1824175416563776e-08,2.1498500757388683e-09
1905,8.773290538499623e-09,5.160759042333041e-10
1906,1.0802787109298606e-08,0.0
1907,1.697138252154673e-08,5.142843373384665e-10
1908,6.875944702500192e-09,0.0
1909,9.351672325408344e-09,0.0
1910,9.619471441624228e-09,0.0
1911,1.3832972989291648e-08,0.0
1912,1.0939784189645252e-08,0.0
1913,1.3787773589513108e-08,0.0
1914,5.357394972094198e-09,0.0
1915,2.9451904026700504e-08,2.3561523843085297e-09
1916,2.0876177231343718e-08,0.0
1917,1.0966424213165737e-08,0.0
1918,2.6418664589300533e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,8.329454459499175e-09,7.572231730534895e-10
1921,2.4232791773215467e-08,0.0
1922,1.623145884366295e-08,7.377935484775833e-10
1923,1.6985516992917837e-08,0.0
1924,1.0313299547703991e-08,2.578324886925998e-09
1925,1.3197813508725176e-08,0.0
1926,2.5636119005412183e-08,0.0
1927,5.574612327308159e-09,0.0
1928,1.2568645679778001e-08,0.0
1929,2.1166771446701205e-08,0.0
1930,1.470504518152893e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0
1932,1.3151444377967891e-08,0.0
1933,1.8353059516584835e-08,0.0
1934,4.7926320689839486e-09,0.0
1935,2.8723881939640705e-08,2.393656828303392e-09
1936,1.33371855781661e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,1.2235240376412548e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,2.3963544037997053e-08,0.0
1946,4.5939643200654245e-08,0.0
