year,jolis_ADJ yeux_NOUN,jolis_ADJ lieux_NOUN
1957,8.039884136223918e-08,8.835037701437898e-10
1958,9.678525003664618e-08,2.4816730892496253e-09
1959,8.138285068071127e-08,7.750747821333448e-10
1960,9.273916390384329e-08,0.0
1961,8.268309414916075e-08,0.0
1962,9.956871593885808e-08,0.0
1963,7.823924619287936e-08,6.466053248388448e-10
1964,7.787479461285329e-08,0.0
1965,8.64582858639551e-08,2.188817349590977e-09
1966,9.69338103118389e-08,0.0
1967,9.515547816363323e-08,2.9582012395223956e-09
1968,8.03963402518093e-08,0.0
1969,6.585548817383824e-08,4.5417578031781147e-10
1970,6.668151542044143e-08,1.3796175313274261e-09
1971,1.0328179200769227e-07,1.0276794970565106e-09
1972,6.258779450263319e-08,1.0260293725750103e-09
1973,6.285052478460784e-08,2.205281512956958e-09
1974,5.456804430536977e-08,5.625571675160757e-10
1975,5.140332248743107e-08,5.711480177694739e-10
1976,4.627956684544188e-08,0.0
1977,6.28815683967332e-08,0.0
1978,5.999996943728547e-08,0.0
1979,4.564539324292127e-08,2.3407893401383717e-09
1980,6.708477684469472e-08,2.2740602734216964e-09
1981,6.388805218193738e-08,0.0
1982,4.407326770206055e-08,1.2415004579935385e-09
1983,5.810090897284681e-08,6.315316047889041e-10
1984,5.103127520555972e-08,0.0
1985,5.895246957265954e-08,0.0
1986,5.634816346855587e-08,5.994485463567401e-10
1987,6.721898415662508e-08,2.4443267410134695e-09
1988,4.797243136067664e-08,0.0
1989,5.8722907425590165e-08,1.6464366536794728e-09
1990,6.265948826467138e-08,1.089730194969718e-09
1991,5.5097771678447316e-08,1.7584396161396398e-09
1992,5.4548447536717504e-08,1.65298330578878e-09
1993,6.75783340398084e-08,2.2156829704300662e-09
1994,5.1694279079583794e-08,0.0
1995,6.290042620094027e-08,0.0
1996,4.857663782331656e-08,2.135236876199542e-09
1997,2.972834600711849e-08,4.79489448146353e-10
1998,6.198568058835008e-08,0.0
1999,5.118625168165636e-08,1.3710603763428253e-09
2000,6.494506266108147e-08,0.0
2001,5.0383935246145484e-08,4.3812117822561447e-10
2002,5.2136535089175595e-08,0.0
2003,6.542069286297192e-08,4.1669229178253886e-10
2004,6.607186975315926e-08,2.642874807889939e-09
2005,6.350286696488183e-08,1.3511248786457486e-09
2006,7.206307373053278e-08,3.294311934354255e-09
2007,1.0705205255590045e-07,1.997239706952314e-09
2008,1.1622810092148939e-07,4.257439678578834e-10
2009,1.1968162993980513e-07,0.0
2010,1.6580513317876466e-07,4.723793023408973e-10
2011,1.9311057997128955e-07,3.823971805871906e-09
2012,2.3387215719594678e-07,2.382976926895708e-09
2013,2.666403418061236e-07,2.5102124823206395e-09
2014,2.996976036229171e-07,1.5158115873603606e-09
2015,3.455641035543522e-07,2.438232948875907e-09
2016,3.5440626788840746e-07,2.4856081637381067e-09
2017,3.39607538535347e-07,2.0124890642847504e-09
2018,3.836059647710499e-07,1.5488800242380307e-09
2019,3.7933187968519633e-07,4.08158040698936e-09
