year,certaines_DET oies_NOUN,certaines_DET lois_NOUN
1869,0.0,7.271559869792554e-07
1870,0.0,7.654954998770336e-07
1871,0.0,6.755068859831681e-07
1872,7.256807155187062e-09,6.694404799389986e-07
1873,5.986004469882289e-10,6.530730942699847e-07
1874,2.3898436563030145e-09,5.490666010743439e-07
1875,0.0,9.48057026661786e-07
1876,0.0,6.160888821327148e-07
1877,6.184815992682502e-10,6.030195871531419e-07
1878,1.8117265465633636e-09,6.014932365516756e-07
1879,1.832797580370027e-09,6.036013520116512e-07
1880,0.0,6.64888879953196e-07
1881,2.091752326904839e-09,7.007370150802217e-07
1882,0.0,6.422446539033899e-07
1883,0.0,6.20559085007244e-07
1884,6.601696966868076e-10,6.680917543633313e-07
1885,0.0,6.806591308361476e-07
1886,0.0,6.305034219167283e-07
1887,0.0,7.01859391938342e-07
1888,0.0,6.993698296042794e-07
1889,0.0,7.148520992927843e-07
1890,0.0,6.331537605319681e-07
1891,0.0,6.78217018545979e-07
1892,0.0,5.497485560113091e-07
1893,2.463366621796581e-09,6.909743355265618e-07
1894,6.301539290376468e-10,6.162905314965883e-07
1895,1.2037228991346183e-09,6.476029028590347e-07
1896,0.0,7.253345728486238e-07
1897,0.0,7.073630037268686e-07
1898,0.0,6.835292474249854e-07
1899,1.6582735185011188e-09,6.666259331211677e-07
1900,5.191053142894475e-10,6.665312106690635e-07
1901,1.676621730339889e-09,7.623039905979567e-07
1902,0.0,5.926712365322828e-07
1903,5.400220270956879e-10,8.375741771260437e-07
1904,0.0,7.965194370740392e-07
1905,0.0,7.250866467245487e-07
1906,8.745113966313056e-09,7.711132532506326e-07
1907,2.057137349353866e-09,9.3085464314413e-07
1908,0.0,7.396551744420776e-07
1909,0.0,7.195286535477408e-07
1910,0.0,8.00019364533e-07
1911,0.0,6.655788205023327e-07
1912,0.0,8.350702067616567e-07
1913,0.0,6.756008872343955e-07
1914,0.0,6.797194629371006e-07
1915,0.0,4.936139372802018e-07
1916,0.0,6.614452185971231e-07
1917,4.386569774084137e-09,6.919813575478884e-07
1918,0.0,5.938456695275818e-07
1919,0.0,6.003516901387229e-07
1920,2.2716695191604686e-09,6.898303190894239e-07
1921,7.572747429129834e-10,7.315273791164145e-07
1922,2.951174193910333e-09,7.14184174910315e-07
1923,0.0,7.579786824862822e-07
1924,0.0,7.502925605251676e-07
1925,0.0,7.126819099312343e-07
1926,0.0,7.757712481293311e-07
1927,0.0,8.161232862846646e-07
1928,0.0,7.666873642619976e-07
1929,0.0,8.455568227816457e-07
1930,0.0,7.804177499792786e-07
1931,0.0,6.615106613594435e-07
1932,0.0,6.345571712529363e-07
1933,0.0,7.260929173469322e-07
1934,0.0,7.105076917923725e-07
1935,0.0,6.80995373869564e-07
1936,0.0,8.026561317819869e-07
1937,0.0,7.768719640921518e-07
1938,0.0,8.505180737472529e-07
1939,1.5294050470515685e-09,5.842327421845539e-07
1940,0.0,6.238026024618648e-07
1941,0.0,7.083606092805894e-07
1942,0.0,5.613291875761206e-07
1943,8.709705845433291e-09,6.793570328511578e-07
1944,3.2131861615880553e-09,6.940482251138747e-07
1945,0.0,6.53551204266023e-07
1946,0.0,7.266816162143641e-07
1947,0.0,7.4386233350765e-07
1948,1.0871887834440486e-09,6.664467058214996e-07
1949,0.0,7.510011208466949e-07
1950,0.0,7.402211679163884e-07
1951,0.0,6.396841207845227e-07
1952,1.0544803918932644e-09,6.453420233754059e-07
1953,1.0773827385790469e-09,6.798285383524671e-07
1954,2.9317608341017376e-09,7.124178793560532e-07
1955,9.385607846468247e-10,7.668041632769018e-07
1956,0.0,7.194941957777701e-07
1957,0.0,6.246371491158698e-07
1958,8.272243445794913e-10,6.44407741390296e-07
1959,7.750747821333448e-10,6.898165523239186e-07
1960,6.920833350854139e-10,6.747812619778415e-07
1961,2.08444772553662e-09,5.954572586119866e-07
1962,0.0,6.031200747713683e-07
1963,6.466053248388448e-10,6.084556183338918e-07
1964,0.0,5.700678471498577e-07
1965,5.472043373977442e-10,7.398202797048725e-07
1966,1.1078149508847446e-09,5.954505155614243e-07
1967,0.0,6.148128726124469e-07
1968,4.4914158503495116e-10,5.865788885728307e-07
1969,0.0,5.9860368928355e-07
1970,0.0,6.40142520325071e-07
1971,0.0,6.335644329169554e-07
1972,0.0,6.289559983940762e-07
1973,0.0,5.441532415773054e-07
1974,5.625571675160757e-10,6.295014500778962e-07
1975,0.0,6.099860883068686e-07
1976,1.7140580066410394e-09,5.639251074995855e-07
1977,5.876781838942691e-10,5.988440641147008e-07
1978,0.0,5.233660864689682e-07
1979,0.0,5.922196884000641e-07
1980,1.7055452605774235e-09,7.407751070331869e-07
1981,1.2651099057237047e-09,4.832719753267156e-07
1982,3.7245013739806154e-09,6.046107223767194e-07
1983,0.0,8.241487208238141e-07
1984,5.799008495621649e-10,6.970408463757849e-07
1985,0.0,5.432048943987411e-07
1986,0.0,8.608080968031118e-07
1987,0.0,5.4264054227815e-07
1988,5.996553809062277e-10,8.551085883823362e-07
1989,5.488122178931576e-10,9.132235305742142e-07
1990,0.0,8.260154871209124e-07
1991,0.0,9.97035176197869e-07
1992,0.0,8.79938070852404e-07
1993,5.539207426075166e-10,6.203912370494891e-07
1994,2.1099706426497278e-09,6.72025631587303e-07
1995,0.0,5.292311797688853e-07
1996,1.067618438099771e-09,6.950195867716502e-07
1997,1.438468344439059e-09,5.960053997000614e-07
1998,0.0,4.6632302996840735e-07
1999,0.0,6.005244301832136e-07
2000,0.0,5.005629688525914e-07
2001,0.0,6.195033392941696e-07
2002,0.0,5.796355857512481e-07
2003,8.333845835650777e-10,5.871194623807696e-07
2004,2.2023955992267474e-09,5.5059889803033e-07
2005,4.5037495954858286e-10,5.282898172254136e-07
2006,0.0,4.3896706003465624e-07
2007,1.5977917877663117e-09,4.1942035267084066e-07
2008,2.1287198670449925e-09,4.51714356586308e-07
2009,0.0,3.9242224403324144e-07
2010,9.447586046817946e-10,4.0341193496828964e-07
2011,0.0,2.940634331594083e-07
2012,0.0,2.954891407114246e-07
2013,0.0,3.9242990368393293e-07
2014,6.496335691608124e-10,3.3975835478372574e-07
2015,4.433150790905671e-10,3.488889674940765e-07
2016,1.4499380585064614e-09,3.527492058452708e-07
2017,0.0,3.552043175147901e-07
2018,2.0651733656507076e-09,3.2449035813897353e-07
2019,5.1019755087367e-10,3.70913609160084e-07
