year,les_DET égales_ADJ,les_DET légales_ADJ
1847,1.9954928376364478e-08,2.1572894581822766e-09
1848,1.367687652020777e-08,1.6090443422100975e-09
1849,2.76520690789539e-08,0.0
1850,9.504594444820214e-09,2.7155984128057753e-09
1851,3.031236062156495e-08,6.449438760824933e-10
1852,2.278690836021724e-08,4.557382027314816e-09
1853,2.8068079416243563e-08,1.7915795513800958e-09
1854,1.4028294081924741e-08,0.0
1855,4.2986190607052777e-08,1.0613874223963649e-09
1856,1.2942972915652717e-08,5.177189343896771e-09
1857,3.270611159678083e-08,9.763018171682347e-10
1858,2.0064071293290908e-08,1.468102750479261e-09
1859,2.2914779407301467e-08,0.0
1860,2.5632230560290736e-08,2.746310290291376e-09
1861,2.0750240636857598e-08,1.4147891747029462e-09
1862,2.84633134839396e-08,2.2589932147099034e-09
1863,3.2465035104678464e-08,1.4983863039219614e-09
1864,2.5412058235474433e-08,4.794727948009836e-10
1865,5.3658027354686055e-08,1.882737743486018e-09
1866,4.4277076227672296e-08,0.0
1867,3.396968040192405e-08,2.426405742994575e-09
1868,1.6301584082611953e-08,9.87974813071446e-10
1869,2.2952539424636598e-08,5.371870948067681e-09
1870,3.956493799250893e-08,5.160643912205387e-09
1871,8.496941816815706e-09,2.1242354542039266e-09
1872,4.233137573805834e-08,2.4189357183956872e-09
1873,2.993002112816612e-08,4.190203295451056e-09
1874,6.034355237716227e-08,1.1949218281515073e-09
1875,4.291145216939185e-08,0.0
1876,3.627608791134662e-08,0.0
1877,3.64904160221613e-08,1.2369631985365004e-09
1878,3.200716847118201e-08,6.039088673581716e-10
1879,5.1929266220440695e-08,2.443730107160036e-09
1880,2.631317030932223e-08,0.0
1881,2.5101027034679646e-08,1.3945015142624584e-09
1882,4.791877472598571e-08,1.3310770263785798e-09
1883,2.9068958795619437e-08,6.319338941018771e-10
1884,3.300848305798354e-08,6.601696966868076e-10
1885,2.4493415295978593e-08,6.445635691854079e-10
1886,3.613939725255477e-08,1.2906927748801422e-09
1887,2.6115698048556624e-08,6.528924623161458e-10
1888,3.4873380627686856e-08,1.268122939990235e-09
1889,2.8193115397812107e-08,1.8795409673089125e-09
1890,2.4251230357208442e-08,1.3108772956016423e-09
1891,2.7409146952095398e-08,3.1871101313640793e-09
1892,2.6327752422616868e-08,1.8805537127519756e-09
1893,4.557228194812524e-08,2.463366621796581e-09
1894,2.520615716150587e-08,6.301539290376468e-09
1895,4.634333095054899e-08,2.4074457982692365e-09
1896,4.717623269812066e-08,1.179405795248556e-09
1897,6.584185996416636e-08,1.7480140668268973e-09
1898,4.9793523970720344e-08,0.0
1899,7.793885714590942e-08,1.1055156790007459e-09
1900,5.3467847038746186e-08,1.5573159428683425e-09
1901,3.24146860464225e-08,2.794369402536745e-09
1902,3.289890315727462e-08,0.0
1903,5.2922157323109786e-08,1.6200660812870638e-09
1904,3.654745128756076e-08,1.0749250378694342e-09
1905,4.283430143914302e-08,2.580379465655369e-09
1906,5.14418445618503e-08,2.0576738091193647e-09
1907,2.8799922446864912e-08,1.5428529565042481e-09
1908,3.6835416494795936e-08,4.911389073214423e-10
1909,3.685659066832159e-08,2.2003934230241384e-09
1910,4.0615546481603815e-08,1.6032452032632705e-09
1911,3.511446777793026e-08,3.7242617878519013e-09
1912,4.428008182344456e-08,1.5628263128064646e-09
1913,4.18936174639839e-08,1.060597942803554e-09
1914,5.49132970206756e-08,0.0
1915,2.3561524287174507e-08,0.0
1916,4.1752354462687435e-08,1.0987462051303964e-09
1917,5.812205117194935e-08,1.0966424435210342e-09
1918,5.283732917860107e-08,0.0
1919,4.051453217357448e-08,2.762354567309444e-09
1920,5.6034515694136644e-08,2.2716695191604686e-09
1921,6.209653236055601e-08,7.572747429129834e-10
1922,3.24629176873259e-08,7.377935484775833e-10
1923,4.564857647437748e-08,1.0615948120573648e-09
1924,2.9650736976805092e-08,0.0
1925,2.969508017258704e-08,1.0998177923937646e-09
1926,2.229227646921572e-08,0.0
1927,4.4596898618465275e-08,2.2298449753321847e-09
1928,3.884854038460617e-08,0.0
1929,3.8991423423340166e-08,5.570202965543558e-09
1930,3.676261073337628e-08,2.100720708497761e-09
1931,3.079446386777818e-08,0.0
1932,3.06867029564728e-08,0.0
1933,4.588265056781893e-08,2.2941324395731044e-09
1934,3.714289675826876e-08,0.0
1935,4.4282650435434334e-08,3.590485242455088e-09
1936,2.424942913137329e-08,1.2124714565686645e-09
1937,2.5182236740306507e-08,0.0
1938,2.3337385357535823e-08,0.0
1939,2.9058696782158222e-08,4.588215141154706e-09
1940,1.5214697057785997e-08,0.0
1941,3.5418032950929046e-08,2.9515025978810172e-09
1942,1.517105907566929e-08,0.0
1943,3.774205836748479e-08,2.9032352077962287e-09
1944,3.855823393905666e-08,0.0
1945,3.703456741277478e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,3.5762614203349585e-08,3.5762612871081956e-09
1948,3.261566305923225e-08,0.0
1949,3.5341230386620737e-08,1.9634016634739737e-09
1950,3.616023036556726e-08,0.0
1951,1.7058242818279723e-08,0.0
1952,1.370824520563474e-08,2.1089607837865287e-09
1953,2.693456835345387e-08,0.0
1954,3.420387528763058e-08,9.772536113672459e-10
1955,2.627970197011109e-08,2.815682353940474e-09
1956,3.401245152190313e-08,8.72114158667614e-10
1957,2.8272120644601273e-08,0.0
1958,2.2335056470978998e-08,0.0
1959,3.410329085795638e-08,1.5501495642666896e-09
1960,2.906750040665429e-08,6.920833350854139e-10
1961,3.682524507553353e-08,6.948159270159238e-10
1962,3.424656469519505e-08,0.0
1963,4.526237162849611e-08,0.0
1964,4.1979379972190145e-08,6.083968329129164e-10
1965,3.720989383282358e-08,1.6416130677043839e-09
1966,4.265087483190655e-08,5.539074754423723e-10
1967,3.9935716955596945e-08,0.0
1968,5.210042530734427e-08,4.4914158503495116e-10
1969,3.088395317263348e-08,0.0
1970,3.219107469476512e-08,4.5987250119061684e-10
1971,3.802414028086787e-08,1.541519245584766e-09
1972,3.437198259348406e-08,2.565073486948677e-09
1973,2.7566018800939673e-08,1.102640756478479e-09
1974,5.119270340969706e-08,2.2502286700643026e-09
1975,4.683413834527528e-08,1.1422960355389478e-09
1976,4.056603941648973e-08,1.7140580066410394e-09
1977,5.406639402849578e-08,1.7630346071939584e-09
1978,3.6237608469491533e-08,5.940591352171509e-10
1979,7.549045477617256e-08,5.851973350345929e-10
1980,3.809050852510154e-08,4.548120546843393e-09
1981,3.415796712147312e-08,3.1627747087981106e-09
1982,4.903926864585628e-08,1.2415004579935385e-09
1983,5.431171956615799e-08,1.89459470334441e-09
1984,3.421414973558967e-08,0.0
1985,5.414002401948892e-08,0.0
1986,2.937297871596911e-08,5.994485463567401e-10
1987,4.827545296848257e-08,6.110816852533674e-10
1988,3.1182079140990027e-08,1.798966087207532e-09
1989,4.061210390204906e-08,1.6464366536794728e-09
1990,4.413407239667322e-08,0.0
1991,3.458264430378222e-08,0.0
1992,5.840540850954312e-08,0.0
1993,4.874502579355067e-08,0.0
1994,5.3804249944278126e-08,2.1099706426497278e-09
1995,5.802022329248757e-08,2.7112254663563817e-09
1996,5.124568502878901e-08,5.338092190498855e-10
1997,5.4661796866639634e-08,0.0
1998,5.4833485307881347e-08,1.43043876743576e-09
1999,4.8901153348879234e-08,4.570201161957499e-10
2000,6.008522746014933e-08,4.4180314962005696e-10
2001,5.476514886026962e-08,1.7524847129024579e-09
2002,4.994592472939985e-08,4.38122149670761e-10
2003,5.54200738633881e-08,1.6667691671301554e-09
2004,7.179809813351312e-08,0.0
2005,5.314424456059896e-08,4.5037495954858286e-10
2006,4.4473210891737835e-08,1.2353669198716943e-09
2007,4.9531546864045595e-08,7.988958938831558e-10
2008,5.151501980549256e-08,8.514879357157668e-10
2009,7.29533482513034e-08,4.76819250749827e-10
2010,5.479600062585632e-08,0.0
2011,5.850677098351298e-08,1.529588788962144e-09
2012,6.05956955723741e-08,6.808505426114664e-10
2013,5.3830113699859794e-08,2.789125042035323e-10
2014,6.40971791199263e-08,8.661780737106994e-10
2015,5.319780882473424e-08,1.10828768384863e-09
2016,5.364770672144914e-08,6.214020409345267e-10
2017,5.987155304865155e-08,5.031222660711876e-10
2018,7.073218455388997e-08,1.0325866828253538e-09
2019,6.556038556482235e-08,5.1019755087367e-10
