year,leurs_DET oies_NOUN,leurs_DET lois_NOUN
1800,6.288328968651058e-09,2.5373408121254215e-06
1801,0.0,2.3811824974018236e-06
1802,2.2378401354217203e-09,2.5108566035214608e-06
1803,2.3404069793286908e-08,3.8246151206067225e-06
1804,4.943701892301533e-09,3.7226074738327952e-06
1805,5.685755422035754e-09,2.857092084695978e-06
1806,0.0,2.7289406077102285e-06
1807,2.8469551160981155e-09,3.535918253305681e-06
1808,2.2660739951163578e-09,3.0433372870675157e-06
1809,3.6144488291256494e-08,2.990956474491213e-06
1810,1.1700633351097167e-08,2.789431043481727e-06
1811,0.0,3.061140798621409e-06
1812,5.3344164641089264e-09,2.8885865930305954e-06
1813,8.627225156487839e-09,2.6341793883943865e-06
1814,0.0,3.2662508857583816e-06
1815,0.0,2.9372765002477763e-06
1816,0.0,3.2145164823305095e-06
1817,1.556873407970727e-09,4.818522995719832e-06
1818,2.384235386898581e-08,3.924451455361577e-06
1819,0.0,4.768728615545115e-06
1820,3.322614716694261e-08,4.111735847800446e-06
1821,1.2819934447350079e-08,4.081670056166331e-06
1822,2.0051231786055723e-09,3.3996863635366026e-06
1823,8.894418535021487e-09,3.2988409444101308e-06
1824,1.431589158329416e-08,3.040021653077929e-06
1825,7.924898959288385e-09,3.4464504921061234e-06
1826,3.5231937367541377e-09,4.116851670232791e-06
1827,1.3825909306319772e-08,3.8896892675666095e-06
1828,1.4675682002973645e-08,3.2350706646866456e-06
1829,3.3435387791769244e-08,3.3949777602515496e-06
1830,2.0873671680021744e-09,3.504689431110819e-06
1831,1.5591206103948707e-09,2.8485132901323595e-06
1832,5.411987746839486e-09,2.8385875907588343e-06
1833,3.4750886612755494e-09,2.961933759593194e-06
1834,5.600718555598405e-09,3.5125840724958834e-06
1835,0.0,3.383725449168651e-06
1836,3.36037508930076e-09,3.136574044049212e-06
1837,5.5663127440652715e-09,3.169319338525156e-06
1838,1.3886756633496589e-08,3.522817543455403e-06
1839,9.788065469251706e-09,3.0566730302439282e-06
1840,0.0,3.5339032606884757e-06
1841,3.852329122366882e-09,2.5958276737014785e-06
1842,0.0,3.166301020485207e-06
1843,1.7720733769266417e-09,3.4165573552513706e-06
1844,5.488561272137815e-10,3.0110246918013672e-06
1845,6.138250796539069e-09,2.613778832483149e-06
1846,5.269050973311096e-09,3.1544053342713596e-06
1847,8.089835468183537e-09,2.809330229780471e-06
1848,2.172209789819135e-08,2.5125227143263373e-06
1849,0.0,2.3470741687958707e-06
1850,6.788996032014438e-10,2.5913597241356e-06
1851,7.739326512989919e-09,2.4965776930230277e-06
1852,2.278690836021724e-08,2.5658059783495446e-06
1853,1.0749477752369785e-08,2.2221558850787915e-06
1854,6.754363734984281e-09,2.209196594549212e-06
1855,4.2455496895854594e-09,2.2283829004265954e-06
1856,3.6240324075009767e-09,2.202893991665178e-06
1857,3.905207268672939e-09,2.0917265715070243e-06
1858,7.34051397444091e-09,2.1365789208971364e-06
1859,2.036869339860914e-09,2.5847872251461013e-06
1860,1.373155145145688e-09,2.1462416412987295e-06
1861,1.8863854922557266e-09,2.138689609409994e-06
1862,1.0391368654438793e-08,2.136555675491536e-06
1863,2.9967726078439227e-09,1.8614951358131293e-06
1864,9.589456340108882e-09,2.5258626337176793e-06
1865,1.2237795665726026e-08,2.0917217238292096e-06
1866,5.838735717134114e-09,2.0172830801357122e-06
1867,9.7056229719783e-10,1.7552619624439103e-06
1868,2.9639244392143382e-09,2.0139865775092858e-06
1869,4.883519366671862e-09,1.9451057617914103e-06
1870,4.587239033071455e-09,1.9174659371401503e-06
1871,4.248470908407853e-09,1.598487147091987e-06
1872,7.256807155187062e-09,1.8928171670040683e-06
1873,3.591602570907071e-09,1.564142937837687e-06
1874,5.974609140757536e-10,1.4894700512968484e-06
1875,1.0298748520654044e-08,1.7484986436500094e-06
1876,1.209202959984168e-09,1.8815198359334318e-06
1877,3.0924081073635534e-09,1.6791775401259201e-06
1878,7.2469061862534545e-09,1.8932542644733985e-06
1879,3.665595160740054e-09,1.7869776591794562e-06
1880,6.417846254436199e-10,1.9061003833087398e-06
1881,1.6036766581351003e-08,1.5318598851621346e-06
1882,9.983077475794744e-09,1.4502084066947418e-06
1883,5.687405213450347e-09,1.351706632846117e-06
1884,9.902545450302114e-09,1.6028920235555688e-06
1885,3.86738152613475e-09,1.5185917483506728e-06
1886,5.808117542471791e-09,1.290047464408417e-06
1887,5.876032105334161e-09,1.3501816482630602e-06
1888,3.804368819970705e-09,1.6808969469650492e-06
1889,6.265136853755848e-09,1.5969833420115265e-06
1890,3.9326319978272295e-09,1.4839130901833641e-06
1891,7.0116419337296065e-09,1.2933291984040807e-06
1892,6.268512375839919e-09,1.3721773637342949e-06
1893,6.158416554491453e-10,1.4564654979842828e-06
1894,4.411077725308132e-09,1.4279288578222804e-06
1895,3.611168697403855e-09,1.3325212773196426e-06
1896,3.5382172747233653e-09,1.3138581014260353e-06
1897,8.740070001067579e-09,1.2055470044458616e-06
1898,8.487532454637403e-09,1.306514179510998e-06
1899,8.291367592505594e-09,1.0452651277859104e-06
1900,7.26747462209687e-09,1.1742162016048496e-06
1901,1.0059729937950124e-08,1.2110797209530233e-06
1902,9.820567692386817e-10,1.0002247883278415e-06
1903,7.020286574288548e-09,1.0951647126944408e-06
1904,3.7622376325430196e-09,1.1566193842682537e-06
1905,1.5482277682110634e-09,1.1730404745335932e-06
1906,7.716276506641861e-09,1.1466387714875736e-06
1907,1.1828539925318182e-08,1.0753685408815272e-06
1908,2.4556945366072114e-09,1.1006422937498428e-06
1909,4.950885035270858e-09,1.0908450462920882e-06
1910,1.6032452032632705e-09,1.182660565035576e-06
1911,4.788336838146279e-09,1.1300475151188039e-06
1912,5.730363294986773e-09,1.220567348525492e-06
1913,9.545381374209683e-09,1.0351436063871233e-06
1914,7.366418142140674e-09,1.0533977867765998e-06
1915,8.246533234057551e-09,7.869548812600158e-07
1916,3.2962386153911893e-09,9.185518177190488e-07
1917,2.1932848870420685e-09,1.0176841396258851e-06
1918,1.1486376294556067e-09,8.993832629755616e-07
1919,1.3811772170413406e-08,9.253887487403745e-07
1920,3.028892692213958e-09,1.0495113542674517e-06
1921,3.0290989716519334e-09,1.0018744465156715e-06
1922,3.6889677978990676e-09,8.499381820570306e-07
1923,1.3800733000834953e-08,1.197478932013496e-06
1924,3.867487219366694e-09,1.0313299636521833e-06
1925,9.898360353588487e-09,1.1746054493499969e-06
1926,3.343841648018042e-09,1.08563392231531e-06
1927,7.804457524684949e-09,1.208575957534208e-06
1928,2.2852082448565625e-09,1.198591778717173e-06
1929,4.4561625500705304e-09,1.0382858448565457e-06
1930,7.352522590764465e-09,1.2772382369519164e-06
1931,3.4216069977333063e-09,1.18843811236502e-06
1932,4.383814644626227e-09,9.808785650378127e-07
1933,2.2941324395731044e-09,9.48623780416824e-07
1934,3.5944740517379614e-09,9.513374763514548e-07
1935,9.574627313213568e-09,8.629132608461987e-07
1936,0.0,7.990186841055902e-07
1937,5.0364472592434595e-09,9.858845295696028e-07
1938,2.5930428915188486e-09,1.1461249433963872e-06
1939,7.647025235257843e-09,8.427021764845222e-07
1940,2.5357829169792012e-09,7.176265377495383e-07
1941,8.854508237732261e-09,9.444808419800665e-07
1942,6.068423541449874e-09,1.0012898936651027e-06
1943,8.709705845433291e-09,9.232288116223231e-07
1944,0.0,7.904438206196573e-07
1945,2.178504043826024e-09,9.71612806210942e-07
1946,1.2528993842408909e-08,9.88398429768722e-07
1947,7.152522574216391e-09,8.642631437183468e-07
1948,3.2615663503321457e-09,8.360482031122274e-07
1949,1.9634016634739737e-09,1.0975415776215414e-06
1950,5.317680518146517e-09,7.923344451654657e-07
1951,4.264560704569931e-09,1.4009081610311114e-06
1952,1.0544804140977249e-08,8.456932767408887e-07
1953,9.69644453618912e-09,8.091144616528823e-07
1954,9.772536113672459e-10,8.453243554029655e-07
1955,1.8771215692936494e-09,6.607468030495056e-07
1956,6.976913269340912e-09,7.665883643426241e-07
1957,3.534015080575159e-09,7.235895758128663e-07
1958,1.6544486891589827e-09,7.651825004728607e-07
1959,5.425523585955716e-09,7.657738718691576e-07
1960,4.844583401109048e-09,6.713208566822004e-07
1961,3.47407969059077e-09,7.365049041752059e-07
1962,3.805173953708163e-09,8.124046129154294e-07
1963,4.526237162849611e-09,7.144989027096926e-07
1964,3.6503808864551957e-09,7.574540763499726e-07
1965,6.5664522708175355e-09,7.737469358559679e-07
1966,4.431259803538978e-09,7.101093792982738e-07
1967,3.451234853457663e-09,8.963349813484456e-07
1968,7.186265360559219e-09,9.027746044054652e-07
1969,6.358460868938209e-09,1.0214412782261206e-06
1970,7.817832603507213e-09,9.335412043398605e-07
1971,1.541519245584766e-09,7.517475584251088e-07
1972,2.565073486948677e-09,8.049200204141016e-07
1973,1.6539611902288698e-09,7.911447248432069e-07
1974,6.1881286761433785e-09,7.223234139708268e-07
1975,5.140332159925265e-09,7.1336385332188e-07
1976,8.570290255249802e-09,5.822083966045e-07
1977,1.057820764316375e-08,6.053085392920821e-07
1978,2.3762365408686037e-09,5.697026828066498e-07
1979,5.266775904289034e-09,6.495690572094759e-07
1980,7.390696055153967e-09,6.367368534654361e-07
1981,5.69299452024552e-09,5.946016763402895e-07
1982,5.586751949948621e-09,6.691687257642798e-07
1983,1.2630632095778083e-09,5.88587462768686e-07
1984,5.799008384599347e-09,6.523884543696568e-07
1985,4.210890747202711e-09,5.335799819761178e-07
1986,5.395036861699509e-09,5.74271687980854e-07
1987,4.277571630240118e-09,6.123038627237065e-07
1988,2.99827696004229e-09,6.380333124056392e-07
1989,1.0976244357863152e-09,6.668068266435512e-07
1990,4.358920779878872e-09,6.876197264915618e-07
1991,2.9307325455363298e-09,6.342105152157274e-07
1992,3.30596661157756e-09,6.116037942760499e-07
1993,6.647049133334804e-09,6.724597803042798e-07
1994,1.0549853213248639e-09,7.258299197232532e-07
1995,3.795715741716776e-09,6.658769517997598e-07
1996,1.067618438099771e-09,6.192187136377925e-07
1997,1.917957792585412e-09,6.26692718164179e-07
1998,2.86087753487152e-09,6.107973820057566e-07
1999,5.0272213059088244e-09,6.709055209164205e-07
2000,3.092622158362701e-09,6.039449020889265e-07
2001,4.8193329327261836e-09,6.221320454358192e-07
2002,4.381221607729913e-09,7.088816182942992e-07
2003,3.333538334260311e-09,7.129604924216437e-07
2004,1.7619165015858584e-09,6.386947468683957e-07
2005,4.5037495954858286e-10,6.652038360144275e-07
2006,4.117890028965121e-09,6.172716959795821e-07
2007,1.997239706952314e-09,6.311277456205744e-07
2008,2.1287198670449925e-09,6.024276961724695e-07
2009,1.430457752249481e-09,6.689773854873238e-07
2010,7.558068837454357e-09,5.592971179524397e-07
2011,2.6767803529281764e-09,4.909979929301755e-07
2012,2.382976926895708e-09,4.898719447865574e-07
2013,5.020424964641279e-09,5.391378534724822e-07
2014,8.445236510112863e-09,6.446530242953941e-07
2015,9.309617077235544e-09,6.341622071914799e-07
2016,8.285359953674742e-09,7.707456521899303e-07
2017,4.024978128569501e-09,5.564532035151615e-07
2018,4.130346731301415e-09,5.73601903752774e-07
2019,5.612172948588068e-09,6.382571129393e-07
