year,quantités_NOUN égales_ADJ,quantités_NOUN egales_ADJ,quantités_NOUN légales_ADJ
1875,5.481222729031288e-07,5.721527140956084e-10,0.0
1876,3.7545751752077194e-07,6.04601479992084e-10,0.0
1877,3.3892791861944715e-07,1.2369631985365004e-09,0.0
1878,3.659687877188844e-07,0.0,0.0
1879,3.2257236171062686e-07,0.0,0.0
1880,2.7275845582153124e-07,1.2835692508872398e-09,0.0
1881,3.95341174908026e-07,0.0,2.7890030285249168e-09
1882,3.101409333794436e-07,0.0,6.655385131892899e-10
1883,4.069654266913858e-07,0.0,0.0
1884,3.4988994457307854e-07,1.3203393933736152e-09,0.0
1885,3.390404401670821e-07,0.0,6.445635691854079e-10
1886,2.845977462584415e-07,6.453463874400711e-10,0.0
1887,2.8923136596858967e-07,0.0,0.0
1888,4.1657838778519363e-07,0.0,0.0
1889,3.113773061613756e-07,0.0,6.891650361495749e-09
1890,3.598358091494447e-07,1.3108772956016423e-09,0.0
1891,5.00376245327061e-07,6.374220040683554e-10,6.374220040683554e-10
1892,4.839291705138749e-07,0.0,0.0
1893,4.489485547765071e-07,0.0,0.0
1894,4.1842221776278166e-07,0.0,6.301539290376468e-10
1895,3.47274067280523e-07,0.0,0.0
1896,4.3814924310936476e-07,0.0,0.0
1897,3.8164972693266463e-07,0.0,2.9133566670225264e-09
1898,3.7175391298660543e-07,5.6583548957434e-10,0.0
1899,4.195431984044262e-07,1.6582735185011188e-09,0.0
1900,3.85176150530242e-07,0.0,0.0
1901,3.6606240882974816e-07,5.588738916095792e-10,1.1177477832191585e-09
1902,4.1000870965035574e-07,0.0,5.4013122863239005e-09
1903,5.600028316621319e-07,0.0,5.400220270956879e-10
1904,5.11664325131278e-07,1.0749250378694342e-09,2.1498500757388683e-09
1905,3.9583022726219497e-07,0.0,0.0
1906,3.9198687318275915e-07,0.0,0.0
1907,3.6617043974729313e-07,0.0,0.0
1908,3.560757022569305e-07,0.0,4.911389073214423e-10
1909,3.3225941820091975e-07,0.0,0.0
1910,2.9980685667396756e-07,5.344150677544235e-10,0.0
1911,2.9687689107049664e-07,5.320374141248863e-10,0.0
1912,3.1464904282074713e-07,0.0,0.0
1913,3.393913345917099e-07,5.30298971401777e-10,0.0
1914,3.026928254712402e-07,0.0,6.696743715117748e-10
1915,2.462179224949068e-07,0.0,0.0
1916,3.164388999721268e-07,0.0,0.0
1917,2.8074046554138476e-07,0.0,4.386569774084137e-09
1918,3.3425354217797576e-07,0.0,0.0
1919,3.038589966308791e-07,0.0,0.0
1920,3.846693630293885e-07,0.0,0.0
1921,2.854925753581483e-07,7.572747429129834e-10,1.5145494858259667e-09
1922,3.541408943874558e-07,0.0,7.377935484775833e-10
1923,3.7474296732398216e-07,1.0615948120573648e-09,1.0615948120573648e-09
1924,2.604108146897488e-07,0.0,0.0
1925,2.925515332208306e-07,0.0,0.0
1926,3.1097727060114266e-07,1.1146138456652466e-09,0.0
1927,2.7204109187550785e-07,0.0,0.0
1928,2.4223206196438696e-07,1.1426041224282812e-09,0.0
1929,2.317204490509539e-07,0.0,0.0
1930,2.867483885893307e-07,0.0,0.0
1931,2.3609088373177656e-07,1.1405356659111021e-09,0.0
1932,2.6193291091658466e-07,0.0,0.0
1933,2.5235456746486307e-07,1.1470662197865522e-09,0.0
1934,2.8396345896908315e-07,1.1981580172459871e-09,0.0
1935,3.542612034834747e-07,0.0,0.0
1936,3.3221718354070617e-07,1.2124714565686645e-09,0.0
1937,2.593770318526367e-07,0.0,0.0
1938,3.772877334995428e-07,0.0,0.0
1939,2.737635043104092e-07,0.0,1.5294050470515685e-09
1940,4.336188794695772e-07,0.0,0.0
1941,3.217137702904438e-07,0.0,0.0
1942,2.639764318246307e-07,0.0,0.0
1943,2.932267477717687e-07,2.9032352077962287e-09,0.0
1944,2.602680808649893e-07,0.0,0.0
1945,3.463821371951781e-07,2.178504043826024e-09,0.0
1946,2.909510783410951e-07,0.0,0.0
1947,2.6106707196049683e-07,0.0,2.3841741914054637e-09
1948,2.3809434424038045e-07,0.0,0.0
1949,1.7474275182394194e-07,0.0,0.0
1950,2.860912218238809e-07,1.0635361480382244e-09,1.0635361480382244e-09
1951,2.0469892092478403e-07,0.0,0.0
1952,2.3304016849579057e-07,1.0544803918932644e-09,0.0
1953,1.8638721144270676e-07,1.0773827385790469e-09,0.0
1954,1.876326933825112e-07,9.772536113672459e-10,0.0
1955,1.6894094301278528e-07,9.385607846468247e-10,0.0
1956,2.2064487836814806e-07,0.0,0.0
1957,2.08506889975979e-07,0.0,1.7670075402875796e-09
1958,2.2252335440953175e-07,0.0,8.272243445794913e-10
1959,1.7671705165867024e-07,0.0,7.750747821333448e-10
1960,1.7163667109798553e-07,0.0,0.0
1961,1.3548910260396951e-07,0.0,6.948159270159238e-10
1962,1.9025868880362395e-07,0.0,1.9025869768540815e-09
1963,2.082069130437958e-07,0.0,0.0
1964,1.3141371368874388e-07,0.0,0.0
1965,2.1122087900948827e-07,0.0,0.0
1966,1.789121171213992e-07,0.0,0.0
1967,1.459379319612708e-07,0.0,0.0
1968,1.6573324046476046e-07,0.0,0.0
1969,1.2853175235250092e-07,0.0,0.0
1970,1.057706739970854e-07,0.0,0.0
1971,1.2948761707320955e-07,5.138397485282553e-10,0.0
1972,1.1440227609682552e-07,1.5390440033513642e-09,0.0
1973,1.0419955032148209e-07,0.0,5.513203782392395e-10
1974,1.158867775075123e-07,0.0,0.0
1975,1.502119317819961e-07,0.0,0.0
1976,1.1198512339660738e-07,5.713526873840635e-10,0.0
1977,1.0401903693946224e-07,0.0,0.0
1978,1.0990093812779378e-07,0.0,0.0
1979,9.714275961414387e-08,1.1703946700691858e-09,0.0
1980,7.618101705020308e-08,0.0,0.0
1981,7.906936616564053e-08,0.0,0.0
1982,1.0490678903352091e-07,0.0,0.0
1983,9.220361363304619e-08,0.0,0.0
1984,9.858314342636731e-08,0.0,0.0
1985,8.060847989099784e-08,0.0,0.0
1986,7.013547786982599e-08,0.0,0.0
1987,7.638521282160582e-08,0.0,0.0
1988,1.337231481102208e-07,0.0,0.0
1989,1.0043263642955935e-07,0.0,0.0
1990,7.737084217751544e-08,0.0,0.0
1991,5.3339334726842935e-08,0.0,0.0
1992,6.832330967654343e-08,0.0,0.0
1993,5.428423222042511e-08,0.0,0.0
1994,4.483687732204089e-08,5.274926606624319e-10,5.274926606624319e-10
1995,6.452716405647152e-08,0.0,0.0
1996,4.4306165847274315e-08,0.0,0.0
1997,6.521056405972558e-08,0.0,0.0
1998,3.909865853302108e-08,0.0,0.0
1999,4.4787970665538523e-08,0.0,0.0
2000,7.599014395509585e-08,0.0,0.0
2001,4.337399772680328e-08,0.0,0.0
2002,3.986911423226047e-08,0.0,0.0
2003,6.750415337819504e-08,0.0,0.0
2004,5.065509967039361e-08,0.0,0.0
2005,6.080061609736731e-08,0.0,0.0
2006,7.576917226970181e-08,0.0,4.1178899179428186e-10
2007,7.38978727099493e-08,0.0,0.0
2008,4.896055472158878e-08,0.0,1.7029758714315335e-09
2009,5.197329855377575e-08,0.0,0.0
2010,5.668551494864005e-08,0.0,0.0
2011,6.156594878348187e-08,0.0,3.82397197240536e-10
2012,8.408504470480693e-08,3.404252713057332e-10,0.0
2013,7.140160107610427e-08,0.0,0.0
2014,6.27979090950248e-08,0.0,0.0
2015,6.006919051060322e-08,0.0,0.0
2016,8.078226443331005e-08,0.0,0.0
2017,5.3079400430533497e-08,0.0,0.0
2018,5.369450661873998e-08,0.0,0.0
2019,4.591777980067491e-08,0.0,5.1019755087367e-10
