year,vastes_ADJ yeux_NOUN,vastes_ADJ lieux_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,1.904946067554647e-08
1802,0.0,4.475680270843441e-09
1803,0.0,1.1702034896643454e-08
1804,0.0,2.4718509461507665e-09
1805,0.0,1.1371510844071508e-08
1806,0.0,2.881669125542885e-09
1807,0.0,5.4092147649953404e-08
1808,0.0,2.039466551195801e-08
1809,0.0,3.162642769893864e-08
1810,0.0,3.978215445954447e-08
1811,0.0,2.0056614147279106e-08
1812,0.0,1.8670457180292033e-08
1813,0.0,1.1502966579257645e-08
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,4.6352077731626196e-09
1817,0.0,2.490997452753163e-08
1818,0.0,2.384235386898581e-08
1819,0.0,1.8631890696951814e-08
1820,0.0,2.4919611263385377e-08
1821,0.0,7.88919063410276e-09
1822,0.0,1.4035862250239006e-08
1823,0.0,2.3718449426723964e-08
1824,0.0,1.51580028528997e-08
1825,0.0,2.289415235168235e-08
1826,0.0,6.1655889282974385e-09
1827,0.0,5.530363722527909e-09
1828,0.0,1.1006761724274838e-08
1829,0.0,9.430493719264632e-09
1830,0.0,1.0436835395921662e-08
1831,0.0,4.677361609140007e-09
1832,0.0,5.411987746839486e-09
1833,0.0,4.6334514003376626e-09
1834,0.0,1.6802156110884425e-08
1835,0.0,1.2100940693926532e-08
1836,0.0,1.4113575197427508e-08
1837,0.0,1.3915782304252389e-08
1838,0.0,1.3255539776935166e-08
1839,0.0,2.7965900706306e-09
1840,0.0,2.5478754661634184e-09
1841,0.0,1.8619591202195807e-08
1842,0.0,4.024959032733477e-09
1843,0.0,1.1813821920725331e-08
1844,0.0,4.9397050894128824e-09
1845,0.0,1.3950569588416784e-08
1846,0.0,7.610851504580296e-09
1847,0.0,2.6966118227278457e-09
1848,0.0,6.43617736884039e-09
1849,0.0,5.02764896381791e-09
1850,0.0,8.146795238417326e-09
1851,0.0,7.094382858952031e-09
1852,0.0,3.2552727180501506e-09
1853,0.0,1.6124216628554677e-08
1854,0.0,1.0391328686409906e-08
1855,0.0,5.837630823180007e-09
1856,0.0,1.0354378687793542e-08
1857,4.393358121745905e-09,3.4170564155999728e-09
1858,0.0,3.4255731584664773e-09
1859,0.0,2.5460866748261424e-09
1860,0.0,5.034902272882391e-09
1861,3.3011746669586728e-09,5.187560159214399e-09
1862,4.9697850279528666e-09,1.8071945051545413e-09
1863,0.0,2.9967726078439227e-09
1864,6.712618905169165e-09,4.794728170054441e-09
1865,1.2708479601997169e-08,5.6482134525026595e-09
1866,0.0,4.379051787850585e-09
1867,3.88224918879132e-09,4.85281148598915e-09
1868,9.87974813071446e-10,4.44588676984381e-09
1869,2.441759683335931e-09,7.325278605918584e-09
1870,5.734048791339319e-10,3.4404292748035914e-09
1871,0.0,4.248470908407853e-09
1872,6.047339295989218e-10,2.4189357183956872e-09
1873,4.190203295451056e-09,2.9930022904522957e-09
1874,0.0,3.5847653734322193e-09
1875,0.0,5.721527251978387e-09
1876,0.0,6.650616057868319e-09
1877,0.0,8.040260901509555e-09
1878,0.0,9.058632954861423e-09
1879,1.221865053580018e-09,6.10932526790009e-10
1880,3.8507077526617195e-09,1.9253538763308597e-09
1881,0.0,1.1853263259808955e-08
1882,6.655385131892899e-10,6.655385131892899e-09
1883,0.0,3.791603475633565e-09
1884,1.3203393933736152e-09,2.6406787867472303e-09
1885,0.0,2.5782542767416317e-09
1886,1.2906927748801422e-09,7.744156427236248e-09
1887,1.3057849246322917e-09,0.0
1888,5.706553452000662e-09,1.268122939990235e-09
1889,6.265136742733546e-10,1.8795409673089125e-09
1890,1.0487018364813139e-08,1.3108772956016423e-09
1891,1.2748440081367107e-09,3.824531802365527e-09
1892,5.014809900671935e-09,1.8805537127519756e-09
1893,2.463366621796581e-09,1.2316833108982905e-09
1894,1.8904617871129403e-09,3.150769645188234e-09
1895,9.629783193076946e-09,1.8055843487019274e-09
1896,1.179405795248556e-09,3.5382172747233653e-09
1897,4.661370844871726e-09,4.078699600285063e-09
1898,3.3950129374460403e-09,2.8291773368493978e-09
1899,5.527578395003729e-09,1.6582735185011188e-09
1900,2.595526460424935e-09,5.710158568206225e-09
1901,1.676621730339889e-09,2.794369402536745e-09
1902,3.437198747846537e-09,2.9461704187383475e-09
1903,3.2401321625741275e-09,8.100330184390714e-09
1904,6.987012746151322e-09,1.0749250378694342e-09
1905,1.0321518084666081e-09,5.160759042333041e-10
1906,3.0865106026567446e-09,5.658602919567102e-09
1907,9.257117739025489e-09,5.65712765521198e-09
1908,1.5225305460830896e-08,2.9468334439286537e-09
1909,8.251475058784763e-09,3.300590023513905e-09
1910,3.740905363258662e-09,3.740905363258662e-09
1911,4.788336838146279e-09,5.852411444351446e-09
1912,3.646594803896619e-09,2.0837684910901544e-09
1913,6.363587878865928e-09,5.302989602995467e-09
1914,1.0714789944188396e-08,7.366418142140674e-09
1915,4.712304768617059e-09,2.3561523843085297e-09
1916,1.4283700444650549e-08,5.493730803607377e-09
1917,0.0,0.0
1918,4.594550517822427e-09,1.1486376294556067e-09
1919,2.762354567309444e-09,1.8415696745321952e-09
1920,1.9687803387569147e-08,5.300562211374427e-09
1921,1.2116395886607734e-08,2.2718242842501013e-09
1922,1.549366501762961e-08,7.377935484775833e-10
1923,9.554353752605493e-09,4.246379248229459e-09
1924,1.5469948877466777e-08,1.289162443462999e-09
1925,1.5397448649423495e-08,0.0
1926,1.3375366592072169e-08,0.0
1927,1.3379070296082318e-08,1.2264147031260109e-08
1928,2.399468712610542e-08,1.1426041224282812e-09
1929,1.3368487650211591e-08,6.684243825105796e-09
1930,9.453243521306831e-09,0.0
1931,1.1405356659111021e-08,4.5621426636444085e-09
1932,1.2055489939655217e-08,2.1919073223131136e-09
1933,2.1794258842078307e-08,5.735331320977366e-09
1934,9.585264137967897e-09,3.5944740517379614e-09
1935,1.3165112555668657e-08,8.377798899061872e-09
1936,4.849885826274658e-09,4.849885826274658e-09
1937,1.2591118370153254e-08,5.0364472592434595e-09
1938,2.2040865133021725e-08,1.2965214457594243e-09
1939,1.6823456405745674e-08,1.5294050470515685e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,1.4757512545315876e-08,0.0
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,1.6065930807940276e-08,0.0
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.7881307101674793e-08,3.5762612871081956e-09
1948,4.348755133776194e-09,8.697510267552389e-09
1949,3.337782672474532e-08,2.945102384188658e-09
1950,3.93508372553697e-08,5.317680518146517e-09
1951,1.4925962688039363e-08,7.462981344019681e-09
1952,6.326882129314981e-09,0.0
1953,9.69644453618912e-09,4.3095309543161875e-09
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,5.631364707880948e-09,2.815682353940474e-09
1956,4.360570571293465e-09,5.232684952005684e-09
1957,1.3252556385623393e-08,8.835037701437898e-10
1958,2.4816730004317833e-08,2.4816730892496253e-09
1959,5.425523585955716e-09,2.325224457422337e-09
1960,1.3841666479663672e-08,0.0
1961,4.86371165564492e-09,6.948159270159238e-10
1962,8.244543714397423e-09,1.9025869768540815e-09
1963,9.69907976156037e-09,1.939815863494232e-09
1964,1.7035111099517053e-08,2.4335873316516654e-09
1965,5.47204326295514e-09,4.924839203113152e-09
1966,1.495550172592175e-08,2.215629901769489e-09
1967,7.395503320850594e-09,2.9582012395223956e-09
1968,1.122853987567396e-08,6.287982134978165e-09
1969,1.1354394757745467e-08,9.083515606356229e-10
1970,1.0117195081704722e-08,1.8394900047624674e-09
1971,1.0790635052160269e-08,3.083038491169532e-09
1972,7.182205497002769e-09,4.104117490300041e-09
1973,8.269805285010534e-09,3.859242703185828e-09
1974,4.500457340128605e-09,2.2502286700643026e-09
1975,4.569184142155791e-09,5.140332159925265e-09
1976,4.570821499072508e-09,2.856763492431469e-09
1977,2.3507127355770763e-09,5.876781838942691e-10
1978,2.3762365408686037e-09,1.128712323605896e-08
1979,8.192762912528906e-09,6.437170796402825e-09
1980,9.664756106531058e-09,6.253665585376211e-09
1981,3.795329828193417e-09,2.5302198114474095e-09
1982,5.586751949948621e-09,3.1037510339615437e-09
1983,3.78918940668882e-09,3.157658134966823e-09
1984,8.118611560803402e-09,4.639206796497319e-09
1985,3.609334831011779e-09,6.015557829641693e-09
1986,5.994485352545098e-09,3.5966913891627428e-09
1987,6.110816741511371e-09,3.0554083707556856e-09
1988,3.597932174415064e-09,1.798966087207532e-09
1989,1.0427432250992297e-08,1.6464366536794728e-09
1990,3.814055737905164e-09,5.993515905799995e-09
1991,4.10302547493302e-09,4.10302547493302e-09
1992,7.162927584403178e-09,4.958949695321735e-09
1993,7.200969598386564e-09,6.093128224193833e-09
1994,4.2199412852994556e-09,3.164955852952289e-09
1995,8.133675954979935e-09,6.506940763983948e-09
1996,4.270473752399084e-09,5.3380921904988554e-09
1997,3.3564262480467733e-09,2.876936688878118e-09
1998,5.2449422582867555e-09,2.3840645013706308e-09
