year,vastes_ADJ yeux_NOUN,vastes_ADJ lieux_NOUN
1999,3.1991407301035224e-09,8.683382013430219e-09
2000,3.5344251969604557e-09,4.859834756842929e-09
2001,4.8193329327261836e-09,9.638665865452367e-09
2002,4.381221607729913e-09,2.1906108038649563e-09
2003,6.667076668520622e-09,3.333538334260311e-09
2004,1.0571499231559756e-08,1.1011977996133737e-08
2005,4.053374524914943e-09,8.106749049829887e-09
2006,1.2353669198716943e-09,5.353256948836815e-09
2007,2.3966877371606188e-09,4.7933754743212376e-09
2008,5.108927503272298e-09,6.3861596011349775e-09
2009,1.430457752249481e-09,4.76819250749827e-09
2010,8.502827775203059e-09,3.7790344187271785e-09
2011,6.883149605840799e-09,8.795135286732148e-09
2012,5.446804340891731e-09,6.808505315092361e-09
2013,9.761937924679387e-09,5.29933741333366e-09
2014,1.1260315346817151e-08,4.330890313042346e-09
2015,9.087958829923082e-09,6.206410940734486e-09
2016,1.1806638333666797e-08,6.421154274960372e-09
2017,7.798394818792076e-09,4.779661555431858e-09
2018,1.161660012627408e-08,3.3559066636712487e-09
2019,5.3570743396846865e-09,4.3366790158927415e-09
