year,des_DET ans_NOUN,des_DET lents_ADJ
1859,1.9961319530636956e-07,5.092173349652285e-10
1860,1.2953430317264036e-07,0.0
1861,1.5421200871834628e-07,4.715963730639317e-10
1862,1.6716549666728753e-07,0.0
1863,1.4883970655965584e-07,9.989241656072068e-10
1864,2.1528328186803947e-07,0.0
1865,1.308502746155682e-07,0.0
1866,1.5083400217719145e-07,0.0
1867,1.3199647597161857e-07,0.0
1868,1.126291309105909e-07,0.0
1869,1.411337060552853e-07,0.0
1870,1.25002265427554e-07,0.0
1871,1.1258447574213903e-07,0.0
1872,1.118757751994437e-07,0.0
1873,1.5743191833506032e-07,0.0
1874,1.0336073774652732e-07,2.9873046258899194e-09
1875,1.6363567656441091e-07,0.0
1876,1.1245587638875065e-07,0.0
1877,1.490540659787598e-07,1.8554447978047506e-09
1878,1.1172314384744197e-07,0.0
1879,1.429582063838808e-07,0.0
1880,1.764907728851739e-07,0.0
1881,1.7082643788413066e-07,0.0
1882,1.5507047379514916e-07,0.0
1883,1.4787252844428167e-07,0.0
1884,1.353347940380445e-07,0.0
1885,1.3471379101126502e-07,2.5782542767416317e-09
1886,1.1616234929512359e-07,0.0
1887,1.3514873686837348e-07,6.528924623161458e-10
1888,1.8134157908633597e-07,0.0
1889,1.4159209094088965e-07,0.0
1890,1.1404632793698966e-07,0.0
1891,1.4278253157584686e-07,6.374220040683554e-10
1892,1.4731003838974743e-07,1.8805537127519756e-09
1893,1.5272873232774486e-07,1.2316833108982905e-09
1894,1.354831011823876e-07,1.2603078580752936e-09
1895,1.5768769712209973e-07,0.0
1896,1.5214335458146877e-07,0.0
1897,1.7829743748087878e-07,0.0
1898,1.6239478961566078e-07,0.0
1899,1.5200841119167308e-07,0.0
1900,1.4275396598151247e-07,5.19105292084987e-09
1901,1.5536694175644072e-07,3.353243460679778e-09
1902,1.458354356165259e-07,1.4730852093691738e-09
1903,1.6632678656591793e-07,0.0
1904,1.6715084427687543e-07,1.0749250378694342e-09
1905,1.826908637703184e-07,1.5482277682110634e-09
1906,1.9547901342065188e-07,1.0288369045596824e-09
1907,2.2731367899098132e-07,0.0
1908,1.6502266664275567e-07,0.0
1909,2.2113953734859138e-07,0.0
1910,1.6727191454180002e-07,1.068830135508847e-09
1911,1.8408494040222934e-07,0.0
1912,1.9743707069252991e-07,1.0418842455450772e-09
1913,1.8878643670561246e-07,5.30298971401777e-10
1914,2.0224166386029196e-07,0.0
1915,1.4961568284288518e-07,0.0
1916,2.2304548275009495e-07,0.0
1917,2.8732033285905345e-07,0.0
1918,2.0790340560239429e-07,0.0
1919,2.6150289067494725e-07,0.0
1920,2.415541935363308e-07,3.028892692213958e-09
1921,2.0294963065659033e-07,1.5145494858259667e-09
1922,2.6265450348006425e-07,0.0
1923,2.781378469762785e-07,3.1847844361720945e-09
1924,2.5138667858470853e-07,0.0
1925,2.397602791859299e-07,0.0
1926,2.3964197293224743e-07,0.0
1927,2.1963973440009e-07,3.3447675740205796e-09
1928,2.513729078224003e-07,2.2852082448565625e-09
1929,1.8604478735362306e-07,0.0
1930,1.7961161535851033e-07,0.0
1931,1.5739392367208893e-07,0.0
1932,1.3918611330154818e-07,0.0
1933,2.087660520011525e-07,0.0
1934,1.5576054757104885e-07,1.1981580172459871e-09
1935,1.962798581445213e-07,0.0
1936,1.74595886193174e-07,0.0
1937,1.7375742622505186e-07,0.0
1938,1.8280952396310113e-07,0.0
1939,1.2847002484051018e-07,1.5294050470515685e-09
1940,1.3946806109998988e-07,0.0
1941,2.5382921764460775e-07,0.0
1942,1.6384744117026173e-07,6.068423541449874e-09
1943,3.0483970370198676e-07,2.9032352077962287e-09
1944,2.9561313041881476e-07,0.0
1945,2.6142048348276603e-07,0.0
1946,1.8654279099195037e-07,0.0
1947,1.478188063064323e-07,0.0
1948,1.7395021001398447e-07,0.0
1949,1.6590744289501913e-07,0.0
1950,2.180249101257914e-07,0.0
1951,1.1940770017204727e-07,6.396841278899501e-09
1952,1.5079068971246556e-07,0.0
1953,1.4867881814595307e-07,1.0773827385790469e-09
1954,1.7101937910268816e-07,0.0
1955,1.6800238666903056e-07,0.0
1956,1.500036306278929e-07,6.104799332717903e-09
1957,1.5814717224671426e-07,8.835037701437898e-10
1958,1.5303650968689908e-07,1.6544486891589827e-09
1959,1.3253778630151203e-07,7.750747821333448e-10
1960,1.536425056070101e-07,0.0
1961,1.5146986953595842e-07,0.0
1962,1.173261940934367e-07,0.0
1963,1.538920644250652e-07,1.939815863494232e-09
1964,1.3871447324120822e-07,1.2167936658258327e-09
1965,1.9371033399551152e-07,5.472043373977442e-10
1966,1.445698574187304e-07,2.215629901769489e-09
1967,1.6418017434460808e-07,2.465167847631733e-09
1968,2.0391028376920417e-07,4.4914158503495116e-10
1969,1.44427902526445e-07,4.5417578031781147e-10
1970,1.991247882138225e-07,0.0
1971,2.0193902772192018e-07,1.0276794970565106e-09
1972,1.3338381932292975e-07,5.130146862875051e-10
1973,1.1687991730013891e-07,1.102640756478479e-09
1974,1.5076531889590683e-07,1.6876715580593782e-09
1975,1.1308730929471267e-07,0.0
1976,1.1541324052011248e-07,1.142705374768127e-09
1977,1.469195431980097e-07,0.0
1978,1.2950488903484825e-07,1.7821774056514528e-09
1979,1.5566249178533553e-07,2.3407893401383717e-09
1980,1.3644361129827587e-07,2.8425752862659692e-09
1981,1.2714354746812262e-07,0.0
1982,1.5518755125398798e-07,3.1037510339615437e-09
1983,1.0230811975375786e-07,6.315316047889041e-10
1984,1.2525858084089236e-07,0.0
1985,1.666309557002421e-07,0.0
1986,1.3967151102356468e-07,1.7983456945813714e-09
1987,1.448263584613585e-07,4.888653482026939e-09
1988,1.6370591726655448e-07,1.798966087207532e-09
1989,1.2677562333252013e-07,1.0976244357863152e-09
1990,9.80757208779437e-08,5.44865097484859e-10
1991,1.383305781033073e-07,0.0
1992,1.2893269341063274e-07,1.1019888335184191e-09
1993,1.4401939374408812e-07,4.4313659408601325e-09
1994,1.2818071448705837e-07,0.0
1995,1.5670882458351798e-07,0.0
1996,1.50534193998908e-07,0.0
1997,1.352160230450039e-07,1.438468344439059e-09
1998,1.1681916367578538e-07,9.536258449571733e-10
1999,1.3070775040091576e-07,9.140402323914998e-10
2000,1.2193766951718032e-07,1.3254094488601709e-09
2001,1.0252035509417112e-07,0.0
2002,1.3275101173881865e-07,4.38122149670761e-10
2003,1.4250876523291822e-07,4.1669229178253886e-10
2004,1.1981032513319612e-07,4.404791253964646e-10
2005,1.1124261511952227e-07,0.0
2006,1.1077123884817297e-07,0.0
2007,8.827799291566407e-08,3.994479469415779e-10
2008,1.1367363794700935e-07,4.257439678578834e-10
2009,1.3017166211604092e-07,9.53638501499654e-10
2010,1.2376337044095465e-07,0.0
2011,9.292251743064917e-08,0.0
2012,1.0382971105116212e-07,1.7021263287730903e-09
2013,9.064656347756994e-08,2.789125042035323e-10
2014,1.0762262636632158e-07,1.0827225782605865e-09
2015,1.2102501556476852e-07,1.329945265027277e-09
2016,1.278016874550758e-07,2.0713400439298368e-10
2017,7.320429240564863e-08,5.031222660711876e-10
2018,1.032586713356487e-07,2.0651733656507076e-09
2019,1.119883612510364e-07,2.55098775436835e-10
