year,certains_DET yeux_NOUN,certains_DET lieux_NOUN
1980,3.0131299455504745e-08,5.383837695660532e-07
1981,1.7711538513598413e-08,5.806854375123294e-07
1982,1.9243256987877544e-08,5.549506845170527e-07
1983,1.768288515613392e-08,5.810090968338955e-07
1984,1.4497521627632182e-08,5.201710830959883e-07
1985,2.285912126254175e-08,6.250165078824921e-07
1986,3.117132341134976e-08,6.288215281813336e-07
1987,2.505434903987691e-08,6.422468601385845e-07
1988,1.3792074038398994e-08,6.242412631252137e-07
1989,1.5915555096057687e-08,6.327804911165913e-07
1990,1.0897302171741785e-08,6.996067902775849e-07
1991,2.2859715009815318e-08,6.306936306543776e-07
1992,1.652983172562017e-08,7.796570713480833e-07
1993,1.938722604677423e-08,7.200969776022248e-07
1994,1.1604838756618108e-08,7.237199177723141e-07
1995,1.7351841741231055e-08,7.732414673000676e-07
1996,1.7615703784557013e-08,8.231338028963364e-07
1997,1.2466725873849782e-08,7.844447189597759e-07
1998,1.096669710598519e-08,8.287008768093074e-07
1999,1.0054442389773044e-08,8.025273032785663e-07
2000,9.277866475088103e-09,9.565037970560297e-07
2001,1.708672597855454e-08,9.108539416047279e-07
2002,5.6955880012310445e-09,8.797492796475126e-07
2003,1.916784508892988e-08,8.800541024811537e-07
2004,1.5857248847339633e-08,9.029821868011823e-07
2005,1.5763123695222703e-08,9.656039239303027e-07
2006,2.47073390635677e-08,9.372317322231538e-07
2007,1.118454290294224e-08,9.179313877893946e-07
2008,2.086145434176956e-08,8.85973214792557e-07
2009,2.098004658890318e-08,8.40155536252496e-07
2010,1.1337103700270745e-08,8.219400058351312e-07
2011,1.9119860139582556e-08,7.215835040597085e-07
2012,1.565956214699682e-08,7.033185909222084e-07
2013,1.7850400713115278e-08,6.568389494532312e-07
2014,2.663497555843719e-08,6.866626556245592e-07
2015,2.881547933597517e-08,6.268475161164133e-07
2016,2.5891750965456595e-08,6.586861260871046e-07
2017,1.6603034946882644e-08,6.91541529818096e-07
2018,2.0135439759982887e-08,6.440759392489781e-07
2019,2.1683395745597522e-08,6.652975912402326e-07
