year,certains_DET yeux_NOUN,certains_DET lieux_NOUN
1800,3.144164395507687e-08,6.728512236264805e-07
1801,9.524730337773235e-09,5.143354542269662e-07
1802,6.042168365638645e-08,6.131681971055514e-07
1803,5.460949736857401e-08,6.845690865286969e-07
1804,2.7190360185613827e-08,8.008797180991678e-07
1805,7.675769686521505e-08,6.311188618379759e-07
1806,2.305335300434308e-08,6.599022412956401e-07
1807,5.693910232196231e-09,6.861161709892372e-07
1808,1.5862518409903714e-08,8.271170028884001e-07
1809,3.840352036377226e-08,1.4209302321432915e-06
1810,1.1700633351097167e-08,1.0366761671321e-06
1811,3.259199843341776e-08,7.095027125814113e-07
1812,2.400487453257938e-08,5.441104917736084e-07
1813,2.8757416448144113e-09,7.275626310310201e-07
1814,6.293354282149721e-09,6.104553369468135e-07
1815,5.394447111228828e-09,4.935918891391111e-07
1816,2.0858434979231788e-08,6.697875392092101e-07
1817,1.0898113522728181e-08,6.1807872953068e-07
1818,4.410835652279843e-08,5.567189873545431e-07
1819,5.6930773539853874e-08,5.755183565270272e-07
1820,4.153268395867826e-08,6.858825827293913e-07
1821,2.070912508145284e-08,6.85373436226655e-07
1822,1.0025615893027862e-08,7.248520432767691e-07
1823,4.5460360809101985e-08,7.955562901784674e-07
1824,4.0421340941065864e-08,7.663212828745714e-07
1825,7.044354433105582e-09,8.690972377323192e-07
1826,1.145037975547325e-08,8.578976862239074e-07
1827,1.3825909306319772e-08,7.595032780471911e-07
1828,2.293075357373553e-08,9.60339912481345e-07
1829,3.0006116702452346e-08,6.61849200778164e-07
1830,1.982998831806526e-08,8.213789712829822e-07
1831,7.795603274018958e-09,7.780012092339916e-07
1832,2.705993829010822e-08,1.0404546826325856e-06
1833,1.7375443306377747e-08,8.513966740508749e-07
1834,2.0535967593104942e-08,8.251725329699866e-07
1835,2.7227116561334697e-08,1.005134336651281e-06
1836,2.688300071440608e-08,8.360613010793827e-07
1837,2.7831564386460172e-08,8.119858567745553e-07
1838,1.830526974444524e-08,8.249995460118953e-07
1839,1.677954131196202e-08,7.334057192665e-07
1840,1.5287253019025115e-08,8.630928078900979e-07
1841,1.0272877659645019e-08,7.858751525091634e-07
1842,1.9453969102301016e-08,8.137125351304064e-07
1843,1.2404512972352677e-08,8.263768864757992e-07
1844,3.732221598440333e-08,7.909016845886185e-07
1845,3.0691253538606134e-08,8.225255716531876e-07
1846,2.868705717418152e-08,8.682225192124804e-07
1847,2.2112216946368335e-08,9.362636168575023e-07
1848,4.666228647920434e-08,9.903668072297478e-07
1849,2.5976186535103807e-08,8.052617648246496e-07
1850,2.0366988096043315e-08,6.198353421638103e-07
1851,3.5471913406581734e-08,7.610337551255952e-07
1852,2.6042180856222785e-08,8.717620310072505e-07
1853,3.702597650701023e-08,7.99641649562588e-07
1854,2.3900057044556888e-08,8.7650859303956e-07
1855,4.9354515141430966e-08,7.403177377796055e-07
1856,4.4523828179876546e-08,7.491392706171496e-07
1857,3.514686497396724e-08,8.352262086397388e-07
1858,4.942612719105455e-08,8.573720107207805e-07
1859,5.041251660564683e-08,7.179964409687045e-07
1860,4.119465657481669e-08,7.273145081754251e-07
1861,3.112536212102057e-08,7.281448013429781e-07
1862,2.5752521892741242e-08,6.831195458190109e-07
1863,3.1466110828048954e-08,7.73666754660951e-07
1864,2.7809422320501653e-08,6.400961636288116e-07
1865,4.000817765970055e-08,8.298166713771593e-07
1866,2.4814625021463144e-08,6.174462581221007e-07
1867,3.833720896295745e-08,7.264658865580031e-07
1868,2.173544610961642e-08,6.387257346363029e-07
1869,4.150991372853241e-08,6.079981114126554e-07
1870,2.5229815125982213e-08,5.911804050739988e-07
1871,3.717412155879174e-08,5.682329629053129e-07
1872,4.837871592222598e-08,5.799398650196963e-07
1873,2.7535620339413924e-08,6.506786780491325e-07
1874,3.5847656565390906e-08,6.135923795724807e-07
1875,7.49520032705675e-08,5.412564831885902e-07
1876,2.720706704373299e-08,5.659070045904713e-07
1877,6.246664119302636e-08,5.498301449691212e-07
1878,4.710489148740393e-08,4.952052869988677e-07
1879,5.6205791576502406e-08,5.284566322316664e-07
1880,3.401458670282409e-08,4.7299527605737524e-07
1881,2.998178416646624e-08,4.769195141030025e-07
1882,3.194584929921973e-08,4.7386341361921325e-07
1883,4.297150574261721e-08,5.459909058203039e-07
1884,3.1688145440966764e-08,4.6277895382473844e-07
1885,5.027595945117369e-08,6.645450485454063e-07
1886,4.646494122795275e-08,5.001434745799394e-07
1887,3.9173548849191775e-08,4.2699166002968525e-07
1888,3.36052567995182e-08,4.7237580558245895e-07
1889,3.884384947028252e-08,4.592345124176944e-07
1890,3.342737198153145e-08,4.4569828772100806e-07
1891,4.908149509041948e-08,3.4866982190351337e-07
1892,3.447681962143179e-08,4.250051404142141e-07
1893,3.202376586131095e-08,4.4279013899917175e-07
1894,3.528861869384059e-08,3.799828052208909e-07
1895,3.7315410761351586e-08,4.050527673271631e-07
1896,3.7740985669998395e-08,3.573599629547175e-07
1897,2.6220211779559577e-08,3.490201465616849e-07
1898,4.074015658162011e-08,4.238107862430951e-07
1899,2.819064981451902e-08,3.7034774358346567e-07
1900,4.256663455048937e-08,3.2392172633066707e-07
1901,3.8003424518429085e-08,3.532083003854325e-07
1902,4.9593867235131484e-08,3.2948004236033057e-07
1903,3.2401319849384436e-08,3.780154251842305e-07
1904,3.9772227289347484e-08,3.1817781653842303e-07
1905,4.5930754311029887e-08,3.0861340416521443e-07
1906,6.070137636982054e-08,3.096798995017025e-07
1907,4.4228454398886896e-08,3.013706151300255e-07
1908,4.9605029861510275e-08,3.197314266678575e-07
1909,4.510806483892793e-08,3.1080556350815414e-07
1910,4.0615543372979346e-08,2.960659477579952e-07
1911,6.810078856389623e-08,3.7136212682753467e-07
1912,5.46989227245831e-08,3.130862271660817e-07
1913,5.249959678099714e-08,3.245429844866976e-07
1914,4.2859159332664376e-08,3.3751588990327264e-07
1915,3.7698437704847265e-08,2.579986853046279e-07
1916,4.9443579452912445e-08,3.592900208460037e-07
1917,6.141197417264266e-08,3.2899272217612463e-07
1918,5.054005569604669e-08,2.412139110674616e-07
1919,4.1435317399418636e-08,2.642652450202121e-07
1920,5.3005621225565847e-08,3.755826929463524e-07
1921,4.316466079012926e-08,2.3021152317781457e-07
1922,4.721878654745382e-08,2.4420967070781785e-07
1923,5.095655009057509e-08,2.1656534787695136e-07
1924,3.480738541838946e-08,2.952182098781009e-07
1925,3.739380427525418e-08,3.035497226910877e-07
1926,7.133528523439736e-08,3.087480386909647e-07
1927,4.459689784130916e-08,3.411662836683149e-07
1928,4.4561561107769876e-08,2.9479186358649656e-07
1929,4.233354422567004e-08,3.3644028540891213e-07
1930,3.781297164273667e-08,3.823311569561838e-07
1931,2.737285687004487e-08,3.4672284243697504e-07
1932,3.06867030674951e-08,3.353618076573639e-07
1933,5.391211210792335e-08,3.165902633384121e-07
1934,3.9539214569117576e-08,3.5225845351760654e-07
1935,3.949533677882755e-08,3.865755671128568e-07
1936,3.3949199451654977e-08,3.164550541612243e-07
1937,3.27369078512163e-08,3.034459457040839e-07
1938,2.7226949583791793e-08,3.75991226597705e-07
1939,3.364691281149135e-08,3.1505745035076416e-07
1940,2.5357829391836617e-08,3.524738394489191e-07
1941,2.066051862925633e-08,3.8959835624297057e-07
1942,4.8547388331598995e-08,3.7927648111057977e-07
1943,5.2258234184421326e-08,3.2225909807337416e-07
1944,2.5705489292704442e-08,4.4020651301934777e-07
1945,2.6142048970001497e-08,3.507391390655812e-07
1946,5.8468637043063154e-08,4.1206468637255966e-07
1947,4.291513522325374e-08,3.099426355568369e-07
1948,3.479004218043258e-08,3.587723025333389e-07
1949,4.319483837278426e-08,3.828633161617745e-07
1950,4.3604982735701014e-08,4.6582883506118833e-07
1951,3.091806555222121e-08,3.6461993069281107e-07
1952,3.057993147592697e-08,3.237254855292804e-07
1953,2.4779802321184263e-08,4.6111982499041915e-07
1954,3.811289217559022e-08,4.407413740636912e-07
1955,2.3464019616170617e-08,4.2798372712482546e-07
1956,3.4012452632126156e-08,3.9157927034239037e-07
1957,3.887416683001632e-08,3.7902312222115597e-07
1958,3.8052320405768114e-08,4.541461509077749e-07
1959,2.2477167904710882e-08,4.6116950791486033e-07
1960,3.598833281381886e-08,4.145579293179935e-07
1961,4.863711611235999e-08,4.148050969376982e-07
1962,3.361236844412474e-08,3.6022311000749596e-07
1963,2.9743845164631466e-08,4.7396169478020056e-07
1964,2.494427064902993e-08,4.070174899339918e-07
1965,2.2435377999840966e-08,4.016479806523421e-07
1966,3.212663335361299e-08,4.464494143263664e-07
1967,4.289391819511934e-08,4.619724496279787e-07
1968,3.503304357721504e-08,3.7862635071661543e-07
1969,1.8621207575897358e-08,4.618967626157655e-07
1970,1.9774516912818285e-08,4.437769725029739e-07
1971,3.1858063742618015e-08,4.3779146263744906e-07
1972,2.5650733759263744e-08,5.017283797315031e-07
1973,2.8117339345712367e-08,4.4601819126910414e-07
1974,1.4626486743996026e-08,4.933626573944139e-07
1975,1.599214449754527e-08,5.037525721007796e-07
1976,1.7711933031350213e-08,4.2222962903792904e-07
1977,2.2331770210826107e-08,5.283226887087267e-07
1978,2.2574247471318643e-08,5.215838960737074e-07
1979,1.3459538261706427e-08,5.284331692223532e-07
