year,pièces_NOUN égales_ADJ,pièces_NOUN légales_ADJ
1881,5.5780060570498335e-09,4.5321300490286376e-08
1882,1.3310770263785798e-08,2.6621540527571597e-09
1883,8.847074184359371e-09,2.5909288936531993e-08
1884,1.2543224237049344e-08,3.1027976632458376e-08
1885,6.445635580831777e-09,1.353583467533781e-08
1886,4.5174246565693466e-09,2.5168509054651622e-08
1887,6.528924512139156e-09,2.0239665943222462e-08
1888,6.340614699951175e-09,1.6485598663962264e-08
1889,8.771191772893872e-09,8.14467782106476e-09
1890,1.1797895993481688e-08,1.4419650362640368e-08
1891,3.824531802365527e-09,1.466070642663908e-08
1892,3.761107425503951e-09,8.775916882086676e-09
1893,3.079208221734575e-09,2.463366621796581e-09
1894,6.301539290376468e-09,1.5753848003896564e-08
1895,4.814891596538473e-09,1.9259566386153892e-08
1896,4.717623180994224e-09,8.845543852942228e-09
1897,1.6897470089816125e-08,1.4566784223291052e-08
1898,2.26334195829736e-09,3.960848538042683e-09
1899,0.0,5.527578395003729e-09
1900,3.633737311048435e-09,8.30568502863116e-09
1901,1.2295225282343836e-08,2.2913829056392387e-08
1902,1.178468167495339e-08,1.0311596021495006e-08
1903,3.2401321625741275e-09,8.640352433531007e-09
1904,1.6123875568041512e-09,1.7736262236667244e-08
1905,2.580379465655369e-09,2.0643035725242953e-08
1906,1.0288369045596824e-09,1.2860461140462576e-08
1907,0.0,1.5942815068115124e-08
1908,6.875944702500192e-09,1.3751889405000384e-08
1909,9.351672325408344e-09,1.5402754627302784e-08
1910,2.67207544979442e-09,1.2825961626106164e-08
1911,2.128149656499545e-09,1.4897047151407605e-08
1912,7.293189607793238e-09,7.814131564032323e-09
1913,1.060597942803554e-09,1.96210621083992e-08
1914,1.0045115850232378e-08,4.018046340092951e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,4.394984820521586e-09,0.0
1917,2.1932848870420685e-09,3.289927441585405e-09
1918,6.89182577673364e-09,8.040463406189247e-09
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,4.543339038320937e-09,3.786115865267448e-09
1921,2.2718242842501013e-09,5.300923255902035e-09
1922,2.951174193910333e-09,1.1804696775641332e-08
1923,3.1847844361720945e-09,4.246379248229459e-09
1924,5.156649773851996e-09,6.445812328337297e-09
1925,4.399271169575059e-09,5.499089184013428e-09
1926,1.1146138456652466e-09,3.343841648018042e-09
1927,1.1149224876660924e-09,5.574612327308159e-09
1928,1.1426041224282812e-09,2.2852082892654835e-08
1929,5.570202965543558e-09,2.2280812750352652e-09
1930,0.0,1.05036033204442e-08
1931,3.4216069977333063e-09,1.8248570654577634e-08
1932,1.0959536611565568e-09,4.383814644626227e-09
1933,3.4411986593596566e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,1.677421224144382e-08
1935,4.787313656606784e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,6.295559185076627e-09,0.0
1938,6.482607339819424e-09,1.2965214457594243e-09
1939,3.058810094103137e-09,4.588215141154706e-09
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,0.0,1.4516175816936538e-08
1944,1.6065930807940276e-08,0.0
1945,1.5249527862692958e-08,0.0
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,5.960435700558264e-09,4.7683483828109274e-09
1948,3.2615663503321457e-09,7.610321262063735e-09
1949,0.0,5.890204768377316e-09
1950,0.0,3.190608444114673e-09
1951,7.462981344019681e-09,6.396841278899501e-09
1952,3.1634410646574906e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,5.386913581872932e-09
1954,2.9317608341017376e-09,3.9090144454689835e-09
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,5.232684952005684e-09,8.72114158667614e-10
1957,0.0,1.7670075402875796e-09
1958,1.6544486891589827e-09,1.2408365002158916e-08
1959,1.5501495642666896e-09,1.1626121398933265e-08
1960,5.536666680683311e-09,6.920833350854139e-10
1961,5.55852741612739e-09,2.779263708063695e-09
1962,3.170978146727066e-09,6.976152100435229e-09
1963,2.5864212993553792e-09,3.2330267352165265e-09
1964,6.083968440151466e-09,6.083968440151466e-09
1965,1.0944086747954884e-09,5.47204326295514e-09
1966,1.1078149508847446e-09,1.6617224263271169e-09
1967,2.465167847631733e-09,1.9721342336964653e-09
1968,5.3896989093971115e-09,4.491415683816058e-09
1969,3.1792304344691047e-09,9.083515273289322e-09
1970,2.7592350626548523e-09,1.1496812390987543e-08
1971,6.166076982339064e-09,2.0553589941130213e-09
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,2.205281512956958e-09,5.513203671370093e-09
1974,3.937900228123681e-09,3.3753431161187564e-09
1975,2.2845920710778955e-09,1.7134440533084216e-09
1976,3.4281160132820787e-09,1.142705374768127e-09
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,1.7821774056514528e-09,4.752473081737207e-09
1979,4.096381456264453e-09,2.925986564150662e-09
1980,5.116635559687666e-09,2.8425752862659692e-09
1981,1.8976649140967083e-09,2.5302198114474095e-09
1982,4.345251713999687e-09,2.483000915987077e-09
1983,0.0,3.157658134966823e-09
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,4.210890747202711e-09,3.609334831011779e-09
1986,4.196139880008332e-09,1.019062523255343e-08
1987,3.0554083707556856e-09,6.110816741511371e-09
1988,1.1993107618124554e-09,1.798966087207532e-09
1989,2.1952488715726304e-09,2.7440609784434855e-09
1990,5.44865097484859e-10,1.089730194969718e-09
1991,1.1722930404189924e-09,1.7584396161396398e-09
1992,0.0,4.4079553340736766e-09
1993,3.877445031719162e-09,3.877445031719162e-09
1994,2.637463358823311e-09,4.2199412852994556e-09
1995,3.253470381991974e-09,9.760411145975922e-09
1996,1.067618438099771e-09,6.939520069693117e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,4.768129224785866e-10,2.3840645013706308e-09
1999,4.570201161957499e-10,1.0054442611817649e-08
2000,3.092622158362701e-09,3.092622158362701e-09
2001,2.6287270138425356e-09,3.943090742808408e-09
2002,3.066854992184176e-09,2.6287327870022636e-09
2003,3.7502307925763034e-09,1.2500769308587678e-09
2004,3.523833003171717e-09,1.7619165015858584e-09
2005,1.8014998381943315e-09,1.3511248786457486e-09
2006,0.0,0.0
2007,0.0,2.3966877371606188e-09
2008,1.7029758714315335e-09,1.2772318758180745e-09
2009,2.384096253749135e-09,1.430457752249481e-09
2010,4.723793023408973e-10,1.8895172093635892e-09
2011,7.64794394481072e-10,7.64794394481072e-10
2012,2.0425516833455504e-09,2.0425516833455504e-09
2013,2.789125042035323e-10,3.3469500504423877e-09
2014,4.330890368553497e-10,1.9489005964601347e-09
2015,1.329945265027277e-09,2.438232948875907e-09
2016,2.4856081637381067e-09,2.278474076078396e-09
2017,1.7609279590047322e-09,2.0124890642847504e-09
2018,1.8070267504555204e-09,1.0325866828253538e-09
2019,1.7856913725466939e-09,3.5713827450933877e-09
