year,diverses_ADJ armes_NOUN,diverses_ADJ larmes_NOUN
1935,5.744776387928141e-08,0.0
1936,6.183604739362636e-08,0.0
1937,1.0072894318646775e-07,0.0
1938,6.482607517455108e-08,0.0
1939,1.0858775656430453e-07,0.0
1940,3.803674530900025e-08,0.0
1941,6.788455664263893e-08,0.0
1942,5.158160121254696e-08,0.0
1943,6.387117679196308e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,4.357008265287732e-08,0.0
1946,5.0115975369635635e-08,1.3921104269343232e-09
1947,4.887557025767819e-08,0.0
1948,5.0010683594337024e-08,1.0871887834440486e-09
1949,5.5956945743673714e-08,0.0
1950,7.870167184620414e-08,0.0
1951,4.051332780363737e-08,0.0
1952,4.956057908511724e-08,0.0
1953,5.063698993446053e-08,0.0
1954,4.9839935289952564e-08,0.0
1955,3.472674947602172e-08,0.0
1956,2.9651880950609666e-08,0.0
1957,6.184526535335522e-08,0.0
1958,4.4670112941957996e-08,0.0
1959,3.1778064624177205e-08,0.0
1960,4.0832916214927906e-08,0.0
1961,4.0994138916783385e-08,0.0
1962,4.0588520322515365e-08,0.0
1963,3.556329275511416e-08,0.0
1964,6.08396817369794e-08,0.0
1965,4.2134733035936733e-08,0.0
1966,3.489617128593636e-08,0.0
1967,2.5637744371920235e-08,0.0
1968,3.5482184301827147e-08,0.0
1969,5.268438924010965e-08,4.5417578031781147e-10
1970,3.357069289222636e-08,0.0
1971,4.162102129612322e-08,0.0
1972,4.001514497531389e-08,0.0
1973,3.473318344049403e-08,0.0
1974,3.4878542720662153e-08,0.0
1975,2.4559364319998167e-08,0.0
1976,3.7709277478370495e-08,0.0
1977,5.582942608217678e-08,5.876781838942691e-10
1978,4.217819871144002e-08,0.0
1979,3.2185852205657284e-08,0.0
1980,3.240536017301565e-08,0.0
1981,3.479052207433497e-08,0.0
1982,4.841851830583721e-08,0.0
1983,3.7891895288133526e-08,0.0
1984,3.4794050585151837e-08,0.0
1985,3.789801472642296e-08,0.0
1986,2.6375735373562748e-08,0.0
1987,2.3832186002437084e-08,0.0
1988,3.17817344663851e-08,0.0
1989,3.567279449612215e-08,0.0
1990,4.086488303300939e-08,0.0
1991,2.6376593353916178e-08,5.861465202094962e-10
1992,4.518154383958972e-08,0.0
1993,2.4926434250005514e-08,0.0
1994,2.4264663167627987e-08,0.0
1995,2.4401028753118226e-08,0.0
1996,2.028474987980644e-08,0.0
1997,4.123609131934103e-08,0.0
1998,2.8131962537258914e-08,0.0
1999,2.1479944767310855e-08,0.0
2000,2.164835433138279e-08,0.0
2001,3.066848161537017e-08,0.0
2002,2.9792305511477934e-08,0.0
2003,3.250199914761609e-08,0.0
2004,2.7309706496225772e-08,4.404791253964646e-10
2005,2.522099862289906e-08,0.0
2006,2.84134404893166e-08,0.0
2007,2.476577201648844e-08,0.0
2008,2.724761327677072e-08,0.0
2009,2.384096298158056e-08,0.0
2010,2.3146585093059002e-08,9.447586046817946e-10
2011,2.944458452058818e-08,0.0
2012,2.995742459654949e-08,0.0
2013,2.7612338693305816e-08,0.0
2014,2.5335709308293985e-08,0.0
2015,2.659890459277836e-08,0.0
2016,3.666271922164732e-08,8.285360175719347e-10
2017,2.742016269596803e-08,2.515611330355938e-10
2018,2.684725330936999e-08,0.0
2019,2.525477932335818e-08,0.0
