year,diverses_ADJ armes_NOUN,diverses_ADJ larmes_NOUN
1800,1.0061326349841693e-07,0.0
1801,4.7623650800687756e-08,0.0
1802,1.3874608839614666e-07,0.0
1803,7.80135707145746e-08,0.0
1804,5.6852570651244605e-08,0.0
1805,1.705726617728942e-07,0.0
1806,2.5935023018064385e-08,0.0
1807,5.693910054560547e-08,0.0
1808,1.8128591960930862e-08,0.0
1809,4.2921579401777876e-08,0.0
1810,3.978215445954447e-08,0.0
1811,2.757784400841956e-08,0.0
1812,1.600324850414836e-08,0.0
1813,4.026038169513413e-08,0.0
1814,9.754699448194515e-08,0.0
1815,4.8550024445148665e-08,0.0
1816,3.036061002603674e-07,0.0
1817,1.7748357095115352e-07,0.0
1818,7.987188865854478e-08,0.0
1819,1.0868602373648173e-07,0.0
1820,1.6138415048772004e-07,0.0
1821,1.0551792684054817e-07,0.0
1822,8.521773509073682e-08,0.0
1823,5.6331316500290995e-08,0.0
1824,1.423168063396929e-07,0.0
1825,1.1711238978584504e-07,0.0
1826,1.64709305749966e-07,0.0
1827,5.991227425283796e-08,0.0
1828,1.7977710342620412e-07,0.0
1829,7.80158993518576e-08,0.0
1830,1.3985360292068094e-07,2.0873671680021744e-09
1831,2.05803914354874e-07,0.0
1832,1.5153565868786245e-07,1.3529969367098715e-09
1833,1.482704448108052e-07,0.0
1834,1.3908450569033448e-07,0.0
1835,1.0512692227848675e-07,0.0
1836,1.0282747808787462e-07,0.0
1837,1.1619678019769708e-07,0.0
1838,1.3318661729044834e-07,0.0
1839,1.3703291390498862e-07,0.0
1840,1.4395495906427414e-07,0.0
1841,1.0144466378037009e-07,0.0
1842,9.928232458378261e-08,0.0
1843,1.0514301607145171e-07,0.0
1844,1.0428266250528395e-07,0.0
1845,1.0881444723054301e-07,0.0
1846,8.664662232149567e-08,0.0
1847,9.384209143092903e-08,0.0
1848,1.7940844543318235e-07,0.0
1849,1.835091865132199e-07,0.0
1850,1.3170652835015062e-07,0.0
1851,1.8896855991101802e-07,0.0
1852,2.1549905682149983e-07,0.0
1853,1.4631233113959752e-07,0.0
1854,9.975676107387699e-08,0.0
1855,1.0083180512765466e-07,0.0
1856,1.0406150552366711e-07,5.177189232874468e-10
1857,1.0299984154471531e-07,0.0
1858,6.410715513993637e-08,0.0
1859,9.573285808528453e-08,0.0
1860,1.5882828660607196e-07,0.0
1861,1.108251481696243e-07,0.0
1862,1.4050937147125353e-07,0.0
1863,1.7730904233737022e-07,0.0
1864,1.1027874080582478e-07,0.0
1865,8.095772430216641e-08,0.0
1866,1.2115376080146234e-07,0.0
1867,1.4024625727415696e-07,0.0
1868,1.0966520136435065e-07,0.0
1869,5.07885999923019e-08,5.371870948067681e-09
1870,1.1066714167284886e-07,0.0
1871,2.995172110331623e-07,0.0
1872,1.7960597631372366e-07,0.0
1873,1.9933395378757268e-07,0.0
1874,1.5713222012436745e-07,0.0
1875,2.1627372870369754e-07,0.0
1876,1.426859483899534e-07,0.0
1877,1.2184087438971147e-07,4.329371083855449e-09
1878,1.6124366197800555e-07,2.4156354694326865e-09
1879,1.2951770145264163e-07,1.832797580370027e-09
1880,1.713564898864206e-07,0.0
1881,1.3526664105478758e-07,4.8807553554297556e-09
1882,7.587139094766826e-08,6.655385131892899e-10
1883,1.5987926921257056e-07,1.2638677882037541e-09
1884,1.3071360172034474e-07,1.3203393933736152e-09
1885,1.2375620372928609e-07,6.445635691854079e-10
1886,1.4262154479638411e-07,6.453463874400711e-10
1887,1.4037188122983935e-07,1.3057849246322917e-09
1888,1.3885946259506454e-07,0.0
1889,9.397704986424671e-08,0.0
1890,1.3567579593143364e-07,0.0
1891,1.3704573609274462e-07,0.0
1892,1.028036000771948e-07,6.268512375839919e-10
1893,1.0777228709457631e-07,0.0
1894,1.4304494300176884e-07,6.301539290376468e-10
1895,9.810341339289153e-08,1.2037228991346183e-09
1896,1.0378770931573911e-07,0.0
1897,9.206207352008278e-08,0.0
1898,1.0694290608626034e-07,5.6583548957434e-10
1899,1.2658153991651488e-07,0.0
1900,1.0537837624724489e-07,0.0
1901,9.724405458655383e-08,0.0
1902,4.566564015817676e-08,0.0
1903,1.344654805279788e-07,0.0
1904,7.954444924962445e-08,0.0
1905,1.0321518023603815e-07,1.0321518084666081e-09
1906,1.013404320460154e-07,0.0
1907,1.4194247377474767e-07,0.0
1908,9.773664544354688e-08,0.0
1909,8.471514634234012e-08,0.0
1910,1.1383040998680372e-07,0.0
1911,1.0374729697559815e-07,0.0
1912,1.192957461704225e-07,0.0
1913,9.174172532766534e-08,0.0
1914,1.3460454195701743e-07,0.0
1915,1.6610874808975495e-07,0.0
1916,1.1646709907608965e-07,1.0987462051303964e-09
1917,1.370803062172854e-07,0.0
1918,1.389851576050205e-07,0.0
1919,1.022071174361372e-07,0.0
1920,7.420786829470671e-08,0.0
1921,4.770830841493989e-08,0.0
1922,5.1645550058765366e-08,7.377935484775833e-10
1923,1.3482254246355296e-07,0.0
1924,8.250639593754272e-08,0.0
1925,7.6987248576188e-08,1.0998177923937646e-09
1926,6.13037585139864e-08,0.0
1927,7.692965198202728e-08,3.3447675740205796e-09
1928,9.712135096151542e-08,0.0
1929,7.909688548579652e-08,0.0
1930,1.008345975606062e-07,0.0
1931,6.843213817830929e-08,0.0
1932,7.0141032981752e-08,0.0
1933,5.1617981000617874e-08,0.0
1934,5.990790441501304e-08,0.0
