year,les_DET ivres_ADJ,les_DET livre_NOUN
1845,1.674068439427856e-09,4.793415808723722e-07
1846,0.0,5.245632954675727e-07
1847,5.393223645455691e-10,4.940192690483514e-07
1848,6.43617736884039e-09,4.642092962803268e-07
1849,0.0,4.524883967516047e-07
1850,0.0,4.6436733125432283e-07
1851,3.2247193804124663e-09,5.398179978577389e-07
1852,6.510545436100301e-10,4.342533848067376e-07
1853,3.5831591027601917e-09,4.7178260542679595e-07
1854,5.195664454227256e-10,4.618945608769742e-07
1855,2.653468555990912e-09,4.723174136245234e-07
1856,0.0,4.794077264058672e-07
1857,9.763018171682347e-10,4.55932952059257e-07
1858,0.0,4.678354192932943e-07
1859,5.092173349652285e-10,4.878302048982874e-07
1860,4.577183909670879e-10,5.506352337425469e-07
1861,9.431927461278633e-10,4.6169285883301825e-07
1862,4.517986262886353e-10,4.2694969004664074e-07
1863,9.989241656072068e-10,4.6050405044795184e-07
1864,0.0,4.991311924884556e-07
1865,5.177528628053096e-09,5.205769691984941e-07
1866,9.731225825149181e-10,4.5834074785533474e-07
1867,4.85281148598915e-09,4.430617011053073e-07
1868,9.87974813071446e-10,4.3223899004463107e-07
1869,9.767038289254515e-10,4.087505494076993e-07
1870,5.734048791339319e-10,3.8303446459053703e-07
1871,0.0,4.216607278895168e-07
1872,2.4189357183956872e-09,3.707018862986189e-07
1873,1.7958012854535355e-09,4.4116852015996244e-07
1874,1.7923826867161097e-09,4.522779145643696e-07
1875,1.1443054281912168e-09,3.9764613768422663e-07
1876,1.209202959984168e-09,3.4704125417839293e-07
1877,6.184815992682502e-10,3.358355100679944e-07
1878,9.058632954861423e-09,3.4000068294126606e-07
1879,7.331190321480108e-09,3.476206084096489e-07
1880,0.0,4.056078786174311e-07
1881,2.091752326904839e-09,3.688456609030055e-07
1882,1.3310770263785798e-09,3.1413418666303983e-07
1883,0.0,2.7236350708115253e-07
1884,1.9805090900604227e-09,3.44608593216833e-07
1885,6.445635691854079e-10,3.2486004697407367e-07
1886,1.2906927748801422e-09,2.8782449351671957e-07
1887,1.3057849246322917e-09,3.51909041740317e-07
1888,0.0,3.430272432769499e-07
1889,4.385595886446936e-09,3.5335372450262525e-07
1890,5.243509182406569e-09,3.106779271622173e-07
1891,0.0,3.6906734379726913e-07
1892,1.2537024751679837e-09,3.3411172362107777e-07
1893,0.0,2.8944558061461123e-07
1894,0.0,3.1885789186780755e-07
1895,6.018614495673091e-10,3.0213444079940643e-07
1896,5.89702897624278e-10,2.4118848174214946e-07
1897,1.1653427112179315e-09,2.831782902612545e-07
1898,1.6975064687230201e-09,2.58020994237107e-07
1899,1.6582735185011188e-09,2.9572543702727216e-07
1900,1.038210628578895e-09,2.678583421733549e-07
1901,2.794369402536745e-09,2.391980202798294e-07
1902,2.9461704187383475e-09,2.469872740773482e-07
1903,5.400220270956879e-10,3.0727252009477013e-07
1904,0.0,2.6335664671250925e-07
1905,0.0,2.8848641830947486e-07
1906,1.5432553013283723e-09,2.6081015191969925e-07
1907,0.0,2.4531364262170285e-07
1908,1.964555629285769e-09,2.480251493075514e-07
1909,5.500983557560346e-10,2.5029474937099394e-07
1910,5.344150677544235e-10,2.4262443532041544e-07
1911,3.7242617878519013e-09,2.734672198689836e-07
1912,6.251305251225858e-09,2.7245272832265854e-07
1913,2.121195885607108e-09,2.5136169878869907e-07
1914,1.3393487430235496e-09,2.3371636181934718e-07
1915,1.1780762143587253e-08,2.415056205018473e-07
1916,0.0,1.757993912665512e-07
1917,1.0966424435210342e-09,2.8622368830610867e-07
1918,2.2972752589112133e-09,2.7337575492225596e-07
1919,9.207848372660976e-10,2.891264366811086e-07
1920,0.0,2.1580859854708478e-07
1921,2.2718242842501013e-09,1.8250321126567215e-07
1922,2.2133805899215986e-09,2.1100895286618737e-07
1923,0.0,2.494747843861944e-07
1924,1.289162443462999e-09,2.410733868085657e-07
1925,0.0,1.9576756349337643e-07
1926,0.0,2.1957893425739172e-07
1927,0.0,2.765007844907075e-07
1928,2.2852082448565625e-09,1.988131161922979e-07
1929,2.2280812750352652e-09,2.1835196761799125e-07
1930,0.0,1.9431665987390545e-07
1931,0.0,2.0073427986488923e-07
1932,2.1919073223131136e-09,1.9179189725271328e-07
1933,1.1470662197865522e-09,2.2482498507336857e-07
1934,3.5944740517379614e-09,2.2884818662305406e-07
1935,1.196828414151696e-09,1.8311475002974476e-07
1936,0.0,2.0248273058243171e-07
1937,1.2591118148108649e-09,1.787938768149644e-07
1938,0.0,1.970712553145404e-07
1939,0.0,2.156461178515201e-07
1940,0.0,1.4707540341163394e-07
1941,0.0,1.8004165358576074e-07
1942,0.0,1.790184902539238e-07
1943,2.9032352077962287e-09,1.945167584782581e-07
1944,0.0,2.3456259512499855e-07
1945,0.0,1.917083607416714e-07
1946,1.3921104269343232e-09,1.851506832295513e-07
1947,0.0,2.396095060142045e-07
1948,2.174377566888097e-09,1.9460678557514655e-07
1949,0.0,1.865231584741167e-07
1950,0.0,1.9250003902016033e-07
1951,0.0,2.1749259437875423e-07
1952,0.0,1.5079069937140588e-07
1953,1.0773827385790469e-09,1.5622050031360857e-07
1954,0.0,1.7883741221247362e-07
1955,0.0,1.9334352563404877e-07
1956,0.0,1.9099299475300313e-07
1957,0.0,1.6344819631086693e-07
1958,8.272243445794913e-10,1.4062814379656174e-07
1959,0.0,1.8214257879733964e-07
1960,6.920833350854139e-10,2.0970124470220952e-07
1961,2.779263708063695e-09,1.7926250872601912e-07
1962,6.341956404476434e-10,1.3444946922458456e-07
1963,0.0,1.7329022083956147e-07
1964,1.2167936658258327e-09,1.612251663285491e-07
1965,1.0944086747954884e-09,1.7838861510188764e-07
1966,1.1078149508847446e-09,1.395846782603627e-07
1967,0.0,2.0559499369632306e-07
1968,4.4914158503495116e-10,1.7157208753726394e-07
1969,4.5417578031781147e-10,1.7576602340252379e-07
1970,0.0,1.79350281126478e-07
1971,3.5968783507200897e-09,1.9217606128663078e-07
1972,1.0260293725750103e-09,1.5595645930233104e-07
1973,1.102640756478479e-09,1.433432952335778e-07
1974,1.1251143350321513e-09,1.7270505536792768e-07
1975,0.0,1.5763684668712585e-07
1976,5.713526873840635e-10,1.5197982056180948e-07
1977,5.876781838942691e-10,1.3810436771954926e-07
1978,2.3762365408686037e-09,1.687127874072658e-07
1979,5.851973350345929e-10,1.5332169611692592e-07
1980,5.685150683554241e-10,1.8135630641680223e-07
1981,1.2651099057237047e-09,1.4991552454990398e-07
1982,6.207502289967692e-10,1.5146305887281386e-07
1983,0.0,1.496729957750631e-07
1984,5.799008495621649e-10,1.5947272768990217e-07
1985,1.2031116103372597e-09,1.112878231790404e-07
1986,1.1988970927134801e-09,1.6724614992913445e-07
1987,3.0554083707556856e-09,1.2588282904957282e-07
1988,1.1993107618124554e-09,1.3012521532518306e-07
1989,5.488122178931576e-10,1.470816679560727e-07
1990,2.724325431913144e-09,1.3294708506306208e-07
1991,0.0,1.5005351139407708e-07
1992,0.0,1.3499363293867361e-07
1993,0.0,1.528821281238102e-07
1994,1.0549853213248639e-09,1.5350036591810223e-07
1995,1.0844901643380922e-09,1.5508209194603495e-07
1996,0.0,1.3612135640883594e-07
1997,4.79489448146353e-10,1.6494436527736411e-07
1998,9.536258449571733e-10,1.44951126102022e-07
1999,0.0,1.3573497398278178e-07
2000,1.3254094488601709e-09,1.3960979183824662e-07
2001,0.0,1.358175638621617e-07
2002,4.38122149670761e-10,1.5553336374374283e-07
2003,0.0,1.1917399556082842e-07
2004,1.3214374039449694e-09,1.4844146822845516e-07
2005,0.0,1.4862373831636688e-07
2006,0.0,1.293017496961646e-07
2007,7.988958938831558e-10,1.318178286524585e-07
2008,0.0,1.158023580916101e-07
2009,0.0,1.2588028730498024e-07
2010,4.723793023408973e-10,1.2943192873038356e-07
2011,7.64794394481072e-10,1.2236710467128376e-07
2012,3.404252713057332e-10,1.3208500881933816e-07
2013,2.789125042035323e-10,1.3164670542575863e-07
2014,1.0827225782605865e-09,1.3035980682418735e-07
2015,2.2165753954528356e-10,1.3521110049652396e-07
2016,8.285360175719347e-10,1.5928604729653628e-07
2017,2.515611330355938e-10,1.9772705131537727e-07
2018,0.0,1.277826031653717e-07
2019,1.53059265262101e-09,1.3010037352989556e-07
