year,premiers_ADJ yeux_NOUN,premiers_ADJ lieux_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,3.5717739876872656e-08
1802,0.0,6.713520406265161e-08
1803,1.1702034896643454e-08,7.801356893821776e-09
1804,5.19088700912107e-08,5.190886831485386e-08
1805,1.1371510844071508e-08,1.7057266488151868e-08
1806,0.0,4.034336686942197e-08
1807,0.0,1.7081730252499483e-08
1808,0.0,1.5862518409903714e-08
1809,1.8072244145628247e-08,3.840352036377226e-08
1810,2.3401266702194334e-08,1.4040760554223652e-08
1811,2.5070767684098882e-09,1.2535384286138651e-08
1812,0.0,1.600324850414836e-08
1813,0.0,6.039057609541487e-08
1814,0.0,6.608021863030444e-08
1815,0.0,1.8880564667256294e-08
1816,0.0,3.0128852301913867e-08
1817,0.0,6.227493543065066e-08
1818,0.0,1.4305412854298538e-08
1819,2.070210003424222e-09,2.173720581311045e-08
1820,1.1866481131050932e-09,1.1866481131050932e-08
1821,4.930744257336528e-09,4.930744168518686e-08
1822,0.0,4.712039469723095e-08
1823,5.929612356680991e-09,3.9530746676064155e-08
1824,0.0,4.29476756380609e-08
1825,2.641632912414593e-09,3.78634048558979e-08
1826,0.0,2.290075862276808e-08
1827,4.608636583469661e-09,2.2121454890111636e-08
1828,1.8344602503717056e-09,2.109629271274116e-08
1829,4.200856196234781e-08,1.800366966620004e-08
1830,0.0,3.757260813586072e-08
1831,2.0268567268999504e-08,1.4032085715598441e-08
1832,1.3529969367098715e-09,2.4353944638733083e-08
1833,0.0,3.243415847009601e-08
1834,5.600718555598405e-09,4.1071935186209885e-08
1835,1.5126175867408165e-09,1.0437061348511634e-07
1836,1.3441500135158435e-09,8.602560086501398e-08
1837,2.0873671680021744e-09,4.313892532081809e-08
1838,0.0,3.408567295082321e-08
1839,3.4957374772659477e-09,3.705481788074394e-08
1840,7.0066574764382494e-09,4.203994591334137e-08
1841,6.420548537278137e-09,4.6227949468402585e-08
1842,4.024959032733477e-09,2.4820580257767233e-08
1843,2.3627644285539873e-09,2.7171791094904307e-08
1844,4.390849017710252e-09,2.5247381074677833e-08
1845,4.464182357111213e-09,2.399498022498392e-08
1846,5.269050973311096e-09,3.454155717008689e-08
1847,1.6179670936367074e-09,1.9954928376364478e-08
1848,7.24069959545659e-09,2.011305433313737e-08
1849,3.3517659758786067e-09,3.100383594301093e-08
1850,1.3577992064028876e-09,2.4440385715251978e-08
1851,1.2898877521649865e-09,1.7413483988093503e-08
1852,6.510545436100301e-09,1.4974254725075298e-08
1853,5.971931837933653e-10,4.717826129763125e-08
1854,0.0,2.7537021551893304e-08
1855,1.5920811335945473e-09,1.963566731433275e-08
1856,1.5531567143511893e-09,1.7602443946884705e-08
1857,0.0,3.612316845647001e-08
1858,7.829881631948865e-09,2.300027723833864e-08
1859,0.0,1.9350258284589472e-08
1860,4.577183909670879e-10,2.4716793944890014e-08
1861,7.545541969022906e-09,9.903524222920623e-09
1862,1.2650361647104091e-08,3.207770404856092e-08
1863,2.4973103585068657e-09,1.6482248454963155e-08
1864,2.8768367688059016e-09,9.589456340108882e-09
1865,1.1296426905005319e-08,1.7415324293779122e-08
1866,9.731225825149181e-10,3.405929049904444e-08
1867,6.79393608038481e-09,1.164674756637396e-08
1868,1.4819622196071691e-09,1.0373735648272486e-08
1869,1.953407657850903e-09,2.6371003158942585e-08
1870,1.1468097582678638e-09,2.2362790730312554e-08
1871,1.0621177271019633e-09,1.5931766128574054e-08
1872,4.23313739617015e-09,1.4513614310374123e-08
1873,4.788803575905831e-09,1.5563610844537834e-08
1874,1.1949218503559678e-08,5.974609251779839e-09
1875,5.149374260327022e-09,8.58229043387837e-09
1876,1.209202959984168e-08,3.4462285469771814e-08
1877,7.421779191219002e-09,3.64904160221613e-08
1878,3.0195443923020093e-09,1.3285995414946683e-08
1879,1.1607718342077078e-08,1.221865097988939e-08
1880,5.134277003548959e-09,1.1552122813895949e-08
1881,0.0,1.1853263259808955e-08
1882,7.986462158271479e-09,3.8601232432711186e-08
1883,3.159669414998234e-09,1.9589950994713945e-08
1884,4.621187876807653e-09,2.6406788755650723e-08
1885,5.80107206715752e-09,1.0957580620640783e-08
1886,5.808117542471791e-09,2.1296431285122708e-08
1887,3.264462256069578e-09,1.566941953967671e-08
1888,8.242799331981132e-09,8.876860135842435e-09
1889,3.759081934617825e-09,7.51816386923565e-09
1890,5.898947996740844e-09,5.898947996740844e-09
1891,3.1871101313640793e-09,1.1473596295275001e-08
1892,1.4417578242387208e-08,1.191017329205124e-08
1893,3.695050043717174e-09,2.278614097406262e-08
1894,6.301539290376468e-10,5.041231432301174e-09
1895,4.213029924926559e-09,1.0833506536300774e-08
1896,2.948514543632541e-09,1.2383760683576384e-08
1897,6.992056267307589e-09,1.3401440845939305e-08
1898,1.13167097914868e-09,1.4711722506888236e-08
1899,4.4220627160029835e-09,1.2160672469008205e-08
1900,7.786579381274805e-09,7.786579381274805e-09
1901,3.912117296778206e-09,1.676621685930968e-08
1902,9.329538919189417e-09,9.820567470342212e-09
1903,1.3500550899436803e-08,1.6200660368781428e-08
1904,4.299700151477737e-09,8.061937784020756e-09
1905,5.160758931310738e-09,1.857873321853276e-08
1906,4.115347618238729e-09,1.18316245689698e-08
1907,2.057137349353866e-09,7.71426478252124e-09
1908,2.9468334439286537e-09,8.349361202419914e-09
1909,1.6502950117569526e-09,1.320236009405562e-08
1910,5.344150677544235e-10,1.2825961626106164e-08
1911,5.320374141248863e-10,1.2236860413850081e-08
1912,5.730363294986773e-09,1.510732161591477e-08
1913,5.30298971401777e-10,5.833288518886093e-09
1914,2.0090231700464756e-09,6.027069510139427e-09
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,5.493730803607377e-09,2.197492410260793e-09
1917,4.386569774084137e-09,2.0836205649743533e-08
1918,0.0,0.0
1919,8.287063479883727e-09,6.4454939163738345e-09
1920,1.514446346106979e-09,7.572231730534895e-09
1921,4.543648568500203e-09,3.7863738810983705e-09
1922,7.377935595798135e-09,1.3280283539529592e-08
1923,5.307974060286824e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,7.734974438733389e-09
1925,1.0998177923937646e-09,2.1996355847875293e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,0.0,5.574612327308159e-09
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,2.2280812750352652e-09,1.5596569369336066e-08
1930,1.0503603542488804e-09,2.10072066408884e-08
1931,0.0,7.983749661377715e-09
1932,4.383814644626227e-09,8.767629289252454e-09
1933,1.1470662197865522e-09,1.7205993074753678e-08
1934,7.188948103475923e-09,1.1981580172459871e-08
1935,1.196828414151696e-09,1.9149254626427137e-08
1936,1.2124714565686645e-08,8.487299751891442e-09
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,2.5930428915188486e-09,1.2965214457594243e-09
1939,0.0,1.8352860564618823e-08
1940,0.0,3.296517903095264e-08
1941,5.9030051957620344e-09,2.3612020783048138e-08
1942,0.0,1.517105907566929e-08
1943,0.0,1.7419411690866582e-08
1944,9.639558484764166e-09,9.639558484764166e-09
1945,1.089252066321933e-08,1.9606536394434215e-08
1946,2.7842208538686464e-09,1.2528993842408909e-08
1947,3.5762612871081956e-09,8.344609891963728e-09
1948,1.195907639583993e-08,2.391815279167986e-08
1949,1.9634016634739737e-09,1.9634017078828947e-08
1950,6.381216888229346e-09,8.508289184305795e-09
1951,3.1984206394497505e-09,9.595261474260042e-09
1952,3.1634410646574906e-09,1.5817205323287453e-08
1953,2.1547654771580937e-09,1.1851209791302608e-08
1954,2.9317608341017376e-09,1.2704297169818801e-08
1955,9.385607846468247e-09,2.3464020060259827e-08
1956,7.849027205963921e-09,1.657016923672927e-08
1957,7.951533653738352e-09,2.6505112771246786e-08
1958,1.6544486891589827e-09,2.4816730004317833e-08
1959,7.750747821333448e-10,1.0851047171911432e-08
1960,1.3841666701708277e-09,1.591791587429725e-08
1961,7.64297514166401e-09,2.084447814354462e-08
1962,2.5367825617905737e-09,1.6489087428794846e-08
1963,8.405868889838075e-09,2.0691370394843034e-08
1964,1.8251904432275978e-09,2.068549243006146e-08
1965,1.0944086747954884e-09,2.2982582947861374e-08
1966,3.8773522170743036e-09,1.8832853498906843e-08
1967,1.9721342336964653e-09,1.7749208325312793e-08
1968,8.084548142051062e-09,1.7516521566562915e-08
1969,3.1792304344691047e-09,2.3162964879475112e-08
1970,2.7592350626548523e-09,1.839489982558007e-08
1971,1.541519245584766e-09,2.826118561394253e-08
1972,3.5911027485013847e-09,2.3598675014113724e-08
1973,2.7566018356850464e-09,1.6539610570021068e-08
1974,4.500457340128605e-09,1.912694358452427e-08
1975,1.7134440533084216e-09,1.9990180177842376e-08
1976,2.285410749536254e-09,1.9997344224975677e-08
1977,1.1753563677885381e-09,3.114694280270669e-08
1978,5.346532105932056e-09,2.970295653881294e-08
1979,1.1703946700691858e-09,3.2771051650115623e-08
1980,6.253665585376211e-09,2.4446148216838992e-08
1981,2.5302198114474095e-09,3.7320742052315836e-08
1982,1.2415004579935385e-09,3.1658260013500694e-08
1983,3.78918940668882e-09,3.157657957331139e-08
1984,1.1598016991243298e-09,2.7255339318799088e-08
1985,6.015558051686298e-10,2.466378745680231e-08
1986,5.395036861699509e-09,4.016305427123612e-08
1987,1.8332451112712533e-09,2.994300346559342e-08
1988,5.396898483667201e-09,4.017691068725071e-08
1989,1.0976244357863152e-09,3.8965665916101955e-08
1990,1.6345953479657283e-09,3.923028618624258e-08
1991,1.7584396161396398e-09,4.4547135757966316e-08
1992,7.713921945651236e-09,4.4079552452558346e-08
1993,2.2156829704300662e-09,4.542150000563794e-08
1994,4.747434001473039e-09,6.224413318101085e-08
1995,3.253470381991974e-09,4.554858534788764e-08
1996,3.2028553142993132e-09,5.551616033550033e-08
1997,2.876936688878118e-09,5.897720356529135e-08
1998,3.337690568372409e-09,4.815810650260488e-08
1999,2.7421207526856506e-09,6.94670551359966e-08
2000,8.836062992401139e-10,5.964342619790841e-08
2001,8.762423564512289e-10,6.133696217602846e-08
2002,2.1906108038649563e-09,6.352771464435136e-08
2003,5.8336921959778465e-09,8.625530378836288e-08
2004,3.9643119897903034e-09,8.94172629273271e-08
2005,1.8014998381943315e-09,8.061711498363877e-08
2006,2.0589450144825605e-09,7.000412799440525e-08
2007,1.5977917877663117e-09,7.349841979475968e-08
2008,1.2772318758180745e-09,8.770326009877039e-08
2009,2.860915504498962e-09,9.488703045512636e-08
2010,4.723792912386671e-09,6.424358611756276e-08
2011,0.0,6.462512658345076e-08
2012,4.765953853791416e-09,6.944675590148108e-08
2013,1.3945624655065103e-09,4.908860123942205e-08
2014,4.547434873103384e-09,4.0710368409691e-08
2015,4.654808538617772e-09,4.876465864445123e-08
2016,6.421154274960372e-09,4.0391132216655024e-08
2017,3.773417134311785e-09,5.6601255238319936e-08
2018,3.3559066636712487e-09,4.930601288366532e-08
2019,3.06118530524202e-09,4.38769906518921e-08
