year,deux_DET âmes_NOUN,deux_DET ames_NOUN,deux_DET lames_NOUN
1828,1.1465376559272045e-07,1.6418419562791442e-07,1.129110302144909e-06
1829,1.5003057801665776e-07,1.920391397014498e-07,1.137660408545571e-06
1830,1.5237780393029254e-07,1.0228099256437417e-07,1.4580260057073247e-06
1831,2.1515865000765189e-07,2.479001852684348e-07,1.272242446503924e-06
1832,2.516574335587052e-07,2.4353945193844595e-07,1.2582871988797706e-06
1833,2.1545548456458619e-07,2.0271349576717057e-07,1.202380655485058e-06
1834,1.8762407827388472e-07,2.623003085844289e-07,1.273229973008938e-06
1835,1.8680826485706348e-07,1.5882484660778573e-07,1.3878266003075623e-06
1836,2.7891112708289256e-07,2.7420659765020616e-07,1.2675334595257937e-06
1837,2.720535321465434e-07,1.148051994581678e-07,1.8535821340037728e-06
1838,2.5627376221137865e-07,1.1677499434092908e-07,1.56036638188084e-06
1839,2.2652380105014913e-07,7.970281545865987e-08,1.415773695612188e-06
1840,2.9109478250077814e-07,6.81556712733844e-08,1.284766167231055e-06
1841,2.81220035702745e-07,1.386838461847617e-07,1.1672557072017753e-06
1842,3.186425949763816e-07,8.452414235193828e-08,1.0807014447777874e-06
1843,3.0243384552264274e-07,8.91943606196044e-08,1.1406245334910636e-06
1844,3.831015904509627e-07,6.037417249471488e-08,1.124057355639252e-06
1845,4.185171009751798e-07,5.189611879119482e-08,7.656072966710781e-07
1846,3.454155805826531e-07,4.3908760405386715e-08,9.536982523705717e-07
1847,3.030991715391451e-07,1.88762818709165e-08,9.492073385075628e-07
1848,2.646877936829384e-07,3.298541073615269e-08,6.090232835820331e-07
1849,3.6785631785107853e-07,3.267971893095023e-08,9.401703291445074e-07
1850,3.313030152440888e-07,1.968808849284187e-08,9.660741184802646e-07
1851,2.9602923734550757e-07,1.7413484210138108e-08,9.583865825391058e-07
1852,3.32688862458852e-07,3.841221762890257e-08,1.0273641244396003e-06
1853,3.756345090533131e-07,1.9110181215253874e-08,1.218871311436942e-06
1854,3.7148999609826205e-07,3.169355350385317e-08,8.75989011106526e-07
1855,4.7550156878628513e-07,1.2205955357558196e-08,1.5151305703398066e-06
1856,4.2867127625356716e-07,1.915559949550172e-08,1.2311355988003925e-06
1857,4.6618412774535045e-07,2.5871998821092035e-08,9.294393521486199e-07
1858,5.725601095463162e-07,2.4468379322684086e-08,1.1612692745188724e-06
1859,5.611575200070718e-07,1.2730433818219922e-08,6.945724564388911e-07
1860,5.304956145479878e-07,1.2358396611622524e-08,8.07415215575702e-07
1861,6.272231676263118e-07,1.8863854756023812e-08,8.946183385205586e-07
1862,7.020950878455778e-07,9.939570166928036e-09,7.066130542909832e-07
1863,6.413093220913879e-07,1.4484400734371405e-08,6.043491200813378e-07
1864,6.434524788545559e-07,1.1507347186245909e-08,7.590054273975966e-07
1865,5.492887149571857e-07,1.7415323849689912e-08,7.140282747286619e-07
1866,3.9460121126211334e-07,1.1677471323245925e-08,9.638779268072994e-07
1867,4.0812144241897386e-07,1.164674756637396e-08,1.2263054856020972e-06
1868,4.875655807978774e-07,1.72895590067057e-08,1.278933403625615e-06
1869,6.397410317049435e-07,1.3673853271889413e-08,1.1705794875638276e-06
1870,5.21225022254157e-07,1.777555036497347e-08,1.302775832101588e-06
1871,2.3791437331333043e-07,1.3807530008236313e-08,1.6006114584854458e-06
1872,4.4508416419120067e-07,1.0280476470114763e-08,1.1042441769859579e-06
1873,5.393389832519802e-07,9.57760748487857e-09,1.1463198106298478e-06
1874,3.8237497257398445e-07,9.559374181122848e-09,9.075431322003169e-07
1875,4.703095255464973e-07,2.860763514966891e-09,9.778089911094412e-07
1876,3.2829859542005124e-07,1.209202915575247e-08,1.1269771285071783e-06
1877,3.8840643146187404e-07,3.092407996341251e-09,1.2054205882350288e-06
1878,3.75631314497582e-07,1.388990406026025e-08,9.257922926053652e-07
1879,4.5086820144035755e-07,7.942122848270117e-09,9.084566947592521e-07
1880,3.6389188018404184e-07,8.343199908722454e-09,8.683346024440652e-07
1881,3.7512091832780925e-07,1.6734017782571442e-08,1.029839417299172e-06
1882,3.8335019070245835e-07,1.4641847290164378e-08,1.020270536500334e-06
1883,3.0396020456180395e-07,1.2638678215104449e-08,1.0174135773866055e-06
1884,4.1326622124415735e-07,6.601696966868076e-09,1.2206537149950236e-06
1885,3.21637216416093e-07,1.1602144411870796e-08,1.001651764198641e-06
1886,3.7752762338527646e-07,1.6133659519468324e-08,1.0661122118449384e-06
1887,4.132809383605718e-07,1.6322311835459402e-08,9.708510653183566e-07
1888,3.8360717891094964e-07,6.974675947901687e-09,1.0772704399641952e-06
1889,3.790407792081396e-07,6.265136576200092e-09,1.0099400249430346e-06
1890,3.578695091377426e-07,6.554386589030514e-09,1.0670541712443082e-06
1891,3.1297421543285964e-07,4.461953917456185e-09,1.0523837232767619e-06
1892,3.3097744633892034e-07,8.775917104131281e-09,8.644278324254628e-07
1893,3.8428518855937455e-07,2.4633666773077323e-09,9.79804045897481e-07
1894,3.75571730160118e-07,1.575384778185196e-08,8.072271668879694e-07
1895,4.544053942012738e-07,7.824198844375019e-09,8.125129760117034e-07
1896,3.502835159707729e-07,8.255840455717589e-09,8.951690073644158e-07
1897,3.1172917003274847e-07,6.409384800676321e-09,1.0383203417063669e-06
1898,4.006115190691162e-07,1.0185038701315818e-08,9.523011073042653e-07
1899,4.007494336377704e-07,3.8693048765026106e-09,8.700408358208733e-07
1900,3.2340259892293943e-07,6.74836919678512e-09,8.736542405074488e-07
1901,3.034685187586206e-07,4.470991188387785e-09,1.0344756304903058e-06
1902,3.4666604076249996e-07,9.820567581364514e-09,1.6194115808332299e-06
1903,3.5533448539126766e-07,2.4841013246401644e-08,8.60255088497297e-07
1904,3.756862998471888e-07,9.13686282189019e-09,9.378721124164713e-07
1905,3.039687150874215e-07,6.708986921566407e-09,6.997988997170523e-07
1906,3.5906407003238883e-07,6.173021427358094e-09,6.996090959887624e-07
1907,3.363419587287808e-07,9.257117961070094e-09,6.60855359768675e-07
1908,3.722832815356014e-07,8.349361424464519e-09,6.635286844414168e-07
1909,3.878193286510623e-07,8.801573747607705e-09,6.221612665058274e-07
1910,3.76228220133612e-07,8.550640973048473e-09,6.642779304399937e-07
1911,3.6391359437004667e-07,9.044636040123066e-09,7.363398033533031e-07
1912,3.969579065454809e-07,1.3544494747996794e-08,6.548242694748296e-07
1913,4.146937868654277e-07,9.015082680363662e-09,7.869636586832485e-07
1914,3.8774145139086613e-07,6.0270694546282755e-09,7.111941959792034e-07
1915,2.603548292512414e-07,1.2958838113696913e-08,5.87860017997599e-07
1916,3.395125913741026e-07,1.098746182925936e-08,4.438934766426428e-07
1917,3.0486660573814106e-07,5.483212328627474e-09,7.139142166323609e-07
1918,4.4682002808826837e-07,9.189101035644853e-09,5.616837857047585e-07
1919,3.5266058873162365e-07,1.1049418380260079e-08,4.6867947744999583e-07
1920,3.6952492088460076e-07,3.028892692213958e-09,5.739751394173709e-07
1921,4.445202783642799e-07,1.3630945761011759e-08,5.808297416365349e-07
1922,3.0692212149574516e-07,1.0329109512152712e-08,5.909726050745689e-07
1923,3.7580456790919925e-07,8.492758496458919e-09,5.180582594022098e-07
1924,3.7901376526150443e-07,1.160246199116699e-08,4.602310053059e-07
1925,4.5752419453037874e-07,1.3197813286680571e-08,4.608236503500507e-07
1926,3.9903175519384604e-07,2.229227691330493e-09,5.104931473098873e-07
1927,4.526585435371544e-07,1.5608914938347596e-08,4.6826743815842065e-07
1928,3.553498792996379e-07,1.7139062058468824e-08,5.598759962310851e-07
1929,3.108173372012857e-07,1.5596568481157647e-08,4.467302927579908e-07
1930,3.539714432676533e-07,1.260432447303117e-08,4.600578336066974e-07
1931,3.0908516990280077e-07,1.9389106320488736e-08,4.311224728326124e-07
1932,2.8166008902985595e-07,6.575722077961643e-09,4.2413407896901845e-07
1933,2.9364895226535737e-07,8.029463538505865e-09,5.42562341721009e-07
1934,2.4562239353542736e-07,9.585264137967897e-09,4.205534658296983e-07
1935,3.5904852069279514e-07,8.377798899061872e-09,5.756744876350695e-07
1936,3.4797931824925854e-07,1.2124715009775855e-08,6.474597853411979e-07
1937,2.5685879645465093e-07,6.295558963032022e-09,4.192842304462374e-07
1938,2.6189731983095044e-07,3.630260092535309e-08,4.797129484757079e-07
1939,2.890575503400328e-07,9.176430282309411e-09,5.857621161453608e-07
1940,2.2822046119586048e-07,1.5214697501875207e-08,5.350502014778158e-07
1941,2.8039276145364056e-07,1.7709016031375313e-08,5.57833979897282e-07
1942,4.4299492785171424e-07,3.3376329255929704e-08,6.826976246543381e-07
1943,4.0064645734361193e-07,5.806470415592457e-09,5.341952693527219e-07
1944,4.3378014069617166e-07,2.2492303131116387e-08,4.916174898283998e-07
1945,3.33311106714973e-07,1.5249528750871377e-08,3.2459710652688045e-07
1946,3.3967494861286696e-07,6.960552134671616e-09,2.700694263779724e-07
1947,4.971003075837643e-07,1.311295805273005e-08,4.160384046159038e-07
1948,4.000854740837667e-07,7.61032148410834e-09,6.066513495994741e-07
1949,3.573390969791035e-07,1.2762111145647737e-08,3.9071692992109774e-07
1950,4.030801932231043e-07,1.2762433998503298e-08,4.5200286180602234e-07
1951,3.475617003090292e-07,2.3455084097179224e-08,4.56308004714856e-07
1952,3.3427029144661446e-07,5.272401959466322e-09,4.3022800788605764e-07
1953,2.8227428927607434e-07,4.3095309543161875e-09,3.544589111115215e-07
1954,3.33243470151956e-07,1.3681550559141442e-08,3.9871948054326367e-07
1955,3.4820605598895327e-07,6.569925492527773e-09,3.895027234079862e-07
1956,3.5495046901701244e-07,1.2209598221346596e-08,4.831512363523416e-07
1957,2.7653667622473677e-07,1.6786571910287762e-08,4.1878078604895563e-07
1958,3.011096492144816e-07,7.445019267748876e-09,4.05339934061999e-07
1959,2.9607855900337654e-07,2.2477169014933907e-08,3.852121688296961e-07
1960,2.941354058094703e-07,7.612916685939553e-09,3.633437586358923e-07
1961,3.0641381165708026e-07,8.337791068679934e-09,3.3976499125287773e-07
1962,3.2597655952315563e-07,1.1415521194990674e-08,2.809486785437798e-07
1963,2.929122118189298e-07,5.172842709733061e-09,2.799800959962795e-07
1964,2.926388749102671e-07,1.8251905153920944e-08,2.1415568962623865e-07
1965,3.168313096324482e-07,2.790742059666229e-08,3.6006044368264156e-07
1966,2.658755882123387e-07,1.717113162769124e-08,3.002178612376838e-07
1967,2.652520514345724e-07,1.824224188373691e-08,2.8891766490346527e-07
1968,3.48983011377868e-07,1.931308790670272e-08,2.6768839234136976e-07
1969,2.3526306147658715e-07,1.635032773061873e-08,2.7477633501860055e-07
1970,2.428126801845565e-07,1.5635665151503275e-08,2.0786237664438545e-07
1971,2.456153982421938e-07,2.5691986982323556e-08,2.1940957406485495e-07
1972,2.4060389236524315e-07,4.360624766830412e-08,2.375257990294699e-07
1973,2.1722022758297044e-07,2.260413511923076e-08,2.106043845984118e-07
1974,1.597662357966101e-07,1.1251143350321513e-08,2.644018763930944e-07
1975,1.5820799603716296e-07,9.138368284311582e-09,2.153228049195377e-07
1976,2.085437342813634e-07,1.1998406379554183e-08,2.4053948433078176e-07
1977,1.5984845891381383e-07,4.701425304620699e-09,1.5808543096795802e-07
1978,2.281187096997428e-07,2.316830605142428e-08,1.984157549372867e-07
1979,2.1535262106908704e-07,4.0963813452421505e-09,2.6743518510841113e-07
1980,2.1717276155186482e-07,1.1370301200575028e-08,1.4553986193988067e-07
1981,2.3847322072612087e-07,1.0120878968233882e-08,1.6636194999364307e-07
1982,2.334020896554989e-07,9.932003885992913e-09,1.8125906775523504e-07
1983,1.7935497531595956e-07,6.946847541655643e-09,1.4588380548019586e-07
1984,2.3138043836468114e-07,4.0593059469351545e-09,1.7976926791618553e-07
1985,1.8347451913314217e-07,6.015558162708601e-09,1.9430252962138184e-07
1986,1.978180144135422e-07,4.7955883708539204e-09,1.6185110141009318e-07
1987,1.8943532253956619e-07,1.8332451112712533e-09,2.0960102364853128e-07
1988,1.822952349073148e-07,4.197587666343594e-09,1.6250660817007656e-07
1989,1.7452229084113924e-07,2.744061089465788e-09,9.823738533754067e-08
1990,2.0541414436081595e-07,4.90378582185258e-09,1.482033087363277e-07
1991,1.7525781004223973e-07,1.7584395606284886e-09,1.4829506289615324e-07
1992,1.6529832080891538e-07,6.060938695373608e-09,1.3499362694346928e-07
1993,1.9996539357691745e-07,7.2009697094088665e-09,1.0469101940913106e-07
1994,1.6668768321181915e-07,6.857404588611615e-09,1.1763086105176512e-07
1995,1.724339329101099e-07,8.675921092660133e-09,1.1983615966215666e-07
1996,2.2099701446620656e-07,6.939519847648512e-09,1.0729565147471476e-07
1997,1.8700088766365752e-07,2.3974471297094624e-09,1.1076206174465142e-07
1998,1.6974539640557396e-07,1.0013071038983412e-08,1.0394521599010886e-07
1999,1.9514758342609184e-07,7.769341808794294e-09,9.460316263698587e-08
2000,1.9748600266211724e-07,3.534425085938153e-09,9.763849329047503e-08
2001,2.1599374200320653e-07,4.8193329327261836e-09,1.1916896003327793e-07
2002,1.9627872482885778e-07,3.504977197366088e-09,1.3406537213711545e-07
2003,1.841779937450383e-07,3.7502307925763034e-09,1.2792453318866137e-07
2004,2.0702519520909846e-07,7.047666145121312e-09,1.1408409594793056e-07
2005,2.2383635034373128e-07,1.0358623958595103e-08,1.1304411628998423e-07
2006,2.1248311909971562e-07,3.7061009261485367e-09,1.0953586881967681e-07
2007,1.9692784114511142e-07,9.187302946189746e-09,1.0745149703339507e-07
2008,2.2777302444154657e-07,4.257439678578834e-09,1.4517869129093697e-07
2009,2.198136765940717e-07,4.76819250749827e-09,9.393339261976053e-08
2010,2.763418969209397e-07,2.834275869556535e-09,1.1856720849579006e-07
2011,2.66530847170543e-07,3.0591775224131368e-09,1.4684052018765215e-07
2012,2.788082866800323e-07,2.0425516833455504e-09,1.971062371097787e-07
2013,3.213072048424692e-07,1.6734750252211938e-09,1.525651391887095e-07
2014,3.791694602739426e-07,1.299267124443837e-09,1.4876608389613466e-07
2015,3.8812236091700925e-07,2.438232934998119e-09,1.808725533791744e-07
2016,4.374670297124794e-07,4.7640821287942e-09,1.872491335319637e-07
2017,3.4036222373856617e-07,1.7609279867603078e-09,1.3131490783635513e-07
2018,4.5098224887851757e-07,7.744400121190154e-10,1.6134166802572736e-07
2019,5.466766666017975e-07,5.1019755087367e-10,1.6453870976818052e-07
