year,suis_VERB en_ADP,suis_VERB lent_ADJ
1879,2.556752633608994e-06,6.10932526790009e-10
1880,2.9823731892975047e-06,0.0
1881,2.8392050808179192e-06,6.972507571312292e-10
1882,2.804579253279371e-06,1.3310770263785798e-09
1883,2.4942430627561407e-06,3.159669414998234e-09
1884,2.3647278339922195e-06,1.3203393933736152e-09
1885,2.272731080665835e-06,2.5782542767416317e-09
1886,2.019288785959361e-06,1.2906927748801422e-09
1887,2.349107035115594e-06,1.9586774424595887e-09
1888,2.113326900143875e-06,6.340614699951175e-10
1889,2.242918981210096e-06,1.2530273485467092e-09
1890,1.9387875909160357e-06,1.3108772956016423e-09
1891,1.8963304455610341e-06,6.374220040683554e-10
1892,2.084280367853353e-06,1.8805537127519756e-09
1893,1.8875546174967894e-06,5.542574843531156e-09
1894,2.2049086965125753e-06,6.9316934414587195e-09
1895,2.086051836158731e-06,2.4074457982692365e-09
1896,1.9996825812995667e-06,5.307326134129653e-09
1897,2.0649872567446437e-06,0.0
1898,1.9447766135272104e-06,1.13167097914868e-09
1899,2.3326381324295653e-06,5.527578395003729e-10
1900,1.9928452275053132e-06,5.191053142894475e-10
1901,1.8006917343882378e-06,3.912117296778206e-09
1902,1.7485521084381617e-06,2.9461704187383475e-09
1903,1.87873661161575e-06,7.560307935250421e-09
1904,2.21112077269936e-06,5.374625189347171e-10
1905,2.1195237422944047e-06,3.096455536422127e-09
1906,2.089053396048257e-06,2.0576738091193647e-09
1907,2.1358227968448773e-06,4.114274698707732e-09
1908,2.054434162346297e-06,3.929111258571538e-09
1909,2.2862086552777328e-06,0.0
1910,2.4823580133670475e-06,1.068830135508847e-09
1911,2.1701805508200778e-06,4.788336838146279e-09
1912,2.1874359390494647e-06,6.772247651554153e-09
1913,2.070817572530359e-06,6.893886794756554e-09
1914,2.0244256120349746e-06,3.3483718020477227e-09
1915,1.880209651972109e-06,1.1780761921542648e-09
1916,1.9063246554651414e-06,1.0987462051303964e-09
1917,2.1307762381184148e-06,2.1932848870420685e-09
1918,2.1743710476584965e-06,3.44591288836682e-09
1919,2.053350272035459e-06,0.0
1920,1.9702947611222044e-06,8.329454459499175e-09
1921,2.102194684994174e-06,0.0
1922,2.4310297703777906e-06,2.2133805899215986e-09
1923,2.488378186171758e-06,4.246379248229459e-09
1924,2.431360371701885e-06,1.1602462102189293e-08
1925,2.6329637421440566e-06,4.399271169575059e-09
1926,2.502308007024112e-06,4.458455382660986e-09
1927,2.846397137545864e-06,8.919379901328739e-09
1928,2.2052258827898186e-06,3.4278122562625413e-09
1929,2.708232841541758e-06,1.2254447234738564e-08
1930,2.376965539951925e-06,5.2518016602221e-09
1931,2.2411525151255773e-06,4.5621426636444085e-09
1932,2.243417156932992e-06,2.1919073223131136e-09
1933,2.0463660348468693e-06,1.1470662197865522e-09
1934,2.1291268694767496e-06,2.3963160344919743e-09
1935,2.3302250156120863e-06,3.590485242455088e-09
1936,2.131524752257974e-06,1.2124714565686645e-09
1937,2.3394297841150546e-06,1.2591118148108649e-09
1938,2.1807491066283546e-06,3.8895642262559704e-09
1939,2.135049498974695e-06,6.117620188206274e-09
1940,1.7344755178783089e-06,0.0
1941,2.632740233821096e-06,2.9515025978810172e-09
1942,2.333308884772123e-06,9.102635090130207e-09
1943,2.2761364562029485e-06,2.9032352077962287e-09
1944,2.416315965092508e-06,6.4263723231761105e-09
1945,2.620740360725904e-06,1.9606536838523425e-08
1946,2.8092788397771074e-06,8.352662561605939e-09
1947,3.1912170470604906e-06,1.7881307101674793e-08
1948,2.6581765268929303e-06,6.523132700664291e-09
1949,2.4032035526033724e-06,1.9634016634739737e-09
1950,2.870483967853943e-06,2.1270722960764488e-09
1951,2.7922210392716806e-06,3.1984206394497505e-09
1952,2.505445308997878e-06,1.4762725264461096e-08
1953,2.8216654754942283e-06,5.386913581872932e-09
1954,2.6112215891771484e-06,4.886268278880834e-09
1955,2.4824933007039363e-06,2.815682353940474e-09
1956,2.7855326152348425e-06,7.849027205963921e-09
1957,2.438470346532995e-06,0.0
1958,2.3551076537842164e-06,5.790570245522986e-09
1959,2.6709076337283477e-06,2.325224457422337e-09
1960,2.742726337601198e-06,2.7683333403416555e-09
1961,2.8341542019916233e-06,4.16889545107324e-09
1962,2.8373913210089086e-06,6.976152100435229e-09
1963,2.74160652224964e-06,2.5864212993553792e-09
1964,2.958025334010017e-06,4.258777774879263e-09
1965,2.7431353828433203e-06,9.302473458205895e-09
1966,2.720239535847213e-06,4.985167390003653e-09
1967,2.7885978397534927e-06,1.4791006197611978e-09
1968,2.80893141280103e-06,4.940557296606585e-09
1969,2.642394747454091e-06,5.904285060864822e-09
1970,2.71370754489908e-06,7.3579600190498695e-09
1971,3.038334398297593e-06,3.083038491169532e-09
1972,2.541987669246737e-06,4.104117490300041e-09
1973,2.55261329584755e-06,4.410563025913916e-09
1974,2.3441757548425812e-06,9.00091468025721e-09
1975,2.379973693678039e-06,3.998036124386317e-09
1976,2.642506160555058e-06,1.085570122683066e-08
1977,2.433575446048053e-06,7.639816779203557e-09
1978,2.543167056501261e-06,1.7821774056514528e-09
1979,2.7223379674978787e-06,4.681578680276743e-09
1980,2.8226772883499507e-06,7.95921106799824e-09
1981,2.8642089091590606e-06,9.488323904349727e-09
1982,2.803308007059968e-06,3.1037510339615437e-09
1983,3.030088691957644e-06,6.946847541655643e-09
1984,2.824697048708913e-06,1.1598016769198694e-08
1985,2.847765244951006e-06,4.210890747202711e-09
1986,3.161491576975095e-06,7.1933827783254856e-09
1987,2.872083996408037e-06,6.721898593298192e-09
1988,2.7362275432096794e-06,7.795519785247507e-09
1989,3.310984084237134e-06,7.683371272548811e-09
1990,2.9989375889272196e-06,8.717841559757744e-09
1991,3.1698803013568977e-06,8.7921980806982e-09
1992,2.8822516924265074e-06,9.91789939064347e-09
1993,3.23157360071491e-06,1.2186256448387667e-08
1994,3.2857517453521723e-06,3.6924485691258724e-09
1995,3.15207057610678e-06,7.591431483433553e-09
1996,3.1900437988952035e-06,4.270473752399084e-09
1997,3.2471025406266563e-06,9.110299181713799e-09
1998,3.2399439078290015e-06,4.7681290027412615e-09
1999,3.270435854574316e-06,5.484241505371301e-09
2000,3.3855376386782154e-06,5.743440834038438e-09
2001,3.540457328199409e-06,7.448059946568719e-09
2002,3.5133014080201974e-06,7.448076377869484e-09
2003,3.863570782414172e-06,1.2500768420409258e-08
2004,3.9405263123626355e-06,1.0571499231559756e-08
2005,3.920063591067446e-06,8.557123898356167e-09
2006,4.24636800744338e-06,8.235780057930242e-09
2007,5.011474058846943e-06,9.586750948642475e-09
2008,5.119571142131463e-06,6.3861596011349775e-09
2009,5.678440629708348e-06,1.4781396551200032e-08
2010,7.386122888419777e-06,8.97520635589899e-09
2011,8.125175554596353e-06,1.4913490886669933e-08
2012,8.752333997108508e-06,1.463828702696901e-08
2013,9.762774425325915e-06,2.0081699858565116e-08
2014,1.0413626114313956e-05,1.8406284496563785e-08
2015,1.0481076969881542e-05,1.6402658786773827e-08
2016,1.092486854759045e-05,1.2635174684305639e-08
2017,1.3383806617639493e-05,2.3143623906207722e-08
2018,1.385215000482276e-05,1.8328414341794996e-08
2019,1.3548040442401543e-05,2.4744581494928752e-08
