year,vos_DET égaux_NOUN,vos_DET egaux_NOUN
1800,1.1947824418712116e-07,0.0
1801,1.262026785298076e-07,2.1430643926123594e-08
1802,9.175144555229053e-08,0.0
1803,1.1311967429428194e-07,0.0
1804,1.3100809326260787e-07,0.0
1805,1.051864728651708e-07,0.0
1806,7.204172902675055e-08,0.0
1807,1.3380689711794957e-07,0.0
1808,6.345007363961486e-08,0.0
1809,5.6475763177132876e-08,4.518061036407062e-09
1810,1.4040760731859336e-07,0.0
1811,2.2563691359778204e-08,0.0
1812,6.134578844907423e-08,0.0
1813,7.764502107932003e-08,2.8757416448144113e-09
1814,8.181360300341112e-08,0.0
1815,7.552225866902518e-08,0.0
1816,6.257530316133852e-08,0.0
1817,1.1987925252476828e-07,0.0
1818,4.2916237674717195e-08,0.0
1819,1.23177498423388e-07,0.0
1820,1.4477106269339401e-07,1.1866481131050932e-09
1821,8.875339574387908e-08,0.0
1822,9.925359734097583e-08,0.0
1823,7.214361308349737e-08,9.882686891060644e-10
1824,1.2968513374289614e-07,0.0
1825,8.453225319726698e-08,0.0
1826,6.517908701653141e-08,0.0
1827,9.032927711372096e-08,9.217273055917019e-10
1828,6.787502582206173e-08,0.0
1829,8.401712525696325e-08,0.0
1830,8.349468938462223e-08,0.0
1831,5.456921980950824e-08,1.5591206103948707e-09
1832,7.035583848846727e-08,0.0
1833,8.919394156592375e-08,3.4750886612755494e-09
1834,6.44082607248464e-08,0.0
1835,1.0890846624533879e-07,0.0
1836,5.5782226837663984e-08,0.0
1837,5.775049416456568e-08,0.0
1838,5.996553853471198e-08,0.0
1839,6.152498077671709e-08,0.0
1840,5.796416857606346e-08,0.0
1841,4.943822418113086e-08,0.0
1842,9.391571209604876e-08,0.0
1843,4.843667072984559e-08,0.0
1844,6.860701518007772e-08,0.0
1845,5.915041773052465e-08,5.580227946389016e-10
1846,5.32759618643297e-08,0.0
1847,6.68759696509369e-08,0.0
1848,7.401604307233356e-08,0.0
1849,7.457679629396807e-08,0.0
1850,3.530277936647508e-08,0.0
1851,6.513933459295629e-08,0.0
1852,4.6224872818356744e-08,0.0
1853,4.777545448142462e-08,0.0
1854,1.0547199025268128e-07,0.0
1855,7.641989085982459e-08,0.0
1856,6.937433355558298e-08,0.0
1857,4.4909882979116134e-08,0.0
1858,6.557525983330592e-08,4.893676019968041e-10
1859,7.230886445164231e-08,0.0
1860,6.179198147604481e-08,0.0
1861,5.847795137015055e-08,0.0
1862,4.698705780015189e-08,0.0
1863,4.545104914654985e-08,4.994620828036034e-10
1864,5.3221479112686154e-08,0.0
1865,5.6482132748669756e-08,0.0
1866,5.644110834257532e-08,4.865612912574591e-10
1867,3.445496155052297e-08,0.0
1868,5.088070442749171e-08,0.0
1869,4.2974967029429934e-08,0.0
1870,3.841812556970581e-08,0.0
1871,3.3987767267262825e-08,1.0621177271019633e-09
1872,4.656451224605007e-08,0.0
1873,3.5317427204972773e-08,0.0
1874,4.062734104692822e-08,0.0
1875,3.2612703648737806e-08,0.0
1876,3.4462283249325765e-08,0.0
1877,3.7727378554563984e-08,0.0
1878,3.01954443671093e-08,0.0
1879,3.4823152361695975e-08,0.0
1880,3.7865292457084365e-08,0.0
1881,3.416528671085217e-08,0.0
1882,2.6621540527571597e-08,0.0
1883,2.2749619355000306e-08,0.0
1884,1.8484751507230612e-08,0.0
1885,1.933690763067375e-08,0.0
1886,2.2587123282846733e-08,0.0
1887,3.068594511823619e-08,0.0
1888,1.3315291091942072e-08,0.0
1889,2.1301465202849812e-08,0.0
1890,3.211649463041866e-08,0.0
1891,1.5935549768641977e-08,0.0
1892,5.641661005029164e-08,0.0
1893,2.0322774629821794e-08,4.310891643655168e-09
1894,1.5753848003896564e-08,0.0
1895,4.393588604045817e-08,0.0
1896,2.6536630670648265e-08,0.0
1897,2.0393496669157685e-08,0.0
1898,2.6028432742464247e-08,0.0
1899,1.713549302451156e-08,0.0
1900,1.5054054003371675e-08,0.0
1901,4.079779380994353e-08,0.0
1902,1.3257766440233354e-08,0.0
1903,1.5120615870500842e-08,0.0
1904,1.5048950530172078e-08,0.0
1905,1.5482277238021425e-08,0.0
1906,4.1153476182387294e-08,0.0
1907,2.6228502036929058e-08,5.142843373384665e-10
1908,2.4065807124884486e-08,0.0
1909,3.2455801324271505e-08,0.0
1910,2.351426242608312e-08,0.0
1911,4.5755217059628706e-08,0.0
1912,2.6568048649977527e-08,0.0
1913,2.6514948459066545e-08,0.0
1914,2.0759905794420774e-08,0.0
1915,8.246533234057551e-09,0.0
1916,1.9777431248257926e-08,0.0
1917,1.5352993543160665e-08,0.0
1918,2.067547733020092e-08,0.0
1919,1.8415697411455767e-08,0.0
1920,1.1358347151713133e-08,0.0
1921,9.844571380313027e-09,0.0
1922,8.853522359686394e-09,0.0
1923,1.1677542488541803e-08,0.0
1924,2.707241186783449e-08,0.0
1925,1.2097995494286806e-08,0.0
1926,1.671920735191179e-08,0.0
1927,1.1149224654616319e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,1.0026365515614089e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,2.737285598186645e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,1.9500125958415992e-08,0.0
1934,2.156684431042777e-08,0.0
1935,5.98414207075848e-09,0.0
1936,2.0612013873488877e-08,0.0
1937,7.554670666820584e-09,0.0
1938,1.4261735792331365e-08,0.0
1939,1.8352860564618823e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,6.068423541449874e-09,0.0
1943,1.1612940831184915e-08,0.0
1944,9.639558484764166e-09,0.0
1945,8.714016175304096e-09,0.0
1946,1.6705325123211878e-08,0.0
1947,9.536696765621855e-09,0.0
1948,4.348755133776194e-09,0.0
1949,1.3743811422273211e-08,0.0
1950,2.0207187034770868e-08,0.0
1951,2.345508343104541e-08,0.0
1952,2.741649041126948e-08,2.1089607837865287e-09
1953,3.232148326759443e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,1.5016972110259985e-08,0.0
1956,3.488456634670456e-09,0.0
1957,9.718541527092839e-09,0.0
1958,2.0680609225109947e-08,0.0
1959,2.1702094343822864e-08,0.0
1960,1.7302082544468078e-08,0.0
1961,1.389631876236308e-08,0.0
1962,1.8391673961559718e-08,0.0
1963,2.0691370394843034e-08,0.0
1964,2.007709548612624e-08,0.0
1965,1.1491291473930687e-08,0.0
1966,1.38476865529924e-08,0.0
1967,2.0214375728855316e-08,0.0
1968,3.143991045284622e-08,0.0
1969,1.725867981861029e-08,0.0
1970,1.3336302728816918e-08,0.0
1971,2.2608949379332444e-08,0.0
1972,1.4877425846826497e-08,0.0
1973,1.2680368366435602e-08,0.0
1974,1.8564387360697765e-08,0.0
1975,7.4249242310031605e-09,0.0
1976,6.856232359631065e-09,0.0
1977,1.4104276857551667e-08,1.1753563677885381e-09
1978,1.6039596317796168e-08,0.0
1979,1.7555919384903973e-08,0.0
1980,1.876099742226245e-08,0.0
1981,8.855769451088236e-09,0.0
1982,1.1173503899897241e-08,0.0
1983,9.47297440490047e-09,0.0
1984,9.858314165001048e-09,0.0
1985,1.4437339324047116e-08,0.0
1986,1.7384008066390066e-08,0.0
1987,1.0388388649307245e-08,0.0
1988,1.619069489589009e-08,5.996553809062277e-10
1989,1.4269117998289005e-08,0.0
1990,1.1442167213715493e-08,0.0
1991,1.1722930459701075e-08,0.0
1992,7.162927584403178e-09,0.0
1993,1.827938511667071e-08,5.539207426075166e-10
1994,1.5824779708850656e-08,0.0
1995,1.0302656505700725e-08,0.0
1996,8.540947504798169e-09,1.6014276571496566e-09
1997,6.233362825902589e-09,0.0
1998,9.059445305048541e-09,4.768129224785866e-10
1999,1.1425503210205079e-08,0.0
2000,1.3254094710646314e-08,0.0
2001,8.324302663842431e-09,0.0
2002,5.257465574004527e-09,0.0
2003,1.2084076517204778e-08,0.0
2004,1.497629043001325e-08,4.404791253964646e-10
2005,2.0717247806167904e-08,0.0
2006,1.1530091548195287e-08,0.0
2007,1.3581229835191166e-08,0.0
2008,1.0217855006544596e-08,0.0
2009,1.668867355419934e-08,0.0
2010,1.2754241218715379e-08,0.0
2011,1.070712138395713e-08,7.64794394481072e-10
2012,1.3957436095779485e-08,0.0
2013,1.561910029090896e-08,0.0
2014,1.6890471576935795e-08,0.0
2015,1.4629397609988715e-08,0.0
