year,parties_NOUN égales_ADJ,parties_NOUN egales_ADJ,parties_NOUN légales_ADJ
1839,4.695474672189448e-06,6.292327547896548e-09,2.0974426639952526e-09
1840,3.866401129926089e-06,5.987507023519356e-08,1.9109065441114126e-09
1841,3.910756277036853e-06,1.0914932957462042e-08,7.0626033910059505e-09
1842,4.114178864256246e-06,8.049918065466954e-09,3.3541325272778977e-09
1843,4.369932867120951e-06,1.0041748765843295e-08,2.953455480181333e-09
1844,4.416096544446191e-06,9.879410178825765e-09,0.0
1845,4.155037913733395e-06,1.674068350610014e-08,0.0
1846,3.5753439533436904e-06,1.3465353276842507e-08,0.0
1847,4.2913879951811396e-06,5.9325460100012606e-09,0.0
1848,4.334765435487498e-06,7.24069959545659e-09,0.0
1849,3.0333483209687984e-06,1.005529792763582e-08,0.0
1850,4.11141581935226e-06,1.2899092460827433e-08,6.788996032014438e-10
1851,3.6645710679295007e-06,1.9348316282474798e-09,0.0
1852,4.225994871376315e-06,5.208436348880241e-09,0.0
1853,4.247237939125625e-06,8.360704129017904e-09,0.0
1854,3.924285465473076e-06,4.1565315633818045e-09,0.0
1855,3.6188005196891027e-06,9.552486801567284e-09,0.0
1856,3.7467318634298863e-06,5.177189343896771e-09,0.0
1857,3.644046500994591e-06,7.322263684272912e-09,0.0
1858,3.4226370644319104e-06,3.4255731584664773e-09,0.0
1859,3.0227140541683184e-06,2.5460866748261424e-09,5.092173349652285e-10
1860,2.987070274684811e-06,2.746310290291376e-09,0.0
1861,3.3978519695665454e-06,1.8863854922557266e-09,1.8863854922557266e-09
1862,3.2186133012146456e-06,9.035972525772706e-10,4.517986262886353e-10
1863,2.8888887300126953e-06,1.9978483312144135e-09,2.9967726078439227e-09
1864,3.5126176953781396e-06,1.1986819536957682e-08,0.0
1865,3.788068397625466e-06,5.6482134525026595e-09,0.0
1866,3.4725878776953323e-06,2.919367858567057e-09,3.4059290943133647e-09
1867,3.539640601957217e-06,3.88224918879132e-09,4.85281148598915e-10
1868,3.796293185587274e-06,3.457911734727759e-09,7.903798504571569e-09
1869,2.790442749756039e-06,5.860222973552709e-09,0.0
1870,3.520132622725214e-06,4.013834153937523e-09,0.0
1871,3.0196006264304742e-06,1.0621177271019633e-09,0.0
1872,3.385905301911407e-06,2.4189357183956872e-09,6.047339295989218e-10
1873,4.036362952319905e-06,1.7958012854535355e-09,0.0
1874,3.4963413781952113e-06,2.3898436563030145e-09,0.0
1875,3.6474734770308714e-06,3.432916173551348e-09,0.0
1876,2.940781541838078e-06,1.813804439976252e-09,6.04601479992084e-10
1877,3.2185782856686274e-06,3.710889595609501e-09,8.040260901509555e-09
1878,2.587145672805491e-06,2.0532901601200138e-08,0.0
1879,2.7455307645141147e-06,0.0,0.0
1880,2.856583478205721e-06,7.059631101924424e-09,0.0
1881,2.728342224145308e-06,4.183504653809678e-09,0.0
1882,2.700089680729434e-06,5.324308105514319e-09,0.0
1883,3.13312830257928e-06,1.8958017378167824e-09,0.0
1884,3.183998387612519e-06,4.621187876807653e-09,0.0
1885,3.4129641335312044e-06,3.2228177904158883e-09,0.0
1886,3.202854031769675e-06,1.2906927748801422e-09,8.38950331427668e-09
1887,2.953685452666832e-06,6.528924623161458e-10,1.9586774424595887e-09
1888,3.2425903100374853e-06,5.07249175996094e-09,0.0
1889,2.7290934667689726e-06,3.132568426877924e-09,0.0
1890,2.970447894767858e-06,1.9663159989136147e-09,6.554386478008212e-10
1891,3.7977602005412336e-06,3.824531802365527e-09,6.374220040683554e-10
1892,2.644685309860506e-06,4.387958441043338e-09,0.0
1893,3.0847509151499253e-06,2.463366621796581e-09,1.2316833108982905e-09
1894,2.867200464606867e-06,8.822155450616265e-09,0.0
1895,2.4549929094064282e-06,4.814891596538473e-09,0.0
1896,2.993331918332842e-06,2.948514543632541e-09,0.0
1897,2.5631713924667565e-06,1.7480140668268973e-09,1.7480140668268973e-09
1898,3.024956640729215e-06,2.26334195829736e-09,5.6583548957434e-10
1899,2.3193717879621545e-06,2.2110313580014918e-09,0.0
1900,2.690003839234123e-06,2.595526460424935e-09,0.0
1901,2.806105840136297e-06,5.588738916095792e-10,0.0
1902,2.6893624180956976e-06,8.347482705062248e-09,9.820567692386817e-10
1903,2.564564510976197e-06,1.1340462791054051e-08,3.2401321625741275e-09
1904,2.4089069938781904e-06,4.299700151477737e-09,0.0
1905,2.1845492028660374e-06,5.160758931310738e-09,0.0
1906,2.3894738205854082e-06,2.0576738091193647e-09,5.144184522798412e-10
1907,2.52565041591879e-06,2.5714217422034835e-09,5.142843373384665e-10
1908,2.512666696929955e-06,1.4243028090277221e-08,2.9468334439286537e-09
1909,2.0095092168048723e-06,8.801573692096554e-09,1.6502950117569526e-09
1910,2.2183569399203407e-06,2.137660271017694e-09,5.344150677544235e-10
1911,2.1563475911534624e-06,2.128149656499545e-09,1.0640748282497725e-09
1912,2.221818249381613e-06,6.251305251225858e-09,1.5628263128064646e-09
1913,2.1837711301486706e-06,2.121195885607108e-09,1.060597942803554e-09
1914,2.2501058083435055e-06,8.772734361173207e-08,0.0
1915,2.137030151061481e-06,1.1780761921542648e-09,1.1780761921542648e-09
1916,2.0183967990305973e-06,4.394984820521586e-09,0.0
1917,2.056204493783298e-06,1.5352993543160665e-08,0.0
1918,1.9859944586642087e-06,6.89182577673364e-09,0.0
1919,1.8553814697952475e-06,5.524709134618888e-09,0.0
1920,2.358750180064817e-06,2.6502810612782923e-08,0.0
1921,2.501278459021705e-06,4.543648568500203e-09,0.0
1922,2.1152541194169316e-06,6.640141769764796e-09,0.0
1923,2.2420881578000262e-06,6.369568872344189e-09,0.0
1924,2.103913175233174e-06,3.867487219366694e-09,0.0
1925,1.8883871462094248e-06,5.499089184013428e-09,1.0998177923937646e-09
1926,1.7053591818694258e-06,5.57306911730393e-09,2.229227691330493e-09
1927,1.6199824131035712e-06,1.1149224876660924e-09,0.0
1928,1.7150488247352769e-06,5.713020723163709e-09,0.0
1929,1.7490438040113077e-06,2.2280812750352652e-09,0.0
1930,1.6627204786345828e-06,6.302162347537887e-09,0.0
1931,1.7427385046175914e-06,1.1405356659111021e-09,0.0
1932,1.767773255778593e-06,4.383814644626227e-09,0.0
1933,2.416868483123835e-06,4.12943848004943e-08,0.0
1934,1.7109696273109876e-06,3.5944740517379614e-09,2.3963160344919743e-09
1935,1.894579327199608e-06,2.393656828303392e-09,0.0
1936,1.8975177908941987e-06,3.6374143697059935e-09,0.0
1937,1.7690521190161235e-06,2.5182236296217297e-09,0.0
1938,1.7438213717468898e-06,9.075650453382877e-09,0.0
1939,1.9270503344159806e-06,1.070583532936098e-08,0.0
1940,1.9018372086065938e-06,1.5214697057785997e-08,0.0
1941,1.4432847592615872e-06,5.9030051957620344e-09,0.0
1942,1.9631349914561724e-06,6.068423541449874e-09,0.0
1943,1.785489644134941e-06,2.9032352077962287e-09,0.0
1944,1.3109799965604907e-06,3.2131861615880553e-09,0.0
1945,1.3789930335406098e-06,1.089252066321933e-08,0.0
1946,1.1819017800007714e-06,5.568441707737293e-09,0.0
1947,1.318448312304099e-06,2.3841741914054637e-09,1.1920870957027319e-09
1948,1.592731564414862e-06,4.348755133776194e-09,0.0
1949,1.3390399544732645e-06,0.0,0.0
1950,1.2624174132724875e-06,0.0,0.0
1951,1.2047383961544256e-06,5.330700769690111e-09,0.0
1952,1.2643220088648377e-06,1.0544803918932644e-09,0.0
1953,1.2626925354197738e-06,0.0,1.0773827385790469e-09
1954,1.427767529094126e-06,9.772536113672459e-10,9.772536113672459e-10
1955,1.1375357189535862e-06,0.0,0.0
1956,1.0474091141077224e-06,1.744228317335228e-09,0.0
1957,1.0646220971466391e-06,4.417518795207798e-09,2.6505113659425206e-09
1958,1.1357790299371118e-06,3.3088973783179654e-09,0.0
1959,1.0541017445575562e-06,1.2401196514133517e-08,0.0
1960,1.1772337984439218e-06,2.076250060767393e-09,0.0
1961,9.991452998292516e-07,3.47407969059077e-09,0.0
1962,8.403092124353861e-07,9.512934440181198e-09,0.0
1963,1.3216613297117874e-06,3.879631726988464e-09,6.466053248388448e-10
1964,1.0628692734826473e-06,7.909158661334459e-09,6.083968329129164e-10
1965,1.1666396630971576e-06,3.939871362490521e-08,1.0944086747954884e-09
1966,1.0407921990918112e-06,1.1078149952936656e-08,0.0
1967,8.647808726891526e-07,2.465167847631733e-09,4.930335584241163e-10
1968,9.000797263070126e-07,3.5931326802796093e-09,8.982831700699023e-10
1969,8.057078275669483e-07,1.8167031212712459e-09,9.083515606356229e-10
1970,7.675271831431019e-07,8.277704743875347e-09,0.0
1971,6.489796078312793e-07,3.5968783507200897e-09,5.138397485282553e-10
1972,7.351500244112685e-07,7.182205497002769e-09,0.0
1973,6.439422008952533e-07,1.1026407342740185e-08,0.0
1974,5.901224540139083e-07,1.6876715580593782e-09,0.0
1975,6.071303459975752e-07,1.7134440533084216e-09,0.0
1976,5.730667567149794e-07,6.2848797277581525e-09,1.142705374768127e-09
1977,5.776876719210122e-07,1.5279633558407113e-08,0.0
1978,5.916829195484752e-07,1.0099005187669263e-08,0.0
1979,6.238203695829725e-07,9.363157360553487e-09,1.7555920051037788e-09
1980,5.980778610137349e-07,6.822181042309694e-09,0.0
1981,4.6809066134301247e-07,1.2651099057237047e-09,0.0
1982,7.237947556859581e-07,3.7245013739806154e-09,6.207502289967692e-10
1983,4.913316047350236e-07,1.89459470334441e-09,0.0
1984,7.683686362724984e-07,2.3196033982486597e-09,1.1598016991243298e-09
1985,4.006361677966197e-07,1.8046674155058895e-09,0.0
1986,4.5917758484392834e-07,7.792831269171074e-09,5.994485463567401e-10
1987,5.670838163496228e-07,4.888653482026939e-09,0.0
1988,4.767260293192521e-07,5.396898483667201e-09,0.0
1989,4.0063292772174464e-07,3.841685636274406e-09,2.1952488715726304e-09
1990,5.672045517712831e-07,2.724325431913144e-09,2.724325431913144e-09
1991,4.5367741563495656e-07,5.861465202094962e-10,0.0
1992,4.4299952151050093e-07,2.4794749364787094e-08,5.509944167592096e-10
1993,3.8497492482747475e-07,5.539207426075166e-10,5.539207426075166e-10
1994,3.5131012054989696e-07,3.164955852952289e-09,0.0
1995,5.444140356303251e-07,8.675921314704738e-09,1.0844901643380922e-09
1996,3.8968073567957617e-07,0.0,1.6014276571496566e-09
1997,4.1331989564241667e-07,5.274384040632185e-09,0.0
1998,4.701375360127713e-07,2.3840645013706308e-09,4.768129224785866e-10
1999,4.2228657548548654e-07,1.3710603763428253e-09,0.0
2000,3.640458032805327e-07,1.7672125984802278e-09,0.0
2001,3.662693188744015e-07,1.3143635069212678e-09,0.0
2002,3.9211931834870484e-07,1.752488598683044e-09,3.9430991805033955e-09
2003,3.72939609860623e-07,4.166922806803086e-09,1.6667691671301554e-09
2004,4.030383990993869e-07,8.809582507929292e-10,1.3214374039449694e-09
2005,3.5804808362627227e-07,4.954124666056714e-09,9.007499190971657e-10
2006,3.6360967214932316e-07,3.706100981659688e-09,1.2353669198716943e-09
2007,3.0917271942598745e-07,2.7961355453243186e-09,7.988958938831558e-10
2008,4.325558791151707e-07,3.405951742863067e-09,0.0
2009,3.4140259685955243e-07,3.337734755248789e-09,1.430457752249481e-09
2010,4.0341191720472125e-07,1.8895172093635892e-09,0.0
2011,3.460694699697342e-07,1.911985902935953e-09,0.0
2012,3.302125151094515e-07,3.404252713057332e-10,3.404252713057332e-10
2013,3.104296126821282e-07,2.789125042035323e-10,2.789125042035323e-10
2014,3.0402850370592205e-07,0.0,6.496335691608124e-10
2015,4.076282209553028e-07,0.0,6.649726325136385e-10
2016,4.184106785487529e-07,2.0713400439298368e-10,1.0356699942093428e-09
2017,2.8401251483956e-07,0.0,7.54683426862357e-10
2018,3.077108203797252e-07,1.0325866828253538e-09,1.0325866828253538e-09
2019,3.579035876555281e-07,7.65296326310505e-10,7.65296326310505e-10
