year,sommes_NOUN égales_ADJ,sommes_NOUN légales_ADJ
1800,3.772997558826319e-08,0.0
1801,2.6193008650921e-08,0.0
1802,3.1329761895904085e-08,0.0
1803,3.1205427575287104e-08,0.0
1804,5.9324420931261557e-08,0.0
1805,5.401467717547348e-08,0.0
1806,3.7461699520235925e-08,0.0
1807,7.971474502710407e-08,0.0
1808,9.744118045773575e-08,0.0
1809,2.9367397402779716e-08,0.0
1810,1.0062545019451363e-07,0.0
1811,3.760615285841595e-08,0.0
1812,9.335229123053068e-08,0.0
1813,3.163315653864629e-08,0.0
1814,2.5173417128598885e-08,0.0
1815,6.203614333344376e-08,8.091670444798638e-09
1816,2.3176038865813098e-08,0.0
1817,7.472992091805963e-08,0.0
1818,1.3113295338484932e-08,0.0
1819,2.898294049202832e-08,0.0
1820,4.746592452420373e-08,0.0
1821,2.5639869671856275e-08,0.0
1822,2.7069162911175226e-08,0.0
1823,3.4589405117912975e-08,0.0
1824,4.5474010335055937e-08,0.0
1825,3.78634048558979e-08,0.0
1826,2.906634755106552e-08,0.0
1827,1.3825909306319772e-08,1.474763688946723e-08
1828,4.953042775923677e-08,2.7516904310687096e-09
1829,4.2865881511033876e-08,0.0
1830,2.922314124020886e-08,0.0
1831,5.4569221807909685e-08,0.0
1832,5.276687886635045e-08,0.0
1833,4.9809603552830595e-08,0.0
1834,7.467625096069241e-08,9.334530925997342e-10
1835,3.1764969321557146e-08,0.0
1836,2.6210924986003192e-08,0.0
1837,3.548524474261683e-08,0.0
1838,3.029837714052519e-08,0.0
1839,3.9851407729329935e-08,0.0
1840,4.0129037870428874e-08,0.0
1841,2.8250413119934592e-08,0.0
1842,4.561620414733625e-08,0.0
1843,3.9576303123567413e-08,0.0
1844,5.872760411307354e-08,0.0
1845,4.3525778536945836e-08,0.0
1846,7.376671362635534e-08,0.0
1847,8.251632088729366e-08,0.0
1848,6.597081636527946e-08,0.0
1849,3.4355601030711114e-08,8.379414939696517e-10
1850,3.598167896967652e-08,0.0
1851,3.1602251482354404e-08,0.0
1852,3.320378327842377e-08,0.0
1853,2.329053350180743e-08,0.0
1854,1.7145692865483397e-08,0.0
1855,4.351688431825096e-08,0.0
1856,5.6949079840773464e-08,0.0
1857,3.1241657483249696e-08,0.0
1858,2.300027768242785e-08,0.0
1859,2.647930186228109e-08,0.0
1860,4.577183787546346e-08,0.0
1861,9.054650418338639e-08,0.0
1862,7.590217177000369e-08,0.0
1863,2.7969877358646755e-08,0.0
1864,5.5139369625756274e-08,0.0
1865,4.0478862539661264e-08,0.0
1866,4.427707855914065e-08,0.0
1867,5.435149041943532e-08,0.0
1868,4.050696877921922e-08,0.0
1869,3.662639258550371e-08,0.0
1870,2.752343419842873e-08,0.0
1871,2.973929724703339e-08,0.0
1872,3.567930118020257e-08,0.0
1873,4.669083653041639e-08,0.0
1874,6.930546447847519e-08,0.0
1875,5.66431193060879e-08,0.0
1876,4.0508299825603444e-08,0.0
1877,3.0924081073635534e-08,0.0
1878,5.193616203769125e-08,0.0
1879,5.437299321897626e-08,0.0
1880,3.144744553651435e-08,0.0
1881,4.113779539238749e-08,0.0
1882,5.790185197973585e-08,0.0
1883,6.5721124542506e-08,0.0
1884,3.630933420595284e-08,0.0
1885,6.574548216953247e-08,6.445635691854079e-10
1886,6.195325452651446e-08,6.453463874400711e-10
1887,5.7454534962975146e-08,0.0
1888,5.8967715821367506e-08,0.0
1889,5.5133202003787574e-08,0.0
1890,4.653614382732485e-08,1.3108772956016423e-09
1891,6.501704064021396e-08,0.0
1892,4.325273583738465e-08,0.0
1893,5.4194064791346364e-08,0.0
1894,5.2932931149385354e-08,0.0
1895,5.356567034375814e-08,0.0
1896,7.960989401034624e-08,0.0
1897,5.8849806139349425e-08,0.0
1898,1.261813125097433e-07,0.0
1899,6.798921781125955e-08,0.0
1900,3.7375581518617196e-08,0.0
1901,6.091725529566716e-08,0.0
1902,7.758248443678895e-08,0.0
1903,4.968202738098171e-08,0.0
1904,6.288311737989716e-08,5.374625189347171e-10
1905,6.812201613914937e-08,0.0
1906,5.5042773894342645e-08,0.0
1907,6.582839695568055e-08,0.0
1908,9.921005883484213e-08,0.0
1909,7.866406281920035e-08,2.2003934230241384e-09
1910,7.107720367827142e-08,5.344150677544235e-10
1911,5.905615152457244e-08,0.0
1912,8.96020431184752e-08,0.0
1913,7.530245582643147e-08,0.0
1914,9.978147907929724e-08,0.0
1915,9.778032072915721e-08,0.0
1916,5.383856382934482e-08,0.0
1917,4.934891073560266e-08,0.0
1918,2.6418665477478953e-08,0.0
1919,2.301962176431971e-08,0.0
1920,5.6034514805958224e-08,0.0
1921,5.5281056177136634e-08,0.0
1922,4.500540684571064e-08,0.0
1923,3.290944050604594e-08,0.0
1924,6.83256118350073e-08,0.0
1925,5.0591619782380803e-08,0.0
1926,5.795991953050361e-08,0.0
1927,2.4528294062520217e-08,0.0
1928,3.5420729460611255e-08,0.0
1929,4.567566591617833e-08,0.0
1930,6.092089732678829e-08,0.0
1931,4.334035708097872e-08,3.4216069977333063e-09
1932,3.287861005674131e-08,0.0
1933,2.6382522833046096e-08,0.0
1934,2.875579241390369e-08,0.0
1935,3.231436807027421e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,2.5182236740306507e-08,2.5182236296217297e-09
1938,2.9819993585533666e-08,0.0
1939,3.8235125288110794e-08,0.0
1940,3.803674486491104e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,2.730790527039062e-08,0.0
1943,3.774205747930637e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,3.7034568745042407e-08,0.0
1946,3.3410651134602176e-08,0.0
1947,3.457052599742383e-08,0.0
1948,3.587723096387663e-08,0.0
1949,5.2030145081261026e-08,0.0
1950,3.616023036556726e-08,0.0
1951,4.051332780363737e-08,0.0
1952,2.9525450528922192e-08,0.0
1953,2.477980309834038e-08,0.0
1954,3.127211556375187e-08,0.0
1955,3.2849627018549654e-08,0.0
1956,2.703553825256222e-08,0.0
1957,4.329168490357915e-08,0.0
1958,2.8125628048769613e-08,0.0
1959,3.100299039715537e-08,0.0
1960,1.7994166157109248e-08,0.0
1961,2.3623741518541408e-08,0.0
1962,3.9320131151043825e-08,0.0
1963,3.2976869679401943e-08,0.0
1964,3.285342842218597e-08,0.0
1965,1.5321720781003023e-08,0.0
1966,1.9940669560014612e-08,0.0
1967,2.1693477236794934e-08,0.0
1968,1.7516521566562915e-08,4.4914158503495116e-10
1969,4.496340177961855e-08,0.0
1970,2.4373242979436327e-08,0.0
1971,1.6956711590410123e-08,0.0
1972,2.0520587895589415e-08,0.0
1973,1.7090931336838366e-08,1.6539611902288698e-09
1974,1.912694358452427e-08,0.0
1975,2.3988216746317903e-08,0.0
1976,2.1140049710766107e-08,0.0
1977,2.056873604772136e-08,0.0
1978,1.7227715365386587e-08,0.0
1979,1.5215131043966323e-08,0.0
1980,7.390696055153967e-09,5.685150683554241e-10
1981,1.0120879245789638e-08,0.0
1982,9.311253101884631e-09,0.0
1983,1.3893695083311286e-08,6.315316047889041e-10
1984,1.6237223121606803e-08,1.1598016991243298e-09
1985,1.5038894574104233e-08,0.0
1986,1.0790073723399018e-08,1.1988970927134801e-09
1987,1.3443796853529477e-08,6.110816852533674e-10
1988,1.0194141530917022e-08,0.0
1989,1.5366742212030715e-08,0.0
1990,7.083246433836621e-09,0.0
1991,5.8614650910726596e-09,0.0
1992,9.366905473484621e-09,0.0
1993,9.970573700002205e-09,0.0
1994,8.439882570598911e-09,2.1099706426497278e-09
1995,1.084490158786977e-08,0.0
1996,8.540947504798169e-09,0.0
1997,1.2466725429760572e-08,4.79489448146353e-10
1998,9.059445638115449e-09,1.43043876743576e-09
1999,1.3710603763428253e-09,0.0
2000,9.277865697931986e-09,0.0
2001,5.695575122643959e-09,0.0
2002,5.257465574004527e-09,0.0
2003,5.8336921959778465e-09,0.0
2004,9.250062049659391e-09,0.0
2005,8.557123898356167e-09,0.0
2006,3.706100981659688e-09,0.0
2007,9.98619853476157e-09,1.997239706952314e-09
2008,9.366367237362283e-09,0.0
2009,6.198650259747751e-09,0.0
2010,2.8342759250676863e-09,0.0
2011,3.059177577924288e-09,3.82397197240536e-10
2012,6.127654827992046e-09,0.0
2013,1.199323773626304e-08,5.578250084070646e-10
2014,4.980523993225461e-09,6.496335691608124e-10
2015,1.1526192444932803e-08,0.0
2016,4.349814286541687e-09,0.0
2017,6.037467414898856e-09,5.031222660711876e-10
2018,4.904786798931582e-09,2.5814667070633845e-10
2019,7.652963596171958e-09,0.0
