year,conditions_NOUN égales_ADJ,conditions_NOUN egales_ADJ,conditions_NOUN légales_ADJ
1849,2.857380536624987e-07,8.379414939696517e-10,2.4886862881601246e-07
1850,2.1385336879120587e-07,0.0,2.0706438252915405e-07
1851,2.1089664414830622e-07,0.0,2.5926744928739254e-07
1852,1.562530940191209e-07,0.0,2.1224378277118205e-07
1853,2.2991937953520392e-07,0.0,1.5049268142774963e-07
1854,2.545875474879722e-07,2.0782657816909023e-09,1.7457432743839263e-07
1855,1.6876060726644937e-07,0.0,1.9264181361222654e-07
1856,1.3201832871345687e-07,0.0,1.86378816102728e-07
1857,2.0502338315964153e-07,0.0,1.7036466504194436e-07
1858,2.1042806963578187e-07,0.0,1.5415079701597278e-07
1859,2.026685024247854e-07,0.0,1.5582050139073544e-07
1860,1.8629138764936215e-07,1.373155145145688e-09,1.5699741151564695e-07
1861,1.9571248799366003e-07,1.8863854922557266e-09,1.395925277591914e-07
1862,1.6626189847102069e-07,1.3553959066214816e-09,1.4909355194880902e-07
1863,2.3724449249584723e-07,1.4983863039219614e-09,2.392423334995897e-07
1864,2.4357217398573994e-07,0.0,2.2774957952886865e-07
1865,2.3816632221951295e-07,0.0,2.664073959213198e-07
1866,2.243047561023559e-07,0.0,2.2041226677149695e-07
1867,2.5671371872704185e-07,0.0,2.678752029083853e-07
1868,2.761389623628929e-07,0.0,2.134025613997892e-07
1869,1.9387570660001074e-07,9.767038289254515e-10,1.9582911603421849e-07
1870,2.8956947062397376e-07,5.734048791339319e-10,2.1388002080513502e-07
1871,2.5809461590142746e-07,0.0,2.5915673518284166e-07
1872,2.231468130275971e-07,0.0,2.437077686323619e-07
1873,2.5141218884527916e-07,5.986004469882289e-10,2.4363037942620736e-07
1874,2.0851385329478944e-07,0.0,2.6348027493128257e-07
1875,1.5848630141590547e-07,0.0,2.5460794955689536e-07
1876,2.73884467105745e-07,0.0,2.6360625526855586e-07
1877,2.010065145441331e-07,0.0,2.0286196900087816e-07
1878,2.3552445327368332e-07,0.0,3.27922521137225e-07
1879,2.755305672508257e-07,0.0,2.724759102790131e-07
1880,2.432363714888197e-07,0.0,3.67100795983788e-07
1881,2.2312023872927966e-07,0.0,3.4444186169935165e-07
1882,2.422560214654368e-07,0.0,3.993231068033509e-07
1883,2.1422559370876115e-07,0.0,3.5514684526560814e-07
1884,2.2973905799972272e-07,0.0,3.6111282053497007e-07
1885,1.81122359776964e-07,0.0,3.1648070208945e-07
1886,2.813710295868077e-07,1.2906927748801422e-09,3.1041161285827457e-07
1887,3.00983430179258e-07,0.0,3.5452060664908913e-07
1888,2.3460273723685532e-07,0.0,3.265416710362956e-07
1889,3.5773931017502036e-07,0.0,3.771612337999386e-07
1890,3.0608984502578096e-07,0.0,4.1554810037425227e-07
1891,2.938515422101773e-07,0.0,4.0667523926174454e-07
1892,3.4915615287900437e-07,0.0,3.616931631977849e-07
1893,2.894455803925666e-07,0.0,3.541089488301452e-07
1894,2.5332187192361744e-07,0.0,4.0266837264546496e-07
1895,2.931065239408781e-07,0.0,4.477849095962938e-07
1896,3.184395609423518e-07,5.89702897624278e-10,4.3225222690068676e-07
1897,2.8143026042926067e-07,5.826713556089658e-10,3.332880291750939e-07
1898,3.4515966262915754e-07,0.0,3.643980512890721e-07
1899,2.6698202759689593e-07,5.527578395003729e-10,3.537650261620229e-07
1900,2.3723113429241494e-07,0.0,3.052339176967678e-07
1901,3.057040203202632e-07,5.588738916095792e-10,3.632680334320071e-07
1902,3.024734951395658e-07,9.820567692386817e-10,3.108209618574165e-07
1903,3.4939424153890286e-07,0.0,3.493942424270813e-07
1904,3.305394500330294e-07,5.374625189347171e-10,3.7944852504523396e-07
1905,3.024204886514781e-07,0.0,4.2885909046219695e-07
1906,3.9250127770174004e-07,5.144184522798412e-10,5.159617337824329e-07
1907,3.862275264054915e-07,1.028568674676933e-09,4.165703062497528e-07
1908,3.2464282639921294e-07,0.0,4.4448072422653695e-07
1909,2.805501537750388e-07,5.500983557560346e-10,4.076228918847846e-07
1910,3.3347501471325813e-07,1.068830135508847e-09,3.5217954241772986e-07
1911,3.39439878871417e-07,0.0,3.7136210373489575e-07
1912,3.219422239908454e-07,5.209421227725386e-10,4.4905210483392466e-07
1913,3.606033089909033e-07,1.590896969716482e-09,4.0620901220478345e-07
1914,3.8774146560172085e-07,6.696743715117748e-10,4.399760711315537e-07
1915,3.2279288575409737e-07,0.0,3.392859571071938e-07
1916,2.4611915705463616e-07,0.0,3.4061131293228186e-07
1917,2.7306396077619866e-07,0.0,3.158330290631284e-07
1918,3.216185291421425e-07,1.1486376294556067e-09,3.69861309579278e-07
1919,2.4400799247814575e-07,0.0,4.373727842121866e-07
1920,3.12733163809753e-07,2.2716695191604686e-09,3.324209725263927e-07
1921,3.0972537956586166e-07,2.2718242842501013e-09,3.2865724253205997e-07
1922,3.4233619317092234e-07,1.4755870969551665e-09,2.8331273416171143e-07
1923,2.2293491497293871e-07,1.0615948120573648e-09,3.6094222766180906e-07
1924,2.500975142538664e-07,0.0,2.6943496322928695e-07
1925,2.936513396889495e-07,0.0,3.1454790061502536e-07
1926,3.1097727060114266e-07,0.0,3.488741473489654e-07
1927,3.0437382747550146e-07,1.1149224876660924e-09,2.9991416194974363e-07
1928,2.97077065170015e-07,2.2852082448565625e-09,4.867493834659342e-07
1929,2.7405400260249735e-07,0.0,4.4338818128153434e-07
1930,3.182591967743065e-07,1.0503603542488804e-09,4.075398134517627e-07
1931,3.5356606531422585e-07,0.0,3.478633665565667e-07
1932,3.397456396214693e-07,0.0,2.76180334601861e-07
1933,3.854142391901405e-07,0.0,3.6361999544709533e-07
1934,3.11521091589384e-07,2.3963160344919743e-09,3.5824924182747964e-07
1935,3.5067071735284117e-07,0.0,3.3032464763493863e-07
1936,3.407044744108134e-07,0.0,3.164550435030833e-07
1937,2.833001531143964e-07,0.0,3.2988729392613436e-07
1938,2.5800775915740815e-07,3.8895642262559704e-09,3.682120945924794e-07
1939,3.211750652098999e-07,3.058810094103137e-09,3.701160267155501e-07
1940,3.093655038810539e-07,0.0,4.741914096939581e-07
1941,3.0990776167527656e-07,0.0,3.777923325287702e-07
1942,3.2769486324468744e-07,6.068423541449874e-09,1.8508691357332907e-07
1943,3.280655676007882e-07,2.9032352077962287e-09,3.367752867688978e-07
1944,4.5305924345484527e-07,0.0,3.502372827313138e-07
1945,8.321885616169311e-07,4.357008087652048e-09,2.3963545459082525e-07
1946,2.9512742116821755e-07,0.0,3.6334080810718206e-07
1947,2.825246383508784e-07,4.7683483828109274e-09,3.540498552112581e-07
1948,3.707313851464278e-07,1.0871887834440486e-09,4.3378831060536527e-07
1949,3.3672338872747787e-07,4.908504269707237e-09,4.260581469850422e-07
1950,2.1802490834943455e-07,0.0,4.434945655162892e-07
1951,2.0469892092478403e-07,0.0,5.106811373778442e-07
1952,2.4042154223025136e-07,2.1089607837865287e-09,4.998236917685972e-07
1953,2.6503616368245275e-07,0.0,4.277209377789859e-07
1954,2.0620051088826585e-07,9.772536113672459e-10,3.928559406674026e-07
1955,2.3651732306007034e-07,1.8771215692936494e-09,3.7917856454683374e-07
1956,2.0494682928529073e-07,0.0,4.0989366745236566e-07
1957,2.1734192046096723e-07,0.0,4.231983172786613e-07
1958,2.5230343680959777e-07,2.4816730892496253e-09,4.359472161041822e-07
1959,2.4492362626915565e-07,3.100299128533379e-09,4.1544009032890017e-07
1960,1.958595845508171e-07,1.3841666701708277e-09,3.7787749196382947e-07
1961,2.431855818940676e-07,2.08444772553662e-09,4.25227349776236e-07
1962,1.959664501782754e-07,1.2683912808952869e-09,3.7544382980314595e-07
1963,1.6682417935953708e-07,1.939815863494232e-09,3.25242485388344e-07
1964,1.928617905377905e-07,1.8251904432275978e-09,3.4678619220684936e-07
1965,1.4665076264464005e-07,0.0,2.9658475853011623e-07
1966,2.2654815268197126e-07,0.0,2.8803187746007097e-07
1967,2.1101836011894193e-07,0.0,2.475028504367316e-07
1968,1.6842808747696836e-07,1.3474247273492779e-09,2.6768839567203884e-07
1969,2.475258042977657e-07,4.5417578031781147e-10,2.1482514339643544e-07
1970,2.3729421627649572e-07,1.3796175313274261e-09,3.3340756777633374e-07
1971,2.543506809615792e-07,1.541519245584766e-09,2.7541810432296643e-07
1972,2.4829910216794815e-07,5.130146862875051e-10,2.749758749587272e-07
1973,1.5271574227426754e-07,1.102640756478479e-09,2.7566017890556793e-07
1974,1.65954361364129e-07,1.1251143350321513e-09,3.583489047720434e-07
1975,1.9019229569039453e-07,1.1422960355389478e-09,3.0213730495276536e-07
1976,1.2626894374534459e-07,1.7140580066410394e-09,2.4568166656635526e-07
1977,1.2870151522292872e-07,1.1753563677885381e-09,2.5270161163604143e-07
1978,1.2712865782305016e-07,0.0,3.1485134810438353e-07
1979,1.503957207660278e-07,1.1703946700691858e-09,3.89741439121849e-07
1980,8.86883526618476e-08,5.685150683554241e-10,2.996074388583736e-07
1981,1.644642821929665e-07,0.0,2.789567288274952e-07
1982,1.061482919340051e-07,0.0,2.9485634867043586e-07
1983,1.0293965146956907e-07,0.0,2.696640013510887e-07
1984,9.33640365019528e-08,5.799008495621649e-10,2.905303173594831e-07
1985,8.662403416792586e-08,6.015558051686298e-10,3.3747281991125533e-07
1986,8.572114040816814e-08,0.0,2.7274910174845957e-07
1987,1.1243903230706564e-07,6.110816852533674e-10,3.0615193297167664e-07
1988,9.53452072849359e-08,0.0,3.669890982216373e-07
1989,9.49445109199587e-08,5.488122178931576e-10,3.0623720892464235e-07
1990,8.118490057995587e-08,0.0,2.942271544181807e-07
1991,6.09592376576984e-08,0.0,3.534463575149971e-07
1992,7.548623415232214e-08,0.0,3.2343371181298153e-07
1993,7.810282198761342e-08,0.0,3.1684267209897143e-07
1994,8.017888575295729e-08,0.0,3.0805571737957393e-07
1995,6.723838907873869e-08,0.0,3.4541012894351297e-07
1996,6.779377059729086e-08,0.0,3.437731297406543e-07
1997,7.67183081507028e-08,0.0,3.212579438027774e-07
1998,5.387985879679036e-08,0.0,3.108820165742543e-07
1999,7.723640038648227e-08,0.0,3.057464490474615e-07
2000,5.478359099697627e-08,4.4180314962005696e-10,3.083786083157847e-07
2001,6.615629644102228e-08,4.3812117822561447e-10,2.6199646563362933e-07
2002,6.571832500412711e-08,0.0,3.404209127921831e-07
2003,6.000369268122085e-08,0.0,2.9293468950530865e-07
2004,6.519091044765446e-08,8.809582507929292e-10,2.6516842854817924e-07
2005,6.485399239863909e-08,0.0,3.139113537997673e-07
2006,5.723866891571561e-08,0.0,2.1536564176471984e-07
2007,5.1928232380760164e-08,0.0,1.8534384338408927e-07
2008,4.8109068728763305e-08,0.0,2.0307987921852622e-07
2009,4.672828524121542e-08,0.0,2.455619103614026e-07
2010,4.818268806161541e-08,0.0,2.399686800380607e-07
2011,3.976930784688193e-08,0.0,1.7246114292213122e-07
2012,4.153188370992211e-08,6.808505426114664e-10,1.702126408709148e-07
2013,4.434708955614042e-08,0.0,2.73055329458316e-07
2014,3.161549955166265e-08,0.0,2.908193019734995e-07
2015,4.078498605508685e-08,0.0,3.380277595610437e-07
2016,4.0805399947885235e-08,0.0,2.943374326491721e-07
2017,3.270294612889302e-08,0.0,3.6778236989221114e-07
2018,2.6072813241739823e-08,0.0,2.7673322700039193e-07
2019,2.7805766578126168e-08,0.0,2.663231237765018e-07
