year,des_DET égales_ADJ
1897,4.078699600285063e-09
1898,3.3950129374460403e-09
1899,3.8693048765026106e-09
1900,5.19105292084987e-09
1901,8.941982265753268e-09
1902,1.5712908307818907e-08
1903,7.020286574288548e-09
1904,3.7622376325430196e-09
1905,1.0321518084666081e-09
1906,9.259531807970234e-09
1907,6.685696440911215e-09
1908,3.437972351250096e-09
1909,1.6502950117569526e-09
1910,7.481810726517324e-09
1911,1.0640748282497725e-09
1912,4.167536982180309e-09
1913,1.0605979205990934e-08
1914,1.0714789944188396e-08
1915,1.5314990164938536e-08
1916,1.3184954461564757e-08
1917,6.57985488317081e-09
1918,1.1486376294556067e-09
1919,1.749491218561161e-08
1920,3.028892692213958e-09
1921,9.844571380313027e-09
1922,4.426761179843197e-09
1923,1.9108707505210987e-08
1924,1.4180787211159895e-08
1925,1.3197813508725176e-08
1926,5.57306911730393e-09
1927,1.6723836537835268e-08
1928,1.4853853258500749e-08
1929,2.0052731031228177e-08
1930,1.6805765667982087e-08
1931,1.2545892325022123e-08
1932,1.753525857850491e-08
1933,2.2941324395731044e-09
1934,2.156684431042777e-08
1935,1.555876849579363e-08
1936,9.699771652549316e-09
1937,6.295559185076627e-09
1938,1.9447821131279852e-08
1939,1.3764645423464117e-08
1940,5.0715658339584024e-09
1941,0.0
1942,0.0
1943,1.1612940831184915e-08
1944,0.0
1945,6.535512131478072e-09
1946,4.1763312808029696e-09
1947,4.7683483828109274e-09
1948,1.522064252412747e-08
1949,2.945102384188658e-09
1950,6.381216888229346e-09
1951,2.1322803522849654e-09
1952,1.0544803918932644e-09
1953,9.69644453618912e-09
1954,9.772536113672459e-10
1955,5.631364707880948e-09
1956,2.616342476002842e-09
1957,1.236905244894615e-08
1958,4.1361216673863055e-09
1959,0.0
1960,2.076250060767393e-09
1961,3.47407969059077e-09
1962,6.341956404476434e-10
1963,1.939815863494232e-09
1964,1.8251904432275978e-09
1965,3.830430195250756e-09
1966,4.985167390003653e-09
1967,4.437302081328198e-09
1968,6.287982134978165e-09
1969,2.2708788183223305e-09
1970,4.1388523719376735e-09
1971,4.1107179882260425e-09
1972,2.565073486948677e-09
1973,1.6539611902288698e-09
1974,0.0
1975,3.998036124386317e-09
1976,5.713526873840635e-10
1977,2.938390863960194e-09
1978,1.128712323605896e-08
1979,4.096381456264453e-09
1980,7.390696055153967e-09
1981,4.427884725544118e-09
1982,1.8622506869903077e-09
1983,2.5261264191556165e-09
1984,2.8995041922996734e-09
1985,3.0077789148208467e-09
1986,2.3977941854269602e-09
1987,6.110816741511371e-09
1988,6.596209356501959e-09
1989,1.6464366536794728e-09
1990,5.993515905799995e-09
1991,5.2753188484189195e-09
1992,5.509944167592096e-10
1993,1.1078414852150331e-09
1994,2.1099706426497278e-09
1995,3.253470381991974e-09
1996,1.0676184380997711e-08
1997,6.7128524960935465e-09
1998,1.0489884516573511e-08
1999,4.113180906983871e-09
2000,3.092622158362701e-09
2001,5.257454027685071e-09
2002,7.886198361006791e-09
2003,7.500461585152607e-09
2004,3.0833537945085254e-09
2005,5.854874363109275e-09
2006,4.529678854225949e-09
2007,3.994479413904628e-09
2008,4.257439734089985e-09
2009,5.245011536203492e-09
2010,4.2514138876015295e-09
2011,6.118355155848576e-09
2012,5.446804340891731e-09
2013,5.578249862026041e-09
2014,6.9294245896855955e-09
2015,8.201329393386914e-09
2016,1.0149566520567532e-08
2017,5.7859059765519305e-09
2018,9.809573597863164e-09
2019,8.16316081397872e-09
