year,ces_DET âmes_NOUN,ces_DET ames_NOUN,ces_DET lames_NOUN
1914,1.6273087339868653e-06,5.8931346302859566e-08,4.533695516784064e-07
1915,1.895524547990135e-06,5.890381027384706e-08,4.5944972271172446e-07
1916,2.1095926001635235e-06,2.4172416290824117e-08,2.7139030578382517e-07
1917,1.7601111608200881e-06,8.663475492554085e-08,3.1802630928723374e-07
1918,1.8573470015326166e-06,3.216185273657857e-08,3.29658995212867e-07
1919,1.7890849193236136e-06,3.9593748335509105e-08,2.8360172876773504e-07
1920,1.648474835747038e-06,2.8017257402979112e-08,3.7406823594210437e-07
1921,1.4660839013913574e-06,2.1960967766521122e-08,3.6046276363776997e-07
1922,1.7884116090272073e-06,1.8444838545406128e-08,3.629944274052832e-07
1923,1.595577003854487e-06,2.7601464669402276e-08,3.7155818688461295e-07
1924,1.6939595042231304e-06,3.0939899087201184e-08,3.300255855265277e-07
1925,1.6299299545607937e-06,5.059161645171173e-08,4.190305915585668e-07
1926,1.5671470237066387e-06,4.0126098888038086e-08,3.700517936522374e-07
1927,1.6411659515824795e-06,3.9022287623424745e-08,4.203257901735924e-07
1928,1.4945262449828078e-06,3.08503116386305e-08,4.1248008386673973e-07
1929,1.4259720373388518e-06,3.4535259985091216e-08,3.163875419431861e-07
1930,1.1722021469040556e-06,2.9410089696924047e-08,2.8254692807649917e-07
1931,1.0983358862404202e-06,6.044838851693157e-08,3.182094658882306e-07
1932,1.1781501569885222e-06,1.753525868952721e-08,3.079629848912191e-07
1933,1.0667716026091512e-06,4.817678012081217e-08,3.280609419675784e-07
1934,1.1622132234379023e-06,1.1981580172459871e-08,2.8276529207005296e-07
1935,1.2195681264870473e-06,3.949533677882755e-08,4.0333117112822947e-07
1936,1.105773968390622e-06,2.909931406946953e-08,3.8920334333170103e-07
1937,1.1231277170509202e-06,2.5182236185194995e-08,2.5559969785149406e-07
1938,1.0125832403673485e-06,1.9447821797413667e-08,2.657869018207748e-07
1939,1.0644659269587464e-06,2.2941075705773528e-08,3.028222010925674e-07
1940,1.0523499156533944e-06,1.2678914584896006e-08,3.5754538174614936e-07
1941,9.651413535038955e-07,2.6563523380929155e-08,3.364712881648302e-07
1942,9.89153051023095e-07,1.2136846860855144e-08,3.0948960727528174e-07
1943,1.1467778833207376e-06,2.6129117536299873e-08,4.5871117748674806e-07
1944,1.574461208520006e-06,2.2492303131116387e-08,2.9882632190947334e-07
1945,1.23739031465675e-06,2.3963544482086263e-08,3.3548961653195875e-07
1946,1.2361940946448158e-06,4.1763311031672856e-08,2.9791162603487464e-07
1947,1.3494426127635961e-06,3.4570526663557644e-08,2.0384689847219306e-07
1948,1.1926461311873027e-06,3.261566461354448e-08,3.935623453799053e-07
1949,9.365426194563042e-07,2.945102517415421e-08,2.5229710587382215e-07
1950,1.1635085144234836e-06,3.4033156071089365e-08,2.7013818026944136e-07
1951,9.488647378930182e-07,2.4521223718210194e-08,2.8892398873381353e-07
1952,1.0903327165578958e-06,1.7926166329118587e-08,3.448150778240233e-07
1953,7.951084626256488e-07,2.3702420470783636e-08,2.919707213777656e-07
1954,9.752991019240653e-07,5.86352189024808e-08,2.804717880167118e-07
1955,8.888170910381632e-07,1.3139850540966336e-08,2.7875255881326666e-07
1956,8.65137224081991e-07,4.534993558458211e-08,3.2965915863769624e-07
1957,7.624637703429471e-07,2.8272120311534366e-08,3.2424589591073527e-07
1958,7.461563633626156e-07,2.1507832959066775e-08,3.275808495573074e-07
1959,7.556979042533385e-07,6.045583145208866e-08,2.2322153370168962e-07
1960,8.284237296152241e-07,1.3841666701708277e-08,3.1212958617743425e-07
1961,9.324429655066524e-07,2.987708563884084e-08,1.7648324046604102e-07
1962,8.409434144596162e-07,4.4393693277022805e-08,2.1626071244895684e-07
1963,7.086794369115523e-07,1.8751554531348802e-08,2.4829643763268905e-07
1964,9.612670126557532e-07,5.1713731519242856e-08,1.697427158831033e-07
1965,9.483051357506156e-07,6.78533365605638e-08,2.823574334342993e-07
1966,7.727009574409749e-07,3.932743153356455e-08,2.5812087756094115e-07
1967,7.346200163738104e-07,9.712761350755272e-08,2.0263679090248843e-07
1968,9.786795374111534e-07,7.994720241377706e-08,2.456804466532958e-07
1969,6.653675335144271e-07,6.267625696221302e-08,2.497966775649729e-07
1970,7.086635136488439e-07,6.024329723963717e-08,1.2462544773939044e-07
1971,6.387028257393013e-07,2.589752332582407e-07,1.5415191967349529e-07
1972,5.843237218527975e-07,1.2979271524216074e-07,1.374879374793636e-07
1973,5.860535381430054e-07,4.79648734064142e-08,1.5822894994244052e-07
1974,4.2079276951767497e-07,2.5315073592935278e-08,1.5245299067601081e-07
1975,5.026102591898507e-07,2.9128548906243168e-08,1.3650437580281505e-07
1976,4.479404971391432e-07,3.370980761197018e-08,1.5997875379980542e-07
1977,3.2851211706486083e-07,2.174409208244299e-08,1.2576313146439588e-07
1978,5.227720123457402e-07,4.6930670460909596e-08,1.366336004338109e-07
1979,4.64646674913638e-07,4.623058846853212e-08,1.4103256162911748e-07
1980,4.4457878445314236e-07,2.728872394719417e-08,1.1825113688246347e-07
1981,4.744162076519842e-07,5.0604397783260424e-08,1.0563667629526208e-07
1982,4.77977678770003e-07,1.924325732094445e-08,1.0180303888773778e-07
1983,4.206000419060274e-07,1.9577480081522936e-08,1.0167658892612508e-07
1984,5.039338475398836e-07,2.7255340484533264e-08,1.4961441863192704e-07
1985,4.1447195897603706e-07,1.6843562544721635e-08,8.842870080627563e-08
1986,5.2032134689739e-07,2.3378493807513223e-08,9.591176386436473e-08
1987,4.528115304935909e-07,2.0776776965547583e-08,1.619366418736945e-07
1988,4.239563615726638e-07,2.878345822798778e-08,1.2472832011667379e-07
1989,4.291711519499586e-07,2.140367716396696e-08,8.341945978429521e-08
1990,4.1573207809619817e-07,2.6153523902117115e-08,1.1496653407050417e-07
1991,4.777094098074031e-07,6.154538595426473e-08,7.912978183810537e-08
1992,4.931400106045203e-07,2.644773250404242e-08,9.201606765429915e-08
1993,4.652934286752952e-07,2.769603768548734e-08,1.1189199078387446e-07
1994,5.549222628076222e-07,1.5824780152939866e-08,1.0391605442805485e-07
1995,4.809713871622989e-07,2.819674393972349e-08,7.862553630388902e-08
1996,4.3718975106799007e-07,2.829188883168854e-08,8.380804317198454e-08
1997,4.732560725528856e-07,1.678213090716696e-08,5.322332707891064e-08
1998,4.706143528210305e-07,2.145658195562561e-08,6.484655656890936e-08
1999,4.337120778075132e-07,3.793266922791361e-08,7.906447940797534e-08
2000,4.912851032656818e-07,1.413770067681952e-08,7.201391483135922e-08
2001,4.906957116190824e-07,1.8401089318942354e-08,5.9584479572549753e-08
2002,5.029642373699517e-07,2.891606243338174e-08,7.31663973851937e-08
2003,4.816962970721761e-07,1.9584537214178965e-08,2.0792945321090883e-07
2004,4.66026914835993e-07,2.4226351813538827e-08,9.514348953132412e-08
2005,5.008169594589162e-07,3.1526247390445405e-08,7.56629923159835e-08
2006,4.430849607217624e-07,1.6059770402421236e-08,8.606389911847145e-08
2007,4.433872327069821e-07,2.8760252401838216e-08,8.068848345033075e-08
2008,5.036551087300722e-07,1.0217855339611503e-08,1.2133703286565378e-07
2009,4.79203333014766e-07,3.2423709050988236e-08,6.437059951736046e-08
2010,4.5773553125627586e-07,1.4171379181249222e-08,6.377120609357689e-08
2011,4.588766238100561e-07,6.500752269822385e-09,7.494984721745368e-08
2012,6.018718750055996e-07,1.9404241213827333e-08,9.395737521344927e-08
2013,6.328524797538648e-07,1.1156500001607839e-08,9.734046457765544e-08
2014,6.922928506014614e-07,3.6812567438815336e-09,1.1585131964864104e-07
2015,8.713357999567961e-07,5.319780949086805e-09,1.10828768384863e-07
2016,1.0205492415593653e-06,1.3463710257788364e-08,1.1765211382908092e-07
2017,6.311668840908169e-07,5.03122282724533e-09,6.842462685341388e-08
2018,8.619517473107408e-07,1.084215994762161e-08,1.0867974609141129e-07
2019,9.275391406049494e-07,4.08158040698936e-09,1.0663128691135171e-07
