year,grosses_ADJ armes_NOUN,grosses_ADJ larmes_NOUN
1854,0.0,3.32522517965117e-07
1855,5.306937111981824e-10,3.8952919112489326e-07
1856,0.0,3.515311561841372e-07
1857,9.763018171682347e-10,4.412884209159529e-07
1858,4.893676019968041e-10,4.257498176230001e-07
1859,5.092173349652285e-10,5.428256599770975e-07
1860,6.408057640072684e-09,5.410231551650213e-07
1861,1.8863854922557266e-09,4.593348705839162e-07
1862,2.710791813242963e-09,4.829727231481229e-07
1863,9.989241656072068e-10,4.859766136178223e-07
1864,4.794727948009836e-10,3.878934933254641e-07
1865,1.1296426905005319e-08,3.5583744306677545e-07
1866,4.865612912574591e-10,4.34499241919184e-07
1867,1.94112459439566e-09,4.4354698047754937e-07
1868,4.93987406535723e-10,4.139614588893892e-07
1869,2.9301114867763545e-09,5.537910965358606e-07
1870,5.734048791339319e-09,4.426685791258933e-07
1871,6.37270636261178e-09,6.351464207909885e-07
1872,1.8142017887967654e-09,4.831824185203004e-07
1873,5.986004469882289e-10,5.118033641338116e-07
1874,1.7923826867161097e-09,5.162062279850943e-07
1875,0.0,4.010790632946737e-07
1876,1.209202959984168e-09,3.8150352565935464e-07
1877,6.184816214727107e-09,4.403588889090315e-07
1878,1.2078177347163432e-09,2.759863662049611e-07
1879,6.10932526790009e-10,4.032154663491383e-07
1880,0.0,3.491308291359019e-07
1881,0.0,3.9394666373482323e-07
1882,6.655385131892899e-10,4.81184372347343e-07
1883,0.0,4.1770829284359934e-07
1884,3.9610181801208455e-09,4.792831873601244e-07
1885,6.445635691854079e-10,4.1703262354531034e-07
1886,1.2906927748801422e-09,3.8204507291084155e-07
1887,0.0,3.7410737263599003e-07
1888,1.268122939990235e-09,3.899478144830937e-07
1889,6.265136742733546e-10,3.702695892116026e-07
1890,6.554386478008212e-10,4.017838932668383e-07
1891,0.0,4.130494630771864e-07
1892,1.8805537127519756e-09,3.7548389286712336e-07
1893,0.0,4.56338653975763e-07
1894,0.0,4.121206700347102e-07
1895,0.0,3.719503638421884e-07
1896,1.179405795248556e-09,3.491041127290373e-07
1897,5.2440420894583895e-09,3.6416960824681155e-07
1898,0.0,3.598713647079421e-07
1899,1.6582735185011188e-09,3.8858877360326005e-07
1900,0.0,3.4987698427357827e-07
1901,0.0,3.77239871340862e-07
1902,4.910283846193408e-10,2.9658113476216386e-07
1903,3.2401321625741275e-09,3.3535368970660784e-07
1904,2.6873125946735854e-09,2.579820090886642e-07
1905,3.6125313851442797e-09,2.275894672720824e-07
1906,4.629765903985117e-09,4.017608148387808e-07
1907,1.5428529565042481e-09,3.40970501611082e-07
1908,0.0,3.020504379946942e-07
1909,0.0,3.361101050813886e-07
1910,1.068830135508847e-09,3.2706202546251006e-07
1911,0.0,2.857040897197294e-07
1912,0.0,2.9693700298594194e-07
1913,0.0,2.7628576049210096e-07
1914,2.678697486047099e-09,2.5849431040114723e-07
1915,0.0,4.2057320115418406e-07
1916,3.2962386153911893e-09,3.032539552805247e-07
1917,0.0,3.246061623940477e-07
1918,0.0,2.7222711196372984e-07
1919,1.8415696745321952e-09,2.430871859360195e-07
1920,0.0,2.4231141537711665e-07
1921,0.0,2.4005609589039523e-07
1922,0.0,3.1503785180575505e-07
1923,0.0,2.866306090254511e-07
1924,0.0,2.3204924559649953e-07
1925,1.0998177923937646e-09,3.266458747930301e-07
1926,2.229227691330493e-09,3.120918847798748e-07
1927,1.1149224876660924e-09,6.968265324758249e-07
1928,2.2852082448565625e-09,3.9876883306533273e-07
1929,1.1140406375176326e-09,3.163875419431861e-07
1930,5.2518016602221e-09,2.3212963640162343e-07
1931,0.0,2.1099910441080283e-07
1932,0.0,2.2247859021717886e-07
1933,0.0,2.064719240024715e-07
1934,0.0,2.2765001972402388e-07
1935,3.590485242455088e-09,2.2500374541323254e-07
1936,1.2124714565686645e-09,2.0854508875345346e-07
1937,0.0,2.3923124103930604e-07
1938,0.0,2.3726342135432787e-07
1939,0.0,2.0799907929358596e-07
1940,0.0,1.8764794162962062e-07
1941,0.0,2.0660517918713595e-07
1942,3.034211770724937e-09,1.9115533689273434e-07
1943,0.0,2.8742027780026547e-07
1944,3.2131861615880553e-09,2.570548929270444e-07
1945,0.0,2.65777487129526e-07
1946,0.0,2.825984211085597e-07
1947,0.0,3.0517429649989936e-07
1948,0.0,2.620124917029898e-07
1949,9.817008317369869e-10,2.130290823743053e-07
1950,0.0,2.595028263385757e-07
1951,0.0,2.7506416699907277e-07
1952,0.0,2.414760160718288e-07
1953,4.3095309543161875e-09,2.2625037843226892e-07
1954,0.0,2.013142506029908e-07
1955,2.815682353940474e-09,1.9052784239192988e-07
1956,0.0,2.502967504369735e-07
1957,2.6505113659425206e-09,2.3236148649630195e-07
1958,1.4890038535497752e-08,2.1507833025680156e-07
1959,7.750747821333448e-10,2.061698864963546e-07
1960,4.152500121534786e-09,3.0174834364515846e-07
1961,3.47407969059077e-09,2.4388037900280324e-07
1962,1.2683912808952869e-09,2.5114147206295456e-07
1963,3.879631726988464e-09,2.5217607912964013e-07
1964,1.8251904432275978e-09,2.3544957628018892e-07
1965,1.0944086747954884e-09,1.980879744678532e-07
1966,0.0,4.5918929458821367e-07
1967,4.930335584241163e-10,3.318115773254249e-07
1968,4.4914158503495116e-10,1.9313088728267758e-07
1969,4.5417578031781147e-10,2.5751765519999026e-07
1970,0.0,2.1292096619163203e-07
1971,1.0276794970565106e-09,2.260894831351834e-07
1972,0.0,2.0623190266633173e-07
1973,0.0,1.576776327283369e-07
1974,1.1251143350321513e-09,1.2995070619581384e-07
1975,5.711480177694739e-10,1.3421978906080767e-07
1976,0.0,1.0798565597269771e-07
1977,1.7630346071939584e-09,1.2517544689671922e-07
1978,2.970295565063452e-09,1.699009146705066e-07
1979,0.0,1.8082597819102375e-07
1980,1.7055452605774235e-09,1.517935288575245e-07
1981,1.8976649140967083e-09,1.60036407237385e-07
1982,1.2415004579935385e-09,1.4773856094052462e-07
1983,6.315316047889041e-10,1.5535677277966897e-07
1984,5.799008495621649e-10,1.2931788262449118e-07
1985,1.2031116103372597e-09,1.5038895639918337e-07
1986,0.0,1.5106103035122942e-07
1987,6.110816852533674e-10,1.387155492693637e-07
1988,0.0,1.8109592758719373e-07
1989,1.0976244357863152e-09,1.8275446223015024e-07
1990,1.089730194969718e-09,1.5583141532715672e-07
1991,1.1722930404189924e-09,1.2074617927737563e-07
1992,0.0,1.7962418041861383e-07
1993,2.7696036575264316e-09,1.7005366714784032e-07
1994,1.5824779264761446e-09,1.7249010397790698e-07
1995,5.964695848348356e-09,1.6267352975773974e-07
1996,1.6014276571496566e-09,1.483989677808495e-07
1997,1.917957792585412e-09,1.8028802628577978e-07
1998,4.768129224785866e-10,1.721294609069446e-07
1999,9.140402323914998e-10,1.6224214505200507e-07
2000,0.0,1.4491143929262762e-07
2001,8.762423564512289e-10,1.5115180929115013e-07
2002,2.6287327870022636e-09,2.102986371710358e-07
2003,3.7502307925763034e-09,1.89178294363046e-07
2004,1.3214374039449694e-09,1.867631453933427e-07
2005,9.007499190971657e-10,2.0176798898319248e-07
2006,0.0,2.1248311554700194e-07
2007,1.997239706952314e-09,2.4166601519937103e-07
2008,4.257439678578834e-10,2.5672360948192363e-07
2009,9.53638501499654e-10,2.7512470524015953e-07
2010,1.4171379625338432e-09,4.190004290194338e-07
2011,6.500752380844688e-09,4.38609589537009e-07
2012,5.446804340891731e-09,6.263824730012857e-07
2013,5.578249862026041e-09,6.908662726345938e-07
2014,4.330890313042346e-09,7.854069963286747e-07
2015,2.881548111233201e-09,8.123748784782947e-07
2016,4.142679976837371e-09,8.712056001058954e-07
2017,4.528100561174142e-09,5.69785981952009e-07
2018,4.64663996169179e-09,7.948336246954568e-07
2019,3.06118530524202e-09,7.851940040382033e-07
