year,lois_NOUN égales_ADJ,lois_NOUN légales_ADJ
1800,6.288328791015374e-08,0.0
1801,7.143547975374531e-09,0.0
1802,0.0,0.0
1803,2.145373123596528e-08,0.0
1804,8.404293083685843e-08,0.0
1805,5.685755422035754e-09,0.0
1806,4.034336598124355e-08,2.881669125542885e-09
1807,5.97860605466849e-08,0.0
1808,3.17250354875398e-08,0.0
1809,3.840352036377226e-08,0.0
1810,0.0,0.0
1811,1.7549536934780008e-08,0.0
1812,8.00162425207418e-09,0.0
1813,2.8757416448144113e-09,1.1502966579257645e-08
1814,0.0,0.0
1815,1.618334155573109e-08,0.0
1816,2.7811246638975717e-08,0.0
1817,3.269434145636296e-08,0.0
1818,4.887682791832049e-08,0.0
1819,4.7614829412623294e-08,1.1386155129855524e-08
1820,3.20394981656591e-08,0.0
1821,4.339054981983281e-08,9.861488514673056e-09
1822,3.308453244699194e-08,4.010246357211145e-09
1823,2.7671523739059012e-08,9.882686891060644e-10
1824,3.536867421161105e-08,0.0
1825,3.61023160255769e-08,0.0
1826,4.492072136486058e-08,0.0
1827,2.119972880576526e-08,0.0
1828,3.026859413113314e-08,1.559291185060374e-08
1829,4.9724420136953995e-08,1.714635211591542e-09
1830,5.114049628218709e-08,0.0
1831,3.1182413096075834e-08,6.236482441579483e-09
1832,6.223786208625626e-08,4.058990921151917e-09
1833,3.4750886612755494e-08,0.0
1834,5.414027981487379e-08,9.334530925997342e-10
1835,3.025235173481633e-08,7.563087933704082e-10
1836,1.9490174807401672e-08,1.3441500135158435e-09
1837,2.922314124020886e-08,0.0
1838,1.1361890983607736e-08,0.0
1839,1.3283802502428443e-08,2.7965900706306e-09
1840,3.50332875487247e-08,3.1848443882154243e-09
1841,2.3756030032018316e-08,6.420548537278137e-10
1842,2.3478926802766864e-08,2.0124795163667386e-09
1843,2.4809025944705354e-08,0.0
1844,1.920996434146005e-08,1.097712254427563e-09
1845,3.348136701220028e-08,6.696273757711424e-09
1846,1.4636253098387897e-08,0.0
1847,6.310071398729633e-08,5.393223645455691e-10
1848,2.3331142240401448e-08,0.0
1849,2.513824481908955e-09,0.0
1850,1.6972489191857676e-08,2.7155984128057753e-09
1851,4.0631465081375495e-08,0.0
1852,3.906327283864641e-08,3.2552727180501506e-09
1853,1.3735443005202796e-08,0.0
1854,2.182179059673217e-08,0.0
1855,3.3964397516683675e-08,0.0
1856,3.054541508618058e-08,2.0708756931497874e-09
1857,3.417056243515404e-08,3.905207268672939e-09
1858,1.2723557263338847e-08,2.4468380654951716e-09
1859,1.5276519604867644e-08,5.601390462572908e-09
1860,1.9681891672007623e-08,1.373155145145688e-09
1861,2.4994607272788016e-08,4.715963730639317e-10
1862,2.3493528955587095e-08,0.0
1863,9.989241434027463e-09,0.0
1864,8.63051052846231e-09,4.794727948009836e-10
1865,2.7299698113214532e-08,0.0
1866,2.5787748214600725e-08,0.0
1867,1.747012134956094e-08,0.0
1868,2.5687345583946808e-08,4.93987406535723e-10
1869,1.562726070769571e-08,0.0
1870,3.325748210158963e-08,0.0
1871,4.248470908407853e-09,0.0
1872,4.656451224605007e-08,0.0
1873,1.7359413462259e-08,5.986004469882289e-10
1874,1.1351757311928168e-08,0.0
1875,9.7265964171811e-09,0.0
1876,1.6324239737741664e-08,6.04601479992084e-10
1877,1.9172929910382663e-08,0.0
1878,1.3889904337816006e-08,0.0
1879,2.443730195977878e-08,0.0
1880,1.7969970400599777e-08,3.2089231272180996e-09
1881,6.2752567586699115e-09,0.0
1882,1.1979693681496428e-08,0.0
1883,2.5909288936531993e-08,6.319338941018771e-10
1884,4.621187876807653e-09,0.0
1885,2.5782542767416317e-09,0.0
1886,6.4534639854230136e-09,0.0
1887,5.223139698529167e-09,0.0
1888,3.804368819970705e-09,6.340614699951175e-10
1889,1.566284169030041e-08,6.265136742733546e-10
1890,1.6385966361553983e-08,5.243509182406569e-09
1891,3.888274235919198e-08,0.0
1892,1.6298132399228393e-08,0.0
1893,6.15841644346915e-09,0.0
1894,1.3233232287745977e-08,0.0
1895,7.22233739480771e-09,0.0
1896,7.66613794667137e-09,0.0
1897,1.3401440845939305e-08,0.0
1898,1.867257104493092e-08,0.0
1899,4.4220627160029835e-09,5.527578395003729e-10
1900,3.3741844873702576e-08,1.038210628578895e-09
1901,1.1736351446245408e-08,0.0
1902,2.455141867585553e-09,0.0
1903,1.9440793863623185e-08,3.7801539676252105e-09
1904,1.827372564378038e-08,1.6123875568041512e-09
1905,7.741138396966107e-09,0.0
1906,1.4403716441790948e-08,1.0288369045596824e-09
1907,2.108565766434367e-08,0.0
1908,1.620758460774141e-08,4.911389073214423e-10
1909,8.801573692096554e-09,1.1001967115120692e-09
1910,3.206490406526541e-09,0.0
1911,6.384448969498635e-09,0.0
1912,1.1981668435190329e-08,0.0
1913,2.6514948014977335e-09,5.30298971401777e-10
1914,5.3573948055607445e-09,6.696743715117748e-10
1915,1.1780761921542648e-09,0.0
1916,0.0,0.0
1917,1.4256351654751143e-08,0.0
1918,2.986458014220261e-08,0.0
1919,4.235610262526279e-08,0.0
1920,8.329454459499175e-09,0.0
1921,8.330022005509363e-09,0.0
1922,1.2542490601674672e-08,0.0
1923,2.0170300985000722e-08,4.246379248229459e-09
1924,6.445812328337297e-09,0.0
1925,1.2097995494286806e-08,2.1996355847875293e-09
1926,6.687683296036084e-09,1.1146138456652466e-09
1927,3.0102906833917586e-08,1.1149224876660924e-09
1928,1.1426041224282812e-09,0.0
1929,1.3368487650211591e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,1.2055489939655217e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,1.9170528275935794e-08,0.0
1935,4.787313656606784e-09,0.0
1936,9.699771652549316e-09,1.2124714565686645e-09
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,6.482607339819424e-09,0.0
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,8.854508237732261e-09,1.1806010391524069e-08
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,1.089252066321933e-08,4.357008087652048e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,8.344609447874518e-09,0.0
1948,8.697510267552389e-09,1.0871887834440486e-09
1949,3.9268033269479474e-09,0.0
1950,1.0635361036293034e-08,2.1270722960764488e-09
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,4.2179215675730575e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,2.9317608341017376e-09,0.0
1955,7.508486277174597e-09,0.0
1956,6.976913269340912e-09,0.0
1957,1.6786572132332367e-08,0.0
1958,8.272243334772611e-09,0.0
1959,5.425523585955716e-09,1.5501495642666896e-09
1960,8.305000243069571e-09,2.076250060767393e-09
1961,2.08444772553662e-09,0.0
1962,1.1415521861124489e-08,2.5367825617905737e-09
1963,7.1126584622049904e-09,6.466053248388448e-10
1964,1.2776333768727e-08,0.0
1965,9.849678073159396e-09,5.472043373977442e-10
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,9.860670724393117e-09,0.0
1968,1.3025106326836067e-08,4.4914158503495116e-10
1969,1.090021850558287e-08,4.5417578031781147e-10
1970,8.277704743875347e-09,4.5987250119061684e-10
1971,5.138397263237948e-09,0.0
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,4.410563025913916e-09,0.0
1974,8.438357568252286e-09,4.500457340128605e-09
1975,3.998036124386317e-09,0.0
1976,5.142174241967723e-09,3.4281160132820787e-09
1977,2.3507127355770763e-09,0.0
1978,8.316828115084718e-09,5.940591352171509e-10
1979,5.266775904289034e-09,0.0
1980,4.548120546843393e-09,0.0
1981,4.427884725544118e-09,6.325549528618524e-10
1982,7.449002858983533e-09,6.207502289967692e-10
1983,3.157658134966823e-09,0.0
1984,6.378909400694965e-09,2.3196033982486597e-09
1985,1.8046674155058895e-09,4.210890747202711e-09
1986,7.1933827783254856e-09,0.0
1987,4.277571630240118e-09,0.0
1988,7.795519785247507e-09,0.0
1989,1.4269117443177493e-08,1.6464366536794728e-09
1990,3.2691906959314565e-09,5.44865097484859e-10
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,9.91789939064347e-09,0.0
1993,9.416652346772025e-09,2.2156829704300662e-09
1994,7.384897138251745e-09,2.1099706426497278e-09
1995,3.795715741716776e-09,3.253470381991974e-09
1996,5.3380921904988554e-09,0.0
1997,6.233362714880286e-09,0.0
1998,9.536258005482523e-09,9.536258449571733e-10
1999,6.398281460207045e-09,1.3710603763428253e-09
2000,1.192868470667463e-08,3.5344251969604557e-09
2001,4.381211837767296e-09,0.0
2002,4.81934359086722e-09,8.76244299341522e-10
2003,8.333845613606172e-09,4.1669229178253886e-10
2004,6.166707589017051e-09,8.809582507929292e-10
2005,9.007498746882447e-09,9.007499190971657e-10
2006,6.58862386870851e-09,8.235779835885637e-10
2007,6.7906151812735516e-09,3.1955835755326234e-09
2008,2.9802078582719105e-09,1.7029758714315335e-09
2009,5.721831008997924e-09,3.337734755248789e-09
2010,3.7790344187271785e-09,1.8895172093635892e-09
2011,4.971163480860241e-09,7.64794394481072e-10
2012,3.0638274417515987e-09,1.0212758416727752e-09
2013,4.741512515948898e-09,1.6734750252211938e-09
2014,7.795602385840539e-09,4.330890368553497e-10
2015,9.75293215632611e-09,1.994917786518613e-09
2016,9.942431905551885e-09,1.2428040818690533e-09
2017,3.5218559180094644e-09,2.515611330355938e-10
2018,4.64663996169179e-09,1.0325866828253538e-09
2019,7.1427654901867754e-09,1.2754939326953263e-09
