year,connaissances_NOUN égales_ADJ,connaissances_NOUN légales_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,2.0171682990621775e-08
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,1.581321384946932e-08,0.0
1810,0.0,2.3401267590372754e-09
1811,0.0,2.5070767684098882e-09
1812,1.0668832928217853e-08,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,1.035105001712111e-09,3.1053151161586356e-09
1820,1.1866481131050932e-09,0.0
1821,0.0,0.0
1822,3.0076847679083585e-09,0.0
1823,0.0,9.882686891060644e-10
1824,9.263223965660927e-09,1.6842225392110777e-09
1825,3.522177216552791e-09,1.7610886970942374e-08
1826,0.0,1.4973572604048968e-08
1827,0.0,7.373818444733615e-09
1828,0.0,4.586150570418113e-09
1829,9.430493719264632e-09,1.1145129263923081e-08
1830,4.174734336004349e-09,1.0436835395921662e-08
1831,4.677361609140007e-09,6.236482441579483e-09
1832,1.352996914505411e-08,0.0
1833,1.50587169400751e-08,0.0
1834,0.0,9.334531370086552e-09
1835,3.781543966852041e-09,9.075705520444899e-09
1836,0.0,9.409050427677812e-09
1837,1.3915781860163179e-09,1.0436836284100082e-08
1838,3.1560809521380406e-09,1.8936485712828244e-09
1839,0.0,3.4957374772659477e-09
1840,1.4013314952876499e-08,1.2102408852854296e-08
1841,0.0,2.0545755319290038e-08
1842,2.683306021822318e-09,1.2074877098200432e-08
1843,4.7255288571079745e-09,3.5441467538532834e-09
1844,2.195424508855126e-09,8.781698035420504e-09
1845,2.2320911785556063e-09,1.1160455892778032e-09
1846,5.269050973311096e-09,1.0538101946622191e-08
1847,2.1572894581822766e-09,1.0786447290911383e-08
1848,8.045221711050488e-10,1.6090443422100975e-09
1849,6.703531951757213e-09,0.0
1850,8.146795238417326e-09,7.467895635215882e-09
1851,1.2898877521649865e-09,3.8696632564949596e-09
1852,6.510545436100301e-10,1.3021090872200602e-09
1853,2.9859659189668264e-09,3.5831591027601917e-09
1854,5.195664454227256e-10,1.558699391779328e-09
1855,0.0,5.306937111981824e-09
1856,0.0,1.0354378465748937e-09
1857,9.763018171682347e-10,9.763018171682347e-10
1858,0.0,1.468102750479261e-09
1859,0.0,5.092173349652285e-09
1860,9.154367819341758e-10,1.2816115280145368e-08
1861,2.357981809808507e-09,1.0375120318428799e-08
1862,3.162590411776023e-09,1.490935552794781e-08
1863,0.0,8.990317823531768e-09
1864,4.794727948009836e-10,8.63051052846231e-09
1865,8.001635798393636e-09,6.589582213223366e-09
1866,3.8924903300596725e-09,1.1677471434268227e-08
1867,3.396968040192405e-09,5.338092634588065e-09
1868,4.93987406535723e-10,1.975949626142892e-09
1869,9.767038289254515e-10,1.2208797528501236e-08
1870,4.587239033071455e-09,1.0321287824410774e-08
1871,4.248470908407853e-09,1.5931766128574054e-08
1872,6.047339518033823e-09,1.269941218851045e-08
1873,5.986004469882289e-10,2.9930022904522957e-09
1874,2.3898436563030145e-09,1.0156835372754358e-08
1875,4.005069165202713e-09,5.149374260327022e-09
1876,5.441413541973361e-09,3.627608879952504e-09
1877,0.0,3.0924081073635534e-09
1878,6.6429977074733415e-09,1.0870359723469392e-08
1879,5.498392852132383e-09,6.109325489944695e-09
1880,6.417846254436199e-10,3.2089231272180996e-09
1881,2.7890030285249168e-09,0.0
1882,6.655385131892899e-10,7.320923423037584e-09
1883,1.2638677882037541e-09,6.951272890631799e-09
1884,0.0,6.601696966868076e-09
1885,0.0,1.0313017106966527e-08
1886,2.5813855497602844e-09,1.2906927970846027e-08
1887,0.0,8.48760173255414e-09
1888,3.1703073499755874e-09,4.4384300679212174e-09
1889,5.6386229019267375e-09,1.0024218788373673e-08
1890,1.3108772956016423e-09,6.554386366985909e-09
1891,0.0,2.5496880162734215e-09
1892,2.5074049503359674e-09,8.149066310636499e-09
1893,0.0,1.4780200174868696e-08
1894,2.520615716150587e-09,1.2603078580752936e-08
1895,1.2037228991346183e-09,6.018614495673091e-09
1896,0.0,5.897029087265082e-09
1897,2.9133566670225264e-09,4.078699600285063e-09
1898,0.0,2.1501747937691107e-08
1899,2.2110313580014918e-09,2.2110313580014918e-08
1900,1.5573159428683425e-09,2.07642125715779e-09
1901,5.029864968975062e-09,2.0678333711998675e-08
1902,4.910283846193408e-10,5.4013122863239005e-09
1903,5.400220270956879e-09,5.940242076007962e-09
1904,5.374625189347171e-10,1.4511488011237361e-08
1905,1.0321518084666081e-09,3.6125313851442797e-09
1906,0.0,7.716276506641861e-09
1907,0.0,1.2857108266928208e-08
1908,9.822778146428846e-10,1.080505640516094e-08
1909,7.701377313651392e-09,3.300590023513905e-09
1910,3.740905363258662e-09,6.412980813053082e-09
1911,0.0,7.448523575703803e-09
1912,2.6047106693738442e-09,6.772247651554153e-09
1913,5.302989602995467e-09,5.833288518886093e-09
1914,2.678697486047099e-09,1.1384464038144415e-08
1915,0.0,9.424609537234119e-09
1916,6.592477230782379e-09,1.0987461607214755e-08
1917,4.386569774084137e-09,1.2063066989753679e-08
1918,0.0,2.8715941624568586e-08
1919,0.0,1.012863304339362e-08
1920,1.514446346106979e-09,5.300562211374427e-09
1921,1.5145494858259667e-09,4.543648568500203e-09
1922,0.0,8.115729421831475e-09
1923,2.1231896241147297e-09,6.369568872344189e-09
1924,2.578324886925998e-09,7.734974438733389e-09
1925,3.299453377181294e-09,1.6497267552040284e-08
1926,4.458455382660986e-09,1.0031524944054127e-08
1927,3.3447675740205796e-09,8.919379901328739e-09
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,0.0,2.2280812750352652e-09
1930,1.0503603542488804e-09,8.402882833991043e-09
1931,2.2810713318222042e-09,7.983749661377715e-09
1932,9.863582839386709e-09,2.1919073223131136e-09
1933,2.2941324395731044e-09,2.6382522833046096e-08
1934,2.3963160344919743e-09,1.5576054224197833e-08
1935,2.393656828303392e-09,2.2739740757060645e-08
1936,1.2124714565686645e-09,2.182448710641438e-08
1937,8.813782592653752e-09,5.0364472592434595e-09
1938,3.8895642262559704e-09,1.0372171566075394e-08
1939,0.0,3.058810094103137e-09
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,3.034211815133858e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,9.639558484764166e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,0.0,5.568441707737293e-09
1947,1.1920870957027319e-09,2.3841741914054637e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,0.0,4.908504269707237e-09
1950,0.0,5.317680518146517e-09
1951,0.0,9.595261474260042e-09
1952,0.0,3.1634410646574906e-09
1953,0.0,5.386913581872932e-09
1954,5.863521668203475e-09,7.818028890937967e-09
1955,3.754243138587299e-09,3.2849627018549654e-08
1956,0.0,1.744228317335228e-09
1957,0.0,0.0
1958,1.6544486891589827e-09,9.926692356998501e-09
1959,3.100299128533379e-09,0.0
1960,0.0,2.076250060767393e-09
1961,6.94815938118154e-09,7.64297514166401e-09
1962,1.2683912808952869e-09,6.976152100435229e-09
1963,1.939815863494232e-09,1.939815863494232e-09
1964,4.867174663303331e-09,3.041984220075733e-09
1965,2.188817349590977e-09,2.188817349590977e-09
1966,1.6617224263271169e-09,3.3234448526542337e-09
1967,1.9721342336964653e-09,2.465167847631733e-09
1968,3.5931326802796093e-09,2.6948494546985557e-09
1969,2.7250546263957176e-09,9.537691525451919e-09
1970,2.7592350626548523e-09,2.7592350626548523e-09
1971,5.652237344833111e-09,2.0553589941130213e-09
1972,5.130146973897354e-09,1.0260293725750103e-09
1973,1.102640756478479e-09,5.513203782392395e-10
1974,2.2502286700643026e-09,5.06301445213353e-09
1975,1.7134440533084216e-09,2.2845920710778955e-09
1976,3.9994687561772935e-09,2.285410749536254e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,1.7821774056514528e-09,2.3762365408686037e-09
1979,1.7555920051037788e-09,1.7555920051037788e-09
1980,0.0,1.1370301367108482e-09
1981,4.427884725544118e-09,4.427884725544118e-09
1982,2.483000915987077e-09,0.0
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,1.1598016991243298e-09,0.0
1985,1.2031116103372597e-09,0.0
1986,3.5966913891627428e-09,2.3977941854269602e-09
1987,0.0,1.8332451112712533e-09
1988,1.1993107618124554e-09,0.0
1989,1.0976244357863152e-09,2.1952488715726304e-09
1990,5.44865097484859e-10,1.089730194969718e-09
1991,3.5168792322792797e-09,2.9307325455363298e-09
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,1.1078414852150331e-09,0.0
1994,0.0,5.274926606624319e-10
1995,5.422450821690461e-10,3.795715741716776e-09
1996,3.2028553142993132e-09,2.135236876199542e-09
1997,1.438468344439059e-09,1.438468344439059e-09
1998,4.768129224785866e-10,4.768129224785866e-10
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,0.0,2.2090156370779823e-09
2001,8.762423564512289e-10,8.762423564512289e-10
2002,1.3143663935011318e-09,4.38122149670761e-10
2003,8.333845835650777e-10,1.2500769308587678e-09
2004,4.404791253964646e-10,8.809582507929292e-10
2005,9.007499190971657e-10,4.5037495954858286e-10
2006,1.2353669198716943e-09,2.4707338397433887e-09
2007,7.988958938831558e-10,3.994479413904628e-09
2008,2.554463751636149e-09,0.0
2009,1.430457752249481e-09,4.76819250749827e-10
2010,3.7790344187271785e-09,4.723793023408973e-10
2011,0.0,2.2943831279320648e-09
2012,1.0212758416727752e-09,1.3617010852229328e-09
2013,5.578250084070646e-10,1.9523875849358774e-09
2014,1.0827225782605865e-09,1.5158115873603606e-09
2015,1.5516027351836215e-09,1.5516027351836215e-09
2016,3.935546111222266e-09,2.278474076078396e-09
2017,0.0,1.2578056374223934e-09
2018,7.744400121190154e-10,2.323319980845895e-09
2019,1.2754939326953263e-09,5.1019755087367e-10
