year,grands_ADJ yeux_NOUN,grands_ADJ lieux_NOUN
1977,1.258806719306449e-06,3.761140376923322e-08
1978,1.327128074990469e-06,3.445542873237173e-08
1979,1.5654028402423137e-06,4.6230589134665934e-08
1980,1.4229932503440068e-06,4.207011627954671e-08
1981,1.447285740141524e-06,5.4399727389409236e-08
1982,1.3935842844148283e-06,4.407326770206055e-08
1983,1.5175704675129964e-06,4.2312617409834274e-08
1984,1.4033601019036723e-06,4.871167291753409e-08
1985,1.4822335288044997e-06,5.2936911743017845e-08
1986,1.446469354959845e-06,3.7165808208783346e-08
1987,1.4140430266706971e-06,6.783006512023348e-08
1988,1.3072486808596295e-06,5.696726290693732e-08
1989,1.5042943459775415e-06,6.091815407671675e-08
1990,1.3741497468799935e-06,7.246705990837654e-08
1991,1.3991317473482923e-06,5.6270067716468475e-08
1992,1.4766650338060572e-06,5.895640242670197e-08
1993,1.5471006236111862e-06,6.425480592042732e-08
1994,1.4057679891266162e-06,5.749669895749321e-08
1995,1.4917162616256974e-06,8.24212520456058e-08
1996,1.3868364021618618e-06,5.071187558769452e-08
1997,1.4140143775875913e-06,7.480035435492027e-08
1998,1.4943317410143209e-06,5.3403049093958543e-08
1999,1.3596348935607239e-06,6.763897886230552e-08
2000,1.3969815881864633e-06,7.775735610948686e-08
2001,1.3993590073368978e-06,6.484193448841324e-08
2002,1.6688072719261982e-06,6.790893536390286e-08
2003,1.6401008906541392e-06,9.042222615107676e-08
2004,1.7337258668703726e-06,9.426253200217616e-08
2005,1.582617642270634e-06,7.881561714384588e-08
2006,1.965056981134694e-06,9.965293656932772e-08
2007,3.0162314033077564e-06,8.468296641694906e-08
2008,3.3884962249430828e-06,8.77032562129898e-08
2009,3.812646809819853e-06,6.913879246894794e-08
2010,5.382289600674994e-06,6.377120342904163e-08
2011,5.742458597524092e-06,6.95962896202218e-08
2012,7.177186034823535e-06,6.842547861651838e-08
2013,8.037142833927646e-06,5.6340326182180434e-08
2014,8.458228876406793e-06,4.699015931919348e-08
2015,9.086628779186867e-06,4.92079728076078e-08
2016,9.488187060924247e-06,4.9712159722048455e-08
2017,8.571190846851096e-06,5.006066672308407e-08
2018,1.0049649972643238e-05,5.601782859798732e-08
2019,9.264932486985344e-06,6.147880782236825e-08
