year,grands_ADJ yeux_NOUN,grands_ADJ lieux_NOUN
1800,1.2953958048456116e-06,3.144164484325529e-09
1801,1.37156121127191e-06,4.7623651688866175e-09
1802,1.2688553852058249e-06,3.5805442166747525e-08
1803,1.4978604667703621e-06,1.3652374342143503e-08
1804,1.1568262152650277e-06,2.7190360185613827e-08
1805,1.0888221595450887e-06,1.1371510844071508e-08
1806,9.307791515311692e-07,4.034336598124355e-08
1807,8.654743623992545e-07,0.0
1808,8.86034911218303e-07,4.5321479902327155e-09
1809,7.183717229963804e-07,0.0
1810,1.1162404689457617e-06,7.020380277111826e-09
1811,9.777598961591139e-07,4.011322829455821e-08
1812,1.24558619063464e-06,0.0
1813,9.83503696261323e-07,5.751483289628823e-09
1814,7.048556653899141e-07,1.8880061958270744e-08
1815,5.556280484597664e-07,0.0
1816,7.369980608018523e-07,1.3905623319487859e-08
1817,1.138074480877549e-06,3.89218364205135e-08
1818,9.393887694386649e-07,3.099506074022429e-08
1819,7.514862545576761e-07,2.898294049202832e-08
1820,1.0406904493720504e-06,1.542642635854463e-08
1821,1.025594769998861e-06,8.875339574387908e-09
1822,1.0075743830384454e-06,5.3135764233047666e-08
1823,1.0317525038772146e-06,0.0
1824,8.303217100547045e-07,2.4421225930382207e-08
1825,9.782846746020368e-07,1.6730341556581152e-08
1826,9.23076754588692e-07,2.290075862276808e-08
1827,6.82999939272122e-07,4.608636583469661e-09
1828,9.465815082876361e-07,1.3758452155343548e-08
1829,1.357991095574107e-06,2.571952872898464e-09
1830,1.4976859574744594e-06,1.878630406793036e-08
1831,1.7633653897064505e-06,7.795603274018958e-09
1832,2.0673792278103065e-06,2.705993873419743e-09
1833,2.002809424084262e-06,8.108539617524002e-09
1834,1.4356508017954184e-06,2.240287422239362e-08
1835,1.9943863662774675e-06,1.2100940693926532e-08
1836,1.5955060916894581e-06,3.36037508930076e-08
1837,1.7485180023868452e-06,1.0436836284100082e-08
1838,1.3842570751876337e-06,1.5780404538645598e-08
1839,1.3102024922773126e-06,1.2584655095793096e-08
1840,1.3936878531239927e-06,2.293087852933695e-08
1841,1.3406105381363886e-06,2.8250413564023802e-08
1842,1.6220584484472056e-06,9.391571076378114e-09
1843,1.664567548687046e-06,5.31621990873532e-09
1844,1.8145183275919408e-06,8.232841963717874e-09
1845,1.7421472193746013e-06,1.1160455670733427e-08
1846,1.5731045550637646e-06,2.1661655580373917e-08
1847,1.050599962582055e-06,1.0786447290911383e-09
1848,1.3451610811898718e-06,3.218088684420195e-09
1849,1.2543983984869556e-06,1.6758829879393033e-09
1850,1.3876707498639007e-06,5.431196825611551e-09
1851,1.2989169135835255e-06,1.805842941848823e-08
1852,1.4498984910460422e-06,1.9531636308300904e-09
1853,1.8292026879862533e-06,3.5831591027601917e-09
1854,1.3991924561196356e-06,1.6626126253527218e-08
1855,1.6976891856756993e-06,1.0083180512765466e-08
1856,1.6753384670664673e-06,3.1063134287023786e-08
1857,1.9540680114005227e-06,1.8549734193129552e-08
1858,2.129238509951392e-06,8.31924928945682e-09
1859,2.3637869617232354e-06,2.1387128512628806e-08
1860,2.371438995396602e-06,1.7393299245327398e-08
1861,2.1627408841595752e-06,9.431927239234028e-09
1862,2.0733039036713308e-06,7.228778020618165e-09
1863,2.3190025331132347e-06,1.3485475847119233e-08
1864,2.1691348592867143e-06,6.041356925834407e-08
1865,2.231514827144565e-06,3.153585836912498e-08
1866,2.252778813272016e-06,1.1677471434268227e-08
1867,2.4996832053147955e-06,3.979305418511103e-08
1868,2.189846100009163e-06,1.0867722721741302e-08
1869,2.470572326274123e-06,1.6115613732381462e-08
1870,1.9272138160886243e-06,1.834895613228582e-08
1871,2.0382040020194836e-06,1.0621177271019633e-09
1872,2.4388918973272666e-06,7.256807155187062e-09
1873,2.2232020455703605e-06,7.183205141814142e-09
1874,2.3151610548666213e-06,1.5533982988813477e-08
1875,2.298337449246901e-06,3.032409523484603e-08
1876,2.437753209960647e-06,5.3204928462946555e-08
1877,2.381772674198146e-06,1.855444864418132e-08
1878,1.952437287400244e-06,1.3889904337816006e-08
1879,2.2518972855323227e-06,2.871382953628654e-08
1880,2.3399468318530126e-06,2.5671385017744797e-08
1881,2.620965688038268e-06,1.3945014920579979e-08
1882,2.832531890817336e-06,3.261138559196297e-08
1883,2.5252079467463773e-06,7.58320695126713e-09
1884,2.8466517960623605e-06,2.772712726084592e-08
1885,2.71812450591824e-06,1.933690718658454e-08
1886,2.5794495286390884e-06,8.38950331427668e-09
1887,2.6337681902077748e-06,1.2404957061562527e-08
1888,2.6541813440417172e-06,1.6485598663962264e-08
1889,2.29554621000716e-06,1.3783300722991498e-08
1890,2.454617742841947e-06,7.865263995654459e-09
1891,2.362923396503902e-06,1.9760081571007504e-08
1892,2.5475235361227533e-06,1.9432388143059143e-08
1893,2.4738358206377598e-06,9.23762488724833e-09
1894,2.531328391341958e-06,1.5753848003896564e-08
1895,2.2834624360257294e-06,1.1435367319734269e-08
1896,2.1636199107888388e-06,1.8280790214930676e-08
1897,2.183269543820643e-06,9.322741689743452e-09
1898,2.2967262793827103e-06,1.3580051749784161e-08
1899,2.2712820282322355e-06,2.266307141951529e-08
1900,2.243054041173309e-06,2.5436159845071415e-08
1901,2.0885117919533513e-06,1.620734302321125e-08
1902,1.97982649297046e-06,2.3078333910575566e-08
1903,2.2605322556046303e-06,1.0260418292773466e-08
1904,2.000972926907707e-06,2.0961039126632386e-08
1905,1.8712912606133614e-06,1.8062657147766004e-08
1906,2.212513663835125e-06,1.9547901075611662e-08
1907,2.1131943412910914e-06,7.71426478252124e-09
1908,2.2459782940131845e-06,8.349361202419914e-09
1909,2.2510025701194536e-06,9.901770070541716e-09
1910,2.671540869414457e-06,2.1911017000775246e-08
1911,2.0111015146540012e-06,3.777465806820146e-08
1912,1.908211061163456e-06,1.8753915753677575e-08
1913,2.048544956778642e-06,1.1666577037772186e-08
1914,1.8945088413602207e-06,1.5402511266415786e-08
1915,1.869606876425678e-06,2.0027295377644805e-08
1916,2.1238763565634144e-06,1.8678685265172135e-08
1917,2.181221816499601e-06,2.52227767560953e-08
1918,1.8630902332006372e-06,4.709414369585829e-08
1919,2.1325377019820735e-06,3.038589824200244e-08
1920,2.1800456124765333e-06,4.316171953178127e-08
1921,1.9878461898770183e-06,2.9533714140939082e-08
1922,2.5719482437125407e-06,5.4596721810185045e-08
1923,2.4416681299044285e-06,5.095655097875351e-08
1924,2.3630348096048692e-06,4.1253198190815965e-08
1925,2.492187149982783e-06,1.8696901804560184e-08
1926,2.4042219592956826e-06,2.3406890647947876e-08
1927,3.1619201763533056e-06,1.8953683067479687e-08
1928,2.6337024792155717e-06,3.1992914983902665e-08
1929,2.2993799575488083e-06,3.342121956961819e-08
1930,2.1112243757670512e-06,2.3107928015519974e-08
1931,1.8009058067036676e-06,2.737285598186645e-08
1932,1.9244946543039987e-06,2.7398842306070037e-08
1933,1.736658305162564e-06,3.555905436769535e-08
1934,1.8942878341476899e-06,1.7972370258689807e-08
1935,1.7354011561110383e-06,5.38572777486479e-08
1936,1.7471713817940326e-06,1.9399543305098632e-08
1937,1.7715702824716573e-06,1.888667711114067e-08
1938,1.8436535356158856e-06,3.759912203804561e-08
1939,1.989755901377066e-06,3.976452944698394e-08
1940,1.4022879213371198e-06,3.0429394115571995e-08
1941,2.31397802963329e-06,1.4757512545315876e-08
1942,1.71432964179985e-06,3.944475324146879e-08
1943,2.0845229755650507e-06,2.6129116648121453e-08
1944,2.345625944144558e-06,3.855823393905666e-08
1945,2.2700012323184637e-06,3.267756198965799e-08
1946,2.1466341877385275e-06,3.201854070766785e-08
1947,1.937141632879502e-06,5.006765846360395e-08
1948,2.0852280613326e-06,3.4790041070209554e-08
1949,1.825963522605889e-06,3.6322930441201606e-08
1950,1.804820840334287e-06,2.7651939404904624e-08
1951,1.812438313208986e-06,4.264560615752089e-08
1952,1.903337079056655e-06,5.061505703451985e-08
1953,1.5406573083964759e-06,4.632745742583211e-08
1954,1.8988038164025056e-06,4.69081733456278e-08
1955,1.5983690673238016e-06,2.627970197011109e-08
1956,1.8314397038921015e-06,2.9651880950609666e-08
1957,1.8836300341718015e-06,3.003912851795576e-08
1958,1.9175060970155755e-06,2.5643954515430778e-08
1959,1.7803467926569283e-06,3.2553142403912716e-08
1960,1.9869712559739128e-06,5.1214165353030694e-08
1961,1.8919837430075859e-06,2.987708569435199e-08
1962,2.0205472992529394e-06,3.361236977639237e-08
1963,1.8732156377154752e-06,6.078089853644997e-08
1964,1.8355332258579438e-06,2.068549243006146e-08
1965,1.5770428944961168e-06,2.7907420374617686e-08
1966,2.011237938859267e-06,3.821961414018915e-08
1967,1.9573433291952824e-06,3.5991448044114804e-08
1968,1.93804589798674e-06,4.626158300879979e-08
1969,1.5078635442478117e-06,3.270065462857019e-08
1970,1.4909066976542817e-06,3.54101814536989e-08
1971,1.7645256775722373e-06,4.4704059121158934e-08
1972,1.5595646800647955e-06,3.796308689629768e-08
1973,1.4637555523222545e-06,3.528450420731133e-08
1974,1.1386157439119415e-06,2.3627400480563665e-08
1975,1.1554324146345607e-06,2.513051278185685e-08
1976,1.1027107120753499e-06,3.028169359708954e-08
