year,mêmes_ADJ eaux_NOUN,mêmes_ADJ lots_NOUN
1800,4.936338200423052e-07,0.0
1801,4.19088138414736e-07,0.0
1802,5.616979024125612e-07,0.0
1803,5.265915774543828e-07,0.0
1804,3.4605912446750153e-07,0.0
1805,2.2174445746259153e-07,0.0
1806,3.169836020333605e-07,0.0
1807,3.3024679169102455e-07,0.0
1808,5.053345262240327e-07,0.0
1809,4.0436646031594137e-07,2.259030518203531e-09
1810,3.3931837606360205e-07,2.3401267590372754e-09
1811,3.860898232233012e-07,1.7549536934780008e-08
1812,3.8141078562148323e-07,0.0
1813,2.933256553205865e-07,5.751483289628823e-09
1814,2.5488085952929396e-07,0.0
1815,3.749140660147532e-07,0.0
1816,2.5261883251914696e-07,2.3176038865813098e-09
1817,2.95805961059159e-07,0.0
1818,4.92344611302542e-07,5.960588467246453e-09
1819,2.6809220798895694e-07,0.0
1820,2.3258303372131195e-07,1.1866481131050932e-09
1821,2.337172730904058e-07,1.97229765852569e-09
1822,3.839811029138218e-07,1.7043547018147365e-08
1823,2.154425686740069e-07,2.9648061783404955e-09
1824,2.5094917077694845e-07,5.052667617633233e-09
1825,3.733507867309527e-07,1.7610886082763955e-09
1826,2.853786895684607e-07,0.0
1827,2.9956137836961716e-07,4.608636583469661e-09
1828,3.164443853620469e-07,1.8344602503717056e-09
1829,3.052050772112125e-07,8.57317605795771e-10
1830,3.80944499056568e-07,2.0873671680021744e-09
1831,2.0736304406909767e-07,0.0
1832,2.4218644512075116e-07,2.705993873419743e-09
1833,3.741511989119317e-07,1.1583628500844156e-09
1834,3.6591362118088e-07,9.334530925997342e-10
1835,3.509272801238694e-07,2.2689263801112247e-09
1836,2.6412547526888375e-07,2.688300027031687e-09
1837,3.4302402696084755e-07,7.653680356156656e-09
1838,2.6132349262297794e-07,3.787297142565649e-09
1839,2.86650475800343e-07,1.3982950353153e-09
1840,2.4013726829252846e-07,1.9109065441114126e-09
1841,2.349920720234877e-07,1.926164561183441e-09
1842,2.3009349092717457e-07,0.0
1843,2.8707589194709726e-07,1.7720733769266417e-09
1844,3.507190626805823e-07,5.488561272137815e-10
1845,2.3269549842552806e-07,4.464182357111213e-09
1846,3.495137264053483e-07,3.5127007969038004e-09
1847,2.335265776309825e-07,5.3932236454556914e-09
1848,1.9630340375442756e-07,1.850401076808339e-08
1849,2.2037860958334932e-07,8.379414939696517e-10
1850,2.3693596062912547e-07,1.3577992064028876e-09
1851,3.147326026464725e-07,9.029214709244116e-09
1852,2.4674966425664024e-07,1.0416872697760482e-08
1853,2.974022095258988e-07,4.180352064508952e-09
1854,2.8680068453468266e-07,9.352196350675968e-09
1855,2.5950922122319753e-07,5.306937111981824e-10
1856,2.7542645852918213e-07,3.6240324075009767e-09
1857,2.65554092493403e-07,7.322263684272912e-09
1858,1.986832529610183e-07,3.4255731584664773e-09
1859,3.258990943777462e-07,2.036869339860914e-09
1860,2.755464834081067e-07,1.8308735638683515e-09
1861,2.329686026314448e-07,7.073945429425521e-09
1862,2.1912232739396131e-07,7.228778020618165e-09
1863,2.402412633273343e-07,4.994620717013731e-09
1864,2.752173884346121e-07,5.753673537611803e-09
1865,2.47109340989482e-07,4.23615986733239e-09
1866,2.5301187633886e-07,4.865612912574591e-10
1867,2.203176450166211e-07,2.91168689159349e-09
1868,2.410658623830386e-07,2.9639244392143382e-09
1869,2.3440891538939468e-07,2.9301114867763545e-09
1870,2.2076088157518825e-07,1.3188312664169644e-08
1871,2.79336973108002e-07,1.0621177271019633e-09
1872,2.5761664801393636e-07,3.0236697590169115e-09
1873,3.1306802839026204e-07,2.3944017879529156e-09
1874,2.0970878722437192e-07,5.377148060148329e-09
1875,1.8652178823685972e-07,8.58229043387837e-09
1876,1.971000784806165e-07,5.441413541973361e-09
1877,1.57094319774842e-07,8.040260901509555e-09
1878,2.2948536582134693e-07,6.039088784604019e-09
1879,1.7167204191537166e-07,4.27652757650776e-09
1880,1.7199828050706856e-07,1.0910338410496934e-08
1881,1.9034945353268995e-07,9.064259565150223e-09
1882,1.8967847381645697e-07,9.317538740560849e-09
1883,2.2370460328602348e-07,4.423537092179686e-09
1884,1.8748819741176703e-07,4.621187876807653e-09
1885,2.0368209163734718e-07,1.4180398189012067e-08
1886,1.800516429284471e-07,1.0325542199041138e-08
1887,1.9195037737063103e-07,5.876032105334161e-09
1888,1.5914942252948094e-07,1.0779045211961602e-08
1889,2.0862904648311087e-07,1.50363277384713e-08
1890,1.5992702628864208e-07,1.1142456735058204e-08
1891,1.7975300181660714e-07,7.0116419337296065e-09
1892,1.7050354017555946e-07,1.002961980134387e-08
1893,1.7366734539336903e-07,8.005941687372342e-09
1894,1.6825110549234523e-07,9.452309157609307e-09
1895,1.6069701302967587e-07,3.0093072478365457e-09
1896,1.7042414413026563e-07,1.0614652268259306e-08
1897,1.3401441378846357e-07,3.4960281336537946e-09
1898,1.3523468567200325e-07,6.7900258748920805e-09
1899,1.5035013234410144e-07,7.738609753005221e-09
1900,1.2718079744900024e-07,6.748368974740515e-09
1901,1.5089595706285763e-07,1.1736351446245408e-08
1902,1.2030194795897842e-07,5.4013122863239005e-09
1903,1.4094574396494863e-07,2.1060859722865644e-08
1904,1.4941457493478083e-07,1.2361637935498493e-08
1905,1.2489036294027756e-07,9.805441791854719e-09
1906,1.388929860013377e-07,8.745113966313056e-09
1907,1.3114249952650425e-07,1.8514235478050978e-08
1908,1.8024798009719234e-07,1.8663278922304016e-08
1909,1.4522596814003919e-07,1.6502950117569526e-08
1910,1.07417427841483e-07,1.8170112525695004e-08
1911,1.0747155698709321e-07,1.9685383989553884e-08
1912,1.224213974637678e-07,2.7609932118366487e-08
1913,1.0499919511630651e-07,1.2196876397752021e-08
1914,8.571831955350717e-08,7.366418142140674e-09
1915,1.4608144738303963e-07,5.890381071793627e-09
1916,8.350470892537487e-08,2.197492410260793e-09
1917,7.23783983858084e-08,1.4256351654751143e-08
1918,9.418828739171659e-08,3.44591288836682e-09
1919,1.28909874774763e-07,8.287063479883727e-09
1920,9.692456615084666e-08,1.2872794385998532e-08
1921,1.1359121288023744e-07,1.5902768879527684e-08
1922,7.009038682781465e-08,9.591316185719734e-09
1923,6.581888101209188e-08,6.369568872344189e-09
1924,1.0055467214442615e-07,2.4494086758863887e-08
1925,1.3417776756341482e-07,1.2097995494286806e-08
1926,8.693987751939858e-08,1.3375366592072169e-08
1927,1.0703256236865855e-07,6.689535148041159e-09
1928,8.912311955100449e-08,1.3711249025050165e-08
1929,9.35794162160164e-08,5.570202965543558e-09
1930,9.348207186121726e-08,1.470504518152893e-08
1931,9.808606904471162e-08,1.8248570654577634e-08
1932,1.1726704229886309e-07,2.9590749406338546e-08
1933,6.882397229901471e-08,1.9500125958415992e-08
1934,9.106000931069502e-08,2.156684431042777e-08
1935,9.454944205344873e-08,2.2739740757060645e-08
1936,1.066974846253288e-07,2.3036957230715416e-08
1937,8.436049370175169e-08,2.392312481447334e-08
1938,8.427389275311725e-08,1.2965214679638848e-08
1939,6.270560959364957e-08,2.9058696782158222e-08
1940,1.1918179865233469e-07,2.5357829613881222e-08
1941,1.269146139293298e-07,2.3612020783048138e-08
1942,6.675266206457309e-08,1.8205270180260413e-08
1943,1.0741970157823744e-07,1.4516175816936538e-08
1944,5.7837350908584995e-08,1.6065930807940276e-08
1945,7.406913482554955e-08,1.9606536838523425e-08
1946,7.65660743695662e-08,1.2528993842408909e-08
1947,4.52993091926146e-08,1.0728784083369192e-08
1948,8.480072466454658e-08,8.697510267552389e-09
1949,6.97007607186606e-08,4.908504269707237e-09
1950,7.976520777219775e-08,1.595304155443955e-08
1951,8.635735326834038e-08,1.4925962688039363e-08
1952,8.857634981040974e-08,2.319856839960721e-08
1953,6.679773179030235e-08,2.0470272588113403e-08
1954,5.2771696346098906e-08,1.4658803948464083e-08
1955,6.006789021739678e-08,1.0324168187025862e-08
1956,8.285084618364635e-08,1.5698054411927842e-08
1957,9.100088504965242e-08,2.5621609722747962e-08
1958,7.69318617699355e-08,2.8952852559882558e-08
1959,7.673240531858028e-08,1.3951345856355601e-08
1960,7.33608302994071e-08,9.689166802218097e-09
1961,7.434530147065743e-08,1.80652133252579e-08
1962,8.498221859554178e-08,1.0147130247162295e-08
1963,7.759263809248296e-08,1.8751554975438012e-08
1964,6.023128662491217e-08,9.734349326606662e-09
1965,6.675892905150249e-08,1.586892572902343e-08
1966,8.53017496638131e-08,1.4401594583546284e-08
1967,7.740626983832044e-08,1.232583901611406e-08
1968,8.578604138165247e-08,1.1677681044375277e-08
1969,8.44766958607579e-08,1.9983733778872192e-08
1970,8.047769028962648e-08,1.7935027685211935e-08
1971,8.27281994020268e-08,2.4664307929356255e-08
1972,7.182205763456295e-08,1.539044092169206e-08
1973,6.119655893144227e-08,1.7642252103655665e-08
1974,8.044567323395313e-08,1.3501372464475025e-08
1975,8.738564361010503e-08,9.138368284311582e-09
1976,5.4278505245974884e-08,1.7140580510499603e-08
1977,6.581995393162288e-08,2.056873604772136e-08
1978,5.524750079644036e-08,1.0099005187669263e-08
1979,4.9741775143274936e-08,1.7555919384903973e-08
1980,5.855705254020904e-08,5.6851505725319385e-09
1981,8.286470176699368e-08,1.2018544381930951e-08
1982,9.621628294098628e-08,1.6760255405756652e-08
1983,6.567928778622445e-08,9.47297440490047e-09
1984,6.72685018798802e-08,1.4497521405587577e-08
1985,4.812446263713355e-08,1.0828004270990732e-08
1986,4.855533219938479e-08,8.392279760016663e-09
1987,6.355249837497468e-08,1.4665960890170027e-08
1988,6.296381371839743e-08,6.596209356501959e-09
1989,5.927171997655023e-08,1.3720305780395847e-08
1990,6.919786699199904e-08,7.628111475810329e-09
1991,5.6856212182765375e-08,7.6199047072123e-09
1992,5.7854414592384273e-08,7.162927584403178e-09
1993,5.594599628011565e-08,1.2186256448387667e-08
1994,7.279398772652712e-08,1.2132331583813993e-08
