year,mêmes_ADJ eaux_NOUN,mêmes_ADJ lots_NOUN
1995,6.01892011786731e-08,6.506940763983948e-09
1996,5.2847113352072483e-08,2.6690460952494277e-09
1997,5.801822311468641e-08,7.671831170341648e-09
1998,6.24624902911819e-08,7.629006759657386e-09
1999,5.4385392189715276e-08,6.398281460207045e-09
2000,6.229424087678126e-08,9.719669513685858e-09
2001,4.687896648647438e-08,9.20054432640427e-09
2002,8.411944918407244e-08,6.133709984368352e-09
2003,5.958699844654802e-08,5.000307723435071e-09
2004,6.651234940591166e-08,7.928623979580607e-09
2005,5.044199724579812e-08,4.503749373441224e-09
2006,5.723866891571561e-08,4.117890028965121e-09
2007,6.710725841685417e-08,7.190063211481856e-09
2008,6.30101055776322e-08,2.9802078582719105e-09
2009,7.104606680741199e-08,4.291373478793048e-09
2010,6.329882751288096e-08,1.4171379625338432e-09
2011,6.577231914661752e-08,3.82397197240536e-10
2012,6.638293115202032e-08,1.3617010852229328e-09
2013,6.10818418067538e-08,1.9523875849358774e-09
2014,6.647916706015167e-08,2.815078836704288e-09
2015,5.896090726764669e-08,3.989835573037226e-09
2016,7.622531228435037e-08,1.0356699942093428e-09
2017,4.7293493565803146e-08,2.5156112748447867e-09
2018,5.343635933741098e-08,2.581466596041082e-09
2019,6.173390687536084e-08,7.65296326310505e-10
