year,prix_NOUN égaux_ADJ,prix_NOUN légaux_ADJ
1945,1.5249527862692958e-08,2.178504132643866e-08
1946,1.8097434661967782e-08,7.517396483081029e-08
1947,2.5033829231801974e-08,9.775114051535638e-08
1948,1.7395020535104777e-08,3.8051606310318675e-08
1949,2.9451024730065e-08,3.141442661558358e-08
1950,7.338399399259288e-08,3.616023036556726e-08
1951,2.1322803078760444e-08,1.3859822622919182e-08
1952,3.1634410646574906e-08,2.003512733494972e-08
1953,3.663101466599983e-08,1.6160740301529586e-08
1954,2.14995790059902e-08,1.4658803948464083e-08
1955,2.815682265122632e-08,4.6928039232341234e-09
1956,1.3953826538681824e-08,7.849027205963921e-09
1957,3.180613461495341e-08,5.301022731885041e-09
1958,5.128790869779465e-08,9.099467845885556e-09
1959,2.1702094343822864e-08,7.750747599288843e-09
1960,7.612916519406099e-09,8.997083078554624e-09
1961,2.709782087606527e-08,1.181187059273725e-08
1962,2.2196846694022554e-08,1.331810839388936e-08
1963,1.681173777967615e-08,1.8104948651398445e-08
1964,5.049693641012709e-08,4.258777774879263e-09
1965,2.4624196015565758e-08,9.849678406226303e-09
1966,2.714146662974315e-08,8.308612464702492e-09
1967,4.092178407244518e-08,6.409436092980059e-09
1968,1.9313088017725022e-08,1.7965663401398047e-09
1969,3.315483354526805e-08,9.083515273289322e-09
1970,2.8052221878738237e-08,5.058597540852361e-09
1971,1.9525909777939887e-08,8.735275613958038e-09
1972,3.026786643545165e-08,2.565073486948677e-09
1973,1.598829157956061e-08,5.513203671370093e-09
1974,2.418995848074701e-08,3.937900228123681e-09
1975,1.599214449754527e-08,3.998036124386317e-09
1976,1.7711933253394818e-08,5.713526984862938e-09
1977,1.469195431980097e-08,4.7014254711541525e-09
1978,1.0693064211864112e-08,0.0
1979,1.1118749476679568e-08,2.925986564150662e-09
1980,1.3075846183596695e-08,3.97960553399912e-09
1981,1.0120879245789638e-08,5.060439622894819e-09
1982,9.932003663948308e-09,1.8622506869903077e-09
1983,9.47297440490047e-09,1.2630632095778083e-09
1984,1.1018116197192285e-08,1.1598016991243298e-09
1985,1.3835783185811579e-08,3.0077789148208467e-09
1986,1.4386765556650971e-08,5.994485463567401e-10
1987,7.944062296871834e-09,6.110816852533674e-10
1988,1.8589316752581908e-08,1.798966087207532e-09
1989,7.134558721588746e-09,5.488122178931576e-10
1990,8.172976073694826e-09,1.6345953479657283e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,6.060938417817852e-09,5.509944167592096e-10
1993,1.1078414907661482e-08,1.1078414852150331e-09
1994,9.494868002946077e-09,4.2199412852994556e-09
1995,9.21816667442954e-09,5.422450821690461e-10
1996,9.60856638698715e-09,0.0
1997,1.102825741838842e-08,0.0
1998,8.582632382569955e-09,1.0966696883940585e-08
1999,7.312321859131998e-09,0.0
2000,8.83606254831193e-09,8.836062992401139e-10
2001,1.3143635291257283e-08,1.7524847129024579e-09
2002,1.0076809608960957e-08,5.6955880012310445e-09
2003,1.1250692155684305e-08,0.0
2004,9.690540814233373e-09,2.642874807889939e-09
2005,6.7556245042510454e-09,3.602999676388663e-09
2006,2.4707338397433887e-09,0.0
2007,5.991719037590215e-09,1.1983438685803094e-09
2008,1.0217855006544596e-08,6.811903485726134e-09
2009,1.1443662017995848e-08,1.430457752249481e-09
2010,8.975206577943595e-09,6.140930874920514e-09
2011,4.5887662558641296e-09,3.82397197240536e-10
2012,7.829781267787439e-09,3.404252713057332e-10
2013,6.414987652192394e-09,4.183687618564136e-09
2014,4.114345752981308e-09,2.1654451842767486e-10
2015,4.654808538617772e-09,1.329945265027277e-09
2016,3.935546111222266e-09,1.4499380585064614e-09
2017,3.773417134311785e-09,7.54683426862357e-10
2018,8.776987137082415e-09,5.162933414126769e-10
2019,5.612172948588068e-09,7.65296326310505e-10
