year,prix_NOUN égaux_ADJ,prix_NOUN légaux_ADJ
1800,1.2576658381391326e-08,0.0
1801,4.7623650800687756e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,2.145373123596528e-08,0.0
1804,6.673997887673977e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,5.4092147649953404e-08,0.0
1808,4.305540457494317e-08,0.0
1809,0.0,0.0
1810,9.360507036149102e-09,0.0
1811,3.760615285841595e-08,0.0
1812,8.00162425207418e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670666843243e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,9.341240669868967e-09,0.0
1818,7.152706427149269e-09,0.0
1819,9.315945348475907e-09,0.0
1820,2.1359666035891678e-08,0.0
1821,1.3806083387635226e-08,0.0
1822,1.7043547018147365e-08,0.0
1823,2.2730180404550993e-08,0.0
1824,3.3684450784221553e-09,0.0
1825,2.641632912414593e-09,8.805443041381977e-10
1826,0.0,0.0
1827,1.474763688946723e-08,1.566936447261469e-08
1828,4.586150570418113e-09,2.7516904310687096e-09
1829,5.143905745796928e-09,0.0
1830,1.1480519201967354e-08,0.0
1831,3.1182412207897414e-09,0.0
1832,2.705993873419743e-09,0.0
1833,2.0850531967653296e-08,1.1583628500844156e-09
1834,6.534171426153534e-09,9.334530925997342e-10
1835,6.050470346963266e-09,0.0
1836,4.70452493628315e-09,0.0
1837,6.262101948095733e-09,0.0
1838,5.680945491803868e-09,0.0
1839,8.38977065598101e-09,0.0
1840,1.592422194107712e-08,0.0
1841,2.118781061710706e-08,1.926164561183441e-09
1842,1.475818312002275e-08,0.0
1843,1.0041748765843295e-08,0.0
1844,4.9397050894128824e-09,0.0
1845,3.9061593959388574e-09,3.9061593959388574e-09
1846,5.269050973311096e-09,5.854501328173001e-10
1847,4.853901280910122e-09,0.0
1848,3.218088684420195e-09,0.0
1849,5.865590679832167e-09,0.0
1850,6.1100964288129944e-09,0.0
1851,8.384270167027807e-09,0.0
1852,7.812654523320361e-09,0.0
1853,1.6721408258035808e-08,0.0
1854,1.2469595134234623e-08,0.0
1855,1.2205955357558196e-08,0.0
1856,1.2942972915652717e-08,2.0708756931497874e-09
1857,2.245494101771328e-08,0.0
1858,2.397901255335455e-08,4.893676019968041e-10
1859,9.165912251418717e-09,9.165912473463322e-09
1860,9.612086321331148e-09,0.0
1861,1.9807048445841247e-08,0.0
1862,2.2589931703009825e-08,9.035972525772706e-10
1863,9.989241711583219e-09,0.0
1864,1.6781548595190543e-08,0.0
1865,2.58876440284439e-08,0.0
1866,2.238181906477621e-08,0.0
1867,1.649955905236311e-08,0.0
1868,2.1241458370013788e-08,0.0
1869,1.2697149998075474e-08,3.906815315701806e-09
1870,1.1468097582678638e-08,2.2936195165357276e-09
1871,1.3807530230280918e-08,0.0
1872,2.3584624031514068e-08,0.0
1873,3.1725821969530443e-08,0.0
1874,2.3898437007119355e-08,2.9873046258899194e-09
1875,2.1169650921137873e-08,2.2886108563824337e-09
1876,1.3905833817773328e-08,0.0
1877,1.546203975966165e-08,0.0
1878,5.314397988342989e-08,6.039088673581716e-10
1879,1.5273313280772527e-08,0.0
1880,2.3104245627791897e-08,0.0
1881,6.2752567586699115e-09,0.0
1882,2.4624924321869912e-08,0.0
1883,2.274962085380139e-08,0.0
1884,2.3105940272216685e-08,0.0
1885,9.66845359329227e-09,5.80107206715752e-09
1886,2.6459201052375647e-08,4.5174246565693466e-09
1887,3.133883907935342e-08,2.6115698492645834e-09
1888,1.9655905347804037e-08,0.0
1889,1.9421923624918236e-08,0.0
1890,3.47382496102e-08,0.0
1891,3.314594465564369e-08,0.0
1892,1.4417578242387208e-08,1.2537024751679837e-09
1893,8.005941687372342e-09,3.695050043717174e-09
1894,2.3945849747519787e-08,3.150769645188234e-09
1895,1.3842813118003505e-08,1.8055843487019274e-09
1896,3.2433661090180976e-08,1.7691086373616827e-09
1897,3.379494017963225e-08,9.905413378419325e-09
1898,3.1120951149432585e-08,1.6975064687230201e-09
1899,1.4371703827009696e-08,5.527578395003729e-10
1900,8.824790675987515e-09,5.191053142894475e-10
1901,1.1736351446245408e-08,1.1177477832191585e-09
1902,1.1293653123800595e-08,1.4730852093691738e-09
1903,2.5381035939631147e-08,1.0800440541913758e-09
1904,2.9022976022474722e-08,2.6873125946735854e-09
1905,4.3866451360230485e-08,5.160759042333041e-10
1906,5.864370322683499e-08,5.144184522798412e-10
1907,4.6799875974556926e-08,0.0
1908,1.7680999775393502e-08,9.822778146428846e-10
1909,2.3654228797909127e-08,1.6502950117569526e-09
1910,3.634022505139001e-08,3.473697773870299e-08
1911,3.8838731342139e-08,0.0
1912,1.927485904218429e-08,1.0418842455450772e-09
1913,2.1211958411981868e-08,0.0
1914,1.205413840965619e-08,2.678697486047099e-09
1915,2.591767689352764e-08,4.712304768617059e-09
1916,3.4061130804730055e-08,2.0876177231343718e-08
1917,1.7546279096336548e-08,1.864292187292449e-08
1918,3.331049125421259e-08,1.722956355365568e-08
1919,2.4861190439651182e-08,3.6831393490643904e-09
1920,2.3473917476479755e-08,3.786115865267448e-09
1921,4.165010980550221e-08,6.815472630705699e-09
1922,2.951174238319254e-08,0.0
1923,1.3800733000834953e-08,1.0615948120573648e-09
1924,2.1915761649893284e-08,7.734974438733389e-09
1925,2.3096173862313663e-08,0.0
1926,2.7865345586519652e-08,0.0
1927,3.1217830098739796e-08,3.3447675740205796e-09
1928,2.399468712610542e-08,2.2852082448565625e-09
1929,3.0079096546842266e-08,1.1140406375176326e-09
1930,2.2057568216382606e-08,6.302162347537887e-09
1931,5.246463974373228e-08,1.1405356659111021e-09
1932,3.9454331357546835e-08,6.575722188983946e-09
1933,2.1794258842078307e-08,2.2941324395731044e-09
1934,2.036868629318178e-08,1.4377896206951846e-08
1935,3.111753699158726e-08,2.154291145473053e-08
1936,3.516167268458048e-08,7.274828739411987e-09
1937,4.280980192561401e-08,2.6441348666139675e-08
1938,3.759912203804561e-08,1.5558256905023882e-08
1939,2.7529290846928234e-08,4.7411557346777045e-08
1940,4.057252667166722e-08,1.5214697057785997e-08
1941,3.246652768851277e-08,2.066051862925633e-08
1942,3.034211815133858e-08,1.2136847082899749e-08
1943,1.7419411690866582e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,5.462416652335378e-08
