year,obstacles_NOUN égaux_ADJ,obstacles_NOUN légaux_ADJ
1800,1.2576657937302116e-08,6.288328968651058e-09
1801,1.1905912700171939e-08,2.3811825844433088e-09
1802,2.9091921760482364e-08,0.0
1803,0.0,3.900678446910888e-09
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,2.2660739951163578e-09
1809,2.259030518203531e-09,4.518061036407062e-09
1810,0.0,2.3401267590372754e-09
1811,1.504245972228091e-08,7.521229861140455e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,9.341240669868967e-09,1.556873407970727e-09
1818,1.668964877410417e-08,1.4305412854298538e-08
1819,1.6561680027393777e-08,0.0
1820,0.0,1.1866481131050932e-09
1821,1.3806083387635226e-08,9.86148829262845e-10
1822,3.0076847679083585e-09,8.02049271442229e-09
1823,9.882686669016039e-09,9.882686891060644e-10
1824,1.6842225392110777e-09,1.6842225392110777e-09
1825,3.522177216552791e-09,7.924898959288385e-09
1826,0.0,1.0569580766173203e-08
1827,7.373818444733615e-09,0.0
1828,8.255071293206129e-09,1.559291185060374e-08
1829,0.0,1.457439946506156e-08
1830,2.2961039292113128e-08,1.0436835840010872e-09
1831,1.870944643656003e-08,0.0
1832,4.058990921151917e-09,9.470978667991403e-09
1833,0.0,6.950177322551099e-09
1834,0.0,2.8003592777992026e-09
1835,3.025235173481633e-09,1.8907719834260206e-08
1836,4.032449929525228e-09,8.736974699274924e-09
1837,0.0,4.174734336004349e-09
1838,1.2624323808552163e-09,0.0
1839,1.3982950353153e-09,6.292327547896548e-09
1840,0.0,7.0066574764382494e-09
1841,6.420548537278137e-10,1.2841097074556274e-08
1842,0.0,4.695785538189057e-09
1843,1.1813822142769936e-09,1.1223130869097986e-08
1844,1.6465684371524958e-09,7.683985892015244e-09
1845,0.0,3.2365320423721755e-08
1846,1.1709002656346001e-09,3.5127007969038004e-09
1847,1.0786447290911383e-08,5.9325460100012606e-09
1848,4.82713291560799e-09,1.045878850192139e-08
1849,0.0,8.379414495607307e-09
1850,0.0,1.2220192857625989e-08
1851,0.0,3.095730671809349e-08
1852,0.0,1.3021090872200602e-08
1853,1.1943863675867306e-09,9.555090940693844e-09
1854,0.0,4.93588132588485e-08
1855,2.1227748447927297e-09,1.0613874223963649e-08
1856,0.0,1.863788057221427e-08
1857,0.0,2.391939540880017e-08
1858,1.9574704079872163e-09,9.297984604472731e-09
1859,0.0,1.0693564256314403e-08
1860,2.746310290291376e-09,2.334363813361051e-08
1861,0.0,3.7256113749606357e-08
1862,0.0,4.0210078877667144e-08
1863,1.9978483312144135e-09,4.7448896645096994e-08
1864,0.0,2.0617330065419992e-08
1865,0.0,5.554076309977063e-08
1866,0.0,3.8924904188775145e-08
1867,3.396968040192405e-09,4.561642974465485e-08
1868,1.975949626142892e-09,1.72895588956834e-08
1869,2.441759683335931e-09,1.025539064780645e-08
1870,0.0,2.408300403544672e-08
1871,0.0,8.709365317827178e-08
1872,1.2094678591978436e-09,4.777398032729252e-08
1873,5.986004469882289e-10,2.573981916498269e-08
1874,0.0,1.9118749250424116e-08
1875,5.721527140956084e-10,1.830888685105947e-08
1876,1.5719638923883394e-08,2.5997863417615008e-08
1877,4.329371083855449e-09,2.10283740420536e-08
1878,0.0,1.872117572077059e-08
1879,1.221865097988939e-08,2.3826368433788048e-08
1880,6.417846254436199e-10,1.9895322722618403e-08
1881,0.0,1.6036767247484818e-08
1882,0.0,2.994923420374107e-08
1883,0.0,1.4534479397809719e-08
1884,0.0,2.5086448474098688e-08
1885,1.933690763067375e-09,2.9649923849461857e-08
1886,0.0,9.680196200179125e-09
1887,0.0,2.0239665943222462e-08
1888,0.0,4.311618084784641e-08
1889,0.0,3.132568338060082e-08
1890,0.0,5.83340380444497e-08
1891,2.5496880162734215e-09,2.995883485734652e-08
1892,0.0,4.2625885043889866e-08
1893,0.0,3.571881634911733e-08
1894,0.0,1.8904618537263218e-08
1895,0.0,2.2870735749691562e-08
1896,0.0,3.06645503989067e-08
1897,1.1653427112179315e-09,3.6708294182119516e-08
1898,5.6583548957434e-10,2.6594268121016285e-08
1899,0.0,2.819064981451902e-08
1900,5.191053142894475e-10,4.568126910076131e-08
1901,0.0,2.6267072072982955e-08
1902,0.0,2.7006560543441083e-08
1903,0.0,2.2140903110923205e-08
1904,0.0,2.7948050984605288e-08
1905,0.0,3.044847929345451e-08
1906,0.0,1.5432553013283723e-08
1907,0.0,1.4399961223432456e-08
1908,0.0,9.82277836847345e-09
1909,5.500983557560346e-10,1.8153246017504898e-08
1910,5.344150677544235e-10,1.7635697124873673e-08
1911,0.0,2.500575924102577e-08
1912,0.0,1.614920641657136e-08
1913,0.0,1.856046338843953e-08
1914,0.0,2.2768928353844586e-08
1915,0.0,2.473960036830647e-08
1916,0.0,7.69122365795738e-09
1917,0.0,2.3029491202919417e-08
1918,0.0,1.033773866510046e-08
1919,0.0,2.2098836538475553e-08
1920,0.0,6.057785384427916e-09
1921,0.0,1.2116395886607734e-08
1922,0.0,1.770704471937279e-08
1923,0.0,0.0
1924,0.0,1.5469948877466777e-08
1925,1.0998177923937646e-09,7.698724324711748e-09
1926,0.0,1.2260752413340015e-08
1927,0.0,8.919379901328739e-09
1928,0.0,2.0566874425753667e-08
1929,0.0,1.3368487650211591e-08
1930,0.0,1.2604324695075775e-08
1931,3.4216069977333063e-09,5.7026783295555106e-09
1932,2.1919073223131136e-09,1.2055489939655217e-08
1933,0.0,1.0323596200123575e-08
1934,0.0,1.9170528275935794e-08
1935,0.0,9.574627313213568e-09
1936,0.0,1.9399543305098632e-08
1937,0.0,1.888667711114067e-08
1938,0.0,2.852347158466273e-08
1939,1.5294050470515685e-09,3.8235125288110794e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,1.2852744646352221e-08
1945,0.0,1.3071024262956144e-08
1946,1.3921104269343232e-09,1.3921104269343232e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,1.522064252412747e-08
1949,0.0,2.650592179076483e-08
1950,0.0,7.444753258312176e-09
1951,2.1322803522849654e-09,6.396841278899501e-09
1952,0.0,1.2653764258629963e-08
1953,0.0,9.69644453618912e-09
1954,0.0,2.6385847284871033e-08
1955,0.0,1.2201289756319511e-08
1956,0.0,1.5698054856017052e-08
1957,1.7670075402875796e-09,1.3252556385623393e-08
1958,0.0,1.0753916868111446e-08
1959,0.0,1.6276571201956358e-08
1960,1.3841666701708277e-09,4.8445834566201995e-09
1961,0.0,2.848745239703021e-08
1962,6.341956404476434e-10,3.99543260698465e-08
1963,0.0,2.9097239173658807e-08
1964,0.0,3.346182708696688e-08
1965,0.0,1.532172105855878e-08
1966,0.0,1.5509408868297214e-08
1967,0.0,1.873527466500491e-08
1968,1.3474247273492779e-09,2.4702787371211343e-08
1969,4.5417578031781147e-10,1.9075383467237472e-08
1970,0.0,1.977451802304131e-08
1971,5.138397485282553e-10,1.644287195290417e-08
1972,6.669190977248718e-09,8.208234980600082e-09
1973,5.513203782392395e-10,2.1501493918663073e-08
1974,5.625571675160757e-10,3.2628316992688866e-08
1975,0.0,2.4559364319998167e-08
1976,2.285410749536254e-09,1.9997344169464526e-08
1977,0.0,1.704266772151186e-08
1978,0.0,7.72276909088987e-09
1979,1.1703946700691858e-09,1.287434159280565e-08
1980,0.0,2.160357320812878e-08
1981,0.0,1.9609203150139365e-08
1982,0.0,1.9864007327896616e-08
1983,0.0,1.64198213914446e-08
1984,0.0,9.858314165001048e-09
1985,0.0,2.2859120152318724e-08
1986,0.0,1.019062523255343e-08
1987,0.0,1.8332450224534114e-08
1988,2.99827696004229e-09,2.87834591161662e-08
1989,0.0,1.5366742545097622e-08
1990,0.0,1.0897301727652575e-08
1991,0.0,1.2895223833186975e-08
1992,0.0,1.652983172562017e-08
1993,0.0,2.2710750613441633e-08
1994,0.0,3.5869501036067675e-08
1995,0.0,1.843633246068066e-08
1996,5.338092190498855e-10,1.7081895009596337e-08
1997,0.0,1.6302641014931396e-08
1998,0.0,1.1920323395031573e-08
1999,0.0,1.96518641359944e-08
2000,0.0,2.4299172451947015e-08
2001,0.0,2.2344180367062094e-08
2002,0.0,2.102986318419653e-08
2003,1.6667691671301554e-09,2.5001536674285063e-08
2004,0.0,2.4666830356068203e-08
2005,0.0,2.477062288619436e-08
2006,0.0,1.7295137044737174e-08
2007,0.0,1.7176262190332636e-08
2008,0.0,1.7881246705542253e-08
2009,0.0,1.6211854969583328e-08
2010,0.0,1.369900015646408e-08
2011,0.0,1.3001504761689375e-08
2012,0.0,1.2255309655984092e-08
2013,0.0,1.3387800423814156e-08
2014,0.0,1.0827226226695075e-08
2015,0.0,1.1304534558442825e-08
2016,4.1426800878596737e-10,1.2428039930512114e-08
2017,0.0,1.1320251402935355e-08
2018,2.5814667070633845e-10,9.035133530232997e-09
2019,0.0,1.2499840384982974e-08
