year,paiements_NOUN égaux_ADJ,paiements_NOUN légaux_ADJ
1898,3.7910979244770715e-08,2.8291773368493978e-09
1899,4.532614283903058e-08,0.0
1900,3.4780054392058446e-08,0.0
1901,2.9061443029831935e-08,0.0
1902,1.915010727771005e-08,4.910283846193408e-10
1903,2.970121215639665e-08,0.0
1904,5.6433563599966874e-08,0.0
1905,2.9932401446330914e-08,0.0
1906,4.5268823356536814e-08,0.0
1907,3.394276504309346e-08,0.0
1908,3.437972395659017e-08,1.4734167219643268e-09
1909,3.6306492035009796e-08,1.1001967115120692e-09
1910,3.4202564336283103e-08,0.0
1911,2.181353409014264e-08,0.0
1912,3.854971808436858e-08,0.0
1913,4.666630815108874e-08,0.0
1914,4.2859159776753586e-08,0.0
1915,3.534228554258334e-08,0.0
1916,3.625862632361532e-08,5.493730803607377e-09
1917,2.0836205649743533e-08,0.0
1918,5.743188147278033e-09,0.0
1919,2.762354434082681e-08,0.0
1920,2.3473917920568965e-08,0.0
1921,3.1048266180278006e-08,0.0
1922,2.6560567079059183e-08,0.0
1923,2.5478275489376756e-08,0.0
1924,1.675911143195208e-08,0.0
1925,2.74954441437103e-08,3.299453377181294e-09
1926,2.3406890647947876e-08,1.1146138456652466e-09
1927,4.6826745148109694e-08,0.0
1928,1.7139061725401916e-08,1.1426041224282812e-09
1929,2.6736975300423182e-08,0.0
1930,1.6805765667982087e-08,0.0
1931,1.4826963656844327e-08,1.1405356659111021e-09
1932,1.0959536389520963e-08,4.383814644626227e-09
1933,1.8353059516584835e-08,3.4411986593596566e-09
1934,1.677421224144382e-08,1.1981580172459871e-09
1935,1.9149254626427137e-08,0.0
1936,2.3036957230715416e-08,0.0
1937,2.6441348666139675e-08,5.0364472592434595e-09
1938,1.9447821131279852e-08,2.5930428915188486e-09
1939,1.070583532936098e-08,0.0
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,1.7709016475464523e-08,0.0
1942,9.102635090130207e-09,0.0
1943,1.4516175816936538e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0
1945,1.9606536838523425e-08,2.178504043826024e-09
1946,8.352662561605939e-09,0.0
1947,1.7881307101674793e-08,1.1920870957027319e-09
1948,6.523132700664291e-09,1.0871887834440486e-09
1949,1.0798709482173763e-08,9.817008317369869e-10
1950,1.701657836861159e-08,0.0
1951,3.1984206394497505e-09,1.0661401761424827e-09
1952,0.0,3.1634410646574906e-09
1953,1.8315507332999914e-08,0.0
1954,1.5636057781875934e-08,0.0
1955,9.385607846468247e-09,0.0
1956,9.593255967388359e-09,8.72114158667614e-10
1957,2.8272120644601273e-08,0.0
1958,1.9026160202884057e-08,0.0
1959,1.0851047171911432e-08,1.5501495642666896e-09
1960,1.5225833038812198e-08,0.0
1961,1.320150300188061e-08,0.0
1962,1.77574772664002e-08,0.0
1963,7.759263453976928e-09,0.0
1964,2.1902286206909594e-08,0.0
1965,1.5321720781003023e-08,0.0
1966,1.273987226824147e-08,5.539074754423723e-10
1967,1.0846738618397467e-08,0.0
1968,1.1677681044375277e-08,4.4914158503495116e-10
1969,2.361714024345929e-08,0.0
1970,1.0577067222072856e-08,4.5987250119061684e-10
1971,6.679916619845017e-09,0.0
1972,1.539044092169206e-08,1.5390440033513642e-09
1973,1.4334330167287135e-08,2.7566018356850464e-09
1974,1.3501372464475025e-08,1.6876715580593782e-09
1975,5.140332159925265e-09,1.7134440533084216e-09
1976,5.713526984862938e-09,0.0
1977,1.645498848290572e-08,0.0
1978,2.7326720442033547e-08,0.0
1979,9.363157360553487e-09,0.0
1980,1.1370301145063877e-08,5.685150683554241e-10
1981,1.5181319312773667e-08,6.325549528618524e-10
1982,1.3656505259973528e-08,6.207502289967692e-10
1983,6.946847541655643e-09,6.315316047889041e-10
1984,1.333771937339634e-08,1.1598016991243298e-09
1985,1.2632671797518924e-08,6.015558051686298e-10
1986,1.8582904104391673e-08,5.994485463567401e-10
1987,1.8332450224534114e-08,6.110816852533674e-10
1988,2.5185526553173077e-08,2.99827696004229e-09
1989,1.8110803523541108e-08,5.488122178931576e-10
1990,1.476584401416403e-07,5.44865097484859e-10
1991,2.5790447111262438e-08,5.861465202094962e-10
1992,7.713921945651236e-09,5.509944167592096e-10
1993,1.3294098266669607e-08,0.0
1994,1.476979427650349e-08,0.0
1995,1.0844901865425527e-08,0.0
1996,1.3345230698291743e-08,5.338092190498855e-10
1997,9.58978851883785e-09,0.0
1998,1.0966696883940585e-08,4.768129224785866e-10
1999,8.226361813967742e-09,0.0
2000,6.185244316725402e-09,0.0
2001,9.20054432640427e-09,0.0
2002,7.886198361006791e-09,0.0
2003,5.000307723435071e-09,8.333845835650777e-10
2004,7.928623979580607e-09,0.0
2005,5.854874363109275e-09,9.007499190971657e-10
2006,6.58862386870851e-09,8.235779835885637e-10
2007,4.7933754743212376e-09,0.0
2008,3.405951742863067e-09,0.0
2009,4.291373478793048e-09,1.430457752249481e-09
2010,2.8342759250676863e-09,4.723793023408973e-10
2011,7.647943611743813e-09,3.82397197240536e-10
2012,3.744677901096338e-09,1.0212758416727752e-09
2013,4.183687618564136e-09,5.578250084070646e-10
2014,5.197068553286499e-09,0.0
2015,6.206410940734486e-09,2.2165753954528356e-10
2016,4.142679976837371e-09,0.0
2017,2.0124890642847504e-09,0.0
2018,1.5488800242380307e-09,0.0
2019,2.2958890344426663e-09,2.55098775436835e-10
