year,vieux_ADJ yeux_NOUN,vieux_ADJ lieux_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,2.2378401354217203e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,1.4040760554223652e-08
1811,1.0028307073639553e-08,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,1.3486118000116676e-08
1816,0.0,0.0
1817,1.401186100480345e-08,0.0
1818,2.384235475716423e-09,0.0
1819,3.1053151161586356e-09,0.0
1820,5.933240565525466e-09,0.0
1821,4.141825016290568e-08,9.86148829262845e-10
1822,5.012807946513931e-09,0.0
1823,8.894418535021487e-09,9.882686891060644e-10
1824,3.3684450784221553e-09,0.0
1825,5.283265824829186e-09,0.0
1826,2.642395191543301e-09,0.0
1827,8.295545583791863e-09,0.0
1828,1.1006761724274838e-08,1.8344602503717056e-09
1829,1.714635211591542e-09,3.429270423183084e-09
1830,2.1917355041978226e-08,2.0873671680021744e-09
1831,1.091384405071949e-08,6.236482441579483e-09
1832,3.788391467196561e-08,2.705993873419743e-09
1833,6.950177322551099e-09,0.0
1834,1.120143711119681e-08,0.0
1835,2.7227116561334697e-08,0.0
1836,5.376600054063374e-09,3.36037508930076e-09
1837,1.0436836284100082e-08,0.0
1838,5.049729523420865e-09,2.5248647617104325e-09
1839,1.1885507689157748e-08,0.0
1840,5.732719632334238e-09,0.0
1841,6.420548537278137e-09,0.0
1842,1.341653010911159e-09,0.0
1843,8.860366662588604e-09,0.0
1844,1.0977122322231025e-08,0.0
1845,1.674068439427856e-09,0.0
1846,4.0981511517657054e-09,0.0
1847,3.235934187273415e-09,0.0
1848,2.413566457803995e-09,6.43617736884039e-09
1849,2.262441967104678e-08,1.5920887719289567e-08
1850,5.431196825611551e-09,1.968808760466345e-08
1851,5.159551008659946e-09,2.579775504329973e-09
1852,2.6042181744401205e-09,6.510545436100301e-10
1853,1.7915795513800958e-09,0.0
1854,3.117398783558656e-09,5.195664454227256e-10
1855,6.368324534378189e-09,0.0
1856,5.694908100650764e-09,0.0
1857,6.8341128311999455e-09,3.4170564155999728e-09
1858,1.3702292633865909e-08,4.404308473482388e-09
1859,9.675129142294736e-09,0.0
1860,1.5104706818647173e-08,2.746310290291376e-09
1861,1.839225838295988e-08,9.431927461278633e-10
1862,6.776979422085105e-09,1.8071945051545413e-09
1863,8.990317823531768e-09,0.0
1864,1.4384183844029508e-09,0.0
1865,1.835669216632141e-08,0.0
1866,1.1190909532388105e-08,0.0
1867,4.85281148598915e-09,6.79393608038481e-09
1868,1.4819622196071691e-09,5.433861360870651e-09
1869,1.8069020057964735e-08,2.441759683335931e-09
1870,1.6628741050794815e-08,5.734048791339319e-10
1871,6.37270636261178e-09,0.0
1872,1.0885210954825197e-08,6.047339518033823e-09
1873,1.1972009161809183e-08,1.1972008939764578e-09
1874,8.961913877669758e-09,5.974609140757536e-10
1875,1.3159512590732447e-08,1.716458086775674e-09
1876,4.232210137899983e-09,0.0
1877,7.421779191219002e-09,0.0
1878,1.0870359723469392e-08,6.039088673581716e-10
1879,1.5273313280772527e-08,0.0
1880,1.2835692508872398e-08,3.8507077526617195e-09
1881,1.324776466304911e-08,2.091752326904839e-09
1882,1.3976308999019693e-08,6.655385131892899e-10
1883,1.1374810426900694e-08,1.2638677882037541e-09
1884,1.2543224237049344e-08,6.601696966868076e-10
1885,2.5782542767416317e-09,6.445635691854079e-10
1886,1.936039106809062e-09,2.5813855497602844e-09
1887,3.9173548849191775e-09,5.876032105334161e-09
1888,3.804368819970705e-09,0.0
1889,5.6386229019267375e-09,0.0
1890,0.0,0.0
1891,4.461953917456185e-09,6.3742202627281586e-09
1892,5.014809900671935e-09,0.0
1893,7.390100087434348e-09,6.158416554491453e-10
1894,9.452309157609307e-09,2.520615716150587e-09
1895,7.824199066419624e-09,2.4074457982692365e-09
1896,8.255840455717589e-09,1.179405795248556e-09
1897,2.9133566670225264e-09,0.0
1898,4.52668391659472e-09,0.0
1899,1.1607914629507832e-08,5.527578395003729e-10
1900,7.26747462209687e-09,4.671947717582725e-09
1901,6.706486921359556e-09,1.1177477832191585e-09
1902,1.2275709337927765e-08,1.9641135384773634e-09
1903,9.1803746826713e-09,0.0
1904,8.061937784020756e-09,2.1498500757388683e-09
1905,4.64468330463319e-09,1.5482277682110634e-09
1906,2.36632491379396e-08,3.0865106026567446e-09
1907,1.337139288182243e-08,2.5714217422034835e-09
1908,2.4556945366072114e-09,1.4734167219643268e-09
1909,7.701377313651392e-09,4.400786846048277e-09
1910,2.5651923252212327e-08,5.878565634276356e-09
1911,7.448523575703803e-09,0.0
1912,5.730363294986773e-09,2.6047106693738442e-09
1913,6.893886794756554e-09,3.71209285532359e-09
1914,1.1384464038144415e-08,0.0
1915,9.424609537234119e-09,1.767114277129167e-08
1916,1.7579939282086343e-08,4.394984820521586e-09
1917,1.315970976634162e-08,0.0
1918,4.594550517822427e-09,3.44591288836682e-09
1919,1.3811772170413406e-08,2.762354567309444e-09
1920,7.572231730534895e-09,6.815008557481406e-09
1921,1.817459427400081e-08,6.815472630705699e-09
1922,1.2542490601674672e-08,2.2133805899215986e-09
1923,1.3800733000834953e-08,3.1847844361720945e-09
1924,1.5469948877466777e-08,6.445812328337297e-09
1925,9.898360353588487e-09,4.399271169575059e-09
1926,2.6750733184144337e-08,0.0
1927,2.0068604555945058e-08,4.4596899506643695e-09
1928,1.1426041446327417e-08,2.2852082448565625e-09
1929,1.1140405931087116e-08,1.2254447234738564e-08
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,1.710803587684495e-08,1.1405356659111021e-09
1932,1.4247397928102146e-08,6.575722188983946e-09
1933,1.8353059516584835e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,8.38710612072191e-09
1935,2.0346082152400413e-08,4.787313656606784e-09
1936,1.2124714565686645e-08,3.6374143697059935e-09
1937,1.510934133364117e-08,6.295559185076627e-09
1938,2.074434313215079e-08,0.0
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,3.0429394115571995e-08,5.0715658339584024e-09
1941,3.836953510472085e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,6.068423541449874e-09
1943,2.9032352077962287e-09,1.4516175816936538e-08
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,2.3963544037997053e-08,2.178504043826024e-09
1946,1.8097434661967782e-08,6.960552134671616e-09
1947,2.0265479960812627e-08,1.3112957830685446e-08
1948,1.3046265401328583e-08,7.610321262063735e-09
1949,5.890204768377316e-09,5.890204768377316e-09
1950,2.1270722072586068e-08,2.1270722960764488e-09
1951,1.0661401539380222e-08,2.0256663901818683e-08
1952,8.435843135146115e-09,3.1634410646574906e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,1.8567819282111486e-08,2.9317608341017376e-09
1955,7.508486277174597e-09,3.754243138587299e-09
1956,2.1802854632824165e-08,4.360570571293465e-09
1957,8.835037590415595e-09,0.0
1958,1.5717262158432277e-08,2.4816730892496253e-09
1959,5.425523585955716e-09,7.750747599288843e-09
1960,1.1073333361366622e-08,7.612916519406099e-09
1961,8.33779090214648e-09,2.08444772553662e-09
1962,6.341956293454132e-09,3.805173953708163e-09
1963,1.2285501505004959e-08,6.466053470433053e-09
1964,1.9468698653213323e-08,6.083968440151466e-09
1965,7.1136563306595235e-09,6.5664522708175355e-09
1966,1.1078149952936656e-08,2.769537488234164e-09
1967,1.6763140209263838e-08,2.465167847631733e-09
1968,1.0330256650092906e-08,4.491415683816058e-09
1969,9.991866889436096e-09,4.541757636644661e-09
1970,1.5175793066646293e-08,5.518470125309705e-09
1971,1.490135304038631e-08,2.569198631618974e-09
1972,1.6929485369132635e-08,6.669190977248718e-09
1973,5.513203671370093e-09,8.821126051827832e-09
1974,1.0688586016271984e-08,1.1251143350321513e-09
1975,6.282628195464213e-09,2.8557400888473694e-09
1976,1.3712464053128315e-08,4.570821499072508e-09
1977,3.526069214387917e-09,5.876781727920388e-09
1978,6.534650598410963e-09,1.7821774056514528e-09
1979,9.363157360553487e-09,7.022368020415115e-09
1980,9.096241093686785e-09,1.1370301367108482e-09
1981,5.69299452024552e-09,2.5302198114474095e-09
1982,5.586751949948621e-09,3.7245013739806154e-09
1983,2.5261264191556165e-09,1.0104505676622466e-08
1984,5.219107812592938e-09,3.479405208395292e-09
1985,6.015557829641693e-09,7.218669662023558e-09
1986,5.395036861699509e-09,5.395036861699509e-09
1987,7.944062296871834e-09,6.721898593298192e-09
1988,4.797243047249822e-09,3.597932174415064e-09
1989,7.134558721588746e-09,3.841685636274406e-09
1990,8.717841559757744e-09,4.90378582185258e-09
1991,4.68917216167597e-09,7.033758464558559e-09
1992,3.30596661157756e-09,7.162927584403178e-09
1993,3.323524566667402e-09,4.4313659408601325e-09
1994,1.0549853435293244e-08,3.6924485691258724e-09
1995,7.591431483433553e-09,3.795715741716776e-09
1996,6.939520069693117e-09,9.60856638698715e-09
1997,5.274384040632185e-09,1.917957792585412e-09
1998,6.198567881199324e-09,6.675381136744818e-09
1999,3.656160929565999e-09,1.8280804647829996e-09
2000,1.5463109903635086e-08,1.7672125984802278e-09
2001,5.257454027685071e-09,6.133696661692056e-09
2002,8.762443215459825e-09,4.81934359086722e-09
2003,8.333845613606172e-09,3.333538334260311e-09
2004,6.166707589017051e-09,7.047666006343434e-09
2005,9.007498746882447e-09,5.404499514582994e-09
2006,8.235780057930242e-09,2.4707338397433887e-09
2007,1.1184542181297275e-08,5.991719120856942e-09
2008,7.663391698997657e-09,4.6831836186811415e-09
2009,8.582746957586096e-09,6.675469510497578e-09
2010,1.5116137674908714e-08,2.3618964561933353e-09
2011,1.606068167347985e-08,5.7359579308524644e-09
2012,2.6212745751763578e-08,9.19148224198807e-09
2013,3.123820135897404e-08,3.3469500504423877e-09
2014,2.793424336289263e-08,5.413613113347537e-09
2015,3.679515003796041e-08,3.768178213903184e-09
2016,3.2934305949083864e-08,3.5212781579474495e-09
2017,2.7168601590688013e-08,2.5156112748447867e-09
2018,3.7947561537521324e-08,2.581466596041082e-09
2019,3.035675533169524e-08,4.846876677788714e-09
