year,nos_DET yeux_NOUN,nos_DET lieues_NOUN
1959,6.37188993835025e-06,1.5501495642666896e-09
1960,7.019801145702331e-06,3.460416619915918e-09
1961,7.676326291061741e-06,2.779263708063695e-09
1962,7.448627741268865e-06,0.0
1963,7.558816079722419e-06,1.2932106496776896e-09
1964,7.12311029360535e-06,6.083968329129164e-10
1965,8.326261109914412e-06,1.0944086747954884e-09
1966,6.952646430136156e-06,1.6617224263271169e-09
1967,7.381205449519257e-06,9.367637332502454e-09
1968,8.217494340101439e-06,1.4372530721118437e-08
1969,6.979773317539184e-06,5.904285060864822e-09
1970,7.182748532841288e-06,1.3796175313274261e-09
1971,7.380280479196699e-06,4.624557625731995e-09
1972,7.078063688936709e-06,1.5390440033513642e-09
1973,6.50613158370561e-06,5.513203782392395e-10
1974,5.945666565310148e-06,2.2502286700643026e-09
1975,5.897674405730413e-06,3.4268881066168433e-09
1976,5.9557802742915555e-06,8.570290255249802e-09
1977,6.507948135947572e-06,5.876781838942691e-10
1978,6.297620792850012e-06,2.3762365408686037e-09
1979,6.562403136456396e-06,5.266775904289034e-09
1980,6.261056391565489e-06,4.548120546843393e-09
1981,6.0712625185033176e-06,1.2651099057237047e-09
1982,6.534017046533336e-06,1.2415004579935385e-09
1983,6.366470188368112e-06,3.157658134966823e-09
1984,6.316280085627568e-06,5.799008495621649e-10
1985,6.177376668858869e-06,1.8046674155058895e-09
1986,6.270831391930187e-06,2.997242676272549e-09
1987,6.392525470744204e-06,1.2221633705067347e-09
1988,5.99415536584047e-06,5.996553809062277e-10
1989,6.133525445761734e-06,3.841685636274406e-09
1990,6.249602449770464e-06,1.089730194969718e-09
1991,6.2184283819988195e-06,2.344586080837985e-09
1992,6.165076456454699e-06,7.162927584403178e-09
1993,6.722382060786458e-06,1.661762283333701e-09
1994,6.2650305352462965e-06,5.274926606624319e-10
1995,6.414759170070283e-06,0.0
1996,6.02136786653773e-06,1.0676184380997711e-08
1997,6.261652920613869e-06,4.79489448146353e-10
1998,6.09891426250897e-06,4.768129224785866e-10
1999,6.080652624973482e-06,6.8553016596695215e-09
2000,6.217937311703281e-06,8.836062992401139e-10
2001,5.895358569318887e-06,1.3143635069212678e-09
2002,6.1713887546943624e-06,3.9430991805033955e-09
2003,6.476231561691748e-06,1.6667691671301554e-09
2004,5.8213720137700875e-06,2.2023955992267474e-09
2005,5.889553527538283e-06,4.053374524914943e-09
2006,6.120419556054912e-06,4.1178899179428186e-10
2007,5.8782760135045464e-06,2.7961355453243186e-09
2008,5.627058158097498e-06,2.1287198670449925e-09
2009,5.982174187124656e-06,1.192048149079028e-08
2010,5.559904394658588e-06,1.4171379625338432e-09
2011,5.349736866833155e-06,3.82397197240536e-10
2012,5.767144472201835e-06,1.0212758416727752e-09
2013,5.7467133558475325e-06,1.6734750252211938e-09
2014,6.203134205406968e-06,2.165445156521173e-09
2015,6.518504733321606e-06,4.43315073539452e-09
2016,7.344971635347974e-06,6.006886099640951e-09
2017,6.1911709963169415e-06,2.5156112748447867e-09
2018,6.474060427308359e-06,5.162933414126769e-10
2019,6.46802922688039e-06,3.826481798085979e-09
