year,formes_NOUN égales_ADJ,formes_NOUN légales_ADJ
1800,5.0306631749208464e-08,6.005354293847631e-07
1801,3.5717739876872656e-08,5.357661052585172e-07
1802,0.0,3.938598638342228e-07
1803,3.900678446910888e-09,5.28541931998916e-07
1804,0.0,5.833568366142572e-07
1805,0.0,5.344610372048919e-07
1806,2.881669125542885e-09,3.976703339958476e-07
1807,0.0,8.028413276406354e-07
1808,6.798221985349073e-09,6.390328621819208e-07
1809,1.8072244145628247e-08,4.179206598564633e-07
1810,0.0,5.47589650068403e-07
1811,1.504245972228091e-08,3.911039812010131e-07
1812,8.00162425207418e-09,5.04102331433387e-07
1813,0.0,4.773731347995636e-07
1814,3.1466771410748606e-09,6.828289542681887e-07
1815,1.0788894222457657e-08,6.850947897873993e-07
1816,4.6352077731626196e-09,5.168256507204205e-07
1817,6.227493631882908e-09,7.099342838046141e-07
1818,4.768470951432846e-09,6.175170028654975e-07
1819,1.2421260464634543e-08,6.800639766879613e-07
1820,2.254631326081835e-08,8.555732620152412e-07
1821,9.86148829262845e-10,5.552017796617292e-07
1822,6.015369535816717e-09,6.255984317249386e-07
1823,9.882686891060644e-10,6.374332883751777e-07
1824,4.210556348027694e-09,5.246353111942881e-07
1825,8.805443041381977e-10,5.036713446315844e-07
1826,1.4092774947016551e-08,6.174396958158468e-07
1827,5.530363722527909e-09,9.152752227237215e-07
1828,9.172301251858528e-10,7.47542571843951e-07
1829,2.4862210068476998e-08,7.878748533585167e-07
1830,1.0436835840010872e-09,6.418654265871737e-07
1831,1.5591206103948707e-09,6.205299882822146e-07
1832,1.3529969367098715e-09,8.84860014593869e-07
1833,2.3167257001688313e-09,6.834341093053808e-07
1834,2.8003592777992026e-09,9.334530659543816e-07
1835,3.781543966852041e-09,6.110975050432899e-07
1836,1.4113575197427508e-08,5.107769993628608e-07
1837,6.957891152126194e-09,4.4530503373607644e-07
1838,6.943378316748294e-09,4.790931029674539e-07
1839,1.2584655095793096e-08,7.222193971756496e-07
1840,2.5478754661634184e-09,6.248664590202679e-07
1841,1.219904177673925e-08,6.028894858900458e-07
1842,2.0124795163667386e-09,6.547266480083636e-07
1843,7.088293507706567e-09,5.788772909909312e-07
1844,3.841992946007622e-09,6.635670501964341e-07
1845,0.0,5.334698016667971e-07
1846,6.439951683034906e-09,5.632030024571577e-07
1847,2.1572894581822766e-09,8.364889936274267e-07
1848,0.0,5.76842410282552e-07
1849,0.0,5.463378442982503e-07
1850,1.5614691761811628e-08,5.594132517217076e-07
1851,6.449438760824933e-10,6.958944140933454e-07
1852,6.510545436100301e-09,5.299584131535084e-07
1853,5.3747388761848924e-09,4.449089203717449e-07
1854,2.5978321716024766e-09,4.0370312603954517e-07
1855,3.714855978387277e-09,4.0385791066910315e-07
1856,5.177189343896771e-09,6.233335625438485e-07
1857,2.4407544874094356e-09,4.754589895128447e-07
1858,4.893676130990343e-09,4.6538858100575453e-07
1859,3.055304009791371e-09,5.107449965180422e-07
1860,1.8308735638683515e-09,4.934204298479017e-07
1861,4.715963619617014e-09,4.82914686017466e-07
1862,9.035972525772706e-10,5.868864150215813e-07
1863,9.989241434027463e-09,5.77877642626845e-07
1864,4.794728170054441e-09,4.569375846585899e-07
1865,1.882737743486018e-09,4.989254875908955e-07
1866,1.1190909532388105e-08,5.439755454972328e-07
1867,4.85281148598915e-09,4.96927896165289e-07
1868,5.9278488784286765e-09,4.860835929321183e-07
1869,8.790334682373668e-09,5.49395906546124e-07
1870,5.734048791339319e-10,5.390006094785349e-07
1871,0.0,4.4927580233888875e-07
1872,0.0,4.094048620117974e-07
1873,5.986004469882289e-10,4.100413093510724e-07
1874,1.7923826867161097e-09,3.793876715008082e-07
1875,0.0,4.73170302939252e-07
1876,1.813804439976252e-09,4.3773147240244725e-07
1877,0.0,3.902619027940091e-07
1878,7.850815109122777e-09,5.4834924867464e-07
1879,3.0546627449723474e-09,4.245981131134613e-07
1880,5.776061406947974e-09,5.557855047300109e-07
1881,3.4862537301449947e-09,4.852865345128521e-07
1882,6.655385131892899e-10,4.2461357452339143e-07
1883,3.159669414998234e-09,4.499369197219494e-07
1884,5.281357573494461e-09,4.5947811599944544e-07
1885,7.090199094506033e-09,4.956693828717107e-07
1886,2.5813855497602844e-09,5.124050517224532e-07
1887,1.9586774424595887e-09,6.587684993064613e-07
1888,1.268122939990235e-09,5.173941417524475e-07
1889,1.8795409673089125e-09,4.0347481444769073e-07
1890,1.9663159989136147e-09,5.859621410309046e-07
1891,1.2748440081367107e-09,4.4173344804221415e-07
1892,2.5074049503359674e-09,4.3315421294209955e-07
1893,8.005941687372342e-09,5.01910960792884e-07
1894,0.0,4.5812191729055485e-07
1895,1.8055843487019274e-09,4.7005380565678934e-07
1896,2.358811590497112e-09,4.422771837653272e-07
1897,2.9133566670225264e-09,3.857284411878936e-07
1898,4.52668391659472e-09,5.092519472782442e-07
1899,2.7637891975018647e-09,4.91401692670479e-07
1900,4.15284251431558e-09,4.7030940208969696e-07
1901,5.029864968975062e-09,4.297740190395416e-07
1902,2.455141867585553e-09,4.5027303485767334e-07
1903,1.6200660812870638e-09,4.4443811475503026e-07
1904,2.1498500757388683e-09,4.98765189149708e-07
1905,4.1286072338664326e-09,4.5982363872099086e-07
1906,5.144184522798412e-10,4.660631134356663e-07
1907,2.057137349353866e-09,5.250843173598696e-07
1908,5.893666887857307e-09,5.245363468020514e-07
1909,2.7504918342913243e-09,4.2632623831195815e-07
1910,6.947395991829808e-09,4.0615546481603815e-07
1911,1.5961122423746588e-09,3.798747059136076e-07
1912,2.6047106693738442e-09,4.652013103623176e-07
1913,5.30298971401777e-10,4.210573933960404e-07
1914,6.696743715117748e-10,4.252432290741126e-07
1915,0.0,3.6991593788116006e-07
1916,3.2962386153911893e-09,3.5709251733351266e-07
1917,3.289927441585405e-09,2.7525726409294293e-07
1918,6.89182577673364e-09,4.123609187445254e-07
1919,0.0,3.968582689140021e-07
1920,0.0,3.5059431979789224e-07
1921,7.572747762196741e-09,4.3467571231303737e-07
1922,3.6889677978990676e-09,3.681589930693008e-07
1923,1.0615948120573648e-09,3.662502194856643e-07
1924,0.0,3.8288123960228404e-07
1925,4.399271169575059e-09,4.333282106472325e-07
1926,5.57306911730393e-09,3.4887412425632647e-07
1927,1.1149224876660924e-09,3.0437382747550146e-07
1928,7.998228745975666e-09,4.136227005346882e-07
1929,1.1140406375176326e-09,3.776597736759868e-07
1930,3.1510811737689437e-09,3.81280813144258e-07
1931,9.124285327288817e-09,2.8627445658457873e-07
1932,6.575722188983946e-09,2.6631673222254904e-07
1933,1.1470662197865522e-09,2.9823721092725464e-07
