year,formes_NOUN égales_ADJ,formes_NOUN légales_ADJ
1934,3.5944740517379614e-09,3.4267318937963864e-07
1935,2.393656828303392e-09,4.0333117112822947e-07
1936,6.0623572828433225e-09,3.2251739412458846e-07
1937,3.777335333410292e-09,3.0848238452563237e-07
1938,2.5930428915188486e-09,3.7599122038045607e-07
1939,0.0,2.7682230552272813e-07
1940,2.5357829169792012e-09,2.738645434874343e-07
1941,0.0,2.862957444449421e-07
1942,0.0,2.3666851234338537e-07
1943,2.9032352077962287e-09,2.4677498799974273e-07
1944,0.0,2.69907644678824e-07
1945,4.357008087652048e-09,2.2002890887051763e-07
1946,1.3921104269343232e-09,2.6589307822177943e-07
1947,1.1920870957027319e-09,2.956375908524933e-07
1948,2.174377566888097e-09,2.957153526494949e-07
1949,6.8719057111366055e-09,2.9058344352961285e-07
1950,4.2541445921528975e-09,2.9459951633725723e-07
1951,0.0,2.9105626708769705e-07
1952,5.272402070488624e-09,3.1739858741275384e-07
1953,1.0773827385790469e-09,3.016671712430252e-07
1954,4.886268278880834e-09,2.5310868068118e-07
1955,1.8771215692936494e-09,2.815682478285453e-07
1956,1.744228317335228e-09,2.8343708891043207e-07
1957,8.835037701437898e-10,2.712356490519596e-07
1958,8.272243445794913e-10,3.151724854433269e-07
1959,7.750747821333448e-10,3.092548297445319e-07
1960,2.076250060767393e-09,2.4499749429196527e-07
1961,6.948159270159238e-10,2.723678562688292e-07
1962,1.2683912808952869e-09,2.4479950866407307e-07
1963,6.466053248388448e-10,1.8622233710630098e-07
1964,2.4335873316516654e-09,2.16589270962686e-07
1965,1.6416130677043839e-09,2.2435378355112334e-07
1966,5.539074754423723e-10,2.547974418121157e-07
1967,4.930335584241163e-10,2.2137206201477966e-07
1968,1.3474247273492779e-09,2.434347265989345e-07
1969,3.1792304344691047e-09,3.4108600743820716e-07
1970,1.3796175313274261e-09,2.2901650709172827e-07
1971,3.083038491169532e-09,1.582626367735429e-07
1972,3.5911027485013847e-09,2.0571889081111294e-07
1973,5.513203782392395e-10,2.0453985882795678e-07
1974,1.6876715580593782e-09,2.2839820701392455e-07
1975,1.1422960355389478e-09,1.6848866835061926e-07
1976,3.4281160132820787e-09,1.4798034442264907e-07
1977,2.3507127355770763e-09,1.8276791990956553e-07
1978,3.5643548113029055e-09,1.2831677054236934e-07
1979,1.7555920051037788e-09,2.0306347892073973e-07
1980,5.685150683554241e-10,1.6771194566445047e-07
1981,1.2651099057237047e-09,1.5940385367230192e-07
1982,3.7245013739806154e-09,1.6636106181522337e-07
1983,2.5261264191556165e-09,1.458838028156606e-07
1984,1.739702604197646e-09,1.5251391971560224e-07
1985,6.015558051686298e-10,1.6542784919693077e-07
1986,4.196139880008332e-09,1.3067977988612256e-07
1987,6.110816852533674e-10,1.3688229216768377e-07
1988,4.797243047249822e-09,1.7689833953227208e-07
1989,2.7440609784434855e-09,1.6793653401236952e-07
1990,4.358920779878872e-09,1.6236980115991173e-07
1991,1.1722930404189924e-09,1.4008901416673325e-07
1992,3.30596661157756e-09,1.3223865380496136e-07
1993,1.1078414852150331e-09,1.6119093970701215e-07
1994,1.5824779264761446e-09,1.2765322310315241e-07
1995,2.1689803286761844e-09,1.5182862966867106e-07
1996,1.067618438099771e-09,1.0462660782195599e-07
1997,1.917957792585412e-09,1.3713398061554471e-07
1998,2.3840645013706308e-09,1.5496419791816152e-07
1999,1.3710603763428253e-09,1.384770911272426e-07
2000,0.0,1.418188162460865e-07
2001,8.762423564512289e-10,1.7831531806677958e-07
2002,0.0,1.4370407086516934e-07
2003,1.6667691671301554e-09,1.5292607713490725e-07
2004,2.2023955992267474e-09,1.1188169679599014e-07
2005,1.8014998381943315e-09,1.4276886872721661e-07
2006,2.0589450144825605e-09,1.1077123929226218e-07
2007,1.5977917877663117e-09,1.0505480929623445e-07
2008,8.514879357157668e-10,1.0260429661457238e-07
2009,2.384096253749135e-09,1.3064847337318497e-07
2010,0.0,9.872727702031625e-08
2011,0.0,7.456745265699283e-08
2012,6.808505426114664e-10,7.387228606603458e-08
2013,1.1156500168141292e-09,9.594590011374748e-08
2014,1.9489005964601347e-09,8.683435481771085e-08
2015,1.10828768384863e-09,1.0683893236773656e-07
2016,8.285360175719347e-10,1.2200193566513917e-07
2017,1.2578056374223934e-09,8.729170986043755e-08
2018,1.8070267504555204e-09,7.69277050949313e-08
2019,7.65296326310505e-10,7.882552210958238e-08
