year,articles_NOUN égaux_ADJ,articles_NOUN légaux_ADJ
1800,9.432493897065797e-09,0.0
1801,2.9526663070100767e-07,0.0
1802,6.265952379180817e-08,0.0
1803,1.755305234496518e-08,0.0
1804,5.19088700912107e-08,0.0
1805,0.0,0.0
1806,1.152667650217154e-08,0.0
1807,0.0,0.0
1808,2.4926814390369145e-08,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,7.521229861140455e-09,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,4.670620334934483e-09,0.0
1818,0.0,0.0
1819,1.2421260464634543e-08,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,1.6000115010683658e-08,0.0
1825,6.868245350233337e-08,0.0
1826,7.0463874735082754e-09,0.0
1827,1.2904182611350734e-08,0.0
1828,5.1364885678140126e-08,0.0
1829,2.2290258527846163e-08,0.0
1830,1.3463518655498774e-07,0.0
1831,1.091384405071949e-08,0.0
1832,4.058990921151917e-09,0.0
1833,2.548398292390175e-08,0.0
1834,2.5203233278148218e-08,0.0
1835,2.647080776796429e-08,0.0
1836,1.008112526790228e-08,0.0
1837,1.461157062010443e-08,0.0
1838,3.7241754569095065e-08,0.0
1839,2.586845759822154e-08,6.9914751765765e-10
1840,6.051204337609306e-08,0.0
1841,1.0914932957462042e-08,0.0
1842,1.609983613093391e-08,0.0
1843,9.451057714215949e-09,0.0
1844,7.1351298203126134e-09,0.0
1845,2.399498022498392e-08,0.0
1846,9.952652035849496e-09,0.0
1847,2.0494249852731627e-08,0.0
1848,6.43617736884039e-09,0.0
1849,6.703531951757213e-09,0.0
1850,4.8880771430503955e-08,1.2220192857625989e-08
1851,2.5152811389261842e-08,0.0
1852,4.492276417522589e-08,0.0
1853,7.584353767242646e-08,1.6721408258035808e-08
1854,2.909572138776184e-08,0.0
1855,3.661786607267459e-08,3.1841622671890946e-09
1856,3.831119954611495e-08,5.177189232874468e-10
1857,5.8089959509288747e-08,0.0
1858,2.104280660830682e-08,0.0
1859,4.379269213927728e-08,5.092173349652285e-10
1860,6.453829115571352e-08,1.8308735638683515e-09
1861,1.226150558863992e-08,0.0
1862,4.021007882215599e-08,0.0
1863,2.3474717281146695e-08,0.0
1864,5.753673537611803e-09,4.794727948009836e-10
1865,9.413688495385486e-09,0.0
1866,2.0435575009969398e-08,4.865612912574591e-10
1867,1.4073153309368536e-08,4.85281148598915e-10
1868,3.062721987134864e-08,2.4699371437009177e-09
1869,1.12320943657096e-08,0.0
1870,2.695002976338401e-08,0.0
1871,9.559059321873065e-09,2.1242354542039266e-09
1872,6.652073114565837e-09,0.0
1873,2.6338419445437466e-08,0.0
1874,7.766991494406739e-09,0.0
1875,4.2339301842275745e-08,1.1443054281912168e-09
1876,1.1185127135604489e-07,0.0
1877,1.6884547449080856e-07,0.0
1878,3.8650167510922984e-08,0.0
1879,9.774920428640144e-09,0.0
1880,2.9522093214495726e-08,0.0
1881,2.2312024228199334e-08,0.0
1882,8.652000893505374e-09,6.655385131892899e-10
1883,1.4534479397809719e-08,6.319338941018771e-10
1884,1.023263038746336e-07,0.0
1885,1.0957580620640783e-08,1.2891271383708158e-09
1886,9.034849313138693e-09,6.453463874400711e-10
1887,6.528924512139156e-09,1.3057849246322917e-09
1888,5.07249175996094e-09,1.9021844099853524e-09
1889,4.698852507090123e-08,0.0
1890,1.2453334363726754e-08,0.0
1891,2.358461337337303e-08,6.374220040683554e-10
1892,2.193979398157353e-08,0.0
1893,1.0469308087124318e-08,0.0
1894,2.835692747282792e-08,0.0
1895,2.166701307260155e-08,0.0
1896,1.592197840238896e-08,2.358811590497112e-09
1897,1.3984112534615178e-08,0.0
1898,3.168678830434146e-08,0.0
1899,1.6582735185011188e-08,2.2110313580014918e-09
1900,8.824790675987515e-09,0.0
1901,2.1237207548097103e-08,0.0
1902,1.8659077838378835e-08,0.0
1903,1.9440793863623185e-08,5.400220270956879e-10
1904,1.1286712897629059e-08,0.0
1905,2.2707340008309984e-08,5.160759042333041e-10
1906,1.2860461140462576e-08,1.5432553013283723e-09
1907,1.3885677496716653e-08,1.028568674676933e-09
1908,5.40252820258047e-09,4.911389073214423e-10
1909,1.4302557360679202e-08,0.0
1910,4.809735720812114e-09,0.0
1911,1.1704822888702893e-08,0.0
1912,9.897900277167082e-09,0.0
1913,1.3787773589513108e-08,0.0
1914,2.4777952134513725e-08,0.0
1915,1.0602685840410686e-08,0.0
1916,1.538244731591476e-08,1.0987462051303964e-09
1917,9.869782324756216e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,0.0
1919,1.9336480860943084e-08,0.0
1920,2.1959472462640406e-08,0.0
1921,2.2718241510233383e-08,0.0
1922,1.4018077365562931e-08,0.0
1923,1.5923921736771263e-08,0.0
1924,1.1602462102189293e-08,0.0
1925,1.5397448649423495e-08,0.0
1926,2.6750733184144337e-08,0.0
1927,8.807887752482202e-08,3.3447675740205796e-09
1928,1.2568645679778001e-08,0.0
1929,1.0026365515614089e-08,2.2280812750352652e-09
1930,1.05036033204442e-08,2.100720708497761e-09
1931,6.843213995466613e-09,0.0
1932,2.1919072779041926e-08,0.0
1933,2.6382522833046096e-08,0.0
1934,2.875579241390369e-08,0.0
1935,2.393656828303392e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,3.5255130370615007e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,2.4470480752825097e-08,1.5294050470515685e-09
1940,1.7750480196809804e-08,0.0
1941,4.132103725851266e-08,0.0
1942,2.730790527039062e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,1.9606536838523425e-08,0.0
1946,3.480275978517966e-08,0.0
1947,1.6689218895749036e-08,0.0
1948,4.1313175103141475e-08,0.0
1949,1.570721330779179e-08,0.0
1950,2.3397795700930146e-08,0.0
1951,2.2388944032059044e-08,0.0
1952,2.4253049346611988e-08,0.0
1953,7.54167928107563e-09,0.0
1954,8.795282724349818e-09,0.0
1955,7.508486277174597e-09,0.0
1956,1.4825940475304833e-08,0.0
1957,0.0,0.0
1958,3.3088973783179654e-09,0.0
1959,7.750747821333448e-10,7.750747821333448e-10
1960,6.920833350854139e-10,1.3841666701708277e-09
1961,6.948159270159238e-10,0.0
1962,0.0,0.0
1963,1.0345685197421517e-08,0.0
1964,3.6503808864551957e-09,0.0
1965,3.2832261354087677e-09,1.0944086747954884e-09
1966,7.754704434148607e-09,0.0
1967,7.395503320850594e-09,4.930335584241163e-10
1968,1.3474247273492779e-09,2.245707841908029e-09
1969,3.1792304344691047e-09,0.0
1970,1.8394900047624674e-09,0.0
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,1.1799337507056862e-08,0.0
1973,2.7566018356850464e-09,0.0
1974,3.3753431161187564e-09,0.0
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,4.11374712072643e-09,0.0
1978,5.940591352171509e-10,5.940591352171509e-10
1979,5.851973350345929e-10,5.851973350345929e-10
1980,6.253665585376211e-09,1.7055452605774235e-09
1981,1.2651099057237047e-09,0.0
1982,9.932003663948308e-09,0.0
1983,1.89459470334441e-09,0.0
1984,3.479405208395292e-09,0.0
1985,0.0,0.0
