year,vos_DET ans_NOUN,vos_DET lents_ADJ
1916,3.2962386153911893e-09,0.0
1917,1.7546279096336548e-08,0.0
1918,9.189101035644853e-09,0.0
1919,1.5653341733923298e-08,0.0
1920,4.543339038320937e-09,1.514446346106979e-09
1921,2.2718242842501013e-09,0.0
1922,2.0658220023506146e-08,7.377935484775833e-10
1923,1.2739137744688378e-08,0.0
1924,1.804827398643738e-08,1.289162443462999e-09
1925,5.499089184013428e-09,0.0
1926,1.114613823460786e-08,0.0
1927,5.574612438330462e-09,2.2298449753321847e-09
1928,5.713020723163709e-09,0.0
1929,1.3368487650211591e-08,0.0
1930,2.100720708497761e-09,0.0
1931,1.0264820993199919e-08,1.1405356659111021e-09
1932,1.0959536389520963e-08,0.0
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,5.990790086229936e-09
1935,1.0771455727365264e-08,0.0
1936,1.2124714565686645e-09,0.0
1937,1.510934133364117e-08,1.2591118148108649e-09
1938,3.8895642262559704e-09,3.8895642262559704e-09
1939,1.6823455517567254e-08,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,4.357008087652048e-09,0.0
1946,5.568441707737293e-09,0.0
1947,1.0728784083369192e-08,3.5762612871081956e-09
1948,2.174377566888097e-09,0.0
1949,6.8719057111366055e-09,1.9634016634739737e-09
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,1.0661401539380222e-08,0.0
1952,4.2179215675730575e-09,0.0
1953,7.54167928107563e-09,0.0
1954,3.224936762080688e-08,0.0
1955,2.815682353940474e-09,0.0
1956,6.976913269340912e-09,0.0
1957,7.068030161150318e-09,0.0
1958,1.5717262158432277e-08,1.6544486891589827e-09
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,1.5225833038812198e-08,2.7683333403416555e-09
1961,6.948159103625784e-09,6.948159270159238e-10
1962,3.170978146727066e-09,0.0
1963,1.1638896069143811e-08,0.0
1964,6.6923653285755336e-09,6.083968329129164e-10
1965,1.2038495533772675e-08,1.0944086747954884e-09
1966,7.200797291773142e-09,1.6617224263271169e-09
1967,1.7256175155466735e-08,9.860671168482327e-10
1968,2.3804503673785504e-08,2.6948494546985557e-09
1969,8.629339909305145e-09,1.3625273131978588e-09
1970,1.3796174869185052e-08,1.8394900047624674e-09
1971,1.2845993713206383e-08,1.0276794970565106e-09
1972,1.3338381954497436e-08,0.0
1973,8.821126051827832e-09,5.513203782392395e-10
1974,5.625571564138454e-09,5.625571675160757e-10
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,2.285410749536254e-09,0.0
1977,1.23412418062685e-08,5.876781838942691e-10
1978,5.346532105932056e-09,0.0
1979,8.777960247563499e-09,0.0
1980,3.97960553399912e-09,2.8425752862659692e-09
1981,5.69299452024552e-09,6.325549528618524e-10
1982,9.311253101884631e-09,3.1037510339615437e-09
1983,3.157658134966823e-09,0.0
1984,6.958810416790584e-09,0.0
1985,3.609334831011779e-09,0.0
1986,7.1933827783254856e-09,5.994485463567401e-10
1987,7.332980445085013e-09,0.0
1988,2.398621523624911e-09,5.996553809062277e-10
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,6.538381391862913e-09,1.6345953479657283e-09
1991,5.2753188484189195e-09,0.0
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,6.329911705904578e-09,0.0
1995,3.795715741716776e-09,0.0
1996,3.736664311304594e-09,1.067618438099771e-09
1997,2.3974471297094624e-09,0.0
1998,8.582632382569955e-09,4.768129224785866e-10
1999,9.140402212892695e-09,0.0
2000,2.6508188977203417e-09,0.0
2001,5.695575122643959e-09,0.0
2002,5.6955880012310445e-09,0.0
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,7.047666006343434e-09,4.404791253964646e-10
2005,7.656374201303606e-09,0.0
2006,2.4707338397433887e-09,0.0
2007,4.393927444112933e-09,0.0
2008,2.9802078582719105e-09,4.257439678578834e-10
2009,6.198650481792356e-09,0.0
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,1.911985902935953e-09,0.0
2012,2.0425516833455504e-09,0.0
2013,2.2313000336282585e-09,2.789125042035323e-10
2014,3.4647124058651002e-09,6.496335691608124e-10
2015,5.319781060109108e-09,0.0
2016,9.942432044329763e-09,0.0
2017,5.031222660711876e-10,2.515611330355938e-10
2018,5.937373259712331e-09,0.0
2019,3.3162841361900064e-09,0.0
