year,mes_DET armes_NOUN,mes_DET larmes_NOUN
1875,4.20532233036397e-07,1.2472928929696536e-06
1876,3.3011242051017575e-07,9.81872808836215e-07
1877,5.535410458890055e-07,1.2153163062578187e-06
1878,3.7080005732548216e-07,8.309785997084873e-07
1879,4.649196476691486e-07,9.335049071523827e-07
1880,3.3244442754210013e-07,9.517666228475719e-07
1881,3.1306558057053735e-07,8.680771941271814e-07
1882,3.234517165218165e-07,8.439028320594844e-07
1883,4.227637848686072e-07,9.327344301368612e-07
1884,3.6375349221628994e-07,8.846273793494674e-07
1885,3.635338465812765e-07,6.587439784766502e-07
1886,3.439696136808834e-07,6.995554855393493e-07
1887,2.3112393598978542e-07,6.522395707975193e-07
1888,2.555267784032367e-07,6.182099241414107e-07
1889,3.7402866404079305e-07,8.476729931317095e-07
1890,3.32962825311256e-07,5.787522994182837e-07
1891,2.60705587784571e-07,6.399717058513943e-07
1892,3.077839441090191e-07,6.556864065032642e-07
1893,2.8698221488099307e-07,5.66574332339087e-07
1894,3.554068044309133e-07,6.856074890038144e-07
1895,3.093567944034703e-07,6.722792242896958e-07
1896,2.9013383873177645e-07,6.050351970543488e-07
1897,2.8667431628548457e-07,5.850020556863456e-07
1898,2.817860860204746e-07,6.048781422407501e-07
1899,2.802482246266891e-07,6.87077989169893e-07
1900,2.6733922364741147e-07,6.032003483369408e-07
1901,1.8834049786420337e-07,5.449020434866725e-07
1902,1.816805017540446e-07,5.283465149830135e-07
1903,1.8900770371033104e-07,5.416421018367146e-07
1904,1.3974025225849118e-07,5.578860751143111e-07
1905,1.7907833971264608e-07,5.841978953924354e-07
1906,1.7798877904873223e-07,5.854081948086787e-07
1907,2.3142795768649194e-07,6.659982432211109e-07
1908,1.3899230522085304e-07,6.316046068377545e-07
1909,2.0408648460090717e-07,6.788213973152324e-07
1910,2.1430044494508138e-07,7.252012537151131e-07
1911,2.2930812315635762e-07,6.522778583928357e-07
1912,1.7920408978966407e-07,6.793085205458738e-07
1913,2.8211906588637703e-07,8.675691205439762e-07
1914,2.457704999514476e-07,5.618567797682772e-07
1915,1.6139643554957672e-07,4.94792017136092e-07
1916,1.2855331266159453e-07,5.131144682479771e-07
1917,2.1055534382696806e-07,5.230984641002578e-07
1918,1.4357970545830767e-07,5.398596911732056e-07
1919,1.3903851187047067e-07,6.850638989419622e-07
1920,1.8627689790662316e-07,6.436396802200761e-07
1921,1.4463947550780176e-07,5.899170076872906e-07
1922,1.7264369223113363e-07,6.750811039069049e-07
1923,1.9851823562788695e-07,7.855801484879521e-07
1924,2.3849505392803394e-07,7.863890942871876e-07
1925,2.69455370016658e-07,8.963514872561973e-07
1926,2.507881120550337e-07,8.950349084102527e-07
1927,2.575471067522983e-07,9.376498155688751e-07
1928,1.885296749826182e-07,7.221258329082048e-07
1929,1.6153589665890422e-07,7.664599621648449e-07
1930,1.6385620948966562e-07,7.110939570509345e-07
1931,2.0073427542399713e-07,6.136082006946708e-07
1932,2.1809478578660446e-07,6.849710132428299e-07
1933,1.6632460608789756e-07,4.5309115748182194e-07
1934,1.8930896139579545e-07,6.038716300338365e-07
1935,1.4960354910442675e-07,5.505410918260623e-07
1936,1.3337186377526677e-07,5.043881401434192e-07
1937,1.3094763273713284e-07,5.338634352369809e-07
1938,1.5428605837364273e-07,5.989929263705562e-07
1939,1.269406233461723e-07,5.368211652978516e-07
1940,9.382397081481031e-08,4.234757602361583e-07
1941,1.269146139293298e-07,6.139125261483969e-07
1942,1.9722376043418421e-07,5.947055221611208e-07
1943,2.8161380960511906e-07,7.403249959736513e-07
1944,2.313494089634105e-07,7.422459873396292e-07
1945,1.6774481537140673e-07,5.969101053437953e-07
1946,2.0185601545819054e-07,7.030157433973727e-07
1947,1.6331593633012176e-07,8.332688921086628e-07
1948,1.4024734795725635e-07,6.9580081074605e-07
1949,1.443100232645378e-07,6.55776165814359e-07
1950,1.5633981753637727e-07,7.12569192984347e-07
1951,1.6738400532290143e-07,7.814807503336851e-07
1952,1.6133549429753202e-07,6.115986153076847e-07
1953,1.389823762742992e-07,5.807092762211141e-07
1954,1.3681551047639573e-07,6.87009279687345e-07
1955,1.3984556357371503e-07,4.880516222272036e-07
1956,1.5349209170345546e-07,6.706557797997448e-07
1957,1.1485548645495669e-07,6.140351480610207e-07
1958,1.7040821598257594e-07,6.410988504512716e-07
1959,1.364131669845392e-07,6.719898451024164e-07
1960,1.882466635905189e-07,8.858666831201845e-07
1961,1.3340466287203867e-07,7.698560438029745e-07
1962,1.6552506032496694e-07,7.356669584623887e-07
1963,1.7393683204858235e-07,7.66227309156875e-07
1964,1.4114806562437465e-07,7.002647350873303e-07
1965,1.767470081404099e-07,6.845526527854418e-07
1966,1.9996060096616475e-07,7.283883007858094e-07
1967,2.2087903239764728e-07,7.646950663797725e-07
1968,2.29062202095065e-07,9.157996743169861e-07
1969,2.3117546632533958e-07,5.704447971766058e-07
1970,1.5359740945797284e-07,6.185285208459845e-07
1971,1.7573319643915397e-07,7.671627386685032e-07
1972,1.7237293237215567e-07,8.264666533364107e-07
1973,1.549210333351425e-07,5.673086747037814e-07
1974,1.0913609349572084e-07,3.752256354516703e-07
1975,1.576368529043748e-07,4.791931864644994e-07
1976,1.3769599238599994e-07,4.5365402101538166e-07
1977,1.2458777209900518e-07,5.294980667258642e-07
1978,1.574256760505932e-07,5.85148274723224e-07
1979,1.6619604004119992e-07,5.898789119385128e-07
1980,1.3530658682370245e-07,5.190542395894227e-07
1981,1.0437156916509593e-07,4.889649787287453e-07
1982,1.2601229659736646e-07,5.201887063321919e-07
1983,1.2693785311768124e-07,4.919631315658535e-07
1984,1.2177918051747838e-07,5.584445261774817e-07
1985,1.3835783896354314e-07,5.203457718039317e-07
1986,1.4206930432081322e-07,6.378132724194074e-07
1987,1.3504905282957225e-07,5.03531296658366e-07
1988,1.121355590605333e-07,4.4494430184727207e-07
1989,1.306173080806161e-07,6.190601666844486e-07
1990,1.155114004447455e-07,5.595764278609749e-07
1991,1.3129682052692715e-07,5.339794775238715e-07
1992,1.4821750493609898e-07,5.14628766268288e-07
1993,1.2906353141772797e-07,5.805089493549076e-07
1994,1.3134567167227829e-07,5.290751197151167e-07
1995,1.3501902929036191e-07,6.843132638323368e-07
1996,1.3131706211311212e-07,6.144144037989463e-07
1997,1.7069823776694193e-07,5.619616167962249e-07
1998,1.4352069666045963e-07,6.580018094837214e-07
1999,1.416762307471231e-07,6.805029642009686e-07
2000,1.3519176134124677e-07,7.28533422034161e-07
2001,1.6473356190260802e-07,6.173127395925349e-07
2002,1.2793166836999603e-07,6.900423876743389e-07
2003,1.4542560755614886e-07,7.508794936939012e-07
2004,1.211317575133819e-07,7.144571299022573e-07
2005,1.1259374144145795e-07,7.169969507003771e-07
2006,1.3300785095538004e-07,7.984588421550143e-07
2007,1.4499959943847784e-07,9.171324748535881e-07
2008,1.4304997986158696e-07,9.570724373020312e-07
2009,1.7976085242565887e-07,9.564994343236322e-07
2010,1.733632011280406e-07,1.274479330959366e-06
2011,2.2982071801180837e-07,1.4924963096518695e-06
2012,2.764253101972258e-07,1.9588070472309482e-06
2013,4.122326835442891e-07,2.31190577437701e-06
2014,3.8913050026678775e-07,2.442838621163901e-06
2015,3.905605829856995e-07,2.595609714717284e-06
2016,4.2503896580114997e-07,3.074490109611361e-06
2017,3.1092956653822057e-07,3.565376005099097e-06
2018,4.391074970300224e-07,4.0567749124420516e-06
2019,3.992295827259795e-07,4.083111093677871e-06
