year,les_DET égaux_NOUN,les_DET egaux_NOUN,les_DET légaux_ADJ
1861,3.150263800932862e-07,1.8863854922557266e-09,4.715963730639317e-10
1862,2.408086744454252e-07,0.0,9.035972525772706e-10
1863,2.6821113774389005e-07,4.9946207725248826e-09,4.994620828036034e-10
1864,3.2172624875315137e-07,4.7947278369875335e-09,0.0
1865,3.2053611054294606e-07,2.8241066152290273e-09,0.0
1866,2.8658458806063436e-07,9.244664256335966e-09,0.0
1867,3.4843185758859363e-07,9.7056229719783e-10,0.0
1868,2.4551173605225074e-07,2.469937032678615e-09,0.0
1869,2.87150919930923e-07,3.4184634012390802e-09,0.0
1870,3.016109637599129e-07,4.587239033071455e-09,0.0
1871,3.0907624659626265e-07,6.37270636261178e-09,0.0
1872,2.7938706548269465e-07,3.628403577593531e-09,0.0
1873,2.0831296021484036e-07,1.7958012854535355e-09,0.0
1874,2.8379394834132654e-07,5.974609140757536e-10,0.0
1875,2.6090164340075717e-07,0.0,0.0
1876,2.4849122204351204e-07,1.813804439976252e-09,6.04601479992084e-10
1877,2.1523159432490502e-07,0.0,0.0
1878,2.880645170733054e-07,0.0,6.039088673581716e-10
1879,2.376527576952725e-07,1.221865053580018e-09,0.0
1880,2.5671385328607244e-07,4.492492378105339e-09,0.0
1881,2.0429446556669006e-07,6.972507571312292e-10,6.972507571312292e-10
1882,2.1696555374539628e-07,0.0,0.0
1883,1.8389276551511458e-07,6.319338829996468e-09,0.0
1884,2.469034683372229e-07,1.650424241717019e-08,0.0
1885,2.4428959743971745e-07,5.156508497972112e-09,0.0
1886,2.2716192255023415e-07,3.872078213618124e-09,0.0
1887,2.0239666614907392e-07,3.917354773896875e-09,0.0
1888,2.02899670176393e-07,8.876860135842435e-09,0.0
1889,1.9484575258799097e-07,8.14467782106476e-09,0.0
1890,2.3399159609915898e-07,5.898947663673937e-09,0.0
1891,2.3010934668832306e-07,8.923907723890068e-09,0.0
1892,2.2127848309239084e-07,6.268512153795314e-09,0.0
1893,2.284772482319397e-07,3.6950498771837204e-09,0.0
1894,1.7770340665634876e-07,1.0082463086646953e-08,0.0
1895,2.1125337568150826e-07,9.629782748987736e-09,0.0
1896,1.81628487472274e-07,8.845543852942228e-09,0.0
1897,1.8062811468766427e-07,4.661370844871726e-09,1.1653427112179315e-09
1898,2.1897833701878255e-07,2.7160103055479112e-08,5.6583548957434e-10
1899,1.945707559514176e-07,6.080336234504102e-09,0.0
1900,2.1958154217127657e-07,1.6611369946240018e-08,0.0
1901,2.391980206128963e-07,1.1736351446245408e-08,0.0
1902,1.6744067682372687e-07,4.41925557259637e-09,4.910283846193408e-10
1903,1.917078142898987e-07,1.9440792975444765e-08,5.400220270956879e-10
1904,2.2143456313017396e-07,2.042357571951925e-08,5.374625189347171e-10
1905,2.1778403530570145e-07,1.083759415543284e-08,0.0
1906,1.615273947375151e-07,9.259531974503687e-09,0.0
1907,1.9285662133938786e-07,4.114274698707732e-09,0.0
1908,2.0922517030008692e-07,9.82277836847345e-09,0.0
1909,2.0518668558677788e-07,1.595285298305882e-08,5.500983557560346e-10
1910,1.6994398555070234e-07,1.0153886509378651e-08,5.344150677544235e-10
1911,2.0004606282597592e-07,6.384448969498635e-09,0.0
1912,1.9118576444210333e-07,1.3544495081063701e-08,5.209421227725386e-10
1913,2.593161980701808e-07,4.7726907426159926e-09,5.30298971401777e-10
1914,2.0492036478803044e-07,3.3483718020477227e-09,0.0
1915,1.4961567595950243e-07,1.1780761921542648e-09,0.0
1916,2.0436679593061058e-07,5.493731025651982e-09,2.197492410260793e-09
1917,2.6429082888856925e-07,8.773139548168274e-09,0.0
1918,2.3661935610874707e-07,0.0,0.0
1919,2.1822600904108924e-07,2.762354511798293e-09,9.207848372660976e-10
1920,1.5523075092005456e-07,7.572231730534895e-09,7.572231730534895e-10
1921,1.6660044965810528e-07,2.7261890522822796e-08,7.572747429129834e-10
1922,1.8002162133212707e-07,2.951174138399182e-09,0.0
1923,2.335508604289771e-07,8.492758496458919e-09,0.0
1924,1.856393899712927e-07,7.734974438733389e-09,0.0
1925,2.0786556831353664e-07,3.2994534437946754e-08,0.0
1926,1.9951588048350288e-07,8.916910765321973e-09,1.1146138456652466e-09
1927,1.5608914472053925e-07,4.4596899506643695e-09,1.1149224876660924e-09
1928,1.5882197057504044e-07,2.1709478437159646e-08,0.0
1929,2.0498348263231492e-07,1.4482527843640014e-08,0.0
1930,2.3738143450913185e-07,1.3654684494213143e-08,0.0
1931,1.3800481113435126e-07,6.843213995466613e-09,0.0
1932,1.4028206363203566e-07,4.38381475564853e-09,0.0
1933,1.8123645983969539e-07,1.3764794415394022e-08,0.0
1934,1.8811081048397682e-07,4.7926320689839486e-09,0.0
1935,1.7354012182835277e-07,0.0,1.196828414151696e-09
1936,1.4549656990325843e-07,1.8187071848529968e-08,0.0
1937,1.422796332972709e-07,1.2591118370153254e-08,0.0
1938,1.4909996126633018e-07,9.075650453382877e-09,0.0
1939,1.8505801158141821e-07,4.588215141154706e-09,1.5294050470515685e-09
1940,1.8764793563441629e-07,1.2678914806940611e-08,0.0
1941,1.7413865593951527e-07,1.4757512989405086e-08,2.9515025978810172e-09
1942,1.8205270668758544e-07,9.102635090130207e-09,0.0
1943,1.33548823777474e-07,5.806470415592457e-09,0.0
1944,2.1207028311209797e-07,6.4263723231761105e-09,0.0
1945,1.5467378489120165e-07,3.7034570077310036e-08,0.0
1946,1.559163678166442e-07,7.795818746103578e-08,0.0
1947,1.692763622607174e-07,3.2186351806018365e-08,0.0
1948,2.0004273748597257e-07,1.7395020091015567e-08,2.174377566888097e-09
1949,1.2762111123443276e-07,1.668891336237266e-08,0.0
1950,1.5740335213010326e-07,2.0207187034770868e-08,0.0
1951,1.4179664731273078e-07,1.2793681780642885e-08,0.0
1952,1.5079069282109003e-07,7.381362632230548e-09,0.0
1953,1.2066686627676404e-07,4.30953106533849e-09,0.0
1954,1.700421294881238e-07,4.886268056836229e-09,0.0
1955,1.4078411458839923e-07,2.0648337706319353e-08,0.0
1956,1.4477095522380523e-07,1.3081712602058815e-08,8.72114158667614e-10
1957,1.537296500098151e-07,3.003912851795576e-08,0.0
1958,1.3235590012872223e-07,3.3088973783179654e-09,0.0
1959,1.4493898159440022e-07,1.6276570979911753e-08,1.5501495642666896e-09
1960,1.487979106595816e-07,5.536666791705613e-09,1.3841666701708277e-09
1961,1.514698750315624e-07,2.08444772553662e-08,6.948159270159238e-10
1962,1.3381528729539127e-07,7.864025608483871e-08,0.0
1963,1.2802784721266391e-07,3.9442923593924206e-08,1.2932106496776896e-09
1964,1.4966562100759973e-07,1.2167936436213722e-08,0.0
1965,1.3898990358640617e-07,1.3132904097545861e-08,5.472043373977442e-10
1966,1.4290812366812844e-07,8.862519829122562e-09,0.0
1967,1.7108264183107735e-07,1.3804939635875257e-08,0.0
1968,2.205285207779184e-07,1.8414805208477603e-08,0.0
1969,1.7122426587690143e-07,2.134626142513696e-08,0.0
1970,1.40261114833784e-07,2.943183954884354e-08,0.0
1971,1.284599355777516e-07,1.490135304038631e-08,6.166076982339064e-09
1972,1.4313109764074738e-07,7.182205719047374e-09,1.0260293725750103e-09
1973,1.2845764818525396e-07,2.9219981101391568e-08,1.6539611902288698e-09
1974,1.2545024641319458e-07,2.7565302040954975e-08,2.2502286700643026e-09
1975,1.456427476398403e-07,1.1422960355389478e-08,1.7134440533084216e-09
1976,1.371246473036436e-07,9.712995518995626e-09,0.0
1977,1.3399063070185235e-07,3.761140465741164e-08,5.876781838942691e-10
1978,1.372276579036935e-07,5.8811855052631756e-08,2.3762365408686037e-09
1979,2.293973500044899e-07,3.39414459871179e-08,1.1703946700691858e-09
1980,1.176826172066825e-07,1.4212876431329846e-08,1.7055452605774235e-09
1981,1.7332005275427775e-07,2.0241759379757696e-08,1.2651099057237047e-09
1982,1.6263655711057368e-07,1.9864007438918918e-08,0.0
1983,1.515675807084449e-07,1.4525227021167098e-08,6.315316047889041e-10
1984,1.8788787470302992e-07,2.145633182237816e-08,5.799008495621649e-10
1985,1.509905119823074e-07,2.4062232650834403e-08,6.015558051686298e-10
1986,1.5405827369363578e-07,1.0190625454598035e-08,0.0
1987,1.258828277173052e-07,4.522004620755027e-08,6.110816852533674e-10
1988,1.780976492948838e-07,2.8783458616565838e-08,1.798966087207532e-09
1989,1.4159354655429723e-07,6.695509091603213e-08,0.0
1990,1.580108728305163e-07,2.1794603677349755e-08,2.179460389939436e-09
1991,2.2918328790311193e-07,3.2824205575821e-08,5.861465202094962e-10
1992,1.4656451985395336e-07,2.2039776226279173e-08,5.509944167592096e-10
1993,1.2961745765593946e-07,1.938722604677423e-08,1.1078414852150331e-09
1994,1.5086290061638863e-07,7.859640577256854e-08,5.274926606624319e-10
1995,1.6809597003231147e-07,2.765449824693178e-08,5.422450821690461e-10
1996,1.7402180318981664e-07,1.2811421701286463e-08,1.067618438099771e-09
1997,1.472032623572872e-07,1.53436625627279e-08,1.438468344439059e-09
1998,1.3493805695041772e-07,1.3827574418812105e-08,3.337690568372409e-09
1999,1.5950002163478416e-07,1.4167623879624003e-08,9.140402323914998e-10
2000,1.5816553378122933e-07,9.71966918061895e-09,1.3254094488601709e-09
2001,1.7218161652010622e-07,6.5718176456286415e-09,2.6287270138425356e-09
2002,1.6736266728045734e-07,8.324320677211006e-09,8.76244299341522e-10
2003,1.3834184442451658e-07,2.2501384588924367e-08,4.1669229178253886e-10
2004,1.528462572064626e-07,2.2904915297772277e-08,1.7619165015858584e-09
2005,1.612342375167941e-07,4.9541245550344115e-09,0.0
2006,1.4042005103132027e-07,7.823990788580204e-09,2.0589450144825605e-09
2007,1.3301616733074617e-07,3.595031550229777e-09,2.7961355453243186e-09
2008,1.3496084266817476e-07,8.514879412668819e-09,8.514879357157668e-10
2009,1.497212505086054e-07,2.384096253749135e-09,2.860915504498962e-09
2010,1.0156155028084868e-07,4.723793023408973e-10,2.8342759250676863e-09
2011,1.189255270928058e-07,7.64794394481072e-09,7.64794394481072e-10
2012,9.940418232989856e-08,1.702126356528666e-09,3.404252713057332e-10
2013,1.2606845412044265e-07,1.952387473913575e-09,5.578250084070646e-10
2014,1.3447414781708744e-07,6.496335552830246e-10,2.1654451842767486e-10
2015,1.1725683601859771e-07,6.649726186358507e-10,0.0
2016,1.4955075644529359e-07,1.0356700219649184e-09,0.0
2017,1.016306978574022e-07,2.515611330355938e-10,1.509366853724714e-09
2018,1.0506569769752616e-07,1.290733298020541e-09,7.744400121190154e-10
2019,9.132536293865456e-08,5.1019755087367e-10,2.55098775436835e-10
