year,dernières_ADJ âmes_NOUN,dernières_ADJ lames_NOUN
1800,0.0,5.65949598296811e-08
1801,0.0,8.572257570449437e-08
1802,0.0,9.398928568771225e-08
1803,0.0,3.705644502360883e-08
1804,0.0,9.887403784603066e-09
1805,0.0,6.822906328807221e-08
1806,0.0,0.0
1807,0.0,5.693910232196231e-09
1808,0.0,9.064295980465431e-09
1809,0.0,2.259030518203531e-09
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,2.1337665856435706e-08
1813,0.0,0.0
1814,0.0,7.552024783308298e-08
1815,0.0,8.091670444798638e-09
1816,0.0,3.476405652236281e-08
1817,0.0,6.227493631882908e-09
1818,1.1921177378582115e-09,5.960588467246453e-09
1819,1.035105001712111e-09,1.9666995143552413e-08
1820,0.0,0.0
1821,0.0,7.88919063410276e-09
1822,0.0,5.714601059025881e-08
1823,0.0,6.917880934764753e-09
1824,0.0,6.736890156844311e-09
1825,0.0,1.4088708866211164e-08
1826,0.0,1.4973572604048968e-08
1827,0.0,4.608636583469661e-09
1828,0.0,2.2930752408001354e-08
1829,0.0,4.286587973467704e-09
1830,0.0,4.174734336004349e-09
1831,0.0,1.5591206103948707e-09
1832,0.0,1.6235963684607668e-08
1833,0.0,1.2741991461950875e-08
1834,0.0,1.3068342852307069e-08
1835,0.0,2.0420337421001022e-08
1836,0.0,1.5457725766054864e-08
1837,0.0,2.435261770017405e-08
1838,0.0,8.837027110075724e-09
1839,0.0,5.5931801412612e-09
1840,0.0,3.184844388215424e-08
1841,0.0,7.255219713897532e-08
1842,0.0,1.1404051036834062e-08
1843,0.0,8.860366662588604e-09
1844,0.0,1.2074834465636286e-08
1845,0.0,1.3392547515422848e-08
1846,0.0,1.1709002656346001e-09
1847,0.0,5.9325460100012606e-09
1848,0.0,1.6090443422100975e-09
1849,0.0,1.256912263158938e-08
1850,0.0,2.7155984128057753e-09
1851,0.0,1.2253933867611977e-08
1852,0.0,1.3021090872200602e-08
1853,0.0,1.0749477752369785e-08
1854,0.0,7.79349651480743e-09
1855,0.0,2.653468555990912e-09
1856,1.5531567143511893e-09,1.6049286344355096e-08
1857,0.0,7.810414537345878e-09
1858,0.0,5.872411001917044e-09
1859,1.5276520048956854e-09,7.638259802433822e-09
1860,1.8308735638683515e-09,1.0069804545764782e-08
1861,4.715963730639317e-10,8.960331143725853e-09
1862,4.9697850279528666e-09,3.6143890103090826e-09
1863,4.495158911765884e-09,1.9479021062807078e-08
1864,0.0,1.0068928801842958e-08
1865,4.706844247692743e-09,1.4120533631256649e-09
1866,1.4596839292835284e-09,3.4059290943133647e-09
1867,0.0,9.7056229719783e-09
1868,4.939874287401835e-09,1.2843672791973404e-08
1869,1.4650557433881772e-09,3.906815315701806e-09
1870,4.587239033071455e-09,2.2936195165357276e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,6.047339518033823e-09
1873,5.986004469882289e-10,2.454261860407314e-08
1874,0.0,5.974609251779839e-09
1875,0.0,9.7265964171811e-09
1876,2.418405919968336e-09,1.4510435519810017e-08
1877,0.0,4.9478527941460015e-09
1878,0.0,4.22736201599605e-09
1879,0.0,6.109325489944695e-09
1880,6.417846254436199e-10,1.9253538763308597e-09
1881,0.0,4.8807553554297556e-09
1882,6.655385131892899e-10,7.320923423037584e-09
1883,0.0,4.423537092179686e-09
1884,0.0,5.941527270181268e-09
1885,0.0,6.445635580831777e-09
1886,0.0,7.744156427236248e-09
1887,1.9586774424595887e-09,3.264462256069578e-09
1888,0.0,2.53624587998047e-09
1889,1.8795409673089125e-09,4.385595886446936e-09
1890,1.3108772956016423e-09,2.6217545912032847e-09
1891,0.0,7.649063604731055e-09
1892,0.0,6.8953633913793055e-09
1893,1.847525021858587e-09,5.542574843531156e-09
1894,6.301539290376468e-10,1.2603078580752936e-09
1895,0.0,8.426059849853118e-09
1896,0.0,7.076434549446731e-09
1897,1.1653427112179315e-09,2.330685422435863e-09
1898,5.6583548957434e-10,3.3950129374460403e-09
1899,1.6582735185011188e-09,7.185851913504848e-09
1900,1.5573159428683425e-09,7.786579381274805e-09
1901,0.0,7.265360757457984e-09
1902,4.910283846193408e-10,2.356936334990678e-08
1903,0.0,8.100330184390714e-09
1904,0.0,1.0749250378694342e-08
1905,0.0,7.2250627702885595e-09
1906,1.5432553013283723e-09,1.4403716441790948e-08
1907,1.028568674676933e-09,9.771402353919711e-09
1908,4.911389073214423e-10,7.858222517143076e-09
1909,0.0,0.0
1910,0.0,1.068830179917768e-08
1911,5.3203743632934675e-09,3.1922244847493175e-09
1912,0.0,7.814131564032323e-09
1913,1.060597942803554e-09,6.893886794756554e-09
1914,0.0,3.3483718020477227e-09
1915,2.3561523843085297e-09,9.424609537234119e-09
1916,2.197492410260793e-09,0.0
1917,1.4256351654751143e-08,1.0966424435210342e-09
1918,0.0,2.2972752589112133e-09
1919,9.207848372660976e-10,1.1049418269237776e-08
1920,4.543339038320937e-09,6.815008557481406e-09
1921,7.572747429129834e-10,4.543648568500203e-09
1922,4.426761179843197e-09,2.951174193910333e-09
1923,0.0,5.307974060286824e-09
1924,0.0,1.289162443462999e-09
1925,0.0,4.399271169575059e-09
1926,2.229227691330493e-09,3.343841648018042e-09
1927,0.0,3.3447675740205796e-09
