year,grandes_ADJ âmes_NOUN,grandes_ADJ ames_NOUN,grandes_ADJ lames_NOUN
1800,2.138031902632065e-07,5.376521183819705e-07,4.27606380526413e-07
1801,9.762848662830947e-08,7.691219938710248e-07,5.500531869984115e-07
1802,1.096541666356643e-07,6.959683105378645e-07,3.401517005841015e-07
1803,2.0673596168307995e-07,4.583297297244826e-07,6.33860224752425e-07
1804,1.6314216111368296e-07,7.514427124988288e-07,2.793191526961891e-07
1805,1.7910129201936797e-07,5.117180099656338e-07,1.5635826855486812e-07
1806,2.737585589329683e-07,4.5242205715112505e-07,2.939302419235901e-07
1807,9.394951661079176e-08,8.313108992297202e-07,6.206362286320655e-07
1808,1.4276265858370607e-07,3.580396819025111e-07,3.376450194991776e-07
1809,1.423189246452239e-07,3.998484032763372e-07,5.331311854206433e-07
1810,1.708292529656319e-07,7.93302945112373e-07,1.0062544930633521e-07
1811,1.5293167621166504e-07,2.3315813280078146e-07,2.0056614857821842e-07
1812,3.440698606027581e-07,2.667208320872305e-07,5.147712158759532e-07
1813,2.3005932803243923e-07,4.83124608763319e-07,1.8404746526812232e-07
1814,3.996279929197044e-07,1.8880062846449164e-07,1.7936059748535627e-07
1815,3.8300575511129864e-07,3.020890346761007e-07,9.710004889029733e-08
1816,3.175117342379963e-07,3.5691098787538067e-07,3.8008704450476216e-07
1817,3.7053587220725603e-07,4.84187626548227e-07,2.8957845188415376e-07
1818,3.0875850143274874e-07,3.5644319495986565e-07,1.4424624339426373e-07
1819,5.361844159779139e-07,3.798835326307426e-07,3.053559680665785e-07
1820,4.853390578318795e-07,3.1208845907571003e-07,1.6138415048772004e-07
1821,5.640771405523992e-07,3.0077538404338355e-07,2.3667571724672598e-07
1822,5.233371211943449e-07,3.3686070821659087e-07,1.6843034700286807e-07
1823,3.024102284143737e-07,4.921578238281654e-07,1.3045146829426812e-07
1824,4.463189782200061e-07,2.576860582692575e-07,2.1894892476836958e-07
1825,4.7197175945257186e-07,3.32845758066469e-07,1.5673688835704525e-07
1826,4.351144298198051e-07,3.0739866474505106e-07,2.2988838566107006e-07
1827,3.4564774864520587e-07,2.8573547855570425e-07,1.5945882125834032e-07
1828,3.2378224545936973e-07,2.7241733846494753e-07,2.540727450650593e-07
1829,1.9118182592592348e-07,3.42927052088271e-07,1.4831594796760328e-07
1830,2.765761450973514e-07,2.9849350946520303e-07,1.889067249294385e-07
1831,2.1204040479005926e-07,2.3698632900526206e-07,1.886535869743966e-07
1832,1.9077256752098037e-07,2.81423363834854e-07,2.516574397759541e-07
1833,2.9769924481115595e-07,3.2781667869130615e-07,4.6566185574192787e-07
1834,2.931042786258331e-07,3.4257729453202046e-07,3.687139837893483e-07
1835,2.1706063080273452e-07,2.7075854802660615e-07,1.9890921976184472e-07
1836,3.5754391092268634e-07,2.728624661219037e-07,1.290383977448073e-07
1837,3.0405982442971435e-07,1.6838096428273275e-07,3.694640215989864e-07
1838,3.175017297962768e-07,1.3823634348320013e-07,2.417558011558185e-07
1839,2.516931090212893e-07,1.782826188900799e-07,1.9646044790988526e-07
1840,3.872770832913375e-07,6.11490094115652e-08,2.586093614809215e-07
1841,4.3274496874801116e-07,4.301767386749589e-08,2.0802576949918716e-07
1842,4.5012458826931834e-07,1.073322439815172e-07,1.1672381106109242e-07
1843,5.605658657259482e-07,7.265500490127863e-08,1.724818048387533e-07
1844,5.197667292122787e-07,1.0757580115594578e-07,2.2448215020176576e-07
1845,5.429561724668019e-07,4.240973244806767e-08,1.1439467328955288e-07
1846,5.503231363945815e-07,6.147226283559348e-08,1.8968584925005416e-07
1847,5.252999812910275e-07,5.662884916546318e-08,1.8552688629824843e-07
1848,4.054791702401417e-07,5.068489528081699e-08,1.9871697531925747e-07
1849,4.365675181361439e-07,3.9383249550439814e-08,2.3629949907899572e-07
1850,3.4895438716375793e-07,4.6844073509078044e-08,2.4711945911803923e-07
1851,4.869326062362234e-07,3.22471953584369e-08,1.5543146858476575e-07
1852,6.237102638806391e-07,4.166749167922035e-08,2.2005644240152833e-07
1853,5.894296464248328e-07,2.269334054005867e-08,1.815467347565658e-07
1854,6.93101640081295e-07,6.858277235011201e-08,1.2053941134126944e-07
1855,7.376642656709009e-07,4.139410947345823e-08,1.146298416188074e-07
1856,7.610468060192943e-07,3.882891785877973e-08,2.0294581837276837e-07
1857,6.838994295321754e-07,2.5383846580240288e-08,2.1527455373870907e-07
1858,5.466235961648636e-07,3.8660039392013346e-08,9.39585760306727e-08
1859,8.025265287869843e-07,5.397703906062645e-08,1.1253703013913707e-07
1860,7.030554343145923e-07,1.2816114836056158e-08,1.6157459725718581e-07
1861,6.75326020882494e-07,2.6880994319355977e-08,1.150695183582684e-07
1862,6.167051083139086e-07,3.6143891879447665e-08,1.414129759957916e-07
1863,6.403104180208175e-07,1.8480096231066057e-08,1.0288918900203115e-07
1864,6.909202738825115e-07,3.0206786405528874e-08,1.1123769017018503e-07
1865,7.403866106869827e-07,2.588764491662232e-08,1.167297433157799e-07
1866,6.456668302234903e-07,1.800276749897023e-08,8.514822563698843e-08
1867,6.37659411495406e-07,1.358787216076962e-08,2.0430336888921374e-07
1868,5.90314925830171e-07,1.8771521892446685e-08,1.5758197946524888e-07
1869,6.539032142427459e-07,1.8069020946143155e-08,1.3429678347165463e-07
1870,6.026485266374948e-07,2.121598097204469e-08,1.3130971865393803e-07
1871,3.536852091201581e-07,1.5931766128574054e-08,1.4551012683661213e-07
1872,5.230948545431602e-07,2.7213026165817666e-08,1.499740188704024e-07
1873,5.477194235936622e-07,1.4366410616695191e-08,1.5683331167082315e-07
1874,5.078417757431453e-07,1.1949217948448165e-08,1.9059003530941254e-07
1875,5.292412765811605e-07,2.116965036602636e-08,1.6191921758945682e-07
1876,4.528465069597587e-07,1.6928841217733748e-08,1.9891388225445894e-07
1877,4.1685660789880785e-07,1.1132668564783899e-08,1.317365851960517e-07
1878,4.100541275420255e-07,1.8117266353812056e-08,1.5762021543519467e-07
1879,5.315113185133669e-07,1.5884245807562536e-08,1.7961415998968278e-07
1880,4.3448818587421556e-07,1.5402830788602273e-08,8.535735673831368e-08
1881,4.2323119942011544e-07,9.064260064750584e-09,1.1365187191358928e-07
1882,4.485729618863843e-07,2.4624924988003727e-08,1.663846249666534e-07
1883,3.690493883823365e-07,1.0742875922176154e-08,1.4281705729146665e-07
1884,4.291103152809228e-07,9.242375753615306e-09,1.8946870739000587e-07
1885,3.3968498769354483e-07,1.0957580842685388e-08,1.3213552746416113e-07
1886,3.852717895824753e-07,2.000573828819796e-08,1.8069698931588718e-07
1887,4.17851168776906e-07,2.089255946025048e-08,2.2133053789730184e-07
1888,3.7853470757909236e-07,8.87686080197625e-09,1.540769305474754e-07
1889,4.31667928069146e-07,6.891650361495749e-09,2.0988208726535618e-07
1890,3.5918037610827014e-07,4.5880705901168994e-09,1.900772019780561e-07
1891,4.1623655988587416e-07,4.46195413950079e-09,1.7401621255075383e-07
1892,3.6294687788540614e-07,1.002961980134387e-08,1.855479714318875e-07
1893,2.919089467923186e-07,1.1700991509044911e-08,2.0692279201206532e-07
1894,3.112960484941141e-07,2.646646524162577e-08,1.5501786010396756e-07
1895,3.147735299080523e-07,2.2870735527646957e-08,2.1004964878557075e-07
1896,3.314130196940823e-07,1.061465249030391e-08,1.1911998853975092e-07
1897,2.983277340717905e-07,7.574727511894253e-09,1.3517975860910525e-07
1898,3.4233048040732683e-07,1.923840708961677e-08,1.3014215571871546e-07
1899,2.8411753305590537e-07,6.633094074004475e-09,1.1884293726893702e-07
1900,3.2963188800749776e-07,6.22926377147337e-09,1.567698029170117e-07
1901,2.9229104825390095e-07,7.824234593556412e-09,1.6039680872381723e-07
1902,2.6122711460629944e-07,5.89234061543209e-09,1.0606213152186683e-07
1903,2.662308702383598e-07,4.3201759947208984e-09,7.776317545449274e-08
1904,2.8754243430739734e-07,1.1286712897629059e-08,8.008191265673759e-08
1905,2.554575644353463e-07,4.1286072338664326e-09,9.134543299538223e-08
1906,2.819013218413602e-07,1.5946971188007808e-08,1.0134043826326433e-07
1907,2.525136153508356e-07,1.2857107989372452e-08,1.3165679213500425e-07
1908,2.774934841909271e-07,1.522530612696471e-08,1.5863786106962152e-07
1909,2.9100203846610384e-07,1.2102163715610459e-08,1.8923383127145144e-07
1910,3.078230861319753e-07,1.1757131712641922e-08,2.0361213737274397e-07
1911,3.1975449132914946e-07,1.5429085120644004e-08,1.4843843487710728e-07
1912,4.370704402845149e-07,5.2094211167030835e-09,9.637429054798474e-08
1913,3.637850909399276e-07,8.484783153850373e-09,1.1560517443331975e-07
1914,3.8707179328412167e-07,5.357394972094198e-09,1.2054138975869932e-07
1915,3.1101211561690434e-07,1.1780761921542648e-09,1.7553334741293725e-07
1916,2.604028566111083e-07,4.394984820521586e-09,1.1097336738430386e-07
1917,3.092531812853849e-07,0.0,9.869781791849164e-08
1918,3.388481104593666e-07,4.594550517822427e-09,1.0682330042754984e-07
1919,3.78442564397119e-07,1.749491218561161e-08,1.50087926309439e-07
1920,3.2333429089703714e-07,7.572231730534895e-09,8.480899538199083e-08
1921,3.597054956117063e-07,3.0290990271630847e-09,9.99602660645138e-08
1922,3.143000526506512e-07,1.2542490601674672e-08,9.591315830448366e-08
1923,4.3843866137649457e-07,3.1847844361720945e-09,1.0509788950230359e-07
1924,4.408935581068363e-07,2.4494085870685467e-08,9.153053071031536e-08
1925,4.2013039092125837e-07,1.0998178145982251e-08,1.1108159858608246e-07
1926,4.491893719205109e-07,7.802296808634424e-09,1.5938978492613387e-07
1927,4.0694669678487116e-07,8.919379901328739e-09,1.4048023466717297e-07
1928,2.993622842950572e-07,6.85562484559199e-09,1.0397697769448655e-07
1929,4.445022057097958e-07,3.342121912552898e-09,9.357940999876746e-08
1930,2.8884909397675074e-07,1.3654684494213143e-08,1.0608639766651606e-07
1931,3.6154980875835463e-07,2.3951248095954725e-08,9.352392460471037e-08
1932,3.693363908041647e-07,8.76762951129706e-09,1.4356993127684348e-07
1933,2.8561947829075507e-07,1.4911860635180574e-08,1.6747166853292583e-07
1934,2.767745002074662e-07,1.5576054224197833e-08,1.3898633177689135e-07
1935,3.650326618753752e-07,3.590485242455088e-09,1.7473695379521814e-07
1936,3.0190540201147087e-07,4.849885826274658e-09,1.1154737489249555e-07
1937,3.261099550400104e-07,6.295559185076627e-09,1.1080184014744532e-07
1938,2.839381920693995e-07,5.186085672015395e-09,8.686693675485913e-08
1939,2.477636087405699e-07,1.6823456405745674e-08,1.2999942455849123e-07
1940,2.155415472770983e-07,5.0715658339584024e-09,6.085879133976846e-08
1941,3.217137702904438e-07,1.1806010391524069e-08,1.092055943452408e-07
1942,4.2782386344697443e-07,9.102635090130207e-09,1.5474480630217613e-07
1943,2.7580733785725897e-07,5.806470415592457e-09,8.129058670647282e-08
1944,2.538417049890995e-07,3.2131861615880553e-09,8.354284020128944e-08
1945,2.8320553724370257e-07,2.178504043826024e-09,1.1546071476686848e-07
1946,4.1624102209425473e-07,1.2528993842408909e-08,8.491873337845846e-08
1947,5.531284159587813e-07,3.5762612871081956e-09,8.22540098255331e-08
1948,3.0115128879515396e-07,5.435943917220243e-09,7.71904014040814e-08
1949,2.8076644298380415e-07,2.9451024952109606e-09,9.424328162310758e-08
1950,3.243785329232196e-07,1.4889505850490536e-08,7.763813703043354e-08
1951,2.7613029374151665e-07,1.4925962799061665e-08,1.0981243925289874e-07
1952,3.0896276825842506e-07,4.2179215675730575e-09,1.1493836526987877e-07
1953,2.3271466886853887e-07,2.1547654771580937e-09,9.696444713824803e-08
1954,1.94473471992751e-07,1.1727043114362345e-08,1.5245156870236087e-07
1955,2.440258128899586e-07,6.569925492527773e-09,1.6237102062888198e-07
1956,2.502967504369735e-07,1.4825940475304833e-08,6.889702142132137e-08
1957,2.305944803993043e-07,3.534015080575159e-09,1.1220497531105877e-07
1958,2.001882961621959e-07,1.3235589513271862e-08,2.407222821076971e-07
1959,2.596500507934252e-07,2.8677767716089875e-08,1.1006062194951483e-07
1960,2.4361332862099516e-07,5.536666736194462e-09,1.1626999762981427e-07
1961,2.543026198509324e-07,5.558527305105088e-09,1.1464463012256232e-07
1962,2.765092972367711e-07,2.663621723186793e-08,3.0885328783369914e-07
1963,2.3989056785467255e-07,4.526237162849611e-09,1.29967674400433e-07
1964,2.8290452291912516e-07,2.2510682873289056e-08,1.0890303214772246e-07
1965,2.4514753249604837e-07,3.228505507379964e-08,6.128688312401209e-08
1966,2.4981227397802286e-07,1.273987226824147e-08,1.0801195704512878e-07
1967,2.529262133066368e-07,4.190785396485097e-08,1.0107187836672082e-07
1968,2.5556155947015213e-07,3.9075319202552805e-08,1.0644655290548144e-07
1969,2.4434658030259016e-07,1.6350328146952364e-08,8.038911025742834e-08
1970,2.1889931645091565e-07,2.483311556389367e-08,9.105475773374394e-08
1971,1.7881623648463574e-07,4.162101907567717e-08,1.0276795281427553e-07
1972,1.6878183828339388e-07,4.104117623526804e-08,6.310080347127212e-08
1973,1.6539611635835172e-07,1.5436970923765614e-08,6.781240347031314e-08
1974,1.2151234329849103e-07,3.937900283634832e-09,1.1194887905574546e-07
1975,1.2679485905664478e-07,5.140332159925265e-09,1.0509123837820766e-07
1976,1.302684182746816e-07,1.6569227545559784e-08,1.2284082190339163e-07
1977,1.0695742957977927e-07,4.113747398282186e-09,7.404745405725777e-08
1978,1.556434909844029e-07,1.2475241728537867e-08,8.435639942128148e-08
1979,1.457141394212158e-07,1.345953881681794e-08,1.1352828444000096e-07
1980,1.5122500940378814e-07,1.4781391444174119e-08,7.163289528211436e-08
1981,1.5244575024553342e-07,1.9609204149340087e-08,8.982280652602981e-08
1982,1.2352928990821965e-07,6.207502400989995e-09,8.876728196938188e-08
1983,1.193594698634115e-07,9.47297440490047e-09,7.578378935502172e-08
1984,1.3511689189726894e-07,4.059306002446306e-09,6.494889515096247e-08
1985,1.4918583701728494e-07,1.0828004826102244e-08,6.075713621100931e-08
1986,1.4326819552934467e-07,5.994485574589703e-09,8.692003833354889e-08
1987,1.5338150660682004e-07,3.055408426266837e-09,1.2954932060438296e-07
1988,1.1573348501769942e-07,7.195864681897035e-09,8.455140937391192e-08
1989,1.426911779844886e-07,4.939309961038418e-09,5.707647154906681e-08
1990,1.7926062412243482e-07,7.628111586832631e-09,7.137732854767265e-08
1991,1.0726481036726909e-07,1.3481370353396471e-08,4.6891720284492067e-08
1992,1.283816999375631e-07,7.162927362358573e-09,6.611932690248068e-08
1993,1.2850961184085463e-07,7.2009697094088665e-09,7.53332187741762e-08
1994,1.5191788804713724e-07,8.967375175750192e-09,5.855168416779577e-08
1995,1.1332922156270797e-07,9.760411756598586e-09,6.778063710299875e-08
1996,1.8363037668223114e-07,1.9750941104845765e-08,1.078294631362553e-07
1997,1.337775614729253e-07,7.192341833217597e-09,5.610026465596718e-08
